nquest,comprens,ita,veroaf,veroab,verored,klima,facil,durata
891872,10,10,10,10,10,9,10,94
891876,7,6,5,5,5,2,1,43
891877,10,9,9,7,8,7,7,43
891882,9,9,7,10,10,10,10,46
891884,9,8,8,9,8,8,8,81
891885,7,7,6,6,6,7,7,54
891903,7,7,7,6,7,7,7,37
891906,7,7,7,5,6,5,5,43
891908,9,9,9,9,9,9,9,77
891923,8,8,8,8,8,4,3,44
891924,6,5,5,6,6,6,5,30
891927,4,4,4,3,3,2,3,50
891928,7,7,8,8,7,8,7,45
891930,6,6,6,6,6,6,6,67
891938,9,10,9,6,7,9,7,107
891941,6,6,6,6,6,6,5,22
891947,6,6,6,5,4,6,5,25
891949,6,5,5,6,5,5,5,34
891970,7,7,7,7,7,7,7,34
891974,8,8,7,7,7,7,7,46
891976,8,7,7,7,7,7,7,26
891977,7,7,7,7,7,7,7,26
891978,8,8,7,7,7,8,8,44
891980,7,7,7,7,7,7,7,37
891984,8,8,8,8,8,8,9,26
891985,8,7,7,7,7,7,7,38
891986,8,7,8,7,7,8,8,44
891990,8,8,8,8,8,8,8,42
891992,8,8,8,8,8,8,8,23
891993,7,7,7,7,7,7,7,35
892023,10,10,10,10,10,10,10,114
892070,10,10,10,10,10,10,10,69
892071,5,5,6,7,7,5,4,43
892072,6,6,5,5,7,5,4,22
892074,10,10,10,10,10,10,10,40
892075,7,7,7,5,5,6,6,54
892076,8,8,7,7,7,7,7,39
892085,10,10,10,10,10,10,10,56
892086,8,8,5,5,5,1,1,53
892089,10,10,8,8,9,7,7,66
892090,6,6,3,3,3,2,1,26
892093,10,10,10,10,10,7,7,47
892104,6,5,5,7,7,5,3,33
892106,10,10,10,10,10,10,10,62
892108,10,10,10,10,10,10,10,60
892110,5,5,5,6,6,4,3,26
892119,10,10,10,10,10,10,10,34
892126,10,8,7,10,10,5,6,66
892127,10,10,10,10,10,8,10,43
892129,10,10,10,10,10,7,6,40
892132,10,10,10,10,10,7,9,42
892133,10,10,10,10,10,8,9,42
892136,7,10,10,10,10,7,8,42
892140,10,10,10,10,10,10,9,49
892149,10,10,10,10,10,9,8,43
892167,9,10,10,10,10,9,9,50
892173,9,8,8,10,8,9,8,54
892177,9,9,8,10,10,10,9,37
892181,9,9,9,8,8,10,9,65
892191,9,8,9,7,8,10,9,62
892193,9,10,9,9,9,9,10,82
892197,10,10,9,9,8,10,10,61
892199,10,10,9,9,9,10,10,59
892220,7,7,7,9,9,8,7,30
892221,8,7,7,6,6,7,7,24
892225,8,8,7,6,5,8,7,56
892226,8,7,7,7,6,8,8,41
892227,8,7,6,6,6,8,7,46
892228,8,8,7,6,6,8,8,64
892230,8,7,7,7,6,8,8,65
892231,8,8,8,7,8,8,8,49
892232,9,8,8,8,8,9,9,49
892233,8,7,6,7,5,8,8,51
892238,9,9,9,9,9,10,10,36
892244,8,8,8,8,8,9,8,56
892247,8,8,7,7,7,8,8,38
892252,9,8,8,7,6,9,8,68
892254,9,8,7,6,6,9,8,49
892257,9,8,7,7,7,8,8,75
892271,6,6,5,6,7,6,6,60
892273,5,5,5,6,6,5,5,62
892274,5,5,5,6,5,5,5,48
892276,7,7,6,7,5,7,6,51
892291,7,7,6,5,6,5,5,80
892321,7,5,6,6,4,4,4,29
892322,7,8,7,7,7,7,7,24
892326,5,7,5,5,5,5,7,37
892331,8,7,7,7,7,7,6,38
892336,8,8,8,8,8,8,8,26
892337,9,9,6,7,6,7,8,31
892338,5,7,8,8,7,6,6,31
892339,8,6,5,5,4,6,8,43
892341,6,5,5,7,6,5,5,46
892343,5,5,5,7,6,6,3,30
892346,9,9,9,7,8,8,8,39
892371,8,8,8,8,8,8,8,22
892374,5,5,5,5,5,5,5,105
892378,9,9,9,9,9,9,9,48
892379,9,9,9,9,9,9,9,60
892383,5,5,5,5,5,5,5,73
892384,7,7,7,7,7,7,7,118
892387,9,9,9,9,9,9,9,64
892388,5,5,5,5,5,5,5,73
892390,7,7,8,8,8,9,7,48
892392,9,9,9,9,9,9,9,60
892396,9,8,8,9,8,9,9,49
892399,8,8,8,8,8,8,8,90
892405,10,10,10,10,10,10,10,43
892407,8,8,8,8,8,8,8,27
892413,10,10,10,10,10,10,10,55
892415,8,8,8,8,8,8,8,26
892418,10,9,9,9,9,10,10,85
892423,5,5,5,5,5,5,5,96
892427,9,9,9,9,9,9,9,26
892428,8,8,8,8,8,8,8,31
892437,10,8,7,8,6,8,7,54
892439,7,7,7,8,7,8,6,70
892440,7,7,7,7,7,7,7,98
892441,10,10,10,10,10,9,10,30
892442,8,8,8,8,8,8,8,57
892447,7,7,9,7,7,9,7,22
892449,9,9,9,9,9,9,9,88
892461,9,10,9,9,9,9,10,98
892462,6,6,6,6,6,6,6,94
892466,6,6,6,6,6,6,6,104
892467,9,9,9,9,9,9,9,39
892496,10,10,10,10,10,10,10,31
892502,10,10,10,10,10,10,10,67
892505,6,6,6,6,6,6,6,57
892524,8,8,9,9,9,9,8,66
892529,8,9,8,8,8,8,8,37
892553,7,7,8,9,9,8,7,65
892610,10,10,10,10,10,10,10,70
892627,10,10,10,10,10,10,10,56
892640,10,10,10,10,10,10,10,59
892670,10,10,10,10,10,10,10,24
892673,8,8,8,8,8,8,8,45
892676,10,10,10,10,10,10,10,60
892684,10,10,10,10,10,10,10,65
892696,4,3,5,8,8,7,4,65
892699,10,10,10,8,7,8,9,53
892701,10,10,10,10,10,10,10,40
892703,10,10,10,10,10,10,10,29
892710,10,10,10,10,10,10,10,31
892725,9,9,9,9,9,9,9,28
892727,9,9,8,8,7,6,6,74
892736,7,7,7,8,8,7,7,69
892737,8,8,8,8,8,7,9,50
892738,7,8,7,7,8,8,7,62
892739,8,7,7,6,8,8,8,53
892741,8,9,9,9,9,8,8,72
892745,9,8,8,9,8,9,8,54
892746,9,9,8,8,8,8,9,43
892750,8,8,8,7,8,8,8,48
892753,7,7,8,7,7,8,9,45
892760,8,8,6,7,7,6,8,57
892767,8,7,8,8,8,7,8,68
892769,8,7,7,7,8,7,8,59
892773,9,9,9,9,8,9,9,52
892784,10,10,10,10,10,10,10,59
892796,10,10,10,10,10,10,10,72
892800,10,10,10,10,10,10,10,50
892817,8,10,10,10,10,10,10,39
892832,7,7,7,7,7,7,7,40
892833,6,6,6,6,6,6,6,49
892837,7,7,7,7,7,7,7,46
892838,10,10,10,10,10,10,10,47
892841,10,10,10,10,10,10,10,74
892877,10,10,10,10,10,10,10,20
892881,10,10,10,9,9,10,10,73
892884,10,10,10,10,10,10,10,69
892886,10,10,9,10,10,10,10,72
892887,10,10,8,10,10,10,10,50
892889,8,9,9,10,10,10,10,40
892890,10,10,10,10,10,10,10,37
892894,10,10,10,10,8,10,10,81
892895,10,10,10,10,10,10,10,77
892902,10,10,10,10,8,10,10,75
892909,10,10,10,10,10,10,10,50
892911,8,9,9,10,10,10,10,33
892917,10,10,10,10,10,10,10,71
892919,10,10,10,10,10,10,10,24
892922,7,6,7,7,7,7,7,35
892924,7,7,7,7,7,7,7,49
892925,7,7,7,7,7,7,7,45
892929,7,7,7,7,7,7,7,44
892931,7,7,7,7,7,7,7,35
892935,8,8,8,8,8,8,8,24
892939,7,7,7,7,7,7,7,36
892941,7,7,7,7,7,7,7,40
892946,7,7,7,7,7,7,7,50
892948,7,7,7,7,7,7,7,43
892952,6,6,7,7,7,7,7,46
892971,7,7,7,7,7,7,7,61
892972,8,8,7,8,7,8,8,56
892976,6,6,6,7,6,7,7,48
892979,7,8,8,8,7,8,7,68
892980,9,9,9,9,9,9,9,46
892983,9,9,9,9,8,9,9,61
892985,9,9,9,9,9,9,9,47
892991,9,9,9,9,9,9,9,62
892992,6,7,7,7,7,7,6,71
892995,8,8,8,8,8,8,8,36
892999,6,7,7,7,7,7,7,48
893003,9,9,9,9,9,9,9,78
893007,9,9,9,9,9,9,9,92
893013,8,8,7,7,7,7,7,69
893016,8,7,6,7,7,7,6,65
893022,9,9,9,9,9,9,9,70
893023,8,7,6,6,5,9,9,36
893033,8,8,7,7,7,9,7,51
893036,9,8,8,8,7,8,9,86
893044,8,8,6,7,6,8,8,67
893052,8,8,8,8,8,9,9,75
893053,8,8,7,7,6,8,8,104
893055,9,9,9,9,9,9,9,44
893062,9,9,9,9,9,9,9,59
893066,9,9,9,9,9,9,9,55
893076,7,7,7,7,7,7,7,40
893077,7,7,7,7,7,7,6,56
893081,5,7,6,6,6,5,4,50
893082,5,5,5,5,5,3,3,50
893122,9,9,9,9,9,9,9,56
893133,9,9,9,9,9,9,9,28
893141,9,9,9,9,9,9,9,40
893172,10,10,10,10,10,10,10,51
893173,10,9,9,9,9,9,9,36
893180,10,10,10,10,10,10,10,38
893181,9,9,9,9,7,10,10,71
893189,10,10,10,10,10,10,10,71
893192,9,2,2,2,2,1,1,80
893194,10,10,10,10,10,10,10,58
893197,10,10,10,10,10,10,10,65
893200,8,10,10,10,10,10,10,41
893201,10,10,10,10,10,10,10,62
893204,10,10,10,10,10,10,10,66
893209,10,10,10,10,10,10,10,82
893214,10,10,10,10,10,10,10,50
893224,6,6,6,8,7,8,7,30
893225,10,10,10,10,10,10,10,37
893226,7,7,7,7,7,7,7,23
893227,10,10,10,10,10,10,10,20
893229,10,10,10,10,10,10,10,52
893230,7,7,7,7,7,9,9,32
893232,7,7,7,7,7,9,6,29
893233,8,8,8,8,8,8,8,101
893236,9,9,9,9,9,9,9,35
893237,9,9,9,9,9,9,9,29
893239,8,8,8,8,8,9,9,31
893240,7,7,7,7,7,7,7,29
893251,10,10,9,9,9,9,9,26
893252,10,10,7,10,6,10,10,44
893271,8,8,8,8,8,8,8,27
893287,8,8,8,8,8,8,7,33
893288,9,9,9,9,9,9,9,23
893290,5,6,5,7,7,5,7,29
893299,9,9,9,9,9,9,9,28
893308,9,9,9,9,9,9,9,22
893311,9,9,9,9,9,9,9,22
893318,7,6,6,6,6,6,6,32
893320,8,8,8,8,5,8,6,32
893323,8,8,9,9,9,9,9,31
893325,8,8,8,8,5,8,8,30
893326,7,8,7,8,6,8,7,43
893327,8,9,8,8,8,8,8,26
893330,8,8,8,8,8,8,8,29
893331,6,6,7,7,7,7,7,35
893372,10,10,9,9,10,10,10,59
893373,9,7,8,8,7,9,8,48
893382,10,10,10,10,10,9,10,68
893384,10,8,8,10,10,10,10,63
893391,10,8,5,5,5,7,5,122
893393,10,9,9,10,9,10,10,74
893396,10,8,10,10,7,7,7,54
893398,10,10,9,8,9,9,8,98
893402,10,10,10,9,9,8,10,60
893421,10,10,9,10,7,10,10,50
893424,10,10,10,10,6,10,10,48
893435,10,10,10,10,10,10,10,39
893439,10,10,8,9,7,10,10,65
893444,10,10,7,10,5,8,9,31
893445,10,10,10,10,10,10,10,55
893449,10,10,6,10,8,10,10,62
893459,9,7,2,2,2,4,6,45
893462,10,10,8,10,10,10,10,48
893466,10,10,10,10,10,10,10,44
893472,7,7,7,6,7,7,7,62
893473,8,8,8,7,8,8,8,51
893478,7,8,8,7,7,6,6,69
893480,6,9,8,9,7,8,7,45
893481,7,7,6,7,8,8,7,55
893483,8,8,8,8,8,9,8,76
893488,8,8,8,7,9,7,7,46
893494,9,8,8,8,8,7,8,47
893495,8,8,8,8,7,6,7,54
893497,8,8,8,7,8,8,8,62
893500,8,9,9,7,8,8,8,47
893501,8,8,7,8,8,7,7,51
893508,7,6,7,7,7,6,6,52
893538,9,9,9,8,8,9,9,70
893543,9,9,9,9,9,9,9,70
893544,10,10,10,10,10,10,10,60
893556,10,10,7,10,10,8,8,60
893558,10,10,10,10,10,10,10,47
893563,10,10,10,10,10,10,10,40
893568,10,10,10,10,10,10,10,31
893570,6,6,6,7,9,7,5,41
893573,5,5,5,4,4,4,4,52
893575,5,5,5,7,6,6,4,52
893576,4,5,4,7,6,5,5,45
893579,5,5,5,6,6,5,4,52
893581,9,8,9,9,9,8,7,42
893582,6,7,6,8,6,6,6,120
893590,6,6,6,7,7,7,6,88
893593,6,6,6,8,8,6,6,46
893594,5,5,5,6,8,6,6,61
893595,8,7,6,6,6,5,5,47
893596,8,8,8,7,7,7,6,69
893623,8,7,5,8,8,8,8,56
893631,8,8,8,8,8,8,8,41
893634,8,8,8,8,8,6,6,40
893649,8,8,7,8,8,7,7,55
893671,10,10,10,10,10,10,10,53
893672,9,10,10,10,5,10,9,72
893673,10,10,10,7,8,9,10,66
893674,10,10,7,8,6,8,9,57
893678,8,10,10,8,8,9,9,50
893720,6,7,7,7,5,8,7,59
893721,8,7,8,8,7,8,8,105
893728,8,7,7,8,7,8,8,92
893729,9,9,9,9,9,9,9,53
893738,8,8,8,8,8,8,8,72
893739,9,9,9,9,9,9,9,49
893748,9,9,9,9,9,9,9,52
893750,9,9,9,9,9,9,9,64
893751,8,8,8,8,8,8,8,69
893753,9,9,9,9,9,9,9,61
893770,8,10,10,10,8,8,8,39
893773,10,10,10,10,10,10,10,46
893774,10,10,10,10,10,10,10,89
893775,10,10,10,10,10,10,10,52
893779,8,9,8,9,9,8,8,45
893780,9,10,9,10,9,9,9,56
893781,10,10,10,10,9,10,10,60
893820,4,5,4,9,1,4,5,22
893824,10,10,10,10,10,10,10,55
893826,6,9,8,9,8,8,9,45
893879,6,6,7,8,7,5,4,30
893885,8,8,9,9,8,8,8,71
893891,7,8,8,9,9,7,7,60
893895,8,8,8,9,9,9,8,62
893897,8,8,9,9,10,8,8,50
893905,7,7,7,9,8,7,6,116
893921,10,10,10,10,7,10,10,63
893922,10,10,6,10,7,10,10,44
893924,7,7,10,10,10,8,8,78
893926,10,10,10,10,10,10,10,57
893934,10,10,10,10,5,5,5,58
893938,7,5,7,7,10,5,10,45
893971,9,8,8,9,10,9,9,50
893973,10,10,10,10,10,10,10,56
893974,5,5,8,10,8,5,5,45
893975,4,5,5,10,7,4,6,56
893977,9,10,10,10,8,9,8,49
893980,10,10,10,10,10,7,10,45
893982,10,10,10,10,10,10,10,82
893987,7,9,9,9,6,5,7,51
893990,10,10,10,10,10,10,10,64
894072,3,4,2,3,2,4,2,30
894073,8,8,8,8,8,8,7,55
894074,9,8,8,8,8,9,8,73
894082,8,7,7,7,6,6,6,36
894087,9,6,6,7,6,2,2,68
894090,7,6,6,7,7,7,7,40
894091,9,8,8,8,7,8,7,120
894093,8,8,7,6,6,7,7,40
894094,8,8,7,7,7,8,7,65
894103,9,8,8,8,7,8,8,39
894105,8,8,8,8,8,8,8,46
894106,7,6,7,7,6,7,6,74
894122,8,9,10,10,10,10,9,33
894126,10,10,10,10,10,10,10,37
894133,10,10,10,10,10,10,10,70
894134,10,9,9,10,10,10,10,24
894139,10,10,10,10,8,10,10,40
894140,10,10,10,10,9,10,10,69
894143,10,10,10,10,10,10,10,34
894146,10,10,10,10,10,10,10,120
894149,10,10,10,10,10,10,10,61
894153,10,10,8,10,10,10,10,36
894156,10,10,10,10,10,10,10,34
894165,9,9,10,10,10,10,10,55
894167,10,10,10,10,10,10,10,55
894175,7,9,9,8,8,9,9,45
894178,9,9,9,8,8,8,8,26
894187,9,9,9,9,8,8,8,40
894197,6,5,6,6,6,6,5,26
894203,8,9,9,9,9,9,8,69
894204,7,8,7,8,8,8,7,29
894208,6,5,6,6,6,7,6,32
894210,9,9,8,9,9,9,9,89
894219,8,9,9,9,8,8,9,28
894224,8,6,7,6,5,6,6,40
894227,10,1,9,8,6,9,9,58
894230,10,9,8,5,7,10,9,60
894234,9,7,7,8,9,8,7,50
894235,10,10,10,8,6,10,9,69
894239,9,10,9,7,8,9,10,37
894240,10,10,8,7,9,10,8,40
894242,8,7,8,6,7,6,8,55
894245,10,10,10,10,10,10,10,55
894249,10,10,9,8,5,9,10,45
894251,10,10,10,10,10,10,10,52
894254,10,10,10,7,7,10,10,45
894255,9,8,10,8,9,10,10,40
894257,10,9,10,8,7,10,9,35
894259,10,10,10,8,8,10,10,36
894260,9,9,8,6,7,8,8,45
894264,10,10,10,9,6,10,10,49
894267,10,10,7,10,10,9,8,73
894282,10,10,10,10,10,10,10,133
894291,10,10,10,10,10,10,10,108
894296,7,8,6,10,9,10,9,60
894297,9,9,6,9,8,9,6,50
894300,10,8,8,8,8,8,5,65
894304,5,8,5,5,5,5,2,50
894323,8,8,9,9,9,9,8,28
894324,8,7,7,8,8,8,8,38
894325,8,9,8,7,9,10,8,39
894326,8,7,7,7,7,8,8,44
894327,9,9,9,9,9,9,9,45
894329,9,9,9,9,9,9,9,24
894330,8,7,7,6,5,7,6,27
894331,9,8,8,7,6,9,8,23
894332,8,7,6,6,6,8,7,33
894334,9,8,7,6,5,8,7,62
894339,9,8,8,7,6,9,9,35
894341,9,8,9,9,9,8,8,41
894346,9,8,8,7,6,9,8,109
894348,9,8,8,8,8,9,9,38
894372,9,9,9,9,9,9,9,33
894378,9,9,9,9,9,9,9,57
894379,8,8,8,8,8,8,8,47
894426,7,7,7,7,7,7,7,42
894430,8,7,8,8,8,7,7,56
894436,8,7,7,7,7,5,6,50
894438,7,7,8,8,8,8,7,40
894440,7,7,5,5,7,7,6,35
894447,8,8,7,8,7,7,8,52
894448,8,7,8,8,8,7,7,58
894449,8,8,8,8,8,8,8,59
894450,6,7,6,7,6,7,7,43
894452,7,8,7,7,8,7,8,86
894455,8,8,8,8,8,8,8,80
894456,8,8,8,8,8,7,6,66
894471,9,8,7,7,7,9,8,34
894476,9,8,7,7,7,9,9,43
894478,9,9,9,9,9,9,9,42
894479,9,9,8,7,7,9,9,38
894483,9,9,8,8,9,8,8,53
894485,8,8,8,9,9,8,8,23
894488,9,9,9,9,9,9,9,44
894499,8,8,7,9,9,9,8,43
894500,10,9,9,7,6,8,8,32
894504,9,8,9,9,9,9,9,37
894506,8,8,8,8,9,9,9,49
894508,8,8,7,7,7,7,7,60
894510,9,8,8,9,9,9,9,38
894524,9,9,8,9,9,10,9,75
894542,6,8,6,8,8,10,6,40
894547,8,8,7,9,8,8,8,45
894548,9,9,9,9,9,9,9,57
894551,10,10,9,10,9,10,9,47
894556,10,10,9,9,9,10,10,52
894559,9,9,8,9,8,8,8,65
894561,9,9,9,9,9,9,9,47
894565,9,9,9,9,9,9,9,88
894569,10,10,9,10,9,10,10,76
894571,8,7,7,8,9,8,9,29
894574,7,6,8,8,8,9,7,43
894580,7,8,8,7,8,7,8,50
894581,6,7,6,8,7,7,5,28
894583,8,8,8,9,9,8,8,42
894586,9,8,7,9,8,9,9,61
894587,7,7,7,8,8,8,8,36
894594,8,10,8,9,9,10,10,57
894605,8,8,6,6,5,7,7,42
894607,9,8,9,9,8,8,9,47
894612,8,7,8,7,7,8,8,53
894621,7,8,6,9,9,9,9,23
894622,8,8,8,8,8,8,8,47
894625,8,8,5,9,9,9,9,29
894626,9,9,9,9,9,9,9,20
894629,6,6,8,9,9,9,9,21
894630,9,9,9,9,9,9,9,32
894636,9,9,9,9,9,9,9,70
894671,5,7,7,8,7,7,6,27
894673,5,5,5,6,6,4,4,31
894674,6,6,6,6,6,7,6,40
894676,5,8,8,8,7,7,7,46
894677,6,5,2,4,4,4,6,29
894682,6,7,6,7,5,6,7,28
894684,8,8,8,8,8,8,7,34
894687,6,5,5,5,8,6,6,34
894689,9,9,8,4,2,6,8,29
894692,8,7,5,7,5,8,7,30
894693,7,8,9,7,8,9,8,38
894723,9,9,9,9,9,9,9,24
894725,8,8,9,9,9,8,8,30
894730,9,9,9,9,9,9,9,31
894734,9,9,9,9,9,9,9,27
894736,9,9,9,9,9,9,9,26
894785,9,10,10,9,10,8,8,46
894790,8,7,8,8,10,9,9,46
894791,10,9,10,9,10,10,10,42
894792,10,10,10,10,10,10,9,74
894795,10,8,8,6,7,9,7,61
894796,9,10,9,9,10,9,9,72
894797,10,10,10,10,10,10,10,48
894800,10,10,10,10,10,10,10,53
894804,9,10,10,9,10,10,10,29
894808,10,10,10,10,10,10,10,85
894815,10,10,7,8,8,9,8,53
894820,10,10,10,9,10,9,9,88
894821,9,9,9,9,9,9,9,22
894823,9,9,9,9,9,9,9,26
894826,9,9,9,9,9,9,9,25
894827,9,9,9,9,9,9,9,27
894828,9,9,9,9,9,9,9,22
894829,9,9,9,9,9,9,9,26
894831,9,9,9,9,9,9,9,32
894832,5,5,5,8,8,5,5,32
894833,9,9,9,9,9,9,9,28
894875,10,10,10,10,10,10,10,42
894884,10,10,9,9,10,10,8,75
894887,7,7,5,6,6,8,6,38
894890,10,10,10,10,7,10,10,49
894899,10,10,10,10,6,10,10,43
894903,10,10,10,10,10,10,10,45
894907,10,10,10,10,10,10,10,30
894909,10,8,10,10,10,10,8,48
894915,10,8,10,10,10,10,9,32
894918,10,10,10,9,8,10,10,72
894923,8,8,5,8,8,8,8,37
894924,9,9,9,9,9,9,9,44
894926,6,6,8,8,8,6,6,29
894931,9,9,9,9,9,9,9,44
894940,9,9,9,9,9,9,9,33
894943,8,8,6,9,8,9,9,31
894945,7,6,8,8,8,8,8,39
894946,9,9,9,9,9,9,9,54
894950,9,9,9,9,9,9,9,34
894951,9,9,9,9,9,9,9,90
894956,9,9,5,9,9,9,9,22
894981,10,10,10,10,10,10,10,33
894984,10,10,10,10,10,10,10,44
894985,10,10,10,10,10,10,10,49
894987,10,10,10,10,10,10,10,63
894991,7,8,7,10,10,8,8,28
894994,10,10,10,10,10,10,10,52
895009,8,8,7,9,5,10,7,32
895015,10,8,7,10,6,7,8,52
895022,7,6,6,6,6,6,5,88
895023,9,9,9,9,8,7,6,33
895024,7,8,8,7,7,6,6,100
895026,10,10,10,9,10,10,10,111
895027,9,8,8,7,7,7,8,60
895028,6,6,6,6,6,6,6,100
895029,6,6,6,6,6,6,5,85
895030,8,8,8,7,7,8,6,50
895031,10,10,8,8,6,10,6,60
895032,6,6,6,6,6,6,6,56
895036,7,7,8,8,7,7,6,100
895038,8,8,8,8,8,7,8,100
895040,9,6,6,6,6,8,6,95
895041,8,8,8,7,7,6,6,60
895043,9,9,7,7,7,6,6,110
895044,10,10,10,10,10,10,10,100
895045,8,8,8,8,8,9,7,120
895046,8,8,7,7,7,7,8,120
895056,9,10,9,9,10,10,10,67
895073,7,9,9,9,9,9,7,30
895076,8,8,9,9,9,8,8,23
895079,9,9,9,9,9,9,9,24
895086,9,9,9,9,9,9,9,26
895099,9,9,9,9,9,9,9,25
895101,9,9,9,9,9,9,9,26
895106,9,9,9,9,9,9,9,24
895107,8,8,9,9,9,8,8,34
895113,8,7,9,9,9,7,7,35
895118,9,9,9,9,9,9,9,32
895120,9,9,9,9,9,9,9,22
895122,8,9,8,8,7,9,7,61
895124,8,9,7,6,5,8,7,47
895126,8,9,7,8,7,9,8,29
895127,8,9,8,9,9,6,7,37
895130,8,7,8,7,7,9,9,50
895132,8,7,8,7,8,9,8,31
895134,8,9,8,7,7,8,7,44
895138,8,7,7,7,8,7,8,34
895142,7,8,7,6,7,7,7,45
895171,6,6,6,6,6,6,5,27
895173,6,5,5,5,6,6,6,29
895174,9,8,8,8,7,7,8,29
895181,5,5,5,7,5,5,4,27
895183,6,6,6,7,7,6,5,34
895184,9,6,7,5,4,7,8,36
895189,6,6,4,6,5,4,4,27
895192,8,9,9,7,8,7,7,30
895194,7,7,7,7,6,6,6,35
895197,7,6,6,7,7,7,6,27
895200,9,8,7,6,8,8,7,35
895204,7,7,7,7,7,6,7,35
895207,9,9,8,8,8,8,8,26
895208,8,6,6,6,5,6,6,32
895209,8,7,8,8,7,7,6,29
895210,8,7,7,8,7,7,7,28
895218,8,8,8,8,8,8,8,37
895220,8,8,8,8,8,8,6,31
895222,9,9,9,9,9,9,9,58
895234,8,8,8,8,8,8,8,52
895238,7,7,7,7,6,7,6,25
895242,10,10,10,10,10,10,10,43
895243,9,10,8,10,8,10,10,80
895249,9,9,9,9,9,9,9,55
895251,7,7,9,9,9,8,8,41
895255,7,7,7,7,9,7,9,39
895262,8,8,8,8,8,8,8,48
895270,9,9,9,9,9,9,9,60
895276,10,10,8,8,8,8,8,51
895277,10,10,10,10,10,10,10,55
895324,8,8,8,9,9,8,8,47
895376,10,10,10,9,10,10,10,65
895377,9,8,5,6,5,3,3,72
895382,9,8,7,8,9,7,7,48
895384,10,10,10,10,10,10,10,82
895392,10,10,10,10,10,10,10,35
895394,10,10,10,10,10,10,10,82
895395,9,9,7,7,6,10,7,61
895406,10,8,9,7,7,9,8,108
895423,10,10,8,8,8,10,8,22
895426,10,10,7,10,8,8,8,22
895427,10,10,8,10,10,10,8,26
895428,10,10,10,10,10,10,10,30
895430,10,10,10,10,10,10,10,29
895433,9,9,9,10,10,10,8,21
895436,10,10,5,10,5,10,10,38
895437,10,10,8,10,10,10,10,40
895457,10,10,10,10,10,10,10,33
895458,9,9,9,9,9,9,9,27
895479,8,8,7,8,7,8,8,70
895487,8,8,8,8,8,8,7,75
895505,9,9,8,8,7,8,9,74
895512,8,9,8,8,7,9,8,83
895517,8,8,8,8,8,8,8,83
895522,6,6,6,6,6,9,8,26
895527,9,9,9,9,9,9,9,47
895528,9,9,9,9,9,9,9,30
895532,9,9,9,9,9,9,9,55
895535,9,9,9,9,9,9,9,32
895540,4,8,7,8,9,8,9,23
895541,5,9,7,8,9,9,9,21
895544,9,9,9,9,9,9,9,57
895573,5,5,6,6,6,6,4,29
895574,6,6,6,6,6,6,5,48
895579,5,4,4,4,5,5,4,90
895623,9,9,8,9,9,9,9,48
895624,9,8,8,9,9,9,9,65
895632,9,9,9,9,9,9,9,94
895636,9,9,9,9,9,9,9,62
895649,9,9,9,9,9,9,9,70
895650,9,8,9,9,9,9,8,57
895651,9,9,9,9,9,9,9,76
895654,9,9,9,9,9,9,9,75
895662,9,9,9,9,10,9,9,41
895675,9,8,3,4,5,7,7,53
895677,10,10,7,7,8,9,9,78
895679,10,10,4,4,5,7,7,53
895681,10,10,9,10,10,10,10,75
895686,10,10,8,9,9,10,9,50
895688,9,9,10,10,10,10,9,55
895690,10,10,10,10,10,10,10,66
895725,10,10,9,10,9,10,10,50
895730,10,10,10,9,8,10,9,50
895742,9,10,9,7,9,10,10,29
895746,8,8,8,7,7,6,7,25
895751,10,10,10,9,9,10,10,55
895755,10,10,10,10,10,10,10,60
895757,9,7,7,6,7,6,7,55
895761,8,9,8,7,7,8,8,55
895766,8,9,9,7,7,9,8,55
895774,9,9,9,10,8,8,7,36
895776,10,10,8,10,10,8,7,80
895777,8,9,7,9,8,8,7,68
895779,10,10,10,10,10,10,7,64
895781,7,8,8,7,9,6,5,27
895785,8,8,8,8,9,7,6,35
895791,10,8,4,8,8,2,2,34
895826,9,8,7,7,5,5,8,28
895830,9,7,6,6,6,6,5,24
895833,5,5,6,6,5,5,5,23
895835,8,8,7,8,6,6,6,21
895836,6,5,5,5,4,4,5,21
895837,6,6,6,5,6,5,6,74
895839,5,5,5,6,6,6,5,29
895840,7,6,5,6,6,6,6,21
895846,8,7,6,7,4,6,6,52
895849,9,8,7,8,7,7,7,92
895856,9,7,6,7,7,6,6,49
895872,7,7,7,7,7,7,7,32
895873,7,7,7,7,7,7,7,29
895875,7,7,7,7,7,7,7,26
895876,8,8,8,8,8,8,8,30
895877,6,5,7,7,7,8,7,28
895878,8,8,8,8,8,8,8,26
895879,8,8,8,8,8,8,8,30
895882,8,8,8,8,8,9,8,114
895885,5,4,5,7,7,5,5,29
895886,9,9,9,9,9,9,9,27
895888,9,9,9,9,9,9,9,20
895889,8,8,8,8,8,8,8,33
895924,8,8,3,4,3,4,4,61
895925,8,6,4,4,3,4,4,46
895926,7,5,5,4,5,4,5,73
895929,6,4,4,5,4,5,5,63
895931,8,6,7,7,7,6,7,63
895935,8,8,6,6,6,6,7,50
895938,6,5,5,6,7,7,5,43
895942,8,8,7,8,7,8,8,52
895972,7,8,9,8,8,8,8,26
895975,8,8,8,8,8,8,8,66
895976,9,6,7,6,5,6,7,64
895978,9,8,8,7,8,7,8,29
895979,7,8,8,9,9,8,7,32
895982,8,8,8,8,7,8,9,63
