nquest,anmutuo11,anmutuo12,anmutuo13,debgar11_1,debgar12_1,debgar13_1,debgar11_2,debgar12_2,debgar13_2,debgar11_3,debgar12_3,debgar13_3,debm11,debm12,debm13,debpers11,debpers12,debpers13,debrf11,debrf12,debrf13,ltv11,ltv12,ltv13,mutuodu11,mutuodu12,mutuodu13,mutuoin11,mutuoin12,mutuoin13,ratacon11,ratacon12,ratacon13,rifinanz11,rifinanz12,rifinanz13,rippag11,rippag12,rippag13,sospecome11,sospecome12,sospecome13,sospens11,sospens12,sospens13,stesmut11,stesmut12,stesmut13,taxfis11,taxfis12,taxfis13,taxvar11,taxvar12,taxvar13,tipotax11,tipotax12,tipotax13,tmutuoab11,tmutuoab12,tmutuoab13,whytipo11,whytipo12,whytipo13,tdebita11,tdebita12,tdebita13
877241,2010,2013,,1,1,,0,0,,0,0,,1,2,,,,,1,2,,80,90,,20,15,,220000,115000,,2,2,,2,2,,,,,,,,2,2,,,,,,,,1.35,5.5,,2,2,,12200,9000,,1,3,,172090,112000,
877307,2010,,,1,,,0,,,0,,,1,,,,,,2,,,30,,,10,,,100000,,,2,,,2,,,,,,,,,2,,,,,,,,,2.75,,,2,,,11000,,,1,,,65000,,
877407,2013,,,0,,,0,,,1,,,2,,,1,,,1,,,10,,,4,,,5000,,,,,,2,,,,,,,,,2,,,,,,17,,,,,,1,,,1980,,,3,,,3400,,
877621,2005,,,1,,,0,,,0,,,1,,,,,,2,,,100,,,20,,,140000,,,,,,2,,,,,,,,,2,,,,,,4.2,,,,,,1,,,10000,,,1,,,81000,,
877713,2005,,,1,,,0,,,0,,,1,,,,,,2,,,60,,,20,,,60000,,,,,,2,,,,,,,,,2,,,,,,0.6,,,,,,1,,,5560,,,4,,,40000,,
877948,2009,,,1,,,0,,,0,,,2,,,,,,1,,,95,,,26,,,125000,,,,,,2,,,,,,,,,2,,,,,,2.05,,,,,,1,,,6000,,,4,,,107000,,
878103,2008,,,1,,,0,,,0,,,1,,,,,,2,,,100,,,30,,,135000,,,,,,2,,,2,,,2,,,1,,,,,,6,,,,,,1,,,9600,,,4,,,100000,,
878173,2005,,,1,,,0,,,0,,,1,,,,,,2,,,70,,,20,,,80000,,,2,,,2,,,,,,,,,2,,,,,,,,,3,,,2,,,7000,,,1,,,50000,,
878201,2006,,,1,,,0,,,0,,,1,,,,,,2,,,75,,,20,,,100000,,,2,,,2,,,,,,,,,2,,,,,,,,,3,,,2,,,7500,,,1,,,80000,,
878293,2011,,,1,,,0,,,0,,,1,,,,,,1,,,70,,,25,,,250000,,,2,,,2,,,,,,,,,2,,,,,,,,,5,,,2,,,14400,,,2,,,200000,,
878305,2010,,,1,,,0,,,0,,,1,,,,,,2,,,70,,,30,,,100000,,,2,,,2,,,,,,,,,2,,,,,,,,,2.9,,,2,,,7200,,,1,,,85000,,
878307,2003,,,1,,,0,,,0,,,1,,,,,,2,,,30,,,25,,,100000,,,,,,2,,,,,,,,,2,,,,,,2,,,,,,1,,,7200,,,4,,,90800,,
878398,2001,,,1,,,0,,,0,,,2,,,,,,2,,,40,,,15,,,35000,,,,,,2,,,,,,,,,2,,,,,,0,,,,,,1,,,3600,,,4,,,10800,,
878475,2010,,,1,,,0,,,0,,,1,,,,,,2,,,80,,,15,,,118000,,,1,,,2,,,,,,,,,2,,,,,,,,,7.5,,,2,,,6360,,,4,,,49196.369826,,
878503,2010,,,1,,,0,,,0,,,1,,,,,,2,,,70,,,25,,,120000,,,1,,,2,,,,,,,,,2,,,,,,,,,3,,,2,,,5000,,,4,,,95000,,
878513,1999,,,1,,,0,,,0,,,1,,,,,,2,,,50,,,15,,,50000,,,1,,,2,,,,,,,,,2,,,,,,,,,4,,,2,,,4800,,,4,,,4800,,
878518,2010,,,1,,,0,,,0,,,1,,,,,,2,,,50,,,20,,,140000,,,,,,2,,,,,,,,,2,,,,,,3,,,,,,1,,,9000,,,1,,,107000,,
878751,2006,,,1,,,0,,,0,,,1,,,,,,2,,,70,,,30,,,100000,,,1,,,2,,,,,,,,,2,,,,,,,,,3.5,,,2,,,7200,,,4,,,70000,,
878831,2005,,,1,,,0,,,0,,,1,,,,,,2,,,50,,,20,,,120000,,,2,,,2,,,,,,,,,2,,,,,,,,,1.5,,,2,,,7500,,,2,,,90000,,
878838,2005,,,1,,,0,,,0,,,1,,,,,,2,,,90,,,39,,,120000,,,2,,,2,,,,,,,,,2,,,,,,,,,4,,,2,,,5100,,,1,,,90000,,
878956,2008,,,1,,,0,,,0,,,1,,,,,,1,,,25,,,30,,,170000,,,,,,1,,,,,,,,,2,,,1,,,5.5,,,,,,1,,,7000,,,3,,,100000,,
879152,2004,,,1,,,0,,,0,,,1,,,,,,2,,,50,,,20,,,90000,,,1,,,2,,,,,,,,,2,,,,,,,,,3,,,2,,,6000,,,1,,,60000,,
879257,2007,,,1,,,0,,,0,,,1,,,,,,2,,,80,,,30,,,135000,,,1,,,1,,,,,,,,,2,,,3,,,,,,3,,,2,,,6000,,,1,,,100000,,
879319,2013,,,1,,,0,,,0,,,1,,,,,,2,,,90,,,35,,,199000,,,1,,,2,,,,,,,,,2,,,,,,,,,2.7,,,2,,,8500,,,1,,,190000,,
879430,1997,,,1,,,0,,,0,,,1,,,,,,2,,,95,,,23,,,60000,,,1,,,1,,,,,,,,,2,,,1,,,,,,5,,,2,,,2200,,,4,,,12000,,
879441,2006,,,1,,,0,,,0,,,1,,,,,,2,,,100,,,30,,,140000,,,1,,,2,,,1,,,2,,,1,,,,,,,,,4.9,,,2,,,6600,,,4,,,110000,,
879449,1994,,,1,,,0,,,0,,,1,,,,,,2,,,100,,,20,,,80000,,,1,,,1,,,,,,,,,2,,,3,,,,,,2.5,,,2,,,5800,,,4,,,31000,,
879452,2006,,,1,,,0,,,0,,,1,,,,,,2,,,90,,,30,,,79000,,,1,,,2,,,1,,,2,,,1,,,,,,,,,1.5,,,2,,,3600,,,1,,,50000,,
879458,2007,,,1,,,0,,,0,,,1,,,,,,2,,,100,,,25,,,110000,,,,,,2,,,,,,,,,2,,,,,,5.5,,,,,,1,,,7000,,,3,,,70000,,
879484,2005,,,1,,,0,,,0,,,1,,,,,,2,,,40,,,10,,,100000,,,,,,2,,,,,,,,,2,,,,,,4.03,,,,,,1,,,12000,,,3,,,10000,,
879638,2008,,,1,,,0,,,0,,,1,,,,,,2,,,80,,,25,,,400000,,,,,,2,,,,,,,,,2,,,,,,5.47,,,,,,1,,,32800,,,1,,,311289,,
879676,2001,,,1,,,0,,,0,,,1,,,,,,2,,,90,,,20,,,100000,,,1,,,2,,,,,,,,,2,,,,,,,,,4,,,2,,,7200,,,4,,,50000,,
879710,2014,,,1,,,0,,,0,,,1,,,,,,2,,,80,,,25,,,92000,,,1,,,2,,,,,,,,,2,,,,,,,,,2,,,2,,,1250,,,1,,,25151.294698,,
879725,2006,,,1,,,0,,,0,,,1,,,,,,2,,,40,,,17,,,100000,,,2,,,2,,,,,,,,,2,,,,,,,,,4,,,2,,,7500,,,4,,,60000,,
879844,2008,,,1,,,0,,,0,,,2,,,,,,1,,,100,,,20,,,150000,,,,,,2,,,,,,,,,2,,,,,,5,,,,,,1,,,12000,,,3,,,149000,,
879943,2013,,,1,,,0,,,0,,,3,,,,,,2,,,40,,,15,,,125000,,,1,,,1,,,,,,,,,2,,,3,,,,,,3.75,,,2,,,11000,,,1,,,115000,,
880003,2011,,,1,,,0,,,0,,,1,,,,,,2,,,50,,,15,,,120000,,,2,,,2,,,,,,,,,2,,,,,,,,,4,,,2,,,9000,,,4,,,100000,,
880033,2005,,,1,,,0,,,0,,,1,,,,,,2,,,80,,,20,,,90000,,,1,,,2,,,,,,,,,2,,,,,,,,,2.5,,,2,,,5400,,,3,,,58000,,
880040,2011,,,1,,,0,,,0,,,1,,,,,,2,,,70,,,30,,,120000,,,,,,2,,,,,,,,,2,,,,,,5,,,,,,1,,,7800,,,3,,,110000,,
880042,2006,,,1,,,0,,,0,,,1,,,,,,2,,,100,,,20,,,110000,,,1,,,2,,,,,,,,,2,,,,,,,,,2.2,,,2,,,7900,,,3,,,66000,,
880066,2003,,,1,,,0,,,0,,,1,,,,,,2,,,70,,,15,,,150000,,,2,,,2,,,,,,,,,2,,,,,,,,,5,,,2,,,10500,,,1,,,50000,,
880072,2001,,,1,,,0,,,0,,,1,,,,,,1,,,70,,,15,,,150000,,,1,,,2,,,,,,,,,2,,,,,,,,,3.5,,,2,,,10000,,,1,,,25000,,
880103,2009,,,1,,,0,,,0,,,1,,,,,,2,,,90,,,19,,,60000,,,2,,,1,,,,,,,,,2,,,1,,,,,,2.9,,,2,,,4800,,,1,,,42000,,
880693,2004,,,1,,,0,,,0,,,1,,,,,,2,,,20,,,20,,,45000,,,2,,,2,,,,,,,,,2,,,,,,,,,5,,,2,,,3000,,,4,,,30000,,
880912,2006,,,1,,,0,,,0,,,1,,,,,,1,,,50,,,20,,,240000,,,2,,,2,,,,,,,,,2,,,,,,,,,0.8,,,2,,,13000,,,2,,,140000,,
881022,2006,,,1,,,0,,,0,,,1,,,,,,2,,,80,,,20,,,120000,,,,,,2,,,,,,,,,2,,,,,,3.5,,,,,,1,,,6280,,,3,,,61000,,
881263,2012,,,1,,,0,,,0,,,2,,,,,,2,,,60,,,30,,,90000,,,1,,,2,,,,,,,,,2,,,,,,,,,4,,,2,,,7200,,,1,,,80000,,
881293,2008,,,1,,,0,,,0,,,2,,,,,,2,,,100,,,10,,,30000,,,2,,,2,,,,,,,,,2,,,,,,,,,3.5,,,2,,,3000,,,1,,,15000,,
881448,2001,,,1,,,0,,,0,,,1,,,,,,2,,,75,,,25,,,57000,,,1,,,2,,,,,,,,,2,,,,,,,,,4,,,2,,,3600,,,4,,,32000,,
881475,2003,,,1,,,0,,,0,,,2,,,,,,2,,,30,,,20,,,40000,,,1,,,2,,,,,,,,,2,,,,,,,,,6,,,2,,,3500,,,4,,,20000,,
881611,2010,,,0,,,1,,,0,,,1,,,,,,2,,,60,,,20,,,180000,,,,,,2,,,,,,,,,2,,,,,,4,,,,,,1,,,630,,,1,,,7664.3713778,,
881680,2008,,,1,,,0,,,0,,,1,,,,,,2,,,85,,,20,,,120000,,,,,,2,,,,,,,,,2,,,,,,,,,4.35,,,3,,,8600,,,2,,,98000,,
881847,2004,,,1,,,0,,,0,,,1,,,,,,2,,,100,,,30,,,150000,,,2,,,2,,,,,,,,,2,,,,,,,,,2,,,2,,,7000,,,4,,,100000,,
881937,2007,,,0,,,0,,,1,,,1,,,1,,,2,,,65,,,15,,,80000,,,,,,2,,,,,,,,,2,,,,,,6,,,,,,1,,,9600,,,1,,,45000,,
882019,2010,,,1,,,0,,,0,,,1,,,,,,2,,,100,,,25,,,165000,,,,,,2,,,,,,,,,2,,,,,,2.5,,,,,,1,,,7000,,,3,,,140000,,
882067,2010,,,1,,,0,,,0,,,2,,,,,,2,,,50,,,20,,,100000,,,1,,,2,,,,,,,,,2,,,,,,,,,5,,,2,,,8700,,,4,,,100000,,
882143,1998,,,1,,,0,,,0,,,1,,,,,,2,,,80,,,30,,,150000,,,1,,,1,,,1,,,2,,,1,,,1,,,,,,5.5,,,2,,,8000,,,4,,,100000,,
882179,2011,,,1,,,0,,,0,,,1,,,,,,2,,,100,,,25,,,170000,,,2,,,2,,,,,,,,,2,,,,,,,,,4,,,2,,,10000,,,4,,,150000,,
882367,2012,,,1,,,0,,,0,,,1,,,,,,2,,,70,,,30,,,200000,,,1,,,2,,,,,,,,,2,,,,,,,,,3.4,,,2,,,11000,,,4,,,190000,,
882497,2007,,,1,,,0,,,0,,,1,,,,,,2,,,40,,,10,,,40000,,,,,,2,,,,,,,,,2,,,,,,9,,,,,,1,,,7000,,,3,,,25000,,
882675,2007,,,1,,,0,,,0,,,2,,,,,,2,,,100,,,20,,,120000,,,2,,,2,,,,,,,,,2,,,,,,,,,3.5,,,2,,,6000,,,4,,,80000,,
882927,2004,,,1,,,0,,,0,,,1,,,,,,2,,,70,,,20,,,80000,,,,,,2,,,,,,,,,2,,,,,,3,,,,,,1,,,5400,,,1,,,45000,,
882939,2001,,,1,,,0,,,0,,,1,,,,,,2,,,30,,,15,,,35000,,,,,,2,,,,,,,,,2,,,,,,5,,,,,,1,,,3600,,,1,,,10000,,
883110,2009,,,1,,,0,,,0,,,1,,,,,,2,,,80,,,25,,,140000,,,2,,,2,,,,,,,,,2,,,,,,,,,0.6,,,2,,,7200,,,4,,,120000,,
883198,2010,,,1,,,0,,,0,,,1,,,,,,2,,,100,,,30,,,215000,,,2,,,2,,,,,,,,,2,,,,,,,,,3,,,2,,,8400,,,1,,,185000,,
883244,2013,2013,,1,1,,0,0,,0,0,,2,2,,,,,1,1,,60,60,,15,10,,60000,50000,,2,2,,2,2,,,,,,,,2,2,,,,,,,,7,7,,2,2,,6000,6000,,4,4,,55000,50000,
883356,2005,,,1,,,0,,,0,,,1,,,,,,2,,,60,,,15,,,65000,,,,,,2,,,1,,,2,,,1,,,,,,5.5,,,,,,1,,,6500,,,4,,,32000,,
883500,2005,,,1,,,0,,,0,,,1,,,,,,1,,,80,,,30,,,55000,,,2,,,2,,,,,,,,,2,,,,,,,,,6,,,2,,,6000,,,4,,,72249.490309,,
883912,2011,,,1,,,0,,,0,,,1,,,,,,2,,,80,,,25,,,120000,,,2,,,2,,,,,,,,,2,,,,,,,,,3,,,2,,,5590,,,1,,,113132,,
883993,2000,,,1,,,0,,,0,,,1,,,,,,2,,,80,,,30,,,60000,,,,,,2,,,,,,,,,2,,,,,,1.5,,,,,,1,,,3000,,,1,,,34000,,
884097,2009,,,1,,,0,,,0,,,1,,,,,,2,,,90,,,30,,,171000,,,,,,2,,,,,,,,,2,,,,,,4.15,,,,,,1,,,10000,,,1,,,154000,,
884122,2006,,,1,,,0,,,0,,,2,,,,,,2,,,30,,,10,,,35000,,,2,,,2,,,,,,,,,2,,,,,,,,,3.75,,,2,,,4300,,,2,,,7000,,
884205,2011,,,1,,,0,,,0,,,1,,,,,,2,,,30,,,20,,,75000,,,,,,2,,,,,,,,,2,,,,,,4,,,,,,1,,,5280,,,4,,,50000,,
884232,2010,,,1,,,0,,,0,,,2,,,,,,1,,,50,,,25,,,105000,,,2,,,2,,,,,,,,,2,,,,,,,,,1,,,2,,,4500,,,4,,,100000,,
884247,2010,,,1,,,0,,,0,,,2,,,,,,2,,,100,,,10,,,16000,,,,,,2,,,,,,,,,2,,,,,,5,,,,,,1,,,3000,,,4,,,10000,,
884538,2003,,,1,,,0,,,0,,,2,,,,,,2,,,100,,,20,,,70000,,,,,,2,,,,,,,,,2,,,,,,7,,,,,,1,,,6000,,,1,,,30000,,
884802,2007,,,1,,,0,,,0,,,1,,,,,,2,,,90,,,25,,,140000,,,1,,,2,,,,,,,,,2,,,,,,,,,4,,,2,,,8400,,,3,,,84000,,
885045,2007,,,1,,,0,,,0,,,1,,,,,,2,,,65,,,20,,,100000,,,,,,2,,,,,,,,,2,,,,,,5,,,,,,1,,,7200,,,1,,,60000,,
885353,2002,,,1,,,0,,,0,,,1,,,,,,2,,,33,,,15,,,25000,,,,,,2,,,,,,,,,2,,,,,,3,,,,,,1,,,2400,,,3,,,7200,,
885364,2007,,,1,,,0,,,0,,,1,,,,,,1,,,70,,,25,,,210000,,,,,,2,,,,,,,,,2,,,,,,0.5,,,,,,1,,,14400,,,1,,,190000,,
885504,1998,2010,2013,1,1,0,0,0,0,0,0,1,1,2,2,,,1,1,2,2,70,10,1,25,5,3,165000,18000,4000,2,,,2,2,2,,,,,,,2,2,2,,,,,4,3,4,,,2,1,1,16000,3800,1600,4,4,4,130000,12000,4525.7781678
885516,2009,,,1,,,0,,,0,,,1,,,,,,2,,,25,,,25,,,85000,,,,,,2,,,,,,,,,2,,,,,,4,,,,,,1,,,6000,,,1,,,75000,,
885551,2013,,,1,,,0,,,0,,,1,,,,,,2,,,55,,,19,,,70000,,,1,,,2,,,,,,,,,2,,,,,,,,,2,,,2,,,4555,,,1,,,70000,,
885672,2005,,,1,,,0,,,0,,,1,,,,,,2,,,30,,,10,,,90000,,,,,,2,,,,,,,,,2,,,,,,4.2,,,,,,1,,,12000,,,1,,,8135,,
885835,2003,,,1,,,0,,,0,,,1,,,,,,2,,,50,,,30,,,90000,,,,,,2,,,,,,,,,2,,,,,,4.5,,,,,,1,,,6000,,,4,,,80000,,
885868,2008,,,1,,,0,,,0,,,1,,,,,,2,,,50,,,30,,,300000,,,2,,,2,,,,,,,,,2,,,,,,,,,0.6,,,2,,,12000,,,2,,,245000,,
885887,2005,,,1,,,0,,,0,,,2,,,,,,2,,,20,,,20,,,120000,,,,,,2,,,,,,,,,2,,,,,,2.5,,,,,,1,,,7200,,,4,,,70000,,
885956,2003,,,1,,,0,,,0,,,1,,,,,,2,,,100,,,20,,,60000,,,1,,,2,,,,,,,,,2,,,,,,,,,3,,,2,,,4500,,,4,,,30000,,
886226,2004,,,1,,,0,,,0,,,1,,,,,,2,,,100,,,27,,,140000,,,2,,,2,,,,,,,,,2,,,,,,,,,6.5,,,2,,,11310.84402,,,3,,,118000,,
886347,2008,,,1,,,0,,,0,,,1,,,,,,2,,,40,,,20,,,120000,,,,,,2,,,,,,,,,2,,,,,,4.5,,,,,,1,,,3600,,,4,,,38662.364615,,
886606,2008,,,1,,,0,,,0,,,1,,,,,,2,,,30,,,20,,,140000,,,,,,2,,,,,,,,,2,,,,,,2.8,,,,,,1,,,9000,,,4,,,110000,,
886797,2007,,,0,,,0,,,1,,,1,,,1,,,2,,,30,,,10,,,50000,,,,,,2,,,,,,,,,2,,,,,,5,,,,,,1,,,6000,,,4,,,21275.703025,,
886884,2011,,,1,,,0,,,0,,,1,,,,,,2,,,70,,,15,,,135000,,,,,,2,,,,,,,,,2,,,,,,4.75,,,,,,1,,,13200,,,1,,,100000,,
886914,2000,,,1,,,0,,,0,,,1,,,,,,2,,,100,,,15,,,80000,,,2,,,2,,,,,,,,,2,,,,,,,,,2,,,2,,,7850,,,1,,,3600,,
886976,2008,,,0,,,0,,,1,,,1,,,1,,,2,,,80,,,20,,,120000,,,2,,,2,,,,,,,,,2,,,,,,,,,4,,,2,,,7200,,,2,,,60000,,
887519,2009,,,1,,,0,,,0,,,1,,,,,,2,,,60,,,32,,,200000,,,,,,2,,,,,,,,,2,,,,,,4,,,,,,1,,,10800,,,4,,,180000,,
887684,2010,,,0,,,1,,,0,,,1,,,,,,2,,,100,,,30,,,110000,,,,,,2,,,,,,,,,2,,,,,,3.73,,,,,,1,,,5760,,,1,,,95000,,
887701,2004,,,1,,,0,,,0,,,1,,,,,,2,,,100,,,20,,,125000,,,2,,,2,,,2,,,2,,,1,,,,,,,,,5,,,2,,,1000,,,4,,,8306.4142183,,
887711,2006,,,1,,,0,,,0,,,1,,,,,,2,,,100,,,30,,,85000,,,2,,,2,,,2,,,2,,,1,,,,,,,,,3,,,2,,,3000,,,4,,,60000,,
887722,2006,,,1,,,0,,,0,,,1,,,,,,2,,,100,,,20,,,180000,,,1,,,2,,,,,,,,,2,,,,,,,,,3,,,2,,,5600,,,4,,,70000,,
887755,2011,,,1,,,0,,,0,,,1,,,,,,2,,,60,,,15,,,50000,,,,,,2,,,,,,,,,2,,,,,,4.3,,,,,,1,,,5000,,,3,,,40000,,
887801,2007,,,1,,,0,,,0,,,2,,,,,,2,,,100,,,10,,,50000,,,,,,2,,,,,,,,,2,,,,,,4.5,,,,,,1,,,7200,,,4,,,25830.185025,,
887863,2010,,,1,,,0,,,0,,,1,,,,,,2,,,80,,,42,,,175000,,,1,,,2,,,,,,,,,2,,,,,,,,,4,,,2,,,7700,,,1,,,150000,,
888112,2014,,,1,,,0,,,0,,,1,,,,,,2,,,50,,,10,,,60000,,,,,,2,,,,,,,,,2,,,,,,3,,,,,,1,,,4900,,,3,,,55000,,
888515,2007,,,1,,,0,,,0,,,1,,,,,,2,,,80,,,30,,,60000,,,,,,2,,,,,,,,,2,,,,,,2.5,,,,,,1,,,3600,,,3,,,45000,,
888517,2011,,,1,,,0,,,0,,,2,,,,,,2,,,40,,,15,,,30000,,,2,,,2,,,,,,,,,2,,,,,,,,,2.5,,,2,,,2350,,,4,,,23500,,
888848,2011,,,1,,,0,,,0,,,1,,,,,,2,,,80,,,20,,,120000,,,1,,,2,,,,,,,,,2,,,,,,,,,7,,,2,,,8500,,,4,,,100000,,
889169,1983,,,1,,,0,,,0,,,1,,,,,,2,,,100,,,31,,,130000,,,,,,2,,,,,,,,,2,,,,,,1.5,,,,,,1,,,2400,,,1,,,2000,,
889392,2008,,,1,,,0,,,0,,,1,,,,,,2,,,65,,,25,,,100000,,,1,,,2,,,,,,,,,2,,,,,,,,,3.5,,,2,,,4000,,,4,,,50000,,
889618,2001,,,1,,,0,,,0,,,1,,,,,,2,,,50,,,20,,,75000,,,1,,,2,,,,,,,,,2,,,,,,,,,3.5,,,2,,,5320,,,4,,,40000,,
889623,2013,,,1,,,0,,,0,,,1,,,,,,2,,,60,,,10,,,100000,,,,,,2,,,,,,,,,2,,,,,,4,,,,,,1,,,12000,,,1,,,80000,,
889707,2011,,,1,,,0,,,0,,,1,,,,,,1,,,80,,,25,,,100000,,,,,,2,,,,,,,,,2,,,,,,6,,,,,,1,,,6600,,,4,,,80000,,
889717,2011,,,1,,,0,,,0,,,1,,,,,,2,,,90,,,10,,,40000,,,,,,2,,,,,,,,,2,,,,,,,,,3.5,,,3,,,4500,,,1,,,27000,,
889722,2005,,,1,,,0,,,0,,,1,,,,,,2,,,50,,,20,,,71000,,,2,,,2,,,,,,,,,2,,,,,,,,,3,,,2,,,3500,,,1,,,20000,,
889739,2011,,,1,,,0,,,0,,,1,,,,,,2,,,100,,,30,,,230000,,,,,,2,,,,,,,,,2,,,,,,0,,,,,,1,,,12000,,,4,,,180000,,
890016,2006,,,1,,,0,,,0,,,1,,,,,,1,,,80,,,15,,,77000,,,,,,2,,,,,,,,,2,,,,,,5,,,,,,1,,,6500,,,1,,,30000,,
890021,2009,,,1,,,0,,,0,,,1,,,,,,2,,,60,,,10,,,60000,,,1,,,2,,,,,,,,,2,,,,,,,,,5,,,2,,,2500,,,4,,,12689.230168,,
890022,2004,,,1,,,0,,,0,,,1,,,,,,2,,,50,,,25,,,90000,,,,,,2,,,,,,,,,2,,,,,,5.7,,,,,,1,,,7000,,,1,,,72221.827327,,
890144,2010,,,1,,,0,,,0,,,1,,,,,,2,,,100,,,30,,,125000,,,1,,,2,,,,,,,,,2,,,,,,,,,2.5,,,2,,,5400,,,3,,,120000,,
890761,2014,,,0,,,0,,,1,,,2,,,1,,,2,,,8,,,10,,,7000,,,,,,2,,,,,,,,,2,,,,,,5,,,,,,1,,,700,,,1,,,6500,,
891138,2006,,,1,,,0,,,0,,,1,,,,,,2,,,100,,,15,,,135000,,,,,,2,,,,,,,,,2,,,,,,5.6,,,,,,1,,,13200,,,3,,,79000,,
891160,2001,,,1,,,0,,,0,,,2,,,,,,2,,,30,,,15,,,25000,,,,,,2,,,,,,,,,2,,,,,,5,,,,,,1,,,3000,,,1,,,5000,,
891385,2001,,,0,,,0,,,1,,,1,,,1,,,2,,,50,,,15,,,100000,,,1,,,2,,,,,,,,,2,,,,,,,,,1.5,,,2,,,6000,,,4,,,20000,,
891435,2014,,,0,,,0,,,1,,,2,,,1,,,2,,,1,,,6,,,8000,,,,,,2,,,,,,,,,2,,,,,,2,,,2,,,1,,,1100,,,4,,,6800,,
891729,2004,,,1,,,0,,,0,,,1,,,,,,2,,,70,,,30,,,110000,,,,,,2,,,,,,,,,2,,,,,,3,,,,,,1,,,7200,,,3,,,80000,,
891749,1999,,,1,,,0,,,0,,,1,,,,,,2,,,80,,,20,,,75000,,,2,,,2,,,,,,,,,2,,,,,,,,,6,,,2,,,5400,,,4,,,25000,,
891808,2009,,,1,,,0,,,0,,,1,,,,,,2,,,100,,,26,,,100000,,,,,,2,,,,,,,,,2,,,,,,5,,,,,,1,,,7400,,,3,,,90000,,
891813,2007,,,0,,,0,,,1,,,1,,,1,,,2,,,100,,,25,,,78000,,,1,,,2,,,,,,,,,2,,,,,,,,,4,,,2,,,3360,,,3,,,40000,,
891884,2010,,,0,,,0,,,1,,,2,,,1,,,2,,,100,,,20,,,15000,,,1,,,2,,,,,,,,,2,,,,,,,,,5.8,,,2,,,1150,,,4,,,12500,,
892106,2006,,,1,,,0,,,0,,,1,,,,,,2,,,100,,,28,,,145000,,,2,,,2,,,,,,,,,2,,,,,,,,,0.5,,,2,,,7000,,,4,,,90000,,
892197,2008,,,1,,,0,,,0,,,2,,,,,,2,,,20,,,15,,,40000,,,1,,,2,,,,,,,,,2,,,,,,,,,2.5,,,2,,,3000,,,1,,,20000,,
892271,2005,,,1,,,0,,,0,,,2,,,,,,2,,,70,,,20,,,120000,,,,,,2,,,,,,,,,2,,,,,,5,,,,,,1,,,7000,,,4,,,60000,,
892291,2007,,,1,,,0,,,0,,,1,,,,,,2,,,60,,,20,,,100000,,,2,,,2,,,,,,,,,2,,,,,,,,,5,,,2,,,7000,,,2,,,60000,,
892701,2006,,,1,,,0,,,0,,,1,,,,,,2,,,80,,,30,,,216000,,,,,,2,,,,,,,,,2,,,,,,5,,,,,,1,,,15600,,,4,,,210421.75259,,
892710,2007,,,1,,,0,,,0,,,1,,,,,,2,,,50,,,20,,,115000,,,1,,,2,,,,,,,,,2,,,,,,,,,3,,,2,,,10000,,,4,,,90000,,
892886,2013,,,0,,,0,,,1,,,2,,,1,,,2,,,100,,,5,,,75000,,,1,,,2,,,,,,,,,2,,,,,,,,,5,,,2,,,17000,,,3,,,73601.103401,,
892902,2003,,,1,,,0,,,0,,,1,,,,,,2,,,95,,,20,,,260000,,,1,,,2,,,,,,,,,2,,,,,,,,,1.3,,,2,,,12000,,,1,,,113000,,
892909,2009,,,1,,,0,,,0,,,2,,,,,,2,,,70,,,30,,,100000,,,,,,2,,,,,,,,,2,,,,,,5.6,,,,,,1,,,7000,,,4,,,90000,,
893003,2002,,,1,,,0,,,0,,,1,,,,,,2,,,100,,,20,,,150000,,,,,,2,,,,,,,,,2,,,,,,5.2,,,,,,1,,,10800,,,3,,,98000,,
893007,2000,,,1,,,0,,,0,,,1,,,,,,2,,,100,,,20,,,123000,,,1,,,2,,,,,,,,,2,,,,,,,,,1.5,,,2,,,7800,,,4,,,54000,,
893016,2012,,,1,,,0,,,0,,,1,,,,,,2,,,90,,,20,,,200000,,,,,,2,,,,,,,,,2,,,,,,4,,,,,,1,,,700,,,4,,,9193.7575791,,
893066,2012,,,1,,,0,,,0,,,1,,,,,,2,,,80,,,25,,,150000,,,,,,2,,,,,,,,,2,,,,,,5.9,,,,,,1,,,8400,,,2,,,145000,,
893197,2007,,,1,,,0,,,0,,,1,,,,,,2,,,80,,,30,,,110000,,,,,,2,,,1,,,2,,,1,,,,,,4.25,,,,,,1,,,7000,,,1,,,105000,,
893209,2006,,,1,,,0,,,0,,,1,,,,,,2,,,100,,,25,,,280000,,,1,,,2,,,,,,,,,2,,,,,,,,,2.5,,,2,,,17200,,,3,,,200000,,
893382,2013,,,0,,,0,,,1,,,2,,,1,,,2,,,75,,,10,,,75000,,,1,,,2,,,,,,,,,2,,,,,,,,,5,,,2,,,9600,,,1,,,67000,,
893396,2013,,,1,,,0,,,0,,,1,,,,,,2,,,90,,,30,,,190000,,,2,,,2,,,,,,,,,2,,,,,,,,,1,,,2,,,6400,,,1,,,180000,,
893590,2014,,,0,,,0,,,1,,,2,,,1,,,2,,,100,,,5,,,3000,,,,,,2,,,,,,,,,2,,,,,,3.5,,,,,,1,,,1200,,,3,,,6394.2636237,,
893750,2001,,,1,,,0,,,0,,,2,,,,,,2,,,50,,,43,,,45000,,,,,,2,,,,,,,,,2,,,,,,4.5,,,,,,1,,,1800,,,4,,,30000,,
