nquest,nord,nesplav,dislav,disann,exlav,etalav,contrib,acontrib,etalav2,etapen,coppu,prevcom,coppip,mcontrib,anprevcom,mprevcom1
891083,1,2,2,,1,16,1,11,,,,,,,,
891085,1,1,2,,,22,1,28,,65,75,2,,,,
891110,1,2,1,3,1,20,1,35,,,,,,,,
891117,1,1,2,,,16,1,37,,,,,,,,
891117,2,2,2,,1,15,1,38,,,,,,,,
891119,1,1,2,,,16,1,35,,,,,,,,
891119,2,2,2,,3,16,1,38,,,,,,,,
891125,1,2,2,,1,22,1,21,,,,,,,,
891125,2,2,2,,1,24,1,35,,,,,,,,
891138,1,3,1,1,1,24,1,10,31,67,90,2,,,,
891138,2,6,2,,3,23,1,25,33,,,,,,,
891138,3,,,,,,,,,,,,,,,
891138,4,,,,,,,,,,,,,,,
891138,5,5,1,4,1,15,2,,,,,,,,,
891138,6,1,1,10,,17,2,,,,,,,,,
891160,1,1,2,,,25,1,2,,,,,,,,
891160,2,4,2,,1,15,1,28,15,,,2,,,,
891160,3,0,,,,,,,,,,,,,,
891160,4,0,,,,,,,,,,,,,,
891160,5,,,,,,,,,,,,,,,
891160,6,3,2,,1,15,1,35,,,,,,,,
891160,7,0,,,,,,,,,,,,,,
891161,1,0,,,,,,,,,,,,,,
891164,1,2,2,,1,15,1,41,,,,,,,,
891165,1,1,1,10,,15,1,14,,,,,,,,
891165,2,1,2,,,24,1,11,,,,2,,,,
891167,1,1,1,1,,16,1,39,,,,,,,,
891168,1,3,2,,1,15,1,7,,,,,,,,
891168,2,3,2,,1,21,1,38,39,,,2,,,,
891169,1,1,2,,,22,1,34,,66,70,2,,,,
891169,2,3,2,,1,20,1,35,35,,,2,,,,
891169,3,0,,,,,,,,,,,,,,
891171,1,1,2,,,15,1,41,,,,,,,,
891173,1,7,1,4,1,22,1,30,,,,,,,,
891210,1,3,1,3,1,20,1,4,38,65,90,2,,,,
891213,1,1,1,18,,25,1,,,63,100,,,7,,
891213,2,1,2,,,27,1,20,,,,2,,,,
891213,3,,,,,,,,,,,,,,,
891214,1,0,,,,,,,,,,,,,,
891214,2,1,2,,,22,1,20,,,,2,,,,
891214,3,0,,,,,,,,,,,,,,
891214,4,,,,,,,,,,,,,,,
891215,1,0,,,,,,,,,,,,,,
891215,2,1,2,,,15,1,35,,,,,,,,
891227,1,1,2,,,18,1,25,,,,,,,,
891261,1,1,2,,,14,1,40,,,,,,,,
891268,1,1,2,,,14,1,15,,,,,,,,
891268,2,2,,,1,18,1,10,,,,,,,,
891269,1,1,2,,,40,1,5,,65,50,2,,,,
891269,2,2,2,,1,15,1,40,,,,,,,,
891269,3,1,2,,,20,1,25,,,,3,,,,
891269,4,,,,,,,,,,,,,,,
891269,5,0,,,,,,,,,,,,,,
891270,1,1,2,,,20,1,40,,,,,,,,
891277,1,2,2,,1,26,1,25,,,,,,,,
891277,2,2,2,,1,26,1,40,55,,,2,,,,
891277,3,3,,,1,22,1,2,,,,,,,,
891277,4,3,1,1,1,22,1,5,34,,,2,,,,
891302,1,2,1,1,1,20,1,20,35,65,60,2,,,,
891302,2,0,,,,,,,,,,,,,,
891315,1,3,1,3,3,14,1,33,,,,,,,,
891316,1,1,2,,,16,1,40,,,,,,,,
891316,2,0,,,,,,,,,,,,,,
891317,1,1,2,,,23,1,42,,,,,,,,
891317,2,2,2,,3,20,1,45,,,,,,,,
891317,3,3,2,,3,23,1,19,39,,,,,,,
891320,1,1,2,,,17,1,15,,,,,,,,
891320,2,1,2,,,17,1,40,,,,,,,,
891320,3,1,,,,30,1,10,,,,,,,,
891323,1,3,1,2,3,21,1,35,,,,,,,,
891323,2,5,1,1,3,17,1,8,36,66,50,2,,,,
891324,1,2,2,,1,14,1,9,,,,,,,,
891334,1,4,2,,3,14,1,38,,,,,,,,
891334,2,1,2,,,15,1,37,,,,,,,,
891336,1,4,1,4,1,15,1,41,,,,,,,,
891336,2,1,2,,,15,1,15,,,,,,,,
891336,3,0,,,,,,,,,,,,,,
891337,1,5,2,,3,15,1,40,30,65,50,,,,,
891337,2,4,2,,3,19,1,18,24,65,50,,,,,
891337,3,1,2,,,14,1,16,,,,,,,,
891341,1,3,1,5,3,20,1,12,38,65,70,,,,,
891341,2,1,2,,,14,1,36,,,,2,,,,
891341,3,0,,,,,,,,,,,,,,
891341,4,0,,,,,,,,,,,,,,
891342,1,1,2,,,17,1,37,,60,60,2,,,,
891342,2,1,2,,,19,1,32,,60,60,2,,,,
891342,3,3,1,3,1,17,1,7,27,,,2,,,,
891362,1,2,2,,2,16,1,40,,,,,,,,
891364,1,1,2,,,13,1,35,,,,,,,,
891378,1,3,2,,1,17,1,38,,,,,,,,
891385,1,1,2,,,21,1,26,,65,70,2,,,,
891386,1,3,2,,1,25,1,20,37,65,50,2,,,,
891386,2,0,,,,,,,,,,,,,,
891386,3,,,,,,,,,,,,,,,
891387,1,1,2,,,20,1,30,,65,60,2,,,,
891387,2,2,2,,1,19,1,30,19,,,2,,,,
891387,3,,,,,,,,,,,,,,,
891390,1,0,,,,,,,,,,,,,,
891390,2,2,2,,1,15,1,32,35,65,60,2,,,,
891390,3,0,,,,,,,,,,,,,,
891390,4,,,,,,,,,,,,,,,
891391,1,2,2,,1,20,1,22,24,65,60,2,,,,
891391,2,4,2,,1,18,1,30,30,,,2,,,,
891391,3,,,,,,,,,,,,,,,
891391,4,,,,,,,,,,,,,,,
891394,1,1,2,,,33,1,6,,65,75,2,,,,
891394,2,,,,,,,,,,,,,,,
891403,1,3,1,10,1,14,2,,42,65,20,2,,,,
891403,2,2,,,1,14,1,5,,,,,,,,
891403,3,0,,,,,,,,,,,,,,
891403,4,3,,,1,16,1,4,,,,,,,,
891403,5,0,,,,,,,,,,,,,,
891403,6,,,,,,,,,,,,,,,
891415,1,0,,,,,,,,,,,,,,
891416,1,0,,,,,,,,,,,,,,
891416,2,0,,,,,,,,,,,,,,
891418,1,1,1,5,,15,1,25,,,,,,,,
891421,1,1,2,,,46,1,9,,,,,,,,
891421,2,2,2,,3,17,1,42,,,,,,,,
891422,1,1,2,,,19,1,30,,,,,,,,
891422,2,0,,,,,,,,,,,,,,
891423,1,1,2,,,25,1,38,,62,80,2,,,,
891423,2,1,2,,,19,1,5,,,,,,,,
891423,3,1,,,,20,1,2,,,,,,,,
891423,4,0,,,,,,,,,,,,,,
891423,5,0,,,,,,,,,,,,,,
891423,6,0,,,,,,,,,,,,,,
891424,1,4,1,3,1,18,1,33,,,,,,,,
891424,2,1,,,,19,1,4,,,,,,,,
891425,1,0,,,,,,,,,,,,,,
891425,2,1,2,,,25,1,40,,,,,,,,
891425,3,1,2,,,25,1,40,,,,,,,,
891429,1,2,2,,1,24,1,35,,,,,,,,
891429,2,1,2,,,24,1,38,,,,,,,,
891429,3,1,2,,,25,2,,,,,,,,,
891430,1,1,2,,,19,1,37,,,,,,,,
891430,2,0,,,,,,,,,,,,,,
891431,1,2,1,3,3,18,2,,,,,,,,,
891431,2,3,1,2,2,21,1,15,40,,,,,,,
891431,3,0,,,,,,,,,,,,,,
891431,4,0,,,,,,,,,,,,,,
891433,1,3,2,,1,19,1,33,25,67,60,1,80,,2007,
891433,2,2,1,1,1,17,1,15,,,,,,,,
891433,3,1,2,,,20,1,,,,,,,2,,
891433,4,0,,,,,,,,,,,,,,
891435,1,2,2,,1,24,1,,,,,,,3,,
891435,2,12,2,,1,18,1,9,26,62,60,2,,,,
891447,1,1,2,,,33,1,14,,60,50,,,,,
891447,2,2,2,,2,25,1,20,33,,,,,,,
891447,3,,,,,,,,,,,,,,,
891451,1,1,1,5,,20,2,,,65,50,2,,,,
891461,1,1,2,,,15,1,40,,,,,,,,
891462,1,2,2,,1,20,1,16,45,65,70,2,,,,
891462,2,1,2,,,22,1,37,,,,,,,,
891462,3,0,,,,,,,,,,,,,,
891462,4,0,,,,,,,,,,,,,,
891462,5,1,2,,,20,1,1,,,,3,,,,
891463,1,0,,,,,,,,,,,,,,
891463,2,1,2,,,25,1,40,,,,,,,,
891464,1,0,,,,,,,,,,,,,,
891464,2,0,,,,,,,,,,,,,,
891465,1,1,2,,,23,1,35,,,,,,,,
891468,1,0,,,,,,,,,,,,,,
891510,1,0,,,,,,,,,,,,,,
891511,1,1,2,,,19,1,33,,65,100,2,,,,
891513,1,0,,,,,,,,,,,,,,
891515,1,0,,,,,,,,,,,,,,
891517,1,1,2,,,20,1,26,,65,90,2,,,,
891520,1,1,2,,,19,1,38,,,,,,,,
891520,2,0,,,,,,,,,,,,,,
891522,1,0,,,,,,,,,,,,,,
891523,1,1,2,,,25,1,28,,65,100,2,,,,
891523,2,1,1,26,,45,2,,,,,,,,,
891523,3,0,,,,,,,,,,,,,,
891523,4,0,,,,,,,,,,,,,,
891524,1,1,1,4,,25,1,25,,65,80,3,,,,
891529,1,1,2,,,19,1,38,,,,,,,,
891531,1,1,2,,,18,1,35,,60,80,3,,,,
891539,1,1,2,,,20,1,30,,60,80,2,,,,
891546,1,1,2,,,21,1,15,,65,90,2,,,,
891560,1,3,1,3,1,14,1,25,37,67,80,,,,,
891560,2,0,,,,,,,,,,,,,,
891562,1,1,2,,,26,1,30,,67,80,2,,,,
891562,2,1,2,,,20,1,14,,,,2,,,,
891563,1,8,,,1,20,1,10,,,,,,,,
891566,1,1,2,,,15,1,35,,,,,,,,
891566,2,0,,,,,,,,,,,,,,
891568,1,0,,,,,,,,,,,,,,
891580,1,10,2,,1,14,1,35,,,,,,,,
891613,1,2,2,,1,19,1,37,,,,,,,,
891613,2,2,1,1,1,24,2,,,,,,,,,
891671,1,2,1,5,1,17,2,,,,,,,,,
891671,2,0,,,,,,,,,,,,,,
891673,1,5,,,3,18,1,12,,,,,,,,
891673,2,2,1,5,1,22,1,13,,,,,,,,
891676,1,1,2,,,15,2,,,,,,,,,
891676,2,3,2,,1,15,1,25,,,,,,,,
891676,3,1,2,,,20,1,20,,,,,,,,
891677,1,1,2,,,31,1,25,,,,,,,,
891677,2,1,2,,,23,1,44,,,,,,,,
891678,1,3,1,2,1,18,1,11,30,65,70,2,,,,
891678,2,2,,,1,18,1,5,,,,,,,,
891678,3,3,,,1,30,1,14,,,,,,,,
891678,4,,,,,,,,,,,,,,,
891678,5,,,,,,,,,,,,,,,
891680,1,0,,,,,,,,,,,,,,
891680,2,3,,,1,20,2,,,,,,,,,
891681,1,3,1,1,1,15,1,15,,,,,,,,
891681,2,3,,,1,20,1,35,,,,,,,,
891683,1,2,1,2,1,27,1,34,31,67,70,,,,,
891683,2,2,1,2,1,23,1,35,28,,,,,,,
891684,1,3,1,2,1,30,1,10,42,68,50,2,,,,
891684,2,1,2,,,24,1,36,,,,,,,,
891688,1,4,1,2,1,16,1,16,,,,,,,,
891688,2,0,,,,,,,,,,,,,,
891688,3,2,,,1,22,2,,,,,,,,,
891688,4,0,,,,,,,,,,,,,,
891689,1,2,2,,3,18,1,26,28,70,50,,,,,
891689,2,0,,,,,,,,,,,,,,
891690,1,0,,,,,,,,,,,,,,
891690,2,3,2,,1,22,1,34,44,,,3,,,,
891690,3,0,,,,,,,,,,,,,,
891690,4,0,,,,,,,,,,,,,,
891692,1,3,1,2,3,20,1,20,35,70,50,,,,,
891692,2,3,2,,3,18,1,30,45,,,,,,,
891692,3,0,,,,,,,,,,,,,,
891692,4,0,,,,,,,,,,,,,,
891695,1,1,,,,23,1,21,,,,,,,,
891695,2,3,2,,3,16,1,30,30,,,,,,,
891695,3,0,,,,,,,,,,,,,,
891699,1,2,,,1,32,1,12,,,,,,,,
891699,2,4,1,1,1,17,1,5,40,,,2,,,,
891699,3,,,,,,,,,,,,,,,
891700,1,4,1,3,1,20,1,12,48,70,50,2,,,,
891700,2,3,2,,3,17,1,28,40,,,,,,,
891700,3,0,,,,,,,,,,,,,,
891724,1,7,2,,1,20,1,33,42,65,65,2,,,,
891724,2,1,2,,,18,1,40,,,,,,,,
891724,3,0,,,,,,,,,,,,,,
891724,4,0,,,,,,,,,,,,,,
891727,1,0,,,,,,,,,,,,,,
891729,1,2,2,,1,14,1,37,,,,,,,,
891729,2,3,2,,1,15,1,40,,,,,,,,
891733,1,1,2,,,27,1,35,,,,,,,,
891733,2,1,2,,,20,1,16,,,,,,,,
891734,1,1,2,,,19,1,41,,,,,,,,
891734,2,1,2,,,19,1,35,,,,,,,,
891734,3,0,,,,,,,,,,,,,,
891738,1,1,2,,,15,1,37,,66,70,,,,,
891738,2,6,2,,3,15,1,33,46,67,70,,,,,
891739,1,1,2,,,22,1,36,,,,,,,,
891743,1,8,2,,1,15,1,40,,,,,,,,
891743,2,1,2,,,15,1,22,,,,,,,,
891743,3,3,2,,1,15,1,20,33,,,2,,,,
891744,1,1,2,,,14,1,41,,57,70,2,,,,
891744,2,5,2,,1,14,1,20,44,,,2,,,,
891745,1,0,,,,,,,,,,,,,,
891749,1,2,2,,1,14,1,30,24,65,70,2,,,,
891749,2,0,,,,,,,,,,,,,,
891757,1,1,2,,,28,1,24,,65,70,2,,,,
891757,2,1,,,,20,2,,,,,,,,,
891757,3,0,,,,,,,,,,,,,,
891757,4,0,,,,,,,,,,,,,,
891757,5,0,,,,,,,,,,,,,,
891757,6,,,,,,,,,,,,,,,
891759,1,4,,,1,14,1,12,,,,,,,,
891759,2,0,,,,,,,,,,,,,,
891759,3,,,,,,,,,,,,,,,
891759,4,,,,,,,,,,,,,,,
891793,1,2,1,1,1,17,1,33,28,67,60,2,,,,
891793,2,1,1,4,,15,1,5,,,,,,,,
891793,3,1,2,,,18,1,7,,,,2,,,,
891793,4,1,,,,18,1,,,,,,,8,,
891794,1,2,1,2,3,20,1,30,,,,,,,,
891794,2,0,,,,,,,,,,,,,,
891794,3,1,,,,16,1,10,,,,,,,,
891794,4,3,,,1,16,1,5,,,,,,,,
891794,5,10,,,1,15,1,11,,,,,,,,
891795,1,2,2,,1,30,1,24,33,65,80,2,,,,
891795,2,2,2,,1,24,1,27,50,,,2,,,,
891795,3,0,,,,,,,,,,,,,,
891795,4,0,,,,,,,,,,,,,,
891801,1,2,1,2,1,16,1,18,44,65,50,1,60,,2007,
891801,2,1,2,,,29,1,21,,65,70,2,,,,
891801,3,0,,,,,,,,,,,,,,
891801,4,,,,,,,,,,,,,,,
891803,1,1,2,,,26,1,14,,70,10,,,,,
891808,1,2,2,,1,16,1,37,,,,,,,,
891808,2,4,2,,1,14,1,23,42,60,70,2,,,,
891808,3,1,2,,,23,1,,,67,70,2,,6,,
891813,1,0,,,,,,,,,,,,,,
891813,2,1,2,,,16,1,39,,,,2,,,,
891813,3,0,,,,,,,,,,,,,,
891813,4,0,,,,,,,,,,,,,,
891820,1,0,,,,,,,,,,,,,,
891820,2,1,2,,,16,1,35,,,,,,,,
891824,1,0,,,,,,,,,,,,,,
891824,2,0,,,,,,,,,,,,,,
891825,1,0,,,,,,,,,,,,,,
891827,1,0,,,,,,,,,,,,,,
891829,1,1,2,,,20,1,40,,,,,,,,
891829,2,1,2,,,20,1,32,,,,2,,,,
891829,3,1,2,,,29,2,,,,,2,,,,
891832,1,0,,,,,,,,,,,,,,
891832,2,1,,,,17,1,10,,,,,,,,
891835,1,1,2,,,24,1,30,,,,,,,,
891835,2,0,,,,,,,,,,,,,,
891835,3,0,,,,,,,,,,,,,,
891836,1,1,1,2,,26,1,1,,65,50,2,,,,
891836,2,1,2,,,17,1,29,,,,,,,,
891836,3,0,,,,,,,,,,,,,,
891837,1,0,,,,,,,,,,,,,,
891837,2,1,,,,16,2,,,,,,,,,
891846,1,0,,,,,,,,,,,,,,
891846,2,1,2,,,15,1,35,,,,,,,,
891859,1,0,,,,,,,,,,,,,,
891859,2,1,2,,,20,1,20,,,,2,,,,
891859,3,0,,,,,,,,,,,,,,
891859,4,0,,,,,,,,,,,,,,
891867,1,0,,,,,,,,,,,,,,
891867,2,1,2,,,25,1,10,,,,2,,,,
891871,1,3,2,,1,20,1,35,,,,,,,,
891872,1,8,2,,3,15,1,12,47,70,35,,,,,
891876,1,7,1,2,1,17,1,22,,,,,,,,
891876,2,6,1,1,1,15,1,21,,,,,,,,
891876,3,1,1,1,,21,1,3,,,,3,,,,
891876,4,0,,,,,,,,,,,,,,
891877,1,2,1,1,3,19,1,37,47,65,60,,,,,
891877,2,1,1,4,,18,1,12,,,,,,,,
891882,1,5,2,,3,17,1,31,21,65,70,2,,,,
891882,2,2,2,,1,14,1,35,19,,,2,,,,
891882,3,1,2,,,21,1,2,,,,2,,,,
891884,1,3,2,,1,15,1,30,36,65,80,2,,,,
891884,2,4,1,1,1,19,1,17,27,65,80,2,,,,
891884,3,,,,,,,,,,,,,,,
891884,4,1,1,1,,16,1,,,,,,,3,,
891885,1,4,2,,1,14,1,30,,,,,,,,
891903,1,3,1,1,1,21,1,22,28,65,70,2,,,,
891903,2,1,1,7,,37,1,2,,,,2,,,,
891906,1,3,2,,1,14,1,34,,,,,,,,
891908,1,5,2,,1,18,1,25,41,65,50,2,,,,
891908,2,5,1,3,3,13,1,30,47,65,70,2,,,,
891923,1,1,,,,25,1,15,,,,,,,,
891923,2,1,1,3,,15,1,40,,,,,,,,
891924,1,1,2,,,15,1,20,,,,,,,,
891924,2,1,2,,,16,1,25,,,,,,,,
891927,1,0,,,,,,,,,,,,,,
891927,2,1,1,3,,15,1,40,,,,,,,,
891927,3,1,2,,,35,1,23,,,,,,,,
891928,1,1,1,5,,20,1,35,,,,,,,,
891928,2,1,1,16,,15,1,30,,,,,,,,
891930,1,1,2,,,22,1,35,,,,,,,,
891930,2,1,2,,,26,1,30,,,,,,,,
891930,3,1,2,,,30,1,2,,68,70,2,,,,
891938,1,1,2,,,30,1,29,,65,50,2,,,,
891938,2,1,2,,,28,1,33,,,,,,,,
891938,3,1,2,,,30,1,1,,,,2,,,,
891938,4,0,,,,,,,,,,,,,,
891941,1,1,2,,,30,1,10,,68,60,2,,,,
891947,1,0,,,,,,,,,,,,,,
891949,1,1,2,,,20,1,14,,69,50,2,,,,
891949,2,0,,,,,,,,,,,,,,
891949,3,0,,,,,,,,,,,,,,
891949,4,,,,,,,,,,,,,,,
891970,1,3,2,,1,15,1,35,,,,,,,,
891970,2,0,,,,,,,,,,,,,,
891970,3,1,2,,,18,1,28,,,,2,,,,
891970,4,,,,,,,,,,,,,,,
891974,1,3,2,,1,17,1,40,,,,,,,,
891974,2,1,2,,,18,1,35,,,,,,,,
891974,3,1,,,,18,1,24,,,,,,,,
891974,4,1,,,,18,1,18,,,,,,,,
891976,1,2,2,,1,17,1,40,,,,,,,,
891977,1,1,2,,,23,1,40,,,,,,,,
891977,2,0,,,,,,,,,,,,,,
891978,1,1,2,,,24,1,40,,,,,,,,
891980,1,1,2,,,17,1,37,,,,,,,,
891980,2,1,2,,,17,1,21,,,,,,,,
891984,1,1,2,,,18,1,40,,,,,,,,
891985,1,3,2,,1,16,1,35,,,,,,,,
891985,2,1,2,,,17,1,25,,,,,,,,
891986,1,0,,,,,,,,,,,,,,
891986,2,2,2,,3,17,1,50,,,,,,,,
891990,1,1,2,,,25,1,36,,,,,,,,
891990,2,1,2,,,25,1,30,,,,,,,,
891992,1,1,,,,18,1,10,,,,,,,,
891993,1,1,,,,18,1,39,,,,,,,,
891993,2,0,,,,,,,,,,,,,,
891993,3,1,,,,18,1,19,,,,,,,,
892023,1,3,1,1,1,14,1,38,,,,,,,,
892023,2,2,2,,3,17,1,16,,,,,,,,
892023,3,1,2,,,20,1,3,,,,2,,,,
892070,1,1,2,,,18,1,30,,,,,,,,
892071,1,1,2,,,15,1,40,,,,,,,,
892072,1,0,,,,,,,,,,,,,,
892074,1,0,,,,,,,,,,,,,,
892075,1,1,2,,,18,1,10,,,,,,,,
892076,1,1,2,,,25,1,31,,,,,,,,
892076,2,1,2,,,24,1,40,,,,,,,,
892085,1,1,2,,,28,1,34,,,,,,,,
892085,2,0,,,,,,,,,,,,,,
892085,3,0,,,,,,,,,,,,,,
892086,1,1,2,,,20,1,25,,70,70,2,,,,
892086,2,1,2,,,26,1,12,,70,50,2,,,,
892086,3,,,,,,,,,,,,,,,
892089,1,1,2,,,23,1,14,,65,60,2,,,,
892090,1,1,2,,,20,1,15,,,,,,,,
892093,1,1,,,,21,1,27,,,,,,,,
892104,1,7,,,1,17,1,10,,,,,,,,
892106,1,1,2,,,20,1,15,,70,60,,,,,
892106,2,0,,,,,,,,,,,,,,
892106,3,0,,,,,,,,,,,,,,
892106,4,0,,,,,,,,,,,,,,
892106,5,,,,,,,,,,,,,,,
892108,1,1,2,,,22,2,,,65,60,,,,,
892108,2,0,,,,,,,,,,,,,,
892110,1,0,,,,,,,,,,,,,,
892119,1,1,,,,18,2,,,,,,,,,
892119,2,1,2,,,20,2,,,,,,,,,
892126,1,3,2,,3,16,1,16,27,65,70,2,,,,
892126,2,0,,,,,,,,,,,,,,
892126,3,1,1,4,,35,2,,,,,,,,,
892126,4,,,,,,,,,,,,,,,
892126,5,0,,,,,,,,,,,,,,
892126,6,,,,,,,,,,,,,,,
892127,1,0,,,,,,,,,,,,,,
892129,1,0,,,,,,,,,,,,,,
892129,2,1,,,,26,1,10,,,,,,,,
892132,1,1,2,,,20,1,23,,,,,,,,
892133,1,1,1,4,,21,1,30,,,,,,,,
892133,2,1,1,5,,20,1,15,,,,,,,,
892136,1,1,1,10,,16,2,,,,,,,,,
892136,2,1,,,,15,2,,,,,,,,,
892140,1,2,1,1,1,15,1,30,27,64,80,5,,,,
892140,2,1,2,,,16,1,10,,,,,,,,
892140,3,0,,,,,,,,,,,,,,
892140,4,1,1,3,,19,1,1,,,,3,,,,
892149,1,1,1,1,,22,1,38,,65,80,2,,,,
892167,1,1,1,3,,27,2,,,,,,,,,
892167,2,2,1,1,1,16,1,5,32,67,70,3,,,,
892173,1,1,2,,,47,1,11,,,,,,,,
892173,2,5,1,1,1,16,1,30,48,65,50,2,,,,
892177,1,1,2,,,17,1,48,,,,,,,,
892181,1,3,2,,1,22,1,35,,,,,,,,
892181,2,0,,,,,,,,,,,,,,
892181,3,0,,,,,,,,,,,,,,
892191,1,2,2,,3,15,1,42,,,,,,,,
892191,2,1,2,,,15,1,18,,,,,,,,
892193,1,1,2,,,20,1,36,,62,70,2,,,,
892193,2,4,2,,1,22,1,28,26,,,2,,,,
892193,3,0,,,,,,,,,,,,,,
892197,1,5,2,,1,24,1,25,42,67,70,1,80,,2007,
892197,2,2,2,,3,18,1,36,42,,,1,,,2007,
892197,3,,,,,,,,,,,,,,,
892199,1,3,2,,1,27,1,26,32,67,70,2,,,,
892220,1,3,2,,1,14,1,34,,,,,,,,
892221,1,0,,,,,,,,,,,,,,
892221,2,3,2,,3,16,1,41,,,,,,,,
892225,1,0,,,,,,,,,,,,,,
892226,1,2,2,,1,17,1,38,,,,,,,,
892227,1,1,2,,,21,1,39,,,,,,,,
892228,1,2,2,,1,17,1,41,,,,,,,,
892228,2,1,2,,,21,1,21,,,,2,,,,
892228,3,1,,,,20,1,10,,,,,,,,
892230,1,3,2,,1,19,1,42,,,,,,,,
892230,2,2,2,,1,20,1,39,,,,,,,,
892231,1,1,1,10,,17,2,,,,,,,,,
892231,2,1,2,,,15,1,42,,,,,,,,
892232,1,0,,,,,,,,,,,,,,
892232,2,3,2,,1,15,1,31,,,,,,,,
892232,3,2,2,,1,28,1,12,28,70,50,2,,,,
892232,4,,,,,,,,,,,,,,,
892233,1,1,2,,,22,1,38,,,,,,,,
892238,1,1,2,,,21,1,29,,65,60,2,,,,
892238,2,0,,,,,,,,,,,,,,
892244,1,3,2,,1,15,1,39,,,,,,,,
892244,2,2,2,,1,17,1,36,,,,,,,,
892244,3,0,,,,,,,,,,,,,,
892247,1,1,2,,,19,1,41,,,,,,,,
892252,1,2,2,,1,18,1,26,20,67,65,2,,,,
892252,2,1,2,,,19,1,24,,,,2,,,,
892254,1,1,2,,,26,1,16,,75,40,,,,,
892254,2,1,2,,,22,1,26,,,,,,,,
892254,3,,,,,,,,,,,,,,,
892254,4,,,,,,,,,,,,,,,
892257,1,1,2,,,19,1,18,,65,65,2,,,,
892257,2,1,2,,,16,1,20,,,,2,,,,
892271,1,2,1,1,1,16,1,20,35,70,70,2,,,,
892271,2,1,,,,16,2,,,,,,,,,
892271,3,0,,,,,,,,,,,,,,
892271,4,0,,,,,,,,,,,,,,
892271,5,,,,,,,,,,,,,,,
892273,1,0,,,,,,,,,,,,,,
892273,2,1,2,,,20,1,35,,,,,,,,
892274,1,1,2,,,18,2,,,,,,,,,
892276,1,1,2,,,16,2,,,,,,,,,
892276,2,1,2,,,18,1,35,,,,,,,,
892291,1,1,,,,23,2,,,,,,,,,
892291,2,2,2,,3,27,1,6,31,,,,,,,
892291,3,,,,,,,,,,,,,,,
892291,4,,,,,,,,,,,,,,,
892321,1,1,2,,,20,1,6,,,,,,,,
892322,1,10,1,5,1,16,1,10,45,80,50,2,,,,
892326,1,1,2,,,15,1,15,,,,,,,,
892326,2,1,2,,,18,1,20,,65,50,2,,,,
892326,3,1,2,,,30,1,21,,,,2,,,,
892326,4,3,2,,1,15,1,30,35,,,2,,,,
892331,1,2,2,,3,17,1,40,,,,,,,,
892331,2,1,2,,,22,1,32,,,,,,,,
892336,1,1,2,,,19,1,38,,,,,,,,
892337,1,1,2,,,18,1,38,,66,60,2,,,,
892337,2,1,2,,,17,1,39,,,,,,,,
892337,3,0,,,,,,,,,,,,,,
892338,1,1,2,,,14,1,8,,,,,,,,
892338,2,2,2,,1,15,1,22,,,,,,,,
892339,1,1,2,,,18,1,39,,65,60,2,,,,
892339,2,2,2,,1,20,1,30,28,,,2,,,,
892339,3,0,,,,,,,,,,,,,,
892341,1,1,2,,,20,1,35,,,,,,,,
892341,2,1,2,,,15,1,38,,,,,,,,
892343,1,1,2,,,12,1,20,,,,,,,,
892346,1,2,2,,1,18,1,33,25,67,60,1,70,,,1
892346,2,1,2,,,19,1,32,,,,2,,,,
892346,3,0,,,,,,,,,,,,,,
892346,4,0,,,,,,,,,,,,,,
892371,1,0,,,,,,,,,,,,,,
892374,1,0,,,,,,,,,,,,,,
892378,1,0,,,,,,,,,,,,,,
892378,2,1,2,,,20,1,21,,,,3,,,,
892379,1,5,2,,1,16,1,35,,,,,,,,
892379,2,0,,,,,,,,,,,,,,
892383,1,0,,,,,,,,,,,,,,
892384,1,1,2,,,28,1,18,,65,60,2,,,,
892384,2,1,1,2,,24,1,15,,,,2,,,,
892387,1,0,,,,,,,,,,,,,,
892387,2,1,,,,20,1,7,,,,,,,,
892387,3,,,,,,,,,,,,,,,
892388,1,0,,,,,,,,,,,,,,
892390,1,0,,,,,,,,,,,,,,
892392,1,1,2,,,19,1,37,,62,70,2,,,,
892396,1,0,,,,,,,,,,,,,,
892396,2,3,2,,1,19,1,13,28,,,2,,,,
892399,1,4,1,10,1,15,1,30,,,,,,,,
892399,2,,,,,,,,,,,,,,,
892399,3,3,,,1,18,1,20,,,,,,,,
892399,4,,,,,,,,,,,,,,,
892399,5,0,,,,,,,,,,,,,,
892399,6,0,,,,,,,,,,,,,,
892399,7,0,,,,,,,,,,,,,,
892405,1,1,2,,,19,1,40,,,,,,,,
892405,2,1,2,,,21,1,23,,,,2,,,,
892405,3,3,2,,1,18,1,37,,,,,,,,
892407,1,1,2,,,14,1,37,,,,,,,,
892413,1,1,2,,,25,1,40,,,,,,,,
892415,1,0,,,,,,,,,,,,,,
892418,1,2,2,,1,16,1,39,,,,,,,,
892423,1,0,,,,,,,,,,,,,,
892427,1,1,2,,,20,1,40,,,,,,,,
892428,1,3,2,,1,16,1,40,,,,,,,,
892428,2,1,2,,,18,1,37,,,,,,,,
892437,1,1,2,,,19,1,36,,,,,,,,
892437,2,1,2,,,16,1,36,,,,,,,,
892439,1,1,2,,,23,1,40,,,,,,,,
892439,2,0,,,,,,,,,,,,,,
892440,1,1,2,,,25,1,40,,,,,,,,
