nquest,nord,nesplav,dislav,disann,exlav,etalav,contrib,acontrib,etalav2,etapen,coppu,prevcom,coppip,mcontrib,anprevcom,mprevcom1
892440,2,1,2,,,26,1,36,,,,,,,,
892441,1,8,1,5,1,17,1,25,44,70,50,2,,,,
892442,1,0,,,,,,,,,,,,,,
892442,2,0,,,,,,,,,,,,,,
892447,1,0,,,,,,,,,,,,,,
892449,1,1,2,,,19,1,42,,,,,,,,
892449,2,0,,,,,,,,,,,,,,
892461,1,3,2,,1,16,1,42,,,,,,,,
892462,1,1,1,2,,28,1,18,,66,60,2,,,,
892466,1,1,1,6,,25,1,32,,65,60,2,,,,
892466,2,0,,,,,,,,,,,,,,
892467,1,1,2,,,18,1,40,,61,70,2,,,,
892467,2,1,2,,,19,1,35,,62,70,2,,,,
892496,1,1,2,,,18,1,36,,62,70,2,,,,
892502,1,1,2,,,20,1,36,,66,50,2,,,,
892502,2,1,1,2,,20,1,11,,,,2,,,,
892502,3,0,,,,,,,,,,,,,,
892505,1,1,1,6,,25,1,27,,65,60,2,,,,
892524,1,6,1,3,1,17,1,15,29,65,75,2,,,,
892529,1,0,,,,,,,,,,,,,,
892529,2,1,2,,,30,1,6,,70,50,3,,,,
892529,3,,,,,,,,,,,,,,,
892553,1,1,1,4,,15,2,,,65,50,2,,,,
892610,1,2,2,,1,20,1,22,26,68,70,2,,,,
892610,2,2,2,,1,21,1,20,25,65,70,,,,,
892627,1,3,2,,1,20,1,37,30,62,70,2,,,,
892627,2,1,2,,,20,1,5,,70,60,2,,,,
892640,1,1,2,,,20,1,24,,65,70,,,,,
892640,2,1,2,,,20,1,22,,65,75,,,,,
892640,3,,,,,,,,,,,,,,,
892670,1,1,2,,,15,1,38,,,,,,,,
892673,1,1,2,,,17,1,36,,,,,,,,
892673,2,1,2,,,18,1,36,,,,,,,,
892676,1,2,2,,3,17,1,30,29,64,80,,,,,
892676,2,1,2,,,16,1,37,,,,,,,,
892676,3,1,2,,,15,1,30,,,,,,,,
892676,4,2,2,,3,19,1,2,20,,,,,,,
892676,5,0,,,,,,,,,,,,,,
892684,1,1,2,,,20,1,5,,,,,,,,
892684,2,1,2,,,18,1,10,,,,2,,,,
892684,3,,,,,,,,,,,,,,,
892684,4,,,,,,,,,,,,,,,
892696,1,1,1,2,,25,1,10,,,,,,,,
892696,2,0,,,,,,,,,,,,,,
892696,3,1,1,1,,22,1,2,,,,3,,,,
892696,4,0,,,,,,,,,,,,,,
892696,5,1,1,1,,24,1,2,,,,3,,,,
892696,6,0,,,,,,,,,,,,,,
892696,7,,,,,,,,,,,,,,,
892696,8,,,,,,,,,,,,,,,
892699,1,1,2,,,23,1,35,,,,,,,,
892699,2,1,2,,,16,1,44,,,,,,,,
892701,1,1,1,1,,30,1,10,,67,80,1,90,,2007,
892701,2,1,2,,,20,1,25,,,,2,,,,
892701,3,,,,,,,,,,,,,,,
892701,4,,,,,,,,,,,,,,,
892701,5,,,,,,,,,,,,,,,
892703,1,2,2,,3,20,1,30,,,,,,,,
892710,1,1,2,,,24,1,14,,64,80,1,90,,,1
892710,2,2,2,,1,20,1,20,24,55,80,1,90,,,1
892710,3,,,,,,,,,,,,,,,
892725,1,0,,,,,,,,,,,,,,
892727,1,1,2,,,28,1,35,,,,,,,,
892727,2,0,,,,,,,,,,,,,,
892736,1,0,,,,,,,,,,,,,,
892736,2,0,,,,,,,,,,,,,,
892736,3,0,,,,,,,,,,,,,,
892737,1,0,,,,,,,,,,,,,,
892738,1,0,,,,,,,,,,,,,,
892739,1,0,,,,,,,,,,,,,,
892739,2,0,,,,,,,,,,,,,,
892739,3,,,,,,,,,,,,,,,
892739,4,,,,,,,,,,,,,,,
892741,1,0,,,,,,,,,,,,,,
892741,2,2,2,,1,20,1,15,,,,,,,,
892745,1,1,2,,,20,1,30,,65,80,2,,,,
892745,2,0,,,,,,,,,,,,,,
892746,1,0,,,,,,,,,,,,,,
892746,2,1,,,,30,1,20,,,,,,,,
892746,3,0,,,,,,,,,,,,,,
892746,4,1,2,,,25,1,2,,,,2,,,,
892746,5,,,,,,,,,,,,,,,
892746,6,0,,,,,,,,,,,,,,
892750,1,1,2,,,30,1,10,,65,70,2,,,,
892750,2,1,2,,,30,1,15,,,,2,,,,
892750,3,0,,,,,,,,,,,,,,
892750,4,0,,,,,,,,,,,,,,
892753,1,0,,,,,,,,,,,,,,
892753,2,1,2,,,20,1,20,,,,2,,,,
892753,3,,,,,,,,,,,,,,,
892753,4,,,,,,,,,,,,,,,
892753,5,,,,,,,,,,,,,,,
892753,6,0,,,,,,,,,,,,,,
892760,1,0,,,,,,,,,,,,,,
892767,1,0,,,,,,,,,,,,,,
892767,2,0,,,,,,,,,,,,,,
892767,3,0,,,,,,,,,,,,,,
892769,1,1,2,,,20,1,35,,,,,,,,
892773,1,1,2,,,14,1,38,,,,,,,,
892773,2,2,2,,1,14,1,30,,,,,,,,
892784,1,2,2,,1,18,1,35,,,,,,,,
892784,2,2,2,,1,19,1,29,,,,,,,,
892796,1,3,2,,1,16,1,25,46,90,0,2,,,,
892796,2,,,,,,,,,,,,,,,
892796,3,0,,,,,,,,,,,,,,
892800,1,1,2,,,22,1,4,,65,10,,,,,
892800,2,3,2,,3,25,1,6,34,,,2,,,,
892800,3,,,,,,,,,,,,,,,
892800,4,,,,,,,,,,,,,,,
892817,1,2,2,,1,20,1,13,47,70,20,2,,,,
892832,1,0,,,,,,,,,,,,,,
892832,2,1,2,,,13,1,35,,,,,,,,
892833,1,1,2,,,12,1,40,,,,,,,,
892833,2,0,,,,,,,,,,,,,,
892837,1,1,2,,,14,1,41,,,,,,,,
892837,2,0,,,,,,,,,,,,,,
892837,3,1,,,,14,2,,,,,,,,,
892838,1,1,2,,,22,1,38,,,,,,,,
892838,2,0,,,,,,,,,,,,,,
892841,1,1,2,,,19,1,37,,,,,,,,
892841,2,0,,,,,,,,,,,,,,
892841,3,0,,,,,,,,,,,,,,
892841,4,,,,,,,,,,,,,,,
892877,1,1,1,2,,15,2,,,,,,,,,
892881,1,3,1,1,1,15,1,34,30,60,65,1,75,,2008,
892881,2,4,2,,1,21,1,33,51,,,2,,,,
892884,1,2,2,,3,19,1,40,,,,,,,,
892884,2,0,,,,,,,,,,,,,,
892886,1,1,2,,,19,1,50,,72,50,,,,,
892886,2,2,2,,1,19,1,15,,,,,,,,
892887,1,3,2,,3,22,1,27,34,63,40,1,65,,2010,
892887,2,0,,,,,,,,,,,,,,
892889,1,5,1,34,3,16,1,5,,,,,,,,
892889,2,5,2,,3,24,1,35,,,,,,,,
892890,1,2,2,,1,15,1,15,,,,,,,,
892890,2,2,2,,1,15,1,28,18,,,2,,,,
892890,3,0,,,,,,,,,,,,,,
892890,4,,,,,,,,,,,,,,,
892894,1,4,1,1,3,27,1,3,49,65,70,,,,,
892894,2,0,,,,,,,,,,,,,,
892894,3,0,,,,,,,,,,,,,,
892894,4,,,,,,,,,,,,,,,
892895,1,1,2,,,19,1,39,,,,,,,,
892895,2,1,2,,,17,1,5,,,,,,,,
892895,3,2,2,,1,22,1,,22,,,2,,8,,
892895,4,0,,,,,,,,,,,,,,
892895,5,0,,,,,,,,,,,,,,
892895,6,0,,,,,,,,,,,,,,
892902,1,7,2,,3,23,1,18,49,70,10,,,,,
892902,2,6,2,,3,20,1,26,47,,,,,,,
892902,3,,,,,,,,,,,,,,,
892902,4,,,,,,,,,,,,,,,
892909,1,2,2,,1,19,1,18,30,60,50,2,,,,
892911,1,1,1,2,,17,1,23,,60,80,2,,,,
892917,1,20,1,2,3,17,1,7,35,70,20,,,,,
892917,2,5,2,,3,20,1,14,24,65,50,,,,,
892917,3,,,,,,,,,,,,,,,
892919,1,1,2,,,29,1,23,,65,70,,,,,
892919,2,0,,,,,,,,,,,,,,
892919,3,0,,,,,,,,,,,,,,
892922,1,1,1,3,,20,1,8,,65,70,2,,,,
892924,1,2,2,,1,15,1,36,,,,,,,,
892924,2,3,2,,1,16,1,23,,,,,,,,
892925,1,2,2,,1,19,1,36,,,,,,,,
892925,2,1,2,,,19,1,33,,,,2,,,,
892929,1,3,2,,1,19,1,40,,,,,,,,
892931,1,2,2,,1,18,1,38,,,,,,,,
892935,1,0,,,,,,,,,,,,,,
892939,1,2,2,,1,18,1,40,18,60,80,2,,,,
892941,1,1,2,,,16,1,28,,65,75,2,,,,
892946,1,1,2,,,19,1,34,,65,70,2,,,,
892946,2,0,,,,,,,,,,,,,,
892946,3,2,,,1,18,1,30,,,,,,,,
892948,1,2,2,,1,15,1,35,,,,,,,,
892948,2,1,2,,,16,1,25,,,,,,,,
892952,1,3,2,,1,18,1,30,45,65,75,2,,,,
892952,2,0,,,,,,,,,,,,,,
892952,3,0,,,,,,,,,,,,,,
892952,4,0,,,,,,,,,,,,,,
892952,5,,,,,,,,,,,,,,,
892952,6,,,,,,,,,,,,,,,
892971,1,1,2,,,15,1,38,,,,,,,,
892971,2,1,2,,,15,1,9,,,,,,,,
892972,1,1,,,,19,1,15,,,,,,,,
892972,2,1,2,,,13,1,15,,,,,,,,
892976,1,2,2,,1,35,1,16,,,,,,,,
892976,2,2,2,,1,22,1,35,,,,,,,,
892979,1,2,1,8,1,12,1,35,,,,,,,,
892979,2,5,1,3,1,15,1,35,,,,,,,,
892980,1,1,2,,,33,1,27,,,,,,,,
892983,1,2,2,,3,31,1,28,,,,,,,,
892985,1,1,2,,,16,1,36,,,,,,,,
892985,2,2,2,,3,16,1,29,,,,,,,,
892985,3,0,,,,,,,,,,,,,,
892991,1,1,2,,,24,1,41,,63,90,2,,,,
892991,2,1,2,,,23,1,6,,60,70,2,,,,
892992,1,3,1,3,3,14,1,20,,,,,,,,
892992,2,2,2,,3,14,1,30,,,,,,,,
892995,1,2,2,,1,17,1,41,,,,,,,,
892995,2,1,2,,,14,1,24,,,,,,,,
892999,1,1,,,,12,2,,,,,,,,,
892999,2,0,,,,,,,,,,,,,,
892999,3,0,,,,,,,,,,,,,,
893003,1,1,2,,,25,1,17,,75,50,,,,,
893003,2,2,2,,3,25,1,15,32,,,1,,,2007,
893003,3,,,,,,,,,,,,,,,
893003,4,,,,,,,,,,,,,,,
893007,1,4,2,,3,15,1,41,43,60,70,1,80,,2007,
893007,2,2,1,1,1,22,1,34,43,65,60,2,,,,
893007,3,2,1,1,3,16,2,,23,67,50,,,,,
893013,1,2,2,,3,15,1,8,26,70,57,,,,,
893013,2,1,2,,,26,1,8,,,,2,,,,
893013,3,,,,,,,,,,,,,,,
893016,1,6,2,,3,22,1,24,52,65,20,1,60,,2012,
893016,2,0,,,,,,,,,,,,,,
893022,1,1,2,,,25,1,37,,63,12,2,,,,
893022,2,1,2,,,27,1,30,,,,,,,,
893022,3,1,2,,,29,2,,,,,,,,,
893023,1,2,2,,3,24,1,25,,,,,,,,
893033,1,1,1,1,,16,1,28,,,,,,,,
893036,1,4,2,,3,13,1,38,,,,,,,,
893036,2,1,2,,,18,1,1,,,,,,,,
893044,1,2,2,,1,21,1,34,33,60,70,3,,,,
893044,2,3,2,,1,16,1,6,,,,,,,,
893044,3,1,1,1,,22,1,,,70,50,2,,5,,
893052,1,3,2,,1,15,1,30,39,65,70,2,,,,
893052,2,1,2,,,15,1,5,,,,,,,,
893052,3,0,,,,,,,,,,,,,,
893053,1,2,2,,3,18,1,30,53,63,60,1,70,,,2
893053,2,,,,,,,,,,,,,,,
893055,1,7,2,,1,17,1,23,37,67,80,,,,,
893062,1,5,2,,1,20,1,37,,,,,,,,
893066,1,3,2,,3,27,1,11,29,70,40,2,,,,
893066,2,1,2,,,27,1,11,,,,,,,,
893066,3,,,,,,,,,,,,,,,
893076,1,0,,,,,,,,,,,,,,
893077,1,0,,,,,,,,,,,,,,
893077,2,2,2,,3,12,1,43,,,,,,,,
893081,1,0,,,,,,,,,,,,,,
893082,1,1,,,,25,1,2,,,,,,,,
893122,1,3,2,,3,19,1,21,28,70,50,,,,,
893122,2,0,,,,,,,,,,,,,,
893122,3,0,,,,,,,,,,,,,,
893122,4,,,,,,,,,,,,,,,
893122,5,,,,,,,,,,,,,,,
893133,1,1,2,,,22,1,40,,,,,,,,
893133,2,0,,,,,,,,,,,,,,
893133,3,0,,,,,,,,,,,,,,
893141,1,1,2,,,28,1,40,,,,,,,,
893141,2,1,2,,,27,1,33,,62,80,,,,,
893141,3,1,2,,,23,1,3,,,,,,,,
893172,1,1,2,,,17,1,48,,,,,,,,
893172,2,1,2,,,18,1,16,,,,,,,,
893173,1,1,2,,,14,1,37,,,,,,,,
893173,2,3,1,2,1,21,1,36,55,,,2,,,,
893180,1,4,1,3,3,13,1,27,,,,,,,,
893180,2,3,2,,1,19,2,,,,,,,,,
893181,1,1,2,,,19,1,41,,,,,,,,
893181,2,0,,,,,,,,,,,,,,
893181,3,8,2,,1,14,1,7,32,,,2,,,,
893181,4,,,,,,,,,,,,,,,
893189,1,3,2,,1,17,1,34,42,62,60,2,,,,
893189,2,1,2,,,19,1,36,,,,1,,,,1
893189,3,1,2,,,20,1,2,,,,2,,,,
893192,1,2,2,,3,21,1,42,33,63,80,,,,,
893192,2,2,2,,3,21,1,20,,,,,,,,
893192,3,0,,,,,,,,,,,,,,
893194,1,1,2,,,19,1,7,,65,30,,,,,
893194,2,2,2,,3,14,1,20,17,,,,,,,
893194,3,0,,,,,,,,,,,,,,
893194,4,,,,,,,,,,,,,,,
893197,1,2,2,,1,26,1,15,31,67,80,2,,,,
893197,2,5,1,1,1,22,1,20,41,,,2,,,,
893197,3,,,,,,,,,,,,,,,
893197,4,,,,,,,,,,,,,,,
893197,5,,,,,,,,,,,,,,,
893200,1,6,1,3,1,14,1,26,44,65,70,,,,,
893200,2,3,2,,1,22,1,33,25,,,,,,,
893200,3,0,,,,,,,,,,,,,,
893201,1,1,,,,21,1,,,,,,,4,,
893201,2,4,,,1,20,1,18,,,,,,,,
893201,3,,,,,,,,,,,,,,,
893201,4,,,,,,,,,,,,,,,
893201,5,,,,,,,,,,,,,,,
893201,6,1,2,,,36,1,15,,,,,,,,
893204,1,7,1,4,1,17,1,32,39,63,80,2,,,,
893204,2,3,1,7,1,22,1,24,45,66,70,1,73,,2007,
893204,3,0,,,,,,,,,,,,,,
893209,1,2,2,,3,28,1,20,33,67,50,2,,,,
893209,2,4,2,,3,26,1,14,37,,,2,,,,
893209,3,,,,,,,,,,,,,,,
893214,1,5,1,2,3,22,1,35,55,67,40,,,,,
893214,2,4,1,20,3,18,1,18,,,,,,,,
893214,3,2,2,,3,18,1,3,23,,,,,,,
893224,1,0,,,,,,,,,,,,,,
893224,2,1,2,,,18,1,28,,,,2,,,,
893225,1,2,2,,1,22,1,32,,,,,,,,
893226,1,1,2,,,20,1,40,,,,,,,,
893226,2,1,2,,,13,1,38,,,,,,,,
893226,3,1,2,,,16,1,27,,,,2,,,,
893227,1,3,2,,1,14,1,41,,,,,,,,
893227,2,1,2,,,18,1,13,,,,,,,,
893227,3,3,2,,1,20,1,2,22,,,3,,,,
893229,1,5,2,,3,21,1,11,26,70,70,,,,,
893229,2,3,,,1,16,1,17,,,,,,,,
893229,3,,,,,,,,,,,,,,,
893230,1,1,2,,,16,1,20,,,,,,,,
893230,2,1,2,,,16,1,35,,,,,,,,
893232,1,1,2,,,14,1,20,,,,,,,,
893232,2,1,2,,,15,1,30,,,,,,,,
893233,1,0,,,,,,,,,,,,,,
893233,2,1,2,,,17,1,17,,,,2,,,,
893236,1,1,2,,,27,1,36,,,,,,,,
893236,2,1,2,,,26,1,36,,,,,,,,
893237,1,1,2,,,24,1,30,,60,50,2,,,,
893237,2,1,2,,,16,1,30,,,,,,,,
893237,3,0,,,,,,,,,,,,,,
893237,4,1,1,30,,18,1,30,,,,2,,,,
893239,1,1,,,,18,1,15,,,,,,,,
893239,2,1,2,,,18,1,32,,,,3,,,,
893240,1,1,2,,,21,1,36,,,,,,,,
893240,2,1,2,,,17,1,40,,,,,,,,
893251,1,1,2,,,15,1,22,,65,50,2,,,,
893251,2,1,1,2,,16,1,27,,,,3,,,,
893251,3,,,,,,,,,,,,,,,
893252,1,7,2,,1,31,1,10,37,65,90,2,,,,
893252,2,5,,,1,20,1,4,,,,,,,,
893252,3,0,,,,,,,,,,,,,,
893271,1,0,,,,,,,,,,,,,,
893287,1,1,2,,,17,1,41,,,,,,,,
893287,2,0,,,,,,,,,,,,,,
893287,3,1,2,,,28,1,5,,,,,,,,
893288,1,2,1,5,1,19,1,4,,,,,,,,
893288,2,1,2,,,25,2,,,,,,,,,
893290,1,0,,,,,,,,,,,,,,
893290,2,1,2,,,17,1,35,,,,,,,,
893290,3,1,,,,22,1,2,,,,,,,,
893299,1,1,2,,,19,1,20,,67,80,2,,,,
893299,2,1,2,,,17,1,41,,,,2,,,,
893299,3,0,,,,,,,,,,,,,,
893299,4,0,,,,,,,,,,,,,,
893308,1,1,2,,,16,1,37,,,,,,,,
893311,1,1,,,,19,1,3,,,,,,,,
893311,2,1,,,,16,1,15,,,,,,,,
893318,1,1,1,2,,18,1,5,,67,80,2,,,,
893320,1,1,2,,,16,1,25,,,,,,,,
893323,1,1,2,,,20,1,36,,,,,,,,
893323,2,1,2,,,27,1,30,,,,,,,,
893325,1,1,2,,,16,1,38,,,,,,,,
893325,2,2,1,5,1,20,1,20,,,,,,,,
893326,1,0,,,,,,,,,,,,,,
893326,2,3,1,6,1,16,1,27,27,,,2,,,,
893327,1,3,,,1,20,1,16,,,,,,,,
893330,1,0,,,,,,,,,,,,,,
893330,2,0,,,,,,,,,,,,,,
893330,3,1,1,5,,20,1,4,,,,2,,,,
893330,4,0,,,,,,,,,,,,,,
893330,5,,,,,,,,,,,,,,,
893331,1,1,1,4,,18,1,13,,,,,,,,
893331,2,3,,,1,20,1,3,,,,,,,,
893331,3,0,,,,,,,,,,,,,,
893331,4,,,,,,,,,,,,,,,
893331,5,,,,,,,,,,,,,,,
893372,1,6,2,,1,18,1,23,,,,,,,,
893372,2,3,2,,1,14,1,25,,,,,,,,
893373,1,3,2,,1,19,1,38,,,,,,,,
893373,2,2,2,,1,14,1,30,,,,,,,,
893382,1,3,2,,1,25,1,18,38,65,50,1,70,,2009,
893382,2,1,2,,,24,1,18,,,,,,,,
893382,3,,,,,,,,,,,,,,,
893382,4,,,,,,,,,,,,,,,
893384,1,2,2,,3,18,1,40,,,,,,,,
893384,2,3,2,,1,12,1,36,,,,,,,,
893391,1,3,2,,1,15,1,42,,,,,,,,
893391,2,3,2,,3,22,1,34,35,,,,,,,
893391,3,3,2,,3,18,1,19,22,,,,,,,
893393,1,1,2,,,22,1,49,,,,,,,,
893393,2,2,1,4,1,19,1,13,,,,,,,,
893396,1,2,2,,1,19,1,21,23,65,50,1,85,,,1
893396,2,5,2,,1,20,1,27,29,62,50,,,,,
893396,3,,,,,,,,,,,,,,,
893398,1,2,2,,3,21,1,20,,,,,,,,
893398,2,5,2,,1,15,1,38,,,,,,,,
893398,3,6,2,,3,16,1,8,,,,,,,,
893402,1,2,1,1,1,15,1,34,49,60,60,2,,,,
893402,2,4,1,2,1,17,1,26,41,,,2,,,,
893402,3,,,,,,,,,,,,,,,
893402,4,,,,,,,,,,,,,,,
893421,1,0,,,,,,,,,,,,,,
893421,2,5,1,2,1,15,1,33,39,66,80,2,,,,
893421,3,0,,,,,,,,,,,,,,
893424,1,2,,,3,27,1,6,,,,,,,,
893424,2,2,,,1,22,1,,,,,,,4,,
893424,3,6,1,6,1,16,1,3,,,,,,,,
893435,1,6,1,1,1,15,1,33,26,62,80,2,,,,
893435,2,6,1,1,1,17,1,35,,,,,,,,
893435,3,0,,,,,,,,,,,,,,
893439,1,1,2,,,27,1,48,,77,40,,,,,
893444,1,3,2,,1,15,1,5,,,,,,,,
893445,1,2,2,,1,26,1,36,,,,,,,,
893445,2,1,2,,,20,1,2,,,,,,,,
893449,1,0,,,,,,,,,,,,,,
893449,2,1,2,,,14,1,45,,70,80,,,,,
893449,3,2,,,1,20,1,5,,,,,,,,
893449,4,0,,,,,,,,,,,,,,
893459,1,2,2,,1,20,1,40,,,,,,,,
893459,2,0,,,,,,,,,,,,,,
893462,1,2,1,3,1,40,1,5,,,,,,,,
893462,2,2,2,,3,10,1,35,,,,,,,,
893466,1,6,1,3,1,19,1,10,34,50,100,2,,,,
893472,1,0,,,,,,,,,,,,,,
893473,1,1,2,,,30,1,30,,67,80,2,,,,
893473,2,1,2,,,30,1,25,,,,2,,,,
893473,3,0,,,,,,,,,,,,,,
893473,4,0,,,,,,,,,,,,,,
893478,1,0,,,,,,,,,,,,,,
893480,1,0,,,,,,,,,,,,,,
893480,2,0,,,,,,,,,,,,,,
893481,1,0,,,,,,,,,,,,,,
893483,1,1,2,,,30,1,15,,65,80,2,,,,
893483,2,1,2,,,30,1,25,,,,2,,,,
893483,3,0,,,,,,,,,,,,,,
893483,4,,,,,,,,,,,,,,,
893488,1,1,2,,,26,1,28,,65,90,,,,,
893488,2,1,2,,,26,1,29,,,,2,,,,
893488,3,0,,,,,,,,,,,,,,
893494,1,0,,,,,,,,,,,,,,
893494,2,0,,,,,,,,,,,,,,
893494,3,0,,,,,,,,,,,,,,
893495,1,0,,,,,,,,,,,,,,
893495,2,1,2,,,25,1,15,,,,2,,,,
893495,3,0,,,,,,,,,,,,,,
893495,4,,,,,,,,,,,,,,,
893497,1,1,2,,,25,1,20,,65,70,2,,,,
893497,2,1,2,,,30,1,10,,,,2,,,,
893497,3,,,,,,,,,,,,,,,
893497,4,0,,,,,,,,,,,,,,
893500,1,1,2,,,21,1,20,,65,80,2,,,,
893500,2,0,,,,,,,,,,,,,,
893500,3,0,,,,,,,,,,,,,,
893500,4,,,,,,,,,,,,,,,
893501,1,1,2,,,25,1,30,,68,70,2,,,,
893501,2,0,,,,,,,,,,,,,,
893508,1,0,,,,,,,,,,,,,,
893508,2,,,,,,,,,,,,,,,
893508,3,,,,,,,,,,,,,,,
893508,4,,,,,,,,,,,,,,,
893538,1,1,,,,18,1,40,,,,,,,,
893538,2,2,2,,1,20,1,30,40,,,2,,,,
893543,1,4,2,,1,27,1,20,42,65,60,2,,,,
893543,2,0,,,,,,,,,,,,,,
893543,3,,,,,,,,,,,,,,,
893543,4,,,,,,,,,,,,,,,
893544,1,1,2,,,16,2,,,,,,,,,
893544,2,2,2,,3,23,1,26,27,68,50,,,,,
893544,3,1,1,1,,19,1,7,,,,2,,,,
893544,4,3,,,1,19,1,2,,,,,,,,
893556,1,2,2,,1,15,1,10,,,,,,,,
893556,2,1,2,,,20,1,37,,,,,,,,
893558,1,0,,,,,,,,,,,,,,
893558,2,2,1,3,1,16,1,5,32,,,2,,,,
893558,3,,,,,,,,,,,,,,,
893558,4,,,,,,,,,,,,,,,
893563,1,5,2,,1,22,1,5,27,72,40,2,,,,
893568,1,5,,,1,24,1,3,,,,,,,,
893568,2,3,2,,1,19,1,15,22,,,,,,,
893570,1,1,,,,30,2,,,,,,,,,
893570,2,0,,,,,,,,,,,,,,
893570,3,0,,,,,,,,,,,,,,
893570,4,,,,,,,,,,,,,,,
893573,1,1,,,,35,2,,,,,,,,,
893575,1,1,2,,,20,1,40,,66,70,3,,,,
893576,1,0,,,,,,,,,,,,,,
893579,1,1,2,,,33,2,,,60,50,,,,,
893579,2,,,,,,,,,,,,,,,
893581,1,1,2,,,20,1,40,,,,,,,,
893581,2,1,2,,,25,1,37,,,,,,,,
893582,1,0,,,,,,,,,,,,,,
893582,2,1,2,,,40,1,10,,,,3,,,,
893590,1,1,2,,,19,1,42,,,,,,,,
893590,2,1,2,,,18,1,42,,,,,,,,
893590,3,0,,,,,,,,,,,,,,
893590,4,0,,,,,,,,,,,,,,
893590,5,0,,,,,,,,,,,,,,
893593,1,1,2,,,20,1,34,,,,,,,,
893594,1,0,,,,,,,,,,,,,,
893595,1,1,2,,,20,1,42,,,,,,,,
893596,1,1,2,,,33,1,30,,,,,,,,
893596,2,1,2,,,36,2,,,,,,,,,
893596,3,1,2,,,40,2,,,,,,,,,
893623,1,5,2,,3,14,1,35,,,,,,,,
893623,2,6,1,3,1,14,1,20,,,,,,,,
893631,1,4,1,5,1,19,1,20,,,,,,,,
893631,2,1,2,,,19,1,10,,,,,,,,
893634,1,4,2,,3,14,1,35,,,,,,,,
893649,1,2,2,,3,14,1,55,,,,,,,,
893649,2,1,2,,,39,1,21,,,,,,,,
893649,3,1,2,,,20,1,4,,,,2,,,,
893671,1,1,2,,,20,1,40,,,,,,,,
893671,2,1,2,,,25,1,24,,,,2,,,,
893671,3,,,,,,,,,,,,,,,
893671,4,,,,,,,,,,,,,,,
893672,1,3,2,,1,10,1,35,,,,,,,,
893672,2,1,2,,,13,1,20,,,,,,,,
893673,1,1,2,,,28,1,28,,67,80,2,,,,
893673,2,1,2,,,22,1,45,,,,,,,,
893674,1,1,1,50,,20,1,4,,,,,,,,
893674,2,1,2,,,18,1,35,,,,,,,,
893678,1,2,2,,1,12,1,33,,,,,,,,
893678,2,1,1,1,,15,2,,,,,2,,,,
893678,3,0,,,,,,,,,,,,,,
893678,4,,,,,,,,,,,,,,,
893720,1,5,2,,1,14,1,35,,,,,,,,
893720,2,0,,,,,,,,,,,,,,
893721,1,3,2,,3,15,1,50,28,70,100,,,,,
893721,2,1,2,,,16,1,38,,,,,,,,
893721,3,2,2,,1,29,1,14,29,,,2,,,,
893728,1,1,2,,,14,1,35,,,,,,,,
893728,2,2,2,,3,14,1,8,,,,,,,,
893729,1,3,2,,1,19,1,29,38,63,50,2,,,,
893729,2,3,2,,3,19,1,30,51,,,2,,,,
893729,3,0,,,,,,,,,,,,,,
893729,4,0,,,,,,,,,,,,,,
893738,1,2,2,,3,15,1,15,,,,,,,,
893738,2,2,2,,1,15,1,40,,,,,,,,
893739,1,4,2,,3,14,1,20,,,,,,,,
893739,2,3,2,,1,16,1,30,39,,,3,,,,
893748,1,2,2,,1,14,1,35,,,,,,,,
893750,1,1,,,,17,1,5,,,,,,,,
893750,2,6,,,2,16,1,25,,,,,,,,
893750,3,0,,,,,,,,,,,,,,
893750,4,0,,,,,,,,,,,,,,
893750,5,,,,,,,,,,,,,,,
893751,1,2,2,,1,15,1,19,36,65,50,2,,,,
893751,2,0,,,,,,,,,,,,,,
893751,3,0,,,,,,,,,,,,,,
893751,4,,,,,,,,,,,,,,,
893751,5,,,,,,,,,,,,,,,
893753,1,5,2,,1,18,1,14,23,67,50,1,50,,2007,
893753,2,3,,,1,17,1,15,,,,,,,,
893753,3,,,,,,,,,,,,,,,
893753,4,2,2,,1,19,1,10,,,,,,,,
893770,1,2,2,,2,15,2,,,,,,,,,
893773,1,2,2,,3,13,1,35,,,,,,,,
893774,1,1,2,,,19,1,41,,,,,,,,
893774,2,1,2,,,16,1,21,,,,,,,,
893774,3,4,2,,1,19,1,16,26,,,2,,,,
893774,4,0,,,,,,,,,,,,,,
893775,1,4,2,,1,14,1,40,,,,,,,,
893779,1,3,2,,1,12,1,45,,,,,,,,
893780,1,0,,,,,,,,,,,,,,
893781,1,4,2,,1,15,1,39,20,60,70,1,100,,2007,
893820,1,0,,,,,,,,,,,,,,
893820,2,0,,,,,,,,,,,,,,
893824,1,1,2,,,16,1,40,,,,,,,,
893824,2,0,,,,,,,,,,,,,,
893826,1,1,2,,,26,1,35,,,,,,,,
893879,1,4,2,,3,15,1,35,,,,,,,,
893885,1,2,1,6,3,19,1,12,40,62,40,,,,,
893885,2,2,2,,3,17,1,28,44,,,,,,,
893885,3,,,,,,,,,,,,,,,
893891,1,3,2,,1,12,1,32,,,,,,,,
893891,2,0,,,,,,,,,,,,,,
893895,1,2,1,4,1,17,1,35,33,63,60,2,,,,
893895,2,3,2,,1,15,1,29,,,,,,,,
893897,1,3,2,,3,16,1,18,25,65,50,,,,,
893897,2,2,1,2,1,19,1,13,,,,,,,,
893897,3,,,,,,,,,,,,,,,
