nquest,Y,YL,YL1,YL2,YT,YTP,YTP1,YTP2,YTA,YTA1,YTA2,YTA3,YTA31,YTA32,YM,YMA1,YMA2,YC,YCA,YCA1,YCA2,YCF,YCF1,YCF2,YCF3,YCF4
714430,30164.156527,0,0,0,14170,14170,14170,0,0,0,0,0,0,0,0,0,0,15994.156527,16200,10800,5400,-205.8434729,49.336682547,0,0,255.18015548
714437,28250.61418,9000,9000,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,7550.6141802,7500,0,7500,50.614180214,50.614180214,0,0,0
714538,59081.725509,47000,47000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12081.725509,12000,0,12000,81.725508723,81.725508723,0,0,0
714622,16466.683239,0,0,0,5200,18200,18200,0,-13000,0,0,-13000,0,13000,0,0,0,11266.683239,11000,0,11000,266.68323899,266.68323899,0,0,0
714734,32000,32000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714811,17225.808055,17200,16000,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,25.808055386,0,0,0,25.808055386,25.808055386,0,0,0
714820,10938.712083,0,0,0,9100,9100,9100,0,0,0,0,0,0,0,0,0,0,1838.7120831,1800,0,1800,38.712083079,38.712083079,0,0,0
714828,64917.769265,0,0,0,57090,57590,57590,0,-500,0,0,-500,0,500,0,0,0,7827.7692649,6000,0,6000,1827.7692649,430.13425644,410.9350085,986.7,0
714833,13500,13500,13500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714854,7943.0134256,11700,11700,0,-5000,0,0,0,-5000,0,0,-5000,0,5000,0,0,0,1243.0134256,1200,0,1200,43.013425644,43.013425644,0,0,0
715014,2610,0,0,0,2610,2610,2610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715065,75415.938185,60605.235125,60000,605.23512481,0,0,0,0,0,0,0,0,0,0,0,0,0,14810.70306,14400,0,14400,410.70305977,262.38189643,0,3289,3140.6788367
715469,27197.063162,0,0,0,17550,17550,17550,0,0,0,0,0,0,0,0,0,0,9647.0631619,8400,0,8400,1247.0631619,68.82148103,76.099075648,1102.1426052,0
715499,29089.308716,19100,19100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9989.308716,9000,0,9000,989.30871595,51.616110772,76.099075648,861.59352953,0
715500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715572,26124.90427,16500,16500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9624.90427,8400,0,8400,1224.90427,34.410740515,76.099075648,1114.3944539,0
715782,19733.892686,0,0,0,19630,19630,19630,0,0,0,0,0,0,0,0,0,0,103.89268616,0,0,0,103.89268616,43.013425644,0,60.879260518,0
715821,28533.602604,0,0,0,21580,21580,21580,0,0,0,0,0,0,0,0,0,0,6953.6026042,6600,0,6600,353.60260419,353.60260419,0,0,0
715847,26889.992532,0,0,0,19370,19370,19370,0,0,0,0,0,0,0,0,0,0,7519.9925319,7200,0,7200,319.99253189,319.99253189,0,0,0
715865,38809.835516,20000,20000,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,7109.8355159,6600,0,6600,509.83551585,509.83551585,0,0,0
715872,17197.255136,0,0,0,11050,11050,11050,0,0,0,0,0,0,0,0,0,0,6147.2551362,6000,0,6000,147.25513619,147.25513619,0,0,0
715879,56709.121806,25000,25000,0,0,0,0,0,0,0,0,0,0,0,24000,24000,0,7709.1218056,7200,0,7200,509.12180562,509.12180562,0,0,0
715880,30946.821404,24500,24500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6446.8214041,7200,0,7200,-753.1785959,236.25324103,0,502.39061051,1491.8224474
716023,35000,35000,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716105,21833.044459,17400,17400,0,-5000,0,0,0,-5000,0,0,-5000,0,5000,0,0,0,9433.0444591,8500,0,8500,933.04445905,172.05370257,0,760.99075648,0
716204,36888,0,0,0,27288,27288,27288,0,0,0,0,0,0,0,0,0,0,9600,9600,0,9600,0,0,0,0,0
716305,10710,7200,7200,0,3510,3510,3510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716500,2005.4171476,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,5.417147556,0,0,0,5.417147556,5.417147556,0,0,0
716507,25076.525802,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3076.525802,5400,0,5400,-2323.474198,51.616110772,0,0,2375.0903088
716512,50293.998126,19000,19000,0,25200,26000,26000,0,-800,0,0,-800,0,800,0,0,0,6093.9981255,5400,0,5400,693.99812552,693.99812552,0,0,0
716834,24516.996212,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,0,3716.9962121,3600,0,3600,116.99621211,116.99621211,0,0,0
716849,20900,17000,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,3900,0,3900,0,0,0,0,0
716908,34302.408667,0,0,0,17862,17862,17862,0,0,0,0,0,0,0,3000,3000,0,13440.408667,12000,0,12000,1440.4086667,305.39532207,0,1135.0133447,0
716937,53438.712083,45000,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8438.7120831,8400,0,8400,38.712083079,38.712083079,0,0,0
717014,28474.704478,26605.882997,26000,605.88299695,0,0,0,0,0,0,0,0,0,0,0,0,0,1868.821481,1800,0,1800,68.82148103,68.82148103,0,0,0
717242,72385.857533,18000,18000,0,10231,10231,10231,0,0,0,0,0,0,0,20000,20000,0,24154.857533,19600,2800,16800,4554.857533,249.47786873,837.08983212,3468.2898321,0
717311,32165.484833,24500,24500,0,0,0,0,0,0,0,0,0,0,0,500,500,0,7165.4848332,7150,0,7150,15.484833232,15.484833232,0,0,0
717312,24600,24200,23600,600,400,0,0,0,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717316,17500,17500,17500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717317,28600,28600,28600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717331,14689.040277,0,0,0,14560,14560,14560,0,0,0,0,0,0,0,0,0,0,129.04027693,0,0,0,129.04027693,129.04027693,0,0,0
717409,49346.514611,40800,40800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8546.5146107,10723.834427,1123.8344267,9600,-2177.319816,77.424166158,0,493.35,2748.0939821
717414,36983.604404,19000,19000,0,800,0,0,0,800,800,0,0,0,0,0,0,0,17183.604404,18100,0,18100,-916.3955956,25.808055386,0,0,942.203651
717605,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717669,19397.014344,17000,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2397.014344,7200,0,7200,-4802.985656,25.808055386,0,0,4828.7937114
717801,27600,24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,0,3600,0,0,0,0,0
717804,22443.013426,17000,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5443.0134256,5400,0,5400,43.013425644,43.013425644,0,0,0
717809,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,7200,0,7200,0,0,0,0,0
717834,6896.0218796,0,0,0,6890,6890,6890,0,0,0,0,0,0,0,0,0,0,6.0218795901,0,0,0,6.0218795901,6.0218795901,0,0,0
717858,20308.050462,17000,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3308.0504621,4200,0,4200,-891.9495379,0,0,0,891.94953788
717871,18340,0,0,0,13540,13540,13540,0,0,0,0,0,0,0,0,0,0,4800,4800,0,4800,0,0,0,0,0
717885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717900,63490.554812,35000,35000,0,2000,0,0,0,2000,0,0,2000,2000,0,18000,18000,0,8490.5548123,8400,0,8400,90.554812298,90.554812298,0,0,0
718006,43211.459971,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25211.459971,25200,0,25200,11.459970816,11.459970816,0,0,0
718115,42578.388861,17000,17000,0,20150,20150,20150,0,0,0,0,0,0,0,0,0,0,5428.3888609,5400,0,5400,28.388860925,28.388860925,0,0,0
718506,43342.515314,0,0,0,35100,35100,35100,0,0,0,0,0,0,0,0,0,0,8242.5153142,7800,0,7800,442.51531423,43.235855491,0,399.27945874,0
718600,180951.57783,0,0,0,0,0,0,0,0,0,0,0,0,0,165000,165000,0,15951.577829,16200,0,16200,-248.4221706,495.56071518,0,3.0439630259,747.02684882
718624,16958.320329,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,0,58.320329156,0,0,0,58.320329156,58.320329156,0,0,0
718674,154360.39218,15000,15000,0,22100,22100,22100,0,0,0,0,0,0,0,100000,100000,0,17260.39218,17000,5000,12000,260.39218002,47.314768208,0,213.07741181,0
718764,67422.48677,58900,57600,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,8522.4867703,7800,0,7800,722.48677031,43.013425644,0,679.47334466,0
718772,144313.32316,31200,31200,0,24570,24570,24570,0,0,0,0,0,0,0,50000,50000,0,38543.323164,37200,0,37200,1343.3231642,430.13425644,0,913.18890777,0
718832,50719.210244,26000,26000,0,15000,13000,13000,0,2000,2000,0,0,0,0,0,0,0,9719.210244,9600,0,9600,119.21024401,119.21024401,0,0,0
719025,21512.904028,25500,25500,0,-4000,0,0,0,-4000,0,0,-4000,0,4000,0,0,0,12.904027693,0,0,0,12.904027693,12.904027693,0,0,0
719334,18823.377496,8000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10823.377496,10800,0,10800,23.377495726,23.377495726,0,0,0
719358,31167.943644,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,7767.9436444,7200,0,7200,567.94364445,567.94364445,0,0,0
719528,8500,8500,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719571,40021.256061,34000,34000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6021.2560608,6000,0,6000,21.256060806,21.256060806,0,0,0
719606,16306.882148,0,0,0,9100,9100,9100,0,0,0,0,0,0,0,0,0,0,7206.8821481,7200,0,7200,6.882148103,6.882148103,0,0,0
719611,41175.897998,10400,10400,0,24700,24700,24700,0,0,0,0,0,0,0,0,0,0,6075.8979976,6000,0,6000,75.897997607,75.897997607,0,0,0
719613,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,0,0,0
719615,21603.15942,0,0,0,21600,21600,21600,0,0,0,0,0,0,0,0,0,0,3.15942016,0,0,0,3.15942016,3.15942016,0,0,0
719656,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,0,0,0,0,0,0,0,0
719666,7205.8540992,0,0,0,7200,0,0,0,7200,7200,0,0,0,0,0,0,0,5.8540992148,0,0,0,5.8540992148,5.8540992148,0,0,0
719763,53480,21280,21000,280,28600,28600,28600,0,0,0,0,0,0,0,0,0,0,3600,3600,0,3600,0,0,0,0,0
719801,32551.616111,16000,16000,0,6500,6500,6500,0,0,0,0,0,0,0,10000,10000,0,51.616110772,0,0,0,51.616110772,51.616110772,0,0,0
719810,42868.821481,12000,12000,0,26000,26000,26000,0,0,0,0,0,0,0,0,0,0,4868.821481,4800,0,4800,68.82148103,68.82148103,0,0,0
719840,26460.218796,21000,21000,0,1800,1800,1800,0,0,0,0,0,0,0,0,0,0,3660.2187959,3600,0,3600,60.218795901,60.218795901,0,0,0
719940,16013.257007,16000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.257007298,0,0,0,13.257007298,13.257007298,0,0,0
719963,46812.700066,40800,40800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6012.7000665,6000,0,6000,12.700066481,12.700066481,0,0,0
720009,12675.067128,0,0,0,8060,8060,8060,0,0,0,0,0,0,0,0,0,0,4615.0671282,4400,0,4400,215.06712822,215.06712822,0,0,0
720110,18754.410741,0,0,0,18720,18720,18720,0,0,0,0,0,0,0,0,0,0,34.410740515,0,0,0,34.410740515,34.410740515,0,0,0
720117,126851.63261,68200,67000,1200,0,0,0,0,0,0,0,0,0,0,41000,41000,0,17651.632614,15600,0,15600,2051.6326139,602.18795901,1521.981513,2282.9722694,2355.5091275
720138,23731.598663,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,3731.5986635,4800,0,4800,-1068.401337,0,0,0,1068.4013365
720139,35241.350535,0,0,0,28100,35100,35100,0,-7000,0,0,-7000,0,7000,0,0,0,7141.3505348,7200,0,7200,-58.64946523,137.64296206,0,0,196.29242729
720157,11500,0,0,0,6500,6500,6500,0,0,0,0,0,0,0,5000,5000,0,0,0,0,0,0,0,0,0,0
720161,6500,0,0,0,6500,6500,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720163,25600,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,0,3600,0,0,0,0,0
720209,40017.20537,32200,31000,1200,0,0,0,0,0,0,0,0,0,0,1200,1200,0,6617.2053703,6600,0,6600,17.205370257,17.205370257,0,0,0
720256,26200,19000,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,7200,0,7200,0,0,0,0,0
720312,19759.149675,8000,8000,0,0,0,0,0,0,0,0,0,0,0,8000,8000,0,3759.1496749,3600,0,3600,159.14967488,159.14967488,0,0,0
720416,21430.109398,0,0,0,17800,19800,19800,0,-2000,0,0,-2000,0,2000,0,0,0,3630.109398,3600,0,3600,30.109397951,30.109397951,0,0,0
720566,20534.410741,20500,20500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.410740515,0,0,0,34.410740515,34.410740515,0,0,0
720603,4000,4000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720634,22196.058386,17550,17550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4646.058386,6600,0,6600,-1953.941614,28.694071699,0,0,1982.6356857
720784,13500,0,0,0,3900,3900,3900,0,0,0,0,0,0,0,0,0,0,9600,9600,0,9600,0,0,0,0,0
720883,28600,19000,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9600,9600,0,9600,0,0,0,0,0
720889,11716.624194,0,0,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,16.624194308,0,0,0,16.624194308,16.624194308,0,0,0
721201,58701.09398,0,0,0,-5000,0,0,0,-5000,0,0,-5000,0,5000,55000,55000,0,8701.0939795,8400,0,8400,301.09397951,301.09397951,0,0,0
721521,35681.725509,9000,9000,0,18200,18200,18200,0,0,0,0,0,0,0,0,0,0,8481.7255087,8400,0,8400,81.725508723,81.725508723,0,0,0
721548,22004.301343,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3013425644,0,0,0,4.3013425644,4.3013425644,0,0,0
721631,15646.405029,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,46.405029253,0,0,0,46.405029253,46.405029253,0,0,0
721717,46660.218796,37000,37000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9660.2187959,9600,4800,4800,60.218795901,60.218795901,0,0,0
721747,55818.955737,0,0,0,42120,42120,42120,0,0,0,0,0,0,0,0,0,0,13698.955737,13200,0,13200,498.95573747,498.95573747,0,0,0
721777,53729.040277,44000,44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9729.0402769,9600,0,9600,129.04027693,129.04027693,0,0,0
721843,32321.531571,0,0,0,24700,24700,24700,0,0,0,0,0,0,0,0,0,0,7621.5315713,7200,0,7200,421.53157131,421.53157131,0,0,0
721862,34311.834907,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,10911.834907,10800,0,10800,111.83490667,111.83490667,0,0,0
721871,45661.276692,40880,39000,1880,300,0,0,0,300,0,300,0,0,0,0,0,0,4481.2766924,6000,0,6000,-1518.723308,51.616110772,0,0,1570.3394183
722116,24034.410741,24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.410740515,0,0,0,34.410740515,34.410740515,0,0,0
722139,7842.0537026,0,0,0,7670,7670,7670,0,0,0,0,0,0,0,0,0,0,172.05370257,0,0,0,172.05370257,172.05370257,0,0,0
722141,24301.147049,18800,18800,0,3000,0,0,0,3000,3000,0,0,0,0,0,0,0,2501.1470493,6000,0,6000,-3498.852951,34.410740515,0,0,3533.2636912
722259,34351.616111,0,0,0,24700,24700,24700,0,0,0,0,0,0,0,0,0,0,9651.6161108,9600,0,9600,51.616110772,51.616110772,0,0,0
722310,69977.424166,0,0,0,29900,29900,29900,0,0,0,0,0,0,0,20000,20000,0,20077.424166,20000,0,20000,77.424166158,77.424166158,0,0,0
722324,34474.838056,0,0,0,21450,21450,21450,0,0,0,0,0,0,0,0,0,0,13024.838056,12600,0,12600,424.83805567,318.29934976,0,106.53870591,0
722331,46119.159618,0,0,0,33800,33800,33800,0,0,0,0,0,0,0,0,0,0,12319.159618,12000,0,12000,319.15961828,319.15961828,0,0,0
722353,33173.122824,7000,7000,0,22100,22100,22100,0,0,0,0,0,0,0,0,0,0,4073.1228236,4000,0,4000,73.122823594,73.122823594,0,0,0
722365,36700.755842,34500,34500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200.7558423,2150,0,2150,50.755842259,50.755842259,0,0,0
722378,36068.251851,0,0,0,29900,29900,29900,0,0,0,0,0,0,0,0,0,0,6168.2518513,6000,0,6000,168.25185129,86.026851287,0,82.225,0
722447,20800,16000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,0,4800,0,0,0,0,0
722518,66139.090266,30500,26500,4000,1008,558,558,0,450,0,450,0,0,0,0,0,0,34631.090266,34200,0,34200,431.09026562,263.6722992,0,167.41796642,0
722601,35287.47176,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,25000,0,10287.47176,9500,0,9500,787.47176031,559.17453337,0,228.29722694,0
722608,20734.410741,14000,14000,0,2600,0,0,0,2600,2600,0,0,0,0,0,0,0,4134.4107405,4100,0,4100,34.410740515,34.410740515,0,0,0
722720,88915.188627,0,0,0,45643,45643,45643,0,0,0,0,0,0,0,0,0,0,43272.188627,33100,10300,22800,10172.188627,430.13425644,4992.0993625,4749.9550085,0
722743,25984.47065,10000,10000,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,384.47064977,0,0,0,384.47064977,232.27249848,152.1981513,0,0
722875,46848.947287,0,0,0,0,0,0,0,0,0,0,0,0,0,36400,36400,0,10448.947287,9600,0,9600,848.94728653,23.197810355,825.74947617,0,0
723200,20623.122824,0,0,0,17550,17550,17550,0,0,0,0,0,0,0,0,0,0,3073.1228236,3000,0,3000,73.122823594,73.122823594,0,0,0
723207,23849.339034,17250,17250,0,2950,0,0,0,2950,3200,0,-250,0,250,0,0,0,3649.3390335,3600,0,3600,49.339033525,49.339033525,0,0,0
723480,8318.0805539,0,0,0,8060,8060,8060,0,0,0,0,0,0,0,0,0,0,258.08055386,0,0,0,258.08055386,258.08055386,0,0,0
723504,40615.067128,30800,30800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9815.0671282,9600,0,9600,215.06712822,215.06712822,0,0,0
723507,38245.094907,0,0,0,28600,28600,28600,0,0,0,0,0,0,0,0,0,0,9645.0949074,9600,0,9600,45.094907358,45.094907358,0,0,0
723536,37453.954838,11700,11700,0,19500,19500,19500,0,0,0,0,0,0,0,0,0,0,6253.9548384,6000,0,6000,253.95483838,253.95483838,0,0,0
723629,37495.146788,0,0,0,0,0,0,0,0,0,0,0,0,0,28000,28000,0,9495.1467882,10200,10200,0,-704.8532118,275.28592412,228.29722694,0,1208.4363629
723666,53279.089994,0,0,0,40950,40950,40950,0,0,0,0,0,0,0,0,0,0,12329.089994,11400,0,11400,929.0899939,929.0899939,0,0,0
723986,35924.013426,0,0,0,23881,23881,23881,0,0,0,0,0,0,0,0,0,0,12043.013426,12000,0,12000,43.013425644,43.013425644,0,0,0
724042,30857.462513,0,0,0,21450,21450,21450,0,0,0,0,0,0,0,0,0,0,9407.4625129,9600,0,9600,-192.5374871,43.013425644,0,0,235.55091275
724103,17535.066913,0,0,0,13260,13260,13260,0,0,0,0,0,0,0,0,0,0,4275.0669127,4200,0,4200,75.066912701,75.066912701,0,0,0
724132,29132.124684,14500,14500,0,7392,0,0,0,7392,0,0,7392,7392,0,0,0,0,7240.1246839,7200,0,7200,40.124683918,40.124683918,0,0,0
724209,17063.496931,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2063.4969314,4800,0,4800,-2736.503069,11.590913422,0,0,2748.0939821
724211,13206.965808,0,0,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,1506.9658081,1200,0,1200,306.96580814,306.96580814,0,0,0
724213,22831.053391,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2831.0533909,1800,0,1800,1031.0533909,132.72137887,0,898.33201202,0
724307,23717.366247,6000,6000,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,6017.3662474,6000,0,6000,17.366247415,17.366247415,0,0,0
724353,16517.20537,16500,16500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.205370257,0,0,0,17.205370257,17.205370257,0,0,0
724509,16157.610133,0,0,0,10426,10426,10426,0,0,0,0,0,0,0,0,0,0,5731.6101332,5600,200,5400,131.61013315,131.61013315,0,0,0
724523,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,0,3000,0,0,0,0,0
724543,82599.717933,22000,22000,0,35500,25500,19500,6000,10000,0,0,10000,10000,0,0,0,0,25099.717933,24200,0,24200,899.71793275,290.92532757,0,608.79260518,0
724635,20004.334876,14000,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6004.3348761,6000,0,6000,4.3348761224,4.3348761224,0,0,0
724636,14461.73608,0,0,0,8450,8450,8450,0,0,0,0,0,0,0,0,0,0,6011.7360804,6000,0,6000,11.736080354,11.736080354,0,0,0
724708,14000,14000,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724818,42047.840879,18000,18000,0,0,0,0,0,0,0,0,0,0,0,18000,18000,0,6047.8408794,6000,0,6000,47.840879391,47.840879391,0,0,0
724899,86019.779127,64484,64484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21535.779127,20600,11000,9600,935.77912741,27.031717965,0,908.74740944,0
724926,41493.304446,12000,12000,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,6093.3044459,6000,0,6000,93.304445905,17.205370257,76.099075648,0,0
725236,19604.410741,0,0,0,7670,7670,7670,0,0,0,0,0,0,0,0,0,0,11934.410741,11900,0,11900,34.410740515,34.410740515,0,0,0
725509,25564.834907,0,0,0,21853,21853,21853,0,0,0,0,0,0,0,0,0,0,3711.8349067,3600,0,3600,111.83490667,111.83490667,0,0,0
725619,12558.602685,13000,13000,0,-450,0,0,0,-450,0,0,-450,0,450,0,0,0,8.6026851287,0,0,0,8.6026851287,8.6026851287,0,0,0
725701,13520,0,0,0,13520,13520,13520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725716,44015.067128,38500,38500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5515.0671282,5300,0,5300,215.06712822,215.06712822,0,0,0
725726,6950,5000,5000,0,1950,1950,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725801,63294.231539,32100,32100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31194.231539,24200,1800,22400,6994.2315388,860.26851287,0,6133.9630259,0
725902,23204.20025,18400,18000,400,0,0,0,0,0,0,0,0,0,0,0,0,0,4804.2002503,4800,0,4800,4.2002503057,4.2002503057,0,0,0
726146,37509.412804,18700,18000,700,10400,10400,10400,0,0,0,0,0,0,0,0,0,0,8409.4128044,8000,0,8000,409.41280442,409.41280442,0,0,0
726234,69733.720016,9000,9000,0,42650,39650,39650,0,3000,3000,0,0,0,0,0,0,0,18083.720016,16600,0,16600,1483.720016,126.10556216,456.59445389,901.02,0
726553,50286.026851,43000,43000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7286.0268513,7200,0,7200,86.026851287,86.026851287,0,0,0
726563,28312.904028,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,4912.9040277,4900,0,4900,12.904027693,12.904027693,0,0,0
726568,45208.602685,0,0,0,26000,26000,26000,0,0,0,0,0,0,0,12000,12000,0,7208.6026851,7200,0,7200,8.6026851287,8.6026851287,0,0,0
726811,11685.490776,0,0,0,9880,9880,9880,0,0,0,0,0,0,0,0,0,0,1805.4907758,1800,0,1800,5.490775818,5.490775818,0,0,0
726823,8870,0,0,0,7670,7670,7670,0,0,0,0,0,0,0,0,0,0,1200,1200,0,1200,0,0,0,0,0
726906,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,0,3600,0,0,0,0,0
726932,12368.602685,0,0,0,6360,6360,6360,0,0,0,0,0,0,0,0,0,0,6008.6026851,6000,0,6000,8.6026851287,8.6026851287,0,0,0
727001,46220.437592,34100,34100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12120.437592,12000,0,12000,120.4375918,120.4375918,0,0,0
727009,24445.917453,0,0,0,15990,15990,15990,0,0,0,0,0,0,0,0,0,0,8455.9174533,8400,0,8400,55.917453337,55.917453337,0,0,0
727039,89272.207528,0,0,0,0,0,0,0,0,0,0,0,0,0,72825,66325,6500,16447.207528,15000,0,15000,1447.2075278,77.424166158,0,1369.7833617,0
727138,36673.013426,0,0,0,22230,22230,22230,0,0,0,0,0,0,0,0,0,0,14443.013426,14400,0,14400,43.013425644,43.013425644,0,0,0
727160,24042.621305,0,0,0,11500,13000,13000,0,-1500,0,0,-1500,0,1500,0,0,0,12542.621305,12000,0,12000,542.62130517,86.026851287,0,456.59445389,0
727170,45144.327603,29000,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16144.327603,13500,0,13500,2644.3276029,206.46444309,0,2437.8631598,0
727171,17843.013426,0,0,0,10600,15600,15600,0,-5000,0,0,-5000,0,5000,0,0,0,7243.0134256,7200,0,7200,43.013425644,43.013425644,0,0,0
727267,21925.808055,0,0,0,15900,14400,14400,0,1500,1500,0,0,0,0,0,0,0,6025.8080554,6000,0,6000,25.808055386,25.808055386,0,0,0
727318,17205.01392,16000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205.0139203,1200,0,1200,5.0139203187,5.0139203187,0,0,0
727402,17366.026851,0,0,0,12480,12480,12480,0,0,0,0,0,0,0,0,0,0,4886.0268513,4800,0,4800,86.026851287,86.026851287,0,0,0
727473,19315.067128,0,0,0,14300,14300,14300,0,0,0,0,0,0,0,0,0,0,5015.0671282,4800,0,4800,215.06712822,215.06712822,0,0,0
727477,16068.821481,16000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.82148103,0,0,0,68.82148103,68.82148103,0,0,0
727520,13530,0,0,0,7530,7530,7530,0,0,0,0,0,0,0,0,0,0,6000,6000,0,6000,0,0,0,0,0
727537,14731.834907,0,0,0,12220,12220,12220,0,0,0,0,0,0,0,0,0,0,2511.8349067,2400,0,2400,111.83490667,111.83490667,0,0,0
727604,14686.026851,0,0,0,10400,10400,10400,0,0,0,0,0,0,0,0,0,0,4286.0268513,4200,0,4200,86.026851287,86.026851287,0,0,0
727650,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,0,4800,0,0,0,0,0
727825,12901.506,0,0,0,10500,0,0,0,10500,10500,0,0,0,0,0,0,0,2401.506,2400,0,2400,1.505999989,1.505999989,0,0,0
