nquest,Y,CN,CD1,CD2,CD,C,S
878738,39803.242872,21600,15000,0,15000,36600,3203.2428724
878739,14336.200296,13200,0,0,0,13200,1136.2002956
878750,32510.050112,19200,0,0,0,19200,13310.050112
878751,23113.977437,19800,0,200,200,20000,3113.977437
878768,30800,16800,0,0,0,16800,14000
878777,18217.20537,17040,0,2000,2000,19040,-822.7946297
878783,16008.602685,15600,0,0,0,15600,408.60268513
878790,8000,12960,0,0,0,12960,-4960
878799,33840,8640,0,0,0,8640,25200
878811,59785.255393,34800,18000,2000,20000,54800,4985.2553933
878831,47184.272327,33400,0,0,0,33400,13784.272327
878833,52610.68579,26400,0,300,300,26700,25910.68579
878834,42230.49185,24300,14000,0,14000,38300,3930.4918502
878838,39575.338994,27600,0,1800,1800,29400,10175.338994
878848,53448.483323,27600,0,0,0,27600,25848.483323
878869,24717.20537,19440,0,0,0,19440,5277.2053703
878873,61296.958726,22800,0,600,600,23400,37896.958726
878874,31900.087518,21600,0,0,0,21600,10300.087518
878883,18121.616111,13200,0,0,0,13200,4921.6161108
878956,49316.752535,16353.342008,0,5000,5000,21353.342008,27963.410527
878959,24630.204358,14400,0,0,0,14400,10230.204358
878966,1003.4410741,5424,0,0,0,5424,-4420.558926
878970,47452.964344,18000,20000,0,20000,38000,9452.9643443
878981,19326.225509,12000,0,600,600,12600,6726.2255087
879018,10000,18600,0,0,0,18600,-8600
879023,24232.532661,22800,0,0,0,22800,1432.5326612
879047,24525.185862,19200,0,0,0,19200,5325.1858616
879052,35390.853097,24000,0,500,500,24500,10890.853097
879066,10063.428758,28400,0,0,0,28400,-18336.57124
879069,10100,9600,0,0,0,9600,500
879110,15300,13200,0,0,0,13200,2100
879152,26773.531149,18000,0,0,0,18000,8773.5311494
879168,58622.107405,44400,0,0,0,44400,14222.107405
879185,20473.977515,16800,0,0,0,16800,3673.9775147
879192,17276.883428,15600,0,0,0,15600,1676.8834285
879217,9640,7560,0,0,0,7560,2080
879229,32062.249829,22250,0,0,0,22250,9812.2498293
879235,56625.231215,45600,0,5000,5000,50600,6025.2312148
879257,44301.491081,34680,-1000,1200,200,34880,9421.4910809
879258,65550.193274,47700,0,0,0,47700,17850.193274
879275,41025.808055,27600,0,0,0,27600,13425.808055
879302,29233.771154,21600,0,0,0,21600,7633.771154
879310,54675.191262,30080,0,0,0,30080,24595.191262
879319,40340.887763,37800,0,190,190,37990,2350.8877629
879391,7800,11040,0,0,0,11040,-3240
879407,9060.2187959,8400,0,200,200,8600,460.2187959
879422,10200,11400,0,0,0,11400,-1200
879430,12543.098624,15600,0,260,260,15860,-3316.901376
879441,24754.44276,15172.87616,6000,4000,10000,25172.87616,-418.4334004
879449,46943.399591,39094.752861,1500,3500,5000,44094.752861,2848.6467307
879452,16543.178515,17892.469448,0,800,800,18692.469448,-2149.290933
879453,57089.330919,42600,0,3000,3000,45600,11489.330919
879454,16600,17600,2300,0,2300,19900,-3300
879458,29051.906018,28800,0,0,0,28800,251.90601793
879470,23950,22200,0,0,0,22200,1750
879484,39207.415145,21600,0,0,0,21600,17607.415145
879487,29850.278705,30840,0,0,0,30840,-989.7212948
879494,26436.026851,13200,1000,10000,11000,24200,2236.0268513
879503,26611.834907,25200,0,0,0,25200,1411.8349067
879507,12500,8988,0,0,0,8988,3512
879509,22587.424166,18000,0,0,0,18000,4587.4241662
879523,17716.507627,14400,0,0,0,14400,3316.5076267
879529,31980.464317,25250,0,300,300,25550,6430.4643172
879534,10020,9000,0,0,0,9000,1020
879543,14811.793847,12600,0,0,0,12600,2211.7938467
879552,13542.889332,11100,0,0,0,11100,2442.8893325
879563,25712.912406,14400,0,100,100,14500,11212.912406
879565,39193.505765,23800,0,100,100,23900,15293.505765
879568,16100,14900,0,0,0,14900,1200
879591,17344.153123,13800,0,0,0,13800,3544.1531225
879620,18100,10900,0,0,0,10900,7200
879636,36859.117042,34800,0,0,0,34800,2059.1170421
879638,63079.26532,35500,0,30000,30000,65500,-2420.73468
879667,14504.743906,12600,0,0,0,12600,1904.7439061
879676,35992.99318,33600,0,0,0,33600,2392.9931804
879678,50918.044459,23400,0,0,0,23400,27518.044459
879681,54512.925462,20400,0,0,0,20400,34112.925462
879705,81863.075527,60000,0,3000,3000,63000,18863.075527
879710,38091.098427,19700,0,3800,3800,23500,14591.098427
879725,33391.805641,30200,0,0,0,30200,3191.8056407
879743,19025.808055,18000,0,0,0,18000,1025.8080554
879747,58086.067437,41200,15500,0,15500,56700,1386.0674371
879817,11408.602685,9600,0,0,0,9600,1808.6026851
879832,13224.01811,10800,0,0,0,10800,2424.0181099
879837,10954.7891,8400,0,0,0,8400,2554.7890998
879840,21213.258877,17400,0,0,0,17400,3813.2588765
879844,60756.276564,27200,0,0,0,27200,33556.276564
879861,25104.4984,21800,0,0,0,21800,3304.4984002
879883,13350,12600,0,0,0,12600,750
879931,7800,6600,0,0,0,6600,1200
879943,63116.895255,42000,14500,2000,16500,58500,4616.8952548
879946,26030.109398,20760,0,0,0,20760,5270.109398
879951,64338.225003,29900,15000,0,15000,44900,19438.225003
879958,61446.245647,38400,0,0,0,38400,23046.245647
880003,51624.594018,41500,0,0,0,41500,10124.594018
880012,61939.631822,43300,0,0,0,43300,18639.631822
880033,34923.007843,16800,9000,0,9000,25800,9123.0078434
880040,21137.484053,25800,0,0,0,25800,-4662.515947
880042,55813.241302,20400,34000,0,34000,54400,1413.2413023
880066,44659.659906,30596.776123,500,600,1100,31696.776123,12962.883782
880072,88614.02204,64800,14800,0,14800,79600,9014.0220402
880090,52216.985695,39000,0,0,0,39000,13216.985695
880091,19406.02188,21600,0,0,0,21600,-2193.97812
880103,31375.444953,25200,0,0,0,25200,6175.4449533
880122,10061,9564,0,0,0,9564,497
880123,2100,6000,0,0,0,6000,-3900
880167,53422.053703,38400,0,0,0,38400,15022.053703
880173,30060.218796,24000,0,0,0,24000,6060.2187959
880181,76388.467128,47200,0,0,0,47200,29188.467128
880182,17003.232222,11400,0,0,0,11400,5603.2322215
880186,21435.410741,9600,0,0,0,9600,11835.410741
880207,25575.285924,20300,8000,0,8000,28300,-2724.714076
880223,37172.053703,32000,1000,0,1000,33000,4172.0537026
880243,16515.527157,14400,0,0,0,14400,2115.5271567
880244,16352.799601,15000,0,450,450,15450,902.79960144
880245,13215.38242,13200,0,0,0,13200,15.382419609
880252,18273.514993,12840,0,0,0,12840,5433.5149927
880264,24060.218796,21480,0,0,0,21480,2580.2187959
880267,9626.4252896,9120,0,0,0,9120,506.42528957
880268,46529.040277,18000,0,800,800,18800,27729.040277
880271,39957.767507,21000,0,0,0,21000,18957.767507
880279,22623.426644,14400,0,1200,1200,15600,7023.4266441
880291,265238.89668,89500,0,0,0,89500,175738.89668
880302,59284.808055,39800,13000,650,13650,53450,5834.8080554
880303,46770.447988,33000,0,600,600,33600,13170.447988
880304,23325.618796,16800,0,0,0,16800,6525.6187959
880357,33933,11200,0,0,0,11200,22733
880375,21053.336648,19200,0,0,0,19200,1853.3366478
880383,15431.622293,9000,0,1850,1850,10850,4581.6222934
880398,16650,15000,0,0,0,15000,1650
880407,9700,6600,0,0,0,6600,3100
880408,23330.749098,19200,0,0,0,19200,4130.7490979
880425,27200,49200,0,0,0,49200,-22000
880427,22900,14400,0,0,0,14400,8500
880431,71118.747194,38400,0,0,0,38400,32718.747194
880445,14043.013426,18000,0,1500,1500,19500,-5456.986574
880457,29510.532423,26400,0,0,0,26400,3110.5324233
880458,11000,7800,0,0,0,7800,3200
880459,33058.498259,28800,5500,0,5500,34300,-1241.501741
880564,13069.585777,11900,0,0,0,11900,1169.5857772
880581,4700,10200,0,0,0,10200,-5500
880594,13500,16200,0,0,0,16200,-2700
880652,23120.437592,21600,0,0,0,21600,1520.4375918
880693,1822.2454363,4200,0,0,0,4200,-2377.754564
880710,56182.250026,33600,0,800,800,34400,21782.250026
880728,19650,15600,0,1500,1500,17100,2550
880735,41780.417453,27600,0,16000,16000,43600,-1819.582547
880738,19718.712083,15600,0,480,480,16080,3638.7120831
880758,40021.506713,30000,0,0,0,30000,10021.506713
880813,41478.334009,36000,0,1500,1500,37500,3978.3340086
880827,33017.20537,18200,0,5000,5000,23200,9817.2053703
880849,25002.151864,11760,0,0,0,11760,13242.151864
880861,23912.070381,28800,0,1000,1000,29800,-5887.929619
880865,48034.410741,24000,0,0,0,24000,24034.410741
880884,37611.733806,37200,0,0,0,37200,411.73380646
880893,23200,15600,0,0,0,15600,7600
880898,46404.004182,28000,3500,0,3500,31500,14904.004182
880904,19108.602685,19100,0,0,0,19100,8.6026851287
880911,71628.325702,36601.077546,9000,0,9000,45601.077546,26027.248156
880912,77124.920803,66603.903397,0,5000,5000,71603.903397,5521.0174061
880921,39170.783405,24100,0,3500,3500,27600,11570.783405
880943,57136.569471,32400,7500,500,8000,40400,16736.569471
880948,23785.080554,20400,0,700,700,21100,2685.0805539
880949,72642.95185,48400,0,50,50,48450,24192.95185
880978,100695.1851,69000,0,0,0,69000,31695.185098
880983,27249.395638,23300,0,0,0,23300,3949.3956379
881000,22650.755842,19200,0,0,0,19200,3450.7558423
881015,112525.08953,68492.200922,0,0,0,68492.200922,44032.888609
881019,53951.41391,35800,0,0,0,35800,18151.41391
881022,52237.996543,43135,0,0,0,43135,9102.9965428
881023,48995.913436,35000,150,0,150,35150,13845.913436
881024,28933.998007,25200,1100,2500,3600,28800,133.9980072
881028,52200.067128,26935,0,300,300,27235,24965.067128
881029,47279.900545,37500,0,0,0,37500,9779.9005454
881054,12604.301343,12000,1500,0,1500,13500,-895.6986574
881059,13200,31200,0,0,0,31200,-18000
881072,5512,6300,0,0,0,6300,-788
881081,37904.210741,20400,0,0,0,20400,17504.210741
881095,16008.602685,21600,0,200,200,21800,-5791.397315
881184,12400.43262,10200,0,0,0,10200,2200.4326201
881188,31947.314768,19200,0,0,0,19200,12747.314768
881195,9490,8160,0,0,0,8160,1330
881199,13189.040277,12600,0,0,0,12600,589.04027693
881209,3600,13200,0,0,0,13200,-9600
881215,18607.494352,15600,0,100,100,15700,2907.4943521
881243,11600,9600,0,250,250,9850,1750
881248,12543.013426,10200,0,130,130,10330,2213.0134256
881263,28123.874596,21600,0,500,500,22100,6023.8745965
881281,25366.240675,19200,0,0,0,19200,6166.2406755
881284,17015.772862,11400,0,0,0,11400,5615.7728623
881293,26511.122718,13200,0,0,0,13200,13311.122718
881302,41938.712083,27300,3000,0,3000,30300,11638.712083
881304,13890,13060,0,0,0,13060,830
881322,7062,10500,0,0,0,10500,-3438
881326,9000,9000,0,0,0,9000,0
881330,49608.602685,25920,0,0,0,25920,23688.602685
881335,31636.879562,26400,0,350,350,26750,4886.8795622
881368,16007.704263,16800,0,0,0,16800,-792.2957373
881375,14648.792783,13800,0,0,0,13800,848.7927834
881382,42843.412822,37800,0,0,0,37800,5043.4128217
881391,21263.923987,18000,0,0,0,18000,3263.9239875
881396,27499.25734,26400,0,0,0,26400,1099.2573396
881408,34911.41143,24000,0,0,0,24000,10911.41143
881414,39636.252751,22800,0,0,0,22800,16836.252751
881421,28045.955658,24000,0,0,0,24000,4045.9556576
881425,16005.282418,15360,0,0,0,15360,645.28241758
881426,14000,11640,0,40,40,11680,2320
881442,11716.885967,13560,0,0,0,13560,-1843.114033
881445,16036.558708,14640,0,0,0,14640,1396.5587085
881448,25676.000964,24300,0,700,700,25000,676.00096381
881456,29374.301343,25200,0,0,0,25200,4174.3013426
881469,25271.904028,23300,0,0,0,23300,1971.9040277
881475,25216.075938,19100,0,229,229,19329,5887.075938
881480,6600.2580806,7080,0,0,0,7080,-479.7419194
881509,13000,12720,0,0,0,12720,280
881527,14043.013426,13200,0,0,0,13200,843.01342564
881537,11605.808055,11400,0,0,0,11400,205.80805539
881544,24614.520138,14400,0,0,0,14400,10214.520138
881550,23894.629536,13200,12000,0,12000,25200,-1305.370464
881552,20250.218796,13800,0,0,0,13800,6450.2187959
881554,41929.040277,24000,0,5000,5000,29000,12929.040277
881561,11100,11300,0,0,0,11300,-200
881566,31087.120831,18000,0,0,0,18000,13087.120831
881587,19738.048646,18000,0,400,400,18400,1338.0486465
881601,46359.72381,34187.645141,0,600,600,34787.645141,11572.078668
881611,40528.311098,28800,0,400,400,29200,11328.311098
881642,12034.410741,16600,0,0,0,16600,-4565.589259
881658,41677.804006,36900,0,0,0,36900,4777.8040063
881670,8800,10800,0,0,0,10800,-2000
881671,22817.20537,28800,0,0,0,28800,-5982.79463
881676,16060.218796,13800,0,0,0,13800,2260.2187959
881677,34686.026851,18000,0,0,0,18000,16686.026851
881680,41578.47648,19200,0,0,0,19200,22378.47648
881683,15243.013426,14400,0,0,0,14400,843.01342564
881686,25586.026851,20400,0,650,650,21050,4536.0268513
881700,32886.026851,28800,0,0,0,28800,4086.0268513
881713,43103.892686,24000,0,800,800,24800,18303.892686
881758,6000,18000,0,0,0,18000,-12000
881760,19000,10800,0,0,0,10800,8200
881765,37200,18000,0,0,0,18000,19200
881772,30646.260037,16800,0,0,0,16800,13846.260037
881785,31000,16800,10000,30000,40000,56800,-25800
881809,28275.935455,24350,0,0,0,24350,3925.9354552
881817,55621.622246,40800,0,2000,2000,42800,12821.622246
881821,31021.693467,26400,0,200,200,26600,4421.6934667
881832,17642.486002,15000,0,1000,1000,16000,1642.4860022
881840,12003.435927,9600,0,0,0,9600,2403.4359267
881842,24645.176526,16800,0,0,0,16800,7845.1765262
881847,20108.562195,15600,0,0,0,15600,4508.5621947
881857,21380.526851,18000,0,2000,2000,20000,1380.5268513
881871,70560.337504,34920,17500,600,18100,53020,17540.337504
881884,47303.568796,31200,0,0,0,31200,16103.568796
881913,22006.882148,21600,0,0,0,21600,406.8821481
881918,70936.026851,32400,0,0,0,32400,38536.026851
881934,68454.376341,45000,0,0,0,45000,23454.376341
881937,35475.584078,16800,0,0,0,16800,18675.584078
881941,30978.286894,24000,0,0,0,24000,6978.286894
881949,73575.869517,57800,0,0,0,57800,15775.869517
881957,30441.735458,18000,0,0,0,18000,12441.735458
881982,22847.948427,19800,0,0,0,19800,3047.9484272
881983,16877.20537,13200,0,0,0,13200,3677.2053703
882007,9848.6026851,10200,0,0,0,10200,-351.3973149
882016,2008.6026851,13368,0,0,0,13368,-11359.39731
882019,37811.428147,14856,0,1000,1000,15856,21955.428147
882032,38811.511302,32400,0,300,300,32700,6111.511302
882047,23880,13200,0,0,0,13200,10680
882048,0,11400,-2500,0,-2500,8900,-8900
882052,27700,22800,0,0,0,22800,4900
882053,14560,14400,0,250,250,14650,-90
882057,25477.825168,19200,0,2500,2500,21700,3777.8251683
882059,13380,12000,0,0,0,12000,1380
882062,23700,18000,0,0,0,18000,5700
882066,24700,18000,0,1200,1200,19200,5500
882067,18974.151454,18000,0,350,350,18350,624.15145418
882078,28055.288935,19200,0,1200,1200,20400,7655.2889351
882091,18000,21180,0,1500,1500,22680,-4680
882096,16000,12000,0,0,0,12000,4000
882104,35296.02188,18000,0,0,0,18000,17296.02188
882106,24120.694159,19200,0,1200,1200,20400,3720.6941587
882109,18800,16800,0,300,300,17100,1700
882114,28472.904028,27600,0,0,0,27600,872.90402769
882117,51012.904028,45600,0,0,0,45600,5412.9040277
882127,0,11508,0,0,0,11508,-11508
882129,22600,21600,0,0,0,21600,1000
882139,46650,38400,0,2000,2000,40400,6250
882140,54311.141006,51600,0,0,0,51600,2711.1410064
882143,6174.1514542,15600,0,0,0,15600,-9425.848546
882159,20207.742417,19200,0,0,0,19200,1007.7424166
882162,13004.796686,9600,0,0,0,9600,3404.7966858
882171,26620,27000,0,250,250,27250,-630
882179,10611.227181,19200,0,0,0,19200,-8588.772819
882198,22340,19200,0,1700,1700,20900,1440
882200,19430.109398,20400,0,0,0,20400,-969.890602
882203,18008.602685,20400,0,200,200,20600,-2591.397315
882211,34077.424166,18000,0,0,0,18000,16077.424166
882216,14320,13200,0,0,0,13200,1120
882228,18681,13800,0,0,0,13800,4881
882249,27412.943685,13800,0,0,0,13800,13612.943685
882269,20509.074735,12624,0,0,0,12624,7885.0747352
882284,6708,7200,0,0,0,7200,-492
882286,24600,20800,0,1000,1000,21800,2800
882304,250,4800,0,0,0,4800,-4550
882307,18940,15600,0,0,0,15600,3340
882314,12007.742417,13440,0,0,0,13440,-1432.257583
882327,22574.410741,19200,0,0,0,19200,3374.4107405
882340,16417.20537,15600,0,400,400,16000,417.20537026
882344,21538.712083,18000,0,0,0,18000,3538.7120831
882355,13400,12000,0,0,0,12000,1400
882366,14312.714251,16080,0,0,0,16080,-1767.285749
882367,45964.166024,26400,0,0,0,26400,19564.166024
882372,24993.836466,20400,0,0,0,20400,4593.8364664
882392,19273.404303,16200,0,0,0,16200,3073.4043028
882393,17035.94755,16200,0,0,0,16200,835.94754986
882420,24830.741183,14400,0,300,300,14700,10130.741183
882449,11040,10800,0,0,0,10800,240
882470,15000,15000,0,0,0,15000,0
882476,18609.073924,19200,0,0,0,19200,-590.9260758
882478,16022.263135,20400,0,0,0,20400,-4377.736865
882497,28980.37277,14650,0,0,0,14650,14330.37277
882515,18343.013426,20400,0,0,0,20400,-2056.986574
882524,33193.232222,19800,0,0,0,19800,13393.232222
882529,19129.040277,14400,0,0,0,14400,4729.0402769
882530,13400,17800,0,0,0,17800,-4400
882537,77545.804252,38400,0,1200,1200,39600,37945.804252
882556,37828.246744,36000,0,700,700,36700,1128.2467444
882557,32934.497198,30000,0,800,800,30800,2134.4971976
882561,46514.696334,37200,100,300,400,37600,8914.6963337
882573,32375.814077,25200,0,800,800,26000,6375.814077
882578,72184.431057,42000,200,1100,1300,43300,28884.431057
882582,18703.494109,13800,0,0,0,13800,4903.4941089
882585,31214.934862,16200,0,600,600,16800,14414.934862
882593,22640,15600,0,600,600,16200,6440
882618,32434.195726,29400,0,1000,1000,30400,2034.1957262
882622,18250,16800,0,0,0,16800,1450
882635,20600,18000,0,800,800,18800,1800
882652,400,5112,0,0,0,5112,-4712
882653,24600,24000,0,600,600,24600,0
882654,9612.8178652,16800,0,0,0,16800,-7187.182135
882667,35400,28800,0,0,0,28800,6600
882671,44285.026851,18000,0,0,0,18000,26285.026851
882675,29072.225191,30000,0,1000,1000,31000,-1927.774809
882697,28509.204988,21600,0,0,0,21600,6909.2049881
882723,25461.733777,24000,0,0,0,24000,1461.7337766
882739,12600,12000,0,0,0,12000,600
882745,21879.488024,22200,0,0,0,22200,-320.5119757
882748,60926.722417,56200,0,0,0,56200,4726.7224174
882797,11795,13200,0,0,0,13200,-1405
882807,24601.09398,16800,0,500,500,17300,7301.0939795
882810,47329.040277,37400,0,1000,1000,38400,8929.0402769
882811,47946.345081,25200,0,2500,2500,27700,20246.345081
882821,71555.418092,33600,15000,0,15000,48600,22955.418092
882825,38086.026851,19200,20000,0,20000,39200,-1113.973149
882832,31332.904028,14400,0,1500,1500,15900,15432.904028
882862,10400,15000,0,0,0,15000,-4600
882925,27580.134256,13200,0,0,0,13200,14380.134256
882926,72169.484628,39600,0,0,0,39600,32569.484628
882927,42762.625887,28600,0,0,0,28600,14162.625887
882930,22693.522453,21100,0,500,500,21600,1093.5224528
882939,28953.273857,19200,0,0,0,19200,9753.2738568
882962,12440,6600,0,0,0,6600,5840
882973,3920,9000,0,0,0,9000,-5080
882978,31574.778009,30000,0,0,0,30000,1574.7780088
882984,18720,14400,0,0,0,14400,4320
882985,97007.154344,39234.031521,0,0,0,39234.031521,57773.122824
883014,15797,11940,0,0,0,11940,3857
883018,6017.2053703,9000,0,0,0,9000,-2982.79463
883050,43171.053703,19269,0,0,0,19269,23902.053703
883052,35317.424166,23940,0,0,0,23940,11377.424166
883110,18488.981745,14400,0,0,0,14400,4088.981745
883134,23844.538281,21000,0,0,0,21000,2844.538281
883157,25890,18000,0,0,0,18000,7890
883182,14055.917453,18000,0,0,0,18000,-3944.082547
883188,53774.461758,42200,0,0,0,42200,11574.461758
883198,44745.782875,27000,0,0,0,27000,17745.782875
883225,30647.46778,24606.174892,0,0,0,24606.174892,6041.2928886
883228,57077.039363,41600,0,1000,1000,42600,14477.039363
883244,53086.461712,43200,0,0,0,43200,9886.461712
883246,35888.981745,28600,0,0,0,28600,7288.981745
883252,42012.904028,27600,0,0,0,27600,14412.904028
883256,11800,18000,0,0,0,18000,-6200
883280,51880.718356,36620,14000,500,14500,51120,760.71835626
883292,29019.212062,27600,0,0,0,27600,1419.2120616
883322,93529.940379,55200,0,0,0,55200,38329.940379
883329,26623.013917,19800,0,0,0,19800,6823.0139169
883330,28492.366981,27600,0,300,300,27900,592.36698133
883332,14436.821481,13200,0,0,0,13200,1236.821481
883343,31710.159264,20600,0,225,225,20825,10885.159264
883347,12118.520138,10800,0,0,0,10800,1318.5201385
883352,21595.211577,19200,0,0,0,19200,2395.2115769
883356,51295.610613,28800,4500,200,4700,33500,17795.610613
883382,52043.232222,24000,0,0,0,24000,28043.232222
883392,57324.833894,30000,8000,0,8000,38000,19324.833894
883403,20025.808055,20400,0,0,0,20400,-374.1919446
883404,66689.259073,26400,12000,0,12000,38400,28289.259073
883417,35689.467925,18000,0,0,0,18000,17689.467925
883420,46720.437592,30000,0,0,0,30000,16720.437592
883436,24644.299998,11976,0,0,0,11976,12668.299998
883469,12093.013426,9600,0,250,250,9850,2243.0134256
883473,23700,16800,0,200,200,17000,6700
883474,20615.067128,19200,0,0,0,19200,1415.0671282
883500,31063.594435,18400,0,700,700,19100,11963.594435
883518,52625.716741,48500,0,0,0,48500,4125.7167414
883530,93899.505656,85000,0,0,0,85000,8899.5056564
883555,20523.289785,16188.92147,0,0,0,16188.92147,4334.3683145
883588,11036.228608,13200,0,500,500,13700,-2663.771392
883599,39553.209811,27600,0,0,0,27600,11953.209811
883629,19043.013426,16800,0,1200,1200,18000,1043.0134256
883642,30845.346402,32400,0,0,0,32400,-1554.653598
883664,71641.020137,29800,0,0,0,29800,41841.020137
883712,26279.28637,18000,0,400,400,18400,7879.28637
883728,46008.278233,21600,0,500,500,22100,23908.278233
883742,12903.122824,9600,0,0,0,9600,3303.1228236
883754,69398.194565,28450,-10000,5000,-5000,23450,45948.194565
883759,24790,16800,0,0,0,16800,7990
883762,20752.580806,20550,0,200,200,20750,2.5808055386
883763,15600,8400,0,0,0,8400,7200
883782,45145.201385,39600,0,0,0,39600,5545.2013847
883787,13008.602685,12000,0,0,0,12000,1008.6026851
883789,43715.067128,26400,0,0,0,26400,17315.067128
883799,21908.602685,18000,0,0,0,18000,3908.6026851
883800,15410,12480,0,1550,1550,14030,1380
883833,24749.035305,17500,0,0,0,17500,7249.0353052
883853,15032.20537,12000,0,0,0,12000,3032.2053703
883854,15503.013426,12360,0,240,240,12600,2903.0134256
883858,21134.410741,16200,0,0,0,16200,4934.4107405
883886,68247.619728,39600,0,0,0,39600,28647.619728
883890,18055,9000,0,0,0,9000,9055
883892,51467.60196,29800,0,0,0,29800,21667.60196
883894,19428.602685,17480,0,0,0,17480,1948.6026851
883902,31803.441074,21700,0,0,0,21700,10103.441074
883910,76304.964284,96600,0,0,0,96600,-20295.03572
883912,21567.899923,12000,0,0,0,12000,9567.8999231
883932,37558.353758,16800,0,1000,1000,17800,19758.353758
883937,19800,16800,0,800,800,17600,2200
883943,18025,15600,0,0,0,15600,2425
883944,24447.123916,12600,0,600,600,13200,11247.123916
883969,34486.165142,19200,0,0,0,19200,15286.165142
883974,30230.134256,13700,0,0,0,13700,16530.134256
883981,109621.26787,58000,0,0,0,58000,51621.267872
883988,37247.999309,14400,0,0,0,14400,22847.999309
883990,82968.15632,45600,0,0,0,45600,37368.15632
883993,58992.926681,36200,11000,0,11000,47200,11792.926681
884007,20481.725509,13200,0,0,0,13200,7281.7255087
884032,18670.973955,15600,9000,0,9000,24600,-5929.026045
884033,22868.066489,13200,0,0,0,13200,9668.0664889
884034,33579.876498,25600,0,0,0,25600,7979.8764985
884038,15722.158129,13200,0,0,0,13200,2522.1581288
884053,17082.530009,13800,0,0,0,13800,3282.5300089
884054,49343.285141,41800,0,0,0,41800,7543.2851405
884087,122700,132400,0,0,0,132400,-9700
884097,30126.246942,21000,0,0,0,21000,9126.246942
884101,18518.410741,16920,0,700,700,17620,898.41074051
884111,14117.20537,9240,0,0,0,9240,4877.2053703
884117,6704.3013426,9000,0,0,0,9000,-2295.698657
884122,13536.176106,10200,0,0,0,10200,3336.1761063
884128,17860.218796,14400,0,0,0,14400,3460.2187959
884148,22438.712083,13200,0,0,0,13200,9238.7120831
884161,77168.83187,44500,14350,2500,16850,61350,15818.83187
884168,91576.149307,60120,0,2000,2000,62120,29456.149307
884205,43575.800912,38550,0,500,500,39050,4525.8009123
884232,40973.949254,18000,0,0,0,18000,22973.949254
884235,28097.685473,13200,8000,0,8000,21200,6897.6854732
884247,52309.031256,26400,0,0,0,26400,25909.031256
884251,66912.82909,18000,0,0,0,18000,48912.82909
884260,14000,10800,0,0,0,10800,3200
884269,16000,7800,0,0,0,7800,8200
884279,22700,12000,0,0,0,12000,10700
884294,3400,12000,2000,0,2000,14000,-10600
884297,12863.271967,10200,0,0,0,10200,2663.2719665
884337,24039.030453,21600,0,0,0,21600,2439.0304534
884357,17278.287222,20400,0,0,0,20400,-3121.712778
884362,20574.030527,13800,0,0,0,13800,6774.0305273
884383,18548.934232,18040,0,0,0,18040,508.93423249
884409,14207.610093,13200,0,0,0,13200,1007.6100932
884416,34496.122363,25200,0,0,0,25200,9296.1223633
884418,37804.81999,30000,0,0,0,30000,7804.8199897
884439,12402.375369,10800,0,0,0,10800,1602.375369
884440,36616.489195,32400,0,0,0,32400,4216.4891953
884499,36682.272498,19200,0,0,0,19200,17482.272498
884503,36603.232222,25700,26000,1000,27000,52700,-16096.76778
884537,15000,13200,0,0,0,13200,1800
884538,15422.245436,15600,0,0,0,15600,-177.7545637
884542,15200,9600,1400,0,1400,11000,4200
884549,4800,8400,0,0,0,8400,-3600
884570,6000,8400,0,0,0,8400,-2400
884575,68.82148103,12600,6500,1700,8200,20800,-20731.17852
884640,47022.660385,39636,0,0,0,39636,7386.6603846
884677,15255.881773,9600,0,0,0,9600,5655.881773
884678,20403.254595,12000,0,0,0,12000,8403.2545952
884680,34188.349171,26400,0,0,0,26400,7788.3491705
884685,46037.824571,18000,18400,0,18400,36400,9637.8245708
884703,44844.617907,21600,0,0,0,21600,23244.617907
884707,17858.30784,16800,0,0,0,16800,1058.3078401
884716,31018.835304,21600,0,0,0,21600,9418.8353042
884717,19041.849537,15600,0,0,0,15600,3441.8495371
884780,43230,39600,0,0,0,39600,3630
884794,56962.962147,40400,0,0,0,40400,16562.962147
884802,65251.509121,38400,0,1400,1400,39800,25451.509121
884867,8102,7608,0,0,0,7608,494
884878,17354.301343,7200,0,0,0,7200,10154.301343
884879,43503.013426,25200,0,0,0,25200,18303.013426
884892,12765.351037,9600,0,0,0,9600,3165.3510372
884902,35829.808386,18000,0,2000,2000,20000,15829.808386
884907,38029.007073,24600,0,0,0,24600,13429.007073
884909,13800,12000,0,0,0,12000,1800
884927,16019.508084,15200,0,0,0,15200,819.50808364
884932,50327.825977,28800,0,0,0,28800,21527.825977
884945,10150,14712,0,0,0,14712,-4562
884963,22447.878041,18000,0,0,0,18000,4447.8780411
884968,3617.2053703,10800,7000,0,7000,17800,-14182.79463
884972,47418.313374,31300,0,0,0,31300,16118.313374
884983,18119.230254,19020,0,0,0,19020,-900.7697456
884984,13677.474173,12600,0,0,0,12600,1077.4741728
885000,19398.9123,13700,0,0,0,13700,5698.9122999
885014,24212.904028,22800,0,0,0,22800,1412.9040277
885025,15600,15480,0,0,0,15480,120
885037,45603.232222,31200,0,1000,1000,32200,13403.232222
885040,2000,6492,0,0,0,6492,-4492
885045,45798.792215,30000,0,0,0,30000,15798.792215
885047,34068.821481,37200,0,0,0,37200,-3131.178519
885062,6000,10200,0,0,0,10200,-4200
885064,50459.569355,25200,0,0,0,25200,25259.569355
