nquest,Y,CN,CD1,CD2,CD,C,S
507552,18231.529448,19800,0,0,0,19800,-1568.470552
507557,20460.218796,16800,0,0,0,16800,3660.2187959
507573,80975.712605,38400,0,0,0,38400,42575.712605
507638,21840.904866,12000,0,0,0,12000,9840.9048659
507640,30265.031582,26400,0,0,0,26400,3865.0315821
507644,32511.412622,15000,0,0,0,15000,17511.412622
507656,11894.808055,10956,0,0,0,10956,938.80805539
507728,27168.29935,23400,0,0,0,23400,3768.2993498
507823,36491.124059,24000,0,0,0,24000,12491.124059
507863,25894.109398,13200,0,0,0,13200,12694.109398
507905,27072.053703,25200,0,0,0,25200,1872.0537026
507908,30687.741136,28800,0,0,0,28800,1887.7411355
507913,26888,24000,0,0,0,24000,2888
507924,16505.34172,15600,0,0,0,15600,905.34171987
508305,9036.2067768,6360,0,0,0,6360,2676.2067768
508861,60138.753703,36300,7500,0,7500,43800,16338.753703
509054,16668.837709,13200,0,0,0,13200,3468.8377093
509057,23625.808055,16800,0,400,400,17200,6425.8080554
509064,16813.351384,13600,0,0,0,13600,3213.3513836
509068,11478.679709,9600,0,0,0,9600,1878.679709
509071,25503.680249,22800,0,0,0,22800,2703.6802495
509074,36860.412543,21600,0,0,0,21600,15260.412543
509076,20803.488118,19200,0,200,200,19400,1403.4881177
509123,13250,12600,0,0,0,12600,650
509366,36008.080554,28000,0,0,0,28000,8008.0805539
509512,23437.602685,15600,0,0,0,15600,7837.6026851
509550,32440,24000,0,0,0,24000,8440
509601,28800,22800,0,0,0,22800,6000
509689,20804.805128,14220,0,0,0,14220,6584.8051275
509717,20760,13800,0,0,0,13800,6960
509806,13200,17000,0,0,0,17000,-3800
509869,33454.598497,18000,0,0,0,18000,15454.598497
509889,20535.592376,18700,0,0,0,18700,1835.5923755
510071,48625.671213,20400,0,0,0,20400,28225.671213
510109,12602.580806,12000,0,0,0,12000,602.58080554
510181,11413.62613,10600,0,0,0,10600,813.62612954
510220,13244.793514,9600,0,0,0,9600,3644.793514
510239,37315.615921,29400,0,0,0,29400,7915.6159209
510244,40643.828308,30600,0,0,0,30600,10043.828308
510245,42080.16724,30000,0,0,0,30000,12080.16724
510329,10000,9120,0,0,0,9120,880
510345,31457.63799,19800,0,2200,2200,22000,9457.6379904
510374,32640,18000,0,0,0,18000,14640
510432,16286.026851,15960,0,0,0,15960,326.02685129
510433,50504.873154,30000,0,3000,3000,33000,17504.873154
510439,440199.13338,43200,0,0,0,43200,396999.13338
510515,10317.20537,8400,0,0,0,8400,1917.2053703
510634,34518.088934,22300,0,1100,1100,23400,11118.088934
510984,25200,16800,0,0,0,16800,8400
511059,13406.026851,9600,0,0,0,9600,3806.0268513
511074,19934.240166,15000,0,0,0,15000,4934.2401655
511098,22622.053703,12000,0,0,0,12000,10622.053703
511103,9116.0268513,6000,0,0,0,6000,3116.0268513
511116,27178.064824,14400,0,0,0,14400,12778.064824
511130,17058.821481,14400,0,0,0,14400,2658.821481
511136,11200,12000,0,0,0,12000,-800
511147,28100.120827,23400,0,1300,1300,24700,3400.120827
511160,40843.096669,36200,0,300,300,36500,4343.0966686
511260,28358.080554,20400,0,2500,2500,22900,5458.0805539
511307,54049.477869,36600,0,2500,2500,39100,14949.477869
511315,19008.602685,18000,0,0,0,18000,1008.6026851
511342,16668.821481,14400,0,0,0,14400,2268.821481
511352,34954.848332,27600,0,1700,1700,29300,5654.8483323
511354,8484.4107405,7800,0,0,0,7800,684.41074051
511355,6975.8080554,10250,0,0,0,10250,-3274.191945
511365,20877.424166,12000,0,1100,1100,13100,7777.4241662
511367,20740.875184,13200,0,1600,1600,14800,5940.8751836
511416,7800,7560,0,0,0,7560,240
511419,19200,15600,0,0,0,15600,3600
511424,20471.506713,13800,0,0,0,13800,6671.5067128
511431,16325.808055,15900,0,0,0,15900,425.80805539
511435,13025.808055,10500,0,0,0,10500,2525.8080554
511438,10570,10080,0,0,0,10080,490
511443,25629.040277,24000,0,0,0,24000,1629.0402769
511451,19239.259073,17400,0,0,0,17400,1839.2590728
511474,30232.272498,27600,0,0,0,27600,2632.2724985
511489,35965.067128,29400,0,0,0,29400,6565.0671282
511491,17150,16200,0,0,0,16200,950
511494,13961.834907,13200,0,0,0,13200,761.83490667
511495,17929.040277,16800,0,0,0,16800,1129.0402769
511500,22472.053703,19800,0,0,0,19800,2672.0537026
511501,20437.642962,19200,0,0,0,19200,1237.6429621
511519,6439.5009377,4600,0,0,0,4600,1839.5009377
511525,13140,12360,0,0,0,12360,780
511616,27110.320611,18400,0,0,0,18400,8710.3206111
511629,25543.013426,20400,0,0,0,20400,5143.0134256
511757,22227.913988,15000,0,0,0,15000,7227.913988
512211,9580,9120,0,0,0,9120,460
512368,20427.908961,14400,0,0,0,14400,6027.9089614
512372,10016.544488,9000,0,0,0,9000,1016.544488
512406,36404.614883,21600,0,0,0,21600,14804.614883
512417,18624.952645,13800,0,0,0,13800,4824.9526449
512420,80181.627786,37200,0,0,0,37200,42981.627786
512452,28831.628746,12000,0,0,0,12000,16831.628746
512457,59235.174096,30100,0,0,0,30100,29135.174096
512517,37940.479712,31900,0,400,400,32300,5640.4797123
512574,22150,14200,0,0,0,14200,7950
512704,29359.451017,16500,0,1500,1500,18000,11359.451017
512768,12626.153851,12000,0,0,0,12000,626.15385058
512784,27722.766729,20400,0,0,0,20400,7322.7667293
512807,6914.027796,7080,0,0,0,7080,-165.972204
512843,26800,22800,0,600,600,23400,3400
512845,48902.308063,23900,0,1000,1000,24900,24002.308063
512846,23800.117541,21800,0,0,0,21800,2000.1175414
512849,23100,21600,0,500,500,22100,1000
512858,11600,10800,0,0,0,10800,800
512884,10002.580806,10308,0,0,0,10308,-305.4191945
512887,20608.602685,15600,0,0,0,15600,5008.6026851
512892,10217.20537,9600,0,0,0,9600,617.20537026
512897,16458.602685,13200,0,0,0,13200,3258.6026851
512921,62041.144124,31200,0,0,0,31200,30841.144124
512941,28237.378569,25800,0,0,0,25800,2437.3785687
512963,31430.584069,25200,0,0,0,25200,6230.5840687
513045,55224.201785,42600,0,950,950,43550,11674.201785
513064,43075.177662,22800,0,500,500,23300,19775.177662
513113,55577.948015,25200,5000,9000,14000,39200,16377.948015
513131,39517.20537,33800,0,600,600,34400,5117.2053703
513140,8845.1616111,5772,0,0,0,5772,3073.1616111
513330,16806.882148,15600,0,0,0,15600,1206.8821481
513335,30597.424166,30400,0,0,0,30400,197.42416616
513369,29174.33892,22800,0,0,0,22800,6374.3389199
513377,31430,26400,0,0,0,26400,5030
513384,31332.584074,24000,0,0,0,24000,7332.5840744
513386,20858.602685,15600,0,0,0,15600,5258.6026851
513406,40407.785372,22800,0,0,0,22800,17607.785372
513411,32861.079064,16800,0,0,0,16800,16061.079064
513427,48406.464443,36000,0,0,0,36000,12406.464443
513428,67763.310705,45000,0,500,500,45500,22263.310705
513437,52204.72771,37560,0,500,500,38060,14144.72771
513449,36915.918137,30000,0,800,800,30800,6115.9181369
610980,38299.70284,27900,0,0,0,27900,10399.70284
611412,123648.69185,54200,0,0,0,54200,69448.691855
611441,62972.141913,34800,0,0,0,34800,28172.141913
611453,15696.67009,32400,0,0,0,32400,-16703.32991
611512,22727.653887,20400,0,340,340,20740,1987.6538871
611614,61811.922774,44400,0,500,500,44900,16911.922774
611774,93081.318408,41700,0,0,0,41700,51381.318408
612011,40167.261398,24350,0,450,450,24800,15367.261398
612269,22664.710059,15000,0,0,0,15000,7664.7100585
612423,43254.280842,26400,0,0,0,26400,16854.280842
613605,25284.711612,9888,0,1100,1100,10988,14296.711612
613825,21374.301343,19200,0,0,0,19200,2174.3013426
614068,6034.4107405,6000,0,0,0,6000,34.410740515
614094,23840.979536,15600,0,3000,3000,18600,5240.9795364
614660,16777.602685,9600,0,700,700,10300,6477.6026851
614683,79478.789452,33200,0,0,0,33200,46278.789452
614783,28943.013426,27600,0,0,0,27600,1343.0134256
615399,42396.959206,25200,14000,0,14000,39200,3196.9592062
615751,50551.616111,49200,0,0,0,49200,1351.6161108
616016,20137.919619,15000,0,500,500,15500,4637.919619
616078,46707.130423,32400,0,0,0,32400,14307.130423
616313,92413.026851,62400,0,0,0,62400,30013.026851
617023,70117.19309,61800,0,0,0,61800,8317.1930899
617231,27875.285924,16800,0,0,0,16800,11075.285924
617398,206544.80172,92000,400,300,700,92700,113844.80172
617902,151475.34588,170400,17000,0,17000,187400,-35924.65412
618755,71561.775132,21600,0,0,0,21600,49961.775132
619457,21365.808055,13200,0,0,0,13200,8165.8080554
620481,92141.806078,60600,11000,1000,12000,72600,19541.806078
620503,51096.306031,45600,0,0,0,45600,5496.3060308
620649,40283.922306,36000,0,0,0,36000,4283.9223059
620805,54767.120831,23300,0,0,0,23300,31467.120831
620829,35956.881917,28800,0,0,0,28800,7156.8819173
620858,60778.084211,32200,0,0,0,32200,28578.084211
621685,44725.808055,24600,0,0,0,24600,20125.808055
621762,15329.040277,14400,0,0,0,14400,929.04027693
621766,19495.953009,18500,0,0,0,18500,995.95300896
621773,23108.602685,22200,0,0,0,22200,908.60268513
621999,12187.642962,11400,0,0,0,11400,787.64296206
622031,15300,12000,0,0,0,12000,3300
622034,30215.067128,27600,0,0,0,27600,2615.0671282
622063,12550,12000,0,0,0,12000,550
622071,47630.134256,31200,0,0,0,31200,16430.134256
622228,50918.753277,42000,0,4000,4000,46000,4918.7532767
622306,15744.720381,10800,0,0,0,10800,4944.7203808
622707,10455.069413,11640,0,0,0,11640,-1184.930587
622717,20588.345919,19200,0,0,0,19200,1388.3459188
622915,16762.904028,14400,0,0,0,14400,2362.9040277
623281,15600,18120,0,0,0,18120,-2520
623300,23400,9000,0,0,0,9000,14400
623305,22322.02744,21000,0,0,0,21000,1322.0274396
623310,0,12600,0,0,0,12600,-12600
623606,15835.238866,13800,0,0,0,13800,2035.2388663
623614,16014.151267,16300,0,0,0,16300,-285.8487327
623619,7540,6720,0,0,0,6720,820
624781,16200,16200,0,0,0,16200,0
624804,9000,12000,0,0,0,12000,-3000
625193,38651.616111,24000,0,0,0,24000,14651.616111
625513,33791.422173,22800,0,1300,1300,24100,9691.4221734
625536,8008.6026851,15240,0,0,0,15240,-7231.397315
625641,58949.60788,35400,0,0,0,35400,23549.60788
625694,21740.048485,13800,500,3500,4000,17800,3940.0484849
625983,98659.107226,47000,0,0,0,47000,51659.107226
626030,9100,11520,0,0,0,11520,-2420
626162,32945.808055,28320,0,0,0,28320,4625.8080554
626189,10730.323222,9600,0,0,0,9600,1130.3232222
626240,20639.293619,19200,0,400,400,19600,1039.2936188
626259,118475.33281,31780.484076,0,0,0,31780.484076,86694.848739
626310,39229.686721,29600,0,0,0,29600,9629.6867212
626312,21841.725509,19200,0,0,0,19200,2641.7255087
626361,16489.467925,15600,0,0,0,15600,889.46792534
626641,17247.612083,13200,0,0,0,13200,4047.6120831
626680,10489.638913,6600,0,370,370,6970,3519.6389129
626851,74045.184782,34800,0,2500,2500,37300,36745.184782
626868,11287.052396,14400,0,0,0,14400,-3112.947604
626892,15077.74027,22800,-3000,0,-3000,19800,-4722.25973
627067,31171.600625,28600,0,0,0,28600,2571.6006253
627314,44790.597856,24750,0,0,0,24750,20040.597856
627479,21729.040277,20400,0,0,0,20400,1329.0402769
627842,29546.781263,20400,0,0,0,20400,9146.7812628
628193,9000,10800,0,0,0,10800,-1800
628418,36729.040277,30000,0,600,600,30600,6129.0402769
629458,27000,25200,0,0,0,25200,1800
629478,84641.972242,82000,0,0,0,82000,2641.972242
629488,34389.600168,32400,0,0,0,32400,1989.6001683
629555,44548.113141,35800,0,2000,2000,37800,6748.113141
629828,21549.445647,19200,0,0,0,19200,2349.4456474
629984,29256.046105,24000,0,0,0,24000,5256.0461049
630345,25300,16600,0,0,0,16600,8700
630650,37442.778153,27600,0,0,0,27600,9842.7781534
630858,34894.109669,27600,0,0,0,27600,7294.1096689
631016,52090.973609,36400,0,0,0,36400,15690.973609
631237,36553.349067,28000,0,0,0,28000,8553.3490667
631306,16357.742417,23040,0,0,0,23040,-6682.257583
631431,42650.701401,22800,0,0,0,22800,19850.701401
631712,97274.241662,41000,16000,500,16500,57500,39774.241662
631954,16887.642962,15850,0,0,0,15850,1037.6429621
632099,4308.6026851,18000,0,0,0,18000,-13691.39731
632118,44238.712083,33600,0,0,0,33600,10638.712083
632293,9774.9908025,8040,0,0,0,8040,1734.9908025
632347,43124.172092,16800,0,0,0,16800,26324.172092
633412,44129.040277,20400,0,0,0,20400,23729.040277
633458,55060.218796,37200,0,1000,1000,38200,16860.218796
633654,41186.026851,21600,12000,1000,13000,34600,6586.0268513
633941,16085.440024,12600,0,0,0,12600,3485.4400243
634144,31217.20537,25200,0,0,0,25200,6017.2053703
634442,49585.808055,20400,0,0,0,20400,29185.808055
634732,56387.125003,45600,0,0,0,45600,10787.125003
635007,26620.544008,20400,0,0,0,20400,6220.5440075
635047,28100,18000,0,0,0,18000,10100
635112,43172.515373,27200,15800,0,15800,43000,172.51537344
635263,53831.203377,26400,200,1200,1400,27800,26031.203377
635346,64444.615238,53900,14000,0,14000,67900,-3455.384762
635513,21600,7200,0,0,0,7200,14400
635514,15600,13200,0,0,0,13200,2400
636206,20808.602685,11040,0,0,0,11040,9768.6026851
636237,19816.144591,18600,0,0,0,18600,1216.1445912
636289,40349.931043,19200,0,0,0,19200,21149.931043
636305,26013.47397,24000,0,0,0,24000,2013.4739703
636309,50300.410741,32400,0,0,0,32400,17900.410741
636401,20944.107405,18200,0,0,0,18200,2744.1074051
636407,15656.131278,13412,0,0,0,13412,2244.1312775
636418,23206.026851,22400,0,0,0,22400,806.02685129
637242,11341,10884,0,0,0,10884,457
637619,33463.451017,24000,0,0,0,24000,9463.4510174
637701,60122.053703,43200,0,0,0,43200,16922.053703
637711,30926.902035,22800,0,0,0,22800,8126.9020349
637869,20007.533564,16200,0,0,0,16200,3807.5335641
638250,22514.512463,20400,0,0,0,20400,2114.512463
638339,36133.929098,19620,2500,0,2500,22120,14013.929098
638360,47891.074629,39000,0,140,140,39140,8751.0746294
638395,60129.040277,42000,0,2000,2000,44000,16129.040277
639013,21305.109398,21000,0,2300,2300,23300,-1994.890602
639067,14640.210653,17520,0,750,750,18270,-3629.789347
639331,68261.894816,52800,0,260,260,53060,15201.894816
639502,75987.96932,22800,25000,0,25000,47800,28187.96932
639575,13353.788935,14300,0,0,0,14300,-946.2110651
639924,15655.917453,18000,0,0,0,18000,-2344.082547
639971,21626.603909,20400,0,0,0,20400,1226.6039088
640164,67158.119496,43200,0,0,0,43200,23958.119496
640212,61899.674166,25400,0,0,0,25400,36499.674166
640250,110662.6751,80400,0,0,0,80400,30262.675097
640790,20890.802994,10800,0,0,0,10800,10090.802994
640821,145419.58129,64800,11000,3000,14000,78800,66619.581287
640837,43102.396761,32400,0,0,0,32400,10702.396761
640864,11353.146204,12000,0,0,0,12000,-646.853796
640954,33303.327415,24000,0,0,0,24000,9303.3274154
641030,12817.20537,12000,0,300,300,12300,517.20537026
641084,19728,18000,0,0,0,18000,1728
641305,31821.438697,16794.697686,0,600,600,17394.697686,14426.741011
641624,31125.605855,22300,0,500,500,22800,8325.605855
641628,52315.067128,43200,0,700,700,43900,8415.0671282
648534,21660,13200,0,0,0,13200,8460
648572,13844.904028,15600,0,0,0,15600,-1755.095972
648636,8496.4544997,7152,0,150,150,7302,1194.4544997
648863,21670,16800,220,700,920,17720,3950
648889,41638.712083,30600,0,350,350,30950,10688.712083
648914,45180.136342,26400,0,0,0,26400,18780.136342
649032,57492.820201,33600,0,1500,1500,35100,22392.820201
649054,43420.806685,42000,0,0,0,42000,1420.8066847
649071,20493.479688,13800,0,0,0,13800,6693.4796881
649089,28152.32909,20300,500,800,1300,21600,6552.3290896
649223,8334.6026851,7800,0,0,0,7800,534.60268513
649391,9112.7967581,12000,0,0,0,12000,-2887.203242
650023,25030.109398,25220,0,0,0,25220,-189.890602
650027,17025.808055,21600,0,0,0,21600,-4574.191945
650048,8735.096454,10200,0,0,0,10200,-1464.903546
650079,9972.9040277,9600,0,0,0,9600,372.90402769
650091,21411.79907,17400,0,0,0,17400,4011.79907
650101,30460.218796,17400,0,0,0,17400,13060.218796
670338,28599.60788,24000,0,0,0,24000,4599.6078795
670362,20162.799601,16350,0,0,0,16350,3812.7996014
670485,48409.812212,18600,0,0,0,18600,29809.812212
670652,17206.020785,16200,0,0,0,16200,1006.0207851
670668,68143.752008,47900,0,700,700,48600,19543.752008
670670,21193.145832,15600,0,0,0,15600,5593.1458316
670697,10434.410741,8640,0,0,0,8640,1794.4107405
670698,53311.768344,24000,0,2500,2500,26500,26811.768344
670711,52554.40303,33400,0,200,200,33600,18954.40303
670762,13840.519402,10800,0,0,0,10800,3040.5194016
670799,19130.00074,18000,0,0,0,18000,1130.00074
670834,21711.834907,20400,0,0,0,20400,1311.8349067
670853,44965.154572,34800,0,0,0,34800,10165.154572
670857,22888.50367,15600,0,0,0,15600,7288.5036701
670858,8510,7200,0,0,0,7200,1310
670874,38376.355045,28200,0,550,550,28750,9626.3550451
670876,21236.573841,18000,0,0,0,18000,3236.573841
671105,32916.026851,12600,0,3000,3000,15600,17316.026851
671135,11400,10800,0,0,0,10800,600
671136,21404.301343,11400,0,0,0,11400,10004.301343
671149,47690.328194,27600,0,0,0,27600,20090.328194
671152,30673.197824,24600,0,0,0,24600,6073.1978242
671153,26281.351776,22800,0,120,120,22920,3361.3517764
671173,17898.67,14400,0,0,0,14400,3498.67
671200,39738.821481,21600,0,0,0,21600,18138.821481
671206,64260.940696,39900,0,0,0,39900,24360.940696
671244,26153.616962,20600,0,0,0,20600,5553.6169616
671296,7704.6015151,4200,0,0,0,4200,3504.6015151
671300,3601.3966567,9600,0,0,0,9600,-5998.603343
671362,36530.556334,24000,0,0,0,24000,12530.556334
671480,23025.808055,16980,0,0,0,16980,6045.8080554
671520,32521.180879,29800,0,0,0,29800,2721.180879
671582,38441.051166,27700,0,0,0,27700,10741.051166
671698,51885.834907,8400,0,0,0,8400,43485.834907
671733,38164.072008,39100,0,0,0,39100,-935.9279917
671739,50560.268513,42000,0,0,0,42000,8560.2685129
671838,14667.20537,13800,0,0,0,13800,867.20537026
671841,65804.887783,25400,11000,270,11270,36670,29134.887783
671893,39025.819752,33600,0,750,750,34350,4675.8197518
671904,33422.932293,27600,0,450,450,28050,5372.9322931
671909,38771.834975,20400,0,1200,1200,21600,17171.834975
672063,32840.767825,24000,0,0,0,24000,8840.7678253
672065,30020.456113,21600,0,50,50,21650,8370.4561133
672142,22300,17400,0,0,0,17400,4900
672351,34186.026851,24500,0,0,0,24500,9686.0268513
672405,24084.146249,18600,0,0,0,18600,5484.1462488
672417,35947.57814,26400,0,0,0,26400,9547.5781405
672430,20486.026851,16800,0,0,0,16800,3686.0268513
672486,23717.20537,22200,0,0,0,22200,1517.2053703
672541,62749.406691,34300,0,0,0,34300,28449.406691
672580,20203.997834,14400,0,0,0,14400,5803.9978336
672599,53015.067128,24000,0,0,0,24000,29015.067128
672620,36947.732222,30500,0,0,0,30500,6447.7322215
672679,45656.729414,29397.0386,0,0,0,29397.0386,16259.690815
672687,40400.03479,25200,0,0,0,25200,15200.03479
672813,18450,17400,0,0,0,17400,1050
672814,10400,8400,0,0,0,8400,2000
672854,11400,10800,0,0,0,10800,600
672985,77519.11481,36000,0,0,0,36000,41519.11481
673050,38594.391991,31500,0,0,0,31500,7094.3919908
673051,17975.42791,13200,0,0,0,13200,4775.4279102
673145,40070.535765,18300,0,0,0,18300,21770.535765
673269,36865.067128,22800,0,0,0,22800,14065.067128
673378,51586.902035,35600,0,1000,1000,36600,14986.902035
673419,17840.053834,16800,0,0,0,16800,1040.0538341
673421,20337.479926,18000,0,0,0,18000,2337.479926
673423,15304.842939,16800,0,0,0,16800,-1495.157061
673424,14321.678198,15960,0,0,0,15960,-1638.321802
673451,62834.991271,38400,0,0,0,38400,24434.991271
673452,31692.210741,30000,0,0,0,30000,1692.2107405
673454,90668.546111,64400,0,0,0,64400,26268.546111
673467,27840.922828,21800,0,0,0,21800,6040.9228282
673540,27775.808055,18000,0,0,0,18000,9775.8080554
673556,67230.134256,26400,0,0,0,26400,40830.134256
673559,11050,8400,0,0,0,8400,2650
673568,14550,13800,0,0,0,13800,750
673570,17911.834907,15600,0,0,0,15600,2311.8349067
673661,58473.147682,32700,0,500,500,33200,25273.147682
673685,45730.134256,36700,0,0,0,36700,9030.1342564
673695,20434.069474,16800,0,0,0,16800,3634.0694743
673748,42841.803018,20400,0,0,0,20400,22441.803018
673816,27660.246996,20400,0,870,870,21270,6390.246996
673828,27177.11437,22200,0,0,0,22200,4977.1143696
673847,13000,12780,0,0,0,12780,220
673858,19425.808055,14400,0,0,0,14400,5025.8080554
673859,21370.109398,15600,0,0,0,15600,5770.109398
673882,24017.528766,21600,0,0,0,21600,2417.5287657
673951,14800,14400,0,0,0,14400,400
673963,34219.889046,16900,0,0,0,16900,17319.889046
