nquest,nord,INTPER,attivp,partime,contratt,tuttanno,mesilav,dimaz,oretot,pstra,orestra,ylm,integ,ylnm
863447,3,1,1,1,1,1,12,2,25,2,,20000,2,0
863451,1,1,1,1,1,1,12,5,50,1,10,24000,2,0
863451,2,1,1,2,1,1,12,1,18,2,,6000,2,0
863542,1,1,1,1,1,1,12,1,45,2,,16000,2,0
863543,1,1,1,1,1,1,12,7,40,2,,30000,1,1200
863684,2,1,1,1,1,1,12,4,40,2,,18000,2,0
863684,3,1,1,1,1,1,12,6,50,1,10,25000,2,0
863694,1,1,1,2,1,1,12,1,20,2,,6500,2,0
863863,1,1,1,1,1,1,12,5,40,2,,23000,2,0
863863,2,2,1,1,1,1,12,7,37,2,,19000,2,0
863867,1,1,1,1,1,1,12,5,40,2,,21000,2,0
863867,2,1,1,2,2,2,10,4,18,2,,5000,2,0
863979,1,1,1,1,1,1,12,4,40,2,,16000,2,0
864000,1,1,1,1,1,1,12,1,40,2,,18000,2,0
864120,1,1,1,2,1,1,12,1,24,1,0,8000,2,0
864120,2,2,1,1,1,1,12,5,40,1,10,23700,2,0
864133,1,1,1,1,1,1,12,8,36,2,,55000,2,0
864133,2,1,1,1,1,1,12,3,36,2,,15000,2,0
864133,3,1,1,1,2,1,12,1,32,2,,14400,2,0
864213,1,1,1,1,1,1,12,2,40,1,5,19000,2,0
864228,2,2,1,1,1,1,12,2,40,2,,20500,2,0
864230,2,2,1,1,2,2,6,4,40,1,4,8800,2,0
864243,1,1,1,1,1,1,12,6,40,1,2,22000,2,0
864473,1,1,1,1,1,1,12,1,48,2,,11700,2,0
864473,2,2,1,2,1,1,12,1,18,2,,7000,2,0
864477,2,1,1,1,1,1,12,7,45,2,,25000,2,0
864482,1,1,1,1,1,1,12,7,30,1,2,27000,2,0
864512,1,1,1,2,1,1,12,1,13,2,,5000,2,0
864512,1,1,1,2,1,1,12,1,15,2,,6000,2,0
864512,2,1,1,1,1,1,12,5,40,2,,15000,2,0
864532,1,1,1,1,1,1,12,8,45,2,,20300,1,300
864658,1,1,1,1,1,1,12,2,50,2,,28000,2,0
864658,2,1,1,1,1,1,12,2,36,2,,16000,2,0
864715,1,1,1,1,1,1,12,1,24,2,,8000,2,0
864809,2,1,1,1,1,1,12,7,40,1,1,32000,2,0
864809,3,1,1,1,1,1,12,1,36,1,1,18000,2,0
864809,4,1,1,1,2,1,12,4,40,1,2,20000,2,0
865094,1,1,1,1,1,1,12,5,30,2,,15000,2,0
865142,1,1,1,1,1,1,12,4,40,1,0,19240,1,3000
865154,1,1,1,1,1,1,12,5,40,1,0,17880,1,2500
865168,2,1,1,1,2,1,12,1,45,2,,12700,2,0
865202,1,1,1,2,1,1,12,5,18,2,,10400,2,0
865202,2,1,1,2,1,1,12,6,21,2,,19500,2,0
865357,1,1,1,1,1,1,12,8,18,2,,15600,2,0
865494,1,1,1,1,1,1,12,8,42,1,10,18000,1,240
865498,1,1,1,1,1,1,12,2,40,2,,22500,2,0
865500,1,1,1,1,1,1,12,6,48,2,,22000,2,0
865780,2,2,1,1,1,1,12,2,40,2,,20000,2,0
865805,1,1,1,1,1,1,12,8,36,2,,20000,1,672
865805,2,2,1,1,1,1,12,8,39,2,,42200,2,0
865806,1,1,1,1,1,1,12,5,36,2,,23000,1,1161
865806,2,1,1,1,1,1,12,6,42,1,4,23000,2,0
865912,2,1,1,1,1,1,12,2,40,2,,23000,2,0
865937,1,1,1,2,2,1,12,1,20,2,,5980,2,0
865983,3,1,1,2,3,3,,4,32,2,,3000,2,0
865999,1,1,1,2,2,1,12,1,12,2,,4000,2,0
866007,1,1,1,2,2,3,,3,5,2,,3500,2,0
866071,1,1,1,1,1,1,12,7,45,2,,35000,1,1000
866071,2,1,1,2,1,1,12,4,20,2,,12500,2,0
866103,3,1,1,1,1,1,12,8,36,1,2,20000,2,0
866220,1,1,1,1,1,1,12,8,36,1,2,17550,1,
866249,1,1,1,1,1,1,12,2,12,2,,6000,2,0
866269,1,1,1,1,1,1,12,8,36,2,,15000,1,800
866269,2,1,1,1,1,1,12,8,36,2,,17000,1,
866324,1,1,1,1,1,1,12,8,18,2,,20150,2,0
866324,2,1,1,1,1,1,12,8,18,2,,20300,2,0
866354,1,1,1,1,1,1,12,2,40,2,,17500,2,0
866382,1,1,1,2,1,1,12,1,24,2,,8500,2,0
866387,1,1,1,1,1,1,12,6,40,2,,22000,2,0
866387,3,1,1,2,2,2,10,2,20,2,,5500,2,0
866425,2,1,1,2,2,2,6,4,24,2,,4800,2,0
866541,1,1,1,1,1,1,12,4,40,2,,26400,2,0
866541,6,1,1,2,2,2,6,1,25,2,,7000,2,0
866566,1,1,1,1,1,1,12,6,38,2,,19000,2,0
866566,2,2,1,1,1,2,6,1,40,1,3,8426,2,0
866594,1,1,1,1,1,1,12,8,40,2,,60000,1,1500
866855,1,1,1,1,1,1,12,8,36,2,,15100,2,0
867003,1,1,1,1,1,1,12,2,40,1,10,30000,2,0
867104,2,1,1,1,1,1,12,2,40,2,,13000,2,0
867104,3,3,1,2,2,2,9,2,30,2,,6500,2,0
867205,1,1,1,1,1,1,12,6,40,2,,25000,1,
867205,2,2,1,2,1,1,12,7,36,2,,25000,2,0
867224,1,1,1,2,2,2,4,1,15,2,,2000,2,0
867224,2,2,1,2,2,2,2,1,10,2,,400,2,0
867275,1,1,1,1,1,2,8,3,30,2,,6150,2,0
867275,2,2,1,2,2,1,12,2,20,2,,6200,2,0
867291,1,1,1,1,2,1,12,1,40,2,,10400,2,0
867462,1,1,1,1,1,1,12,8,35,2,,22000,2,0
867462,2,1,1,1,1,1,12,5,48,2,,60000,1,4000
867462,3,3,1,1,2,2,6,1,8,2,,600,2,0
867653,1,1,1,2,1,1,12,1,30,1,1,10500,2,0
867653,1,1,2,2,1,1,12,1,6,2,,5000,2,0
867674,1,1,1,1,2,2,9,2,40,2,,10000,2,0
867784,1,1,1,1,1,1,12,2,40,2,,18000,2,0
867799,2,2,1,1,1,1,12,2,40,2,,17000,2,0
867838,1,1,1,1,1,1,12,7,45,2,,45000,2,0
867914,1,1,1,1,1,1,12,7,36,2,,14700,2,0
867929,1,1,1,1,1,1,12,6,42,2,,23000,2,0
867929,2,1,1,1,1,1,12,4,40,2,,13000,2,0
867947,3,1,1,1,1,1,12,5,40,2,,15000,2,0
867993,1,1,1,1,1,1,12,8,40,2,,20000,2,0
868098,1,1,1,2,1,2,9,6,20,2,,7200,2,0
868098,2,2,1,1,1,1,12,7,23,2,,21600,1,1000
868165,4,1,1,1,2,1,12,8,36,2,,21000,2,0
868231,1,1,1,2,2,1,12,2,20,2,,9000,2,0
868231,2,1,1,1,1,1,12,2,40,2,,18000,2,0
868264,1,1,1,1,1,1,12,8,40,1,3,20000,2,0
868283,1,1,1,1,2,1,12,5,30,2,,5000,2,0
868283,2,1,1,1,1,1,12,2,40,2,,16000,2,0
868283,3,1,1,1,1,1,12,2,40,2,,15000,2,0
868283,4,1,1,1,1,2,3,2,40,2,,2100,2,0
868406,1,1,1,2,1,1,12,4,24,2,,12000,2,0
868406,2,1,1,1,1,1,12,6,40,2,,22000,2,0
868463,2,1,1,1,1,1,12,8,36,2,,18000,2,0
868466,1,1,1,1,1,1,12,4,48,2,,18000,2,0
868466,2,2,1,1,1,1,12,8,18,2,,15000,2,0
868466,4,2,1,1,2,1,12,8,40,2,,13000,2,0
868474,1,1,1,1,1,1,12,8,36,2,,17500,2,0
868474,2,1,1,1,1,2,8,6,36,2,,14000,1,160
868478,1,1,1,1,1,1,12,8,36,2,,18000,2,0
868478,2,4,1,1,1,1,12,8,40,2,,22000,2,0
868478,3,4,1,1,1,1,12,2,50,2,,12000,2,0
868504,2,1,1,1,1,1,12,1,16,2,,16000,2,0
868590,3,3,1,1,1,1,12,1,35,2,,10000,2,0
868843,2,1,1,1,1,1,12,2,40,2,,16800,2,0
869003,1,1,1,1,1,1,12,8,24,2,,14000,2,0
869006,2,1,1,1,1,1,12,8,36,2,,16000,1,
869021,2,1,1,1,1,1,12,2,55,1,10,22000,2,0
869022,2,1,1,1,1,2,6,6,40,2,,8000,2,0
869023,1,1,1,1,1,2,1,5,36,2,,1100,2,0
869035,1,1,1,1,1,1,12,8,36,2,,15000,2,0
869035,2,3,1,1,1,1,12,7,36,2,,16000,2,0
869040,2,1,1,1,3,3,,1,24,2,,7000,2,0
869042,1,1,1,1,1,1,12,2,40,2,,14000,2,0
869043,2,1,1,1,1,1,12,8,40,2,,40000,2,0
871009,2,1,1,1,1,1,12,1,60,2,,18000,2,0
871030,1,1,1,1,2,3,,1,40,2,,4000,2,0
871090,3,2,1,1,1,1,12,2,40,2,,18000,2,0
871097,1,1,1,1,1,1,12,5,40,2,,16000,2,0
871097,2,1,1,2,1,1,12,1,20,2,,8000,2,0
871103,2,1,1,1,1,1,12,5,40,2,,15000,2,0
871145,1,1,1,1,1,1,12,1,40,2,,11000,2,0
871162,1,1,1,1,1,1,12,8,36,1,2,27000,2,0
871191,1,1,1,1,1,1,12,8,60,1,10,36000,1,2000
871320,1,1,1,1,1,1,12,6,40,1,0,32000,2,0
871320,2,1,1,1,1,1,12,6,40,1,0,41000,2,0
871321,1,1,1,1,2,1,12,2,45,2,,13000,2,0
871385,3,1,1,2,2,2,3,2,40,2,,3000,2,0
871395,1,1,1,1,2,2,6,4,48,2,,6000,2,0
871398,1,1,1,1,1,1,12,7,50,2,,26700,2,0
871401,1,1,1,1,1,1,12,2,36,2,,14950,2,0
871401,2,2,1,1,1,1,12,5,40,2,,20300,2,0
871408,2,2,1,1,1,1,12,1,40,2,,19000,2,0
871438,2,1,1,1,1,1,12,5,40,2,,35000,2,0
871440,1,1,1,1,1,1,12,4,40,1,2,19000,2,0
871440,2,1,1,2,1,1,12,4,30,2,,13000,2,0
871461,1,1,1,1,1,1,12,4,40,2,,25000,1,
871470,3,1,1,1,1,1,12,6,50,2,,35000,1,1000
871470,4,1,1,2,1,1,12,2,30,2,,24000,2,0
871533,1,1,1,2,1,1,12,6,20,2,,12000,2,0
871580,2,1,1,1,1,1,12,6,40,1,4,23400,1,200
871618,1,1,1,1,2,2,6,4,40,2,,10000,2,0
871631,2,1,1,1,1,1,12,1,50,2,,16000,2,0
871666,1,1,1,2,1,2,4,4,6,2,,4500,2,0
871688,1,1,1,1,1,1,12,2,40,2,,13000,2,0
871695,2,1,1,2,2,2,8,2,9,2,,8000,2,0
871700,3,2,1,1,1,1,12,5,36,1,9,18000,2,0
871711,3,2,1,1,1,1,12,3,40,1,10,19000,2,0
871732,1,1,1,1,1,1,12,6,40,1,10,26000,2,0
871732,3,1,1,2,2,2,10,5,36,2,,9000,2,0
871798,1,1,1,2,2,1,12,1,30,2,,12000,2,0
871862,2,1,1,1,1,1,12,7,40,1,6,19000,2,0
871862,3,1,1,1,1,1,12,8,40,1,8,20000,2,0
871865,2,1,1,1,1,2,5,3,40,2,,5000,2,0
871892,1,1,1,1,1,1,12,5,40,2,,16800,2,0
871903,1,1,1,1,2,1,12,5,36,1,4,24000,2,0
871914,1,1,1,1,1,1,12,1,40,1,2,22500,2,0
871921,1,1,1,1,1,1,12,8,36,2,,20000,2,0
872012,1,1,1,1,1,1,12,8,36,1,2,24000,2,0
872012,2,2,1,2,2,1,12,1,6,2,,1600,2,0
872019,1,1,1,1,1,1,12,7,30,2,,11400,2,0
872019,2,2,1,1,1,1,12,7,36,2,,17000,2,0
872027,3,1,1,1,1,1,12,1,40,2,,15000,2,0
872027,4,1,1,1,1,1,12,3,30,2,,13000,2,0
872065,1,1,1,2,1,2,10,2,25,2,,11888,2,0
872077,1,1,1,1,1,1,12,4,30,2,,15600,2,0
872077,2,1,1,1,1,1,12,4,30,2,,15600,2,0
872077,3,1,1,1,1,1,12,3,40,2,,15600,2,0
872077,4,1,1,1,2,2,4,4,40,2,,3300,2,0
872077,5,1,1,1,1,1,12,5,45,2,,17000,2,0
872112,1,1,1,1,1,1,12,8,36,2,,25000,1,140
872122,2,1,1,1,2,1,12,2,40,2,,14000,2,0
872125,2,1,1,1,1,1,12,4,40,2,,18000,2,0
872128,3,3,1,2,2,1,12,6,15,1,5,7500,2,0
872132,2,2,1,1,1,1,12,4,18,1,5,8500,2,0
872133,2,1,1,1,1,1,12,8,36,2,,19000,2,0
872190,2,1,1,1,1,1,12,7,30,2,,18200,2,0
872199,1,1,1,1,1,1,12,4,40,2,,17000,2,0
872199,2,1,1,1,1,1,12,8,18,2,,15000,2,0
872228,1,1,1,1,1,1,12,4,40,2,,15000,2,0
872233,1,1,1,1,2,1,12,1,48,2,,9600,2,0
872312,1,1,1,1,1,1,12,4,45,1,5,18400,2,0
872357,3,1,1,1,1,1,12,4,40,2,,13000,2,0
872377,2,1,1,1,3,1,12,2,40,2,,15000,2,0
872407,1,1,1,1,1,1,12,2,45,2,,18200,2,0
872413,1,1,1,1,1,1,12,1,45,2,,19500,2,0
872422,2,1,1,1,1,1,12,8,40,1,0,26000,1,672
872432,1,1,1,1,1,1,12,1,42,2,,14300,2,0
872432,2,1,1,1,1,1,12,8,40,1,0,15600,2,0
872432,4,1,1,2,3,2,7,1,35,2,,4900,2,0
872433,1,1,1,1,1,1,12,8,35,1,0,15600,1,700
872434,1,1,1,1,1,1,12,8,35,1,3,19500,2,0
872443,1,1,1,1,1,1,12,8,18,2,,17550,2,0
872450,2,1,1,1,1,1,12,8,40,1,0,26000,2,0
872488,1,1,1,1,1,1,12,8,36,2,,15000,2,0
872488,2,1,1,1,1,1,12,2,40,2,,17000,2,0
872495,1,1,1,1,2,1,12,2,60,2,,13000,2,0
872546,1,1,1,1,2,2,3,8,36,2,,3300,2,0
872555,1,1,1,1,1,1,12,8,36,2,,15000,2,0
872602,1,1,1,1,1,1,12,8,50,1,10,29000,2,0
872602,2,1,1,1,1,1,12,7,50,1,20,47000,2,0
872619,1,1,1,1,1,1,12,8,36,2,,15700,2,0
872646,3,3,1,2,1,1,12,7,35,2,,12000,2,0
872651,2,1,1,1,1,1,12,6,36,2,,24000,1,288
872661,3,1,1,1,1,1,12,1,50,2,,10000,2,0
872710,2,2,1,1,1,1,12,8,40,1,10,20000,2,0
872744,1,1,1,1,1,1,12,2,40,2,,16500,2,0
872744,2,1,1,2,1,1,12,4,30,2,,8400,2,0
872747,3,1,1,1,1,1,12,1,40,2,,17000,2,0
872781,1,1,1,1,2,2,6,3,40,2,,4800,2,0
872781,2,1,1,1,1,1,12,3,40,2,,20000,2,0
872815,2,1,1,1,1,1,12,7,38,1,6,24000,2,0
872815,3,1,1,1,1,1,12,4,40,2,,16000,2,0
872815,4,1,1,1,1,1,12,2,40,2,,12000,2,0
872856,1,1,1,1,1,1,12,7,40,2,,17550,2,0
872856,2,2,1,2,1,3,,7,10,2,,,2,0
872858,1,1,1,1,2,1,12,7,40,2,,15600,1,600
872858,2,1,1,2,2,1,12,2,25,2,,7800,2,0
872868,3,1,1,1,2,1,12,8,40,2,,19500,2,0
872868,4,1,1,1,2,1,12,2,40,2,,16900,2,0
872876,1,1,1,1,2,1,12,1,30,2,,13000,2,0
872898,2,1,1,1,1,1,12,7,40,2,,17000,2,0
872900,2,1,1,1,2,1,12,7,40,2,,16900,1,1200
872963,1,1,1,1,1,1,12,7,42,2,,78000,2,0
872982,3,1,1,1,2,2,10,4,42,2,,9000,2,0
872982,4,1,1,1,1,1,12,6,40,2,,15600,2,0
873011,1,1,1,1,1,1,12,8,42,1,5,31500,2,0
873023,1,1,1,1,1,1,12,8,36,1,0,22750,2,0
873035,1,1,1,1,1,1,12,8,36,2,,21600,2,0
873037,1,1,1,1,1,1,12,1,30,2,,7000,2,0
873043,1,1,1,1,1,1,12,2,45,2,,17000,2,0
873048,3,1,1,2,2,1,12,2,25,2,,5500,2,0
873073,1,1,1,1,1,1,12,2,40,2,,16000,2,0
873158,1,1,1,1,1,1,12,8,36,2,,12000,2,0
873166,3,1,1,1,2,1,12,4,38,2,,9100,2,0
873166,4,1,1,1,2,1,12,7,40,2,,14000,2,0
873168,1,1,1,2,2,1,12,1,20,2,,8000,2,0
873168,2,1,1,2,2,1,12,1,15,2,,6000,2,0
873169,1,1,1,1,1,1,12,8,36,2,,18000,2,0
873175,1,1,1,1,1,1,12,4,40,1,2,33800,2,0
873175,2,2,1,1,1,1,12,7,40,2,,28600,2,0
873194,1,1,1,1,1,1,12,8,36,2,,19710,2,0
873207,1,1,1,1,1,1,12,8,42,2,,20000,1,560
873221,1,1,1,1,1,1,12,4,40,2,,16900,2,0
873221,2,1,1,1,1,1,12,2,40,2,,14300,2,0
873231,1,1,1,1,2,1,12,1,42,2,,8400,2,0
873243,1,1,1,1,1,1,12,8,40,2,,17550,1,1530
873272,1,1,1,1,1,1,12,4,40,2,,17000,1,3000
873275,1,1,1,1,1,1,12,8,40,2,,22074,1,190
873275,2,1,1,1,1,1,12,8,36,2,,19877,2,0
873280,1,1,1,1,1,1,12,1,42,1,6,17000,2,0
873280,2,2,1,1,1,1,12,4,40,2,,16300,2,0
873280,3,1,1,1,1,1,12,1,36,1,5,13000,2,0
873281,1,1,1,1,1,1,12,8,36,2,,14300,1,756
873286,1,1,1,1,1,1,12,8,35,2,,18340,2,0
873287,1,1,1,1,1,1,12,5,48,2,,17200,2,0
873299,1,1,1,1,1,1,12,1,40,2,,16500,2,0
873337,1,1,1,1,1,1,12,2,40,2,,18000,2,0
873390,1,1,1,1,1,1,12,2,40,2,,20000,2,0
873392,2,1,1,1,1,1,12,2,40,2,,24000,2,0
873399,1,1,1,1,1,1,12,1,40,2,,14950,2,0
873401,1,1,1,1,1,1,12,3,40,2,,18200,2,0
873401,2,1,1,2,2,1,12,1,30,2,,9600,2,0
873402,1,1,1,1,2,2,6,3,40,2,,7200,2,0
873451,2,1,1,1,1,1,12,2,40,2,,15000,2,0
873457,1,1,1,2,2,1,12,6,30,2,,9100,2,0
873468,1,1,1,1,1,1,12,8,40,2,,15000,2,0
873468,2,1,1,2,2,2,6,1,30,2,,5500,2,0
873491,1,1,1,1,1,1,12,7,50,2,,30000,1,
873491,2,1,1,1,1,1,12,8,34,2,,15000,2,0
873503,1,1,1,1,2,1,12,6,40,2,,18500,1,2400
873593,2,1,1,1,1,1,12,3,45,2,,28000,2,0
873593,3,1,1,1,1,1,12,2,30,2,,10000,2,0
873593,3,1,2,2,1,2,6,7,15,2,,5500,2,0
873634,1,1,1,2,1,1,12,5,20,1,6,11000,2,0
873723,1,1,1,1,1,1,12,1,40,1,8,17000,2,0
873809,1,1,1,1,1,1,12,6,50,2,,45000,2,0
873842,1,1,1,1,1,1,12,8,18,2,,24700,2,0
873853,1,1,1,2,1,2,2,1,25,2,,2300,2,0
873853,2,1,1,1,1,2,10,1,44,2,,20000,2,0
873859,1,1,1,1,1,1,12,8,36,1,2,20000,2,0
873947,2,1,1,1,1,1,12,8,36,1,5,17000,1,1000
874027,1,1,1,2,1,1,12,6,30,2,,13000,1,300
874032,2,1,1,1,1,1,12,8,33,2,,19000,2,0
874038,2,1,1,2,1,1,12,6,30,1,2,12500,2,0
874074,1,1,1,1,1,1,12,4,36,2,,23400,2,0
874074,2,1,1,2,1,1,12,1,30,2,,13000,2,0
874074,3,1,1,2,2,3,,2,40,2,,3000,2,0
874116,1,1,1,1,1,1,12,8,36,1,0,25000,2,0
874164,1,1,1,1,1,1,12,5,36,1,2,19000,2,0
874172,2,1,1,1,2,1,12,6,48,2,,17000,2,0
874241,1,1,1,1,1,1,12,8,24,2,,16000,2,0
874241,2,1,1,1,1,1,12,8,36,1,5,18000,2,0
874278,1,1,1,1,2,1,12,1,30,2,,18000,2,0
874325,2,1,1,2,1,1,12,2,32,2,,13000,2,0
874330,3,1,1,1,1,1,12,4,40,2,,16000,2,0
874330,4,1,1,1,1,1,12,4,40,2,,15000,2,0
874337,1,1,1,1,1,1,12,7,36,2,,14000,2,0
874347,1,1,1,2,1,1,12,7,30,2,,10500,2,0
874347,2,1,1,1,1,1,12,7,40,2,,16800,2,0
874359,1,1,1,1,1,1,12,7,40,2,,21000,2,0
874359,3,1,1,1,1,1,12,2,40,2,,11000,2,0
874371,1,1,1,1,1,1,12,5,40,2,,17250,2,0
874375,1,1,1,1,1,1,12,6,40,2,,38500,2,0
874375,2,1,1,1,1,1,12,6,40,2,,39000,2,0
874394,2,1,1,1,1,1,12,8,30,2,,24000,2,0
874488,2,1,1,1,1,1,12,2,44,2,,7800,2,0
874492,2,1,1,1,1,1,12,1,40,2,,4800,2,0
874514,2,2,1,2,1,1,12,1,21,1,1,14800,2,0
874515,1,1,1,1,1,1,12,4,45,1,8,35000,2,0
874517,1,1,1,1,1,1,12,2,40,2,,40000,2,0
874517,3,1,1,2,2,3,,1,10,2,,2000,2,0
874532,1,1,1,1,1,1,12,6,45,2,,25000,1,1150
874532,2,1,1,1,1,1,12,5,40,1,1,20000,2,0
874537,1,1,1,1,1,1,12,2,36,2,,23400,2,0
874556,1,1,1,1,1,1,12,6,40,2,,16000,1,1500
874571,1,1,1,1,1,1,12,2,40,2,,16000,2,0
874571,4,3,1,1,1,2,4,2,40,2,,3200,2,0
874593,1,1,1,1,1,1,12,7,40,2,,21000,2,0
874607,1,1,1,1,1,1,12,7,40,2,,22000,2,0
874627,3,3,1,2,2,1,12,2,26,2,,4800,2,0
874670,1,1,1,1,1,1,12,2,40,2,,18000,2,0
874681,1,1,1,1,1,1,12,1,48,2,,18000,2,0
874705,2,1,1,1,1,1,12,8,36,2,,26000,2,0
874717,2,1,1,1,1,1,12,5,42,2,,17000,2,0
874745,1,1,1,1,2,1,12,1,70,2,,10000,2,0
874756,1,1,1,1,3,1,12,1,20,2,,48000,2,0
874761,1,1,1,1,1,1,12,8,40,2,,17000,2,0
874764,1,1,1,1,1,1,12,2,40,2,,17000,2,0
874764,3,1,1,2,3,2,8,1,20,2,,4000,2,0
874838,1,1,1,1,1,2,8,8,18,2,,15200,2,0
874838,2,2,1,1,1,1,12,8,18,2,,17000,2,0
874853,2,1,1,1,1,1,12,2,48,2,,17160,2,0
874877,2,1,1,2,1,1,12,2,25,2,,10400,2,0
874891,3,2,1,1,1,1,12,6,40,1,5,19000,1,1000
874896,1,1,2,1,2,2,3,1,40,1,20,1300,2,0
874961,1,1,1,1,1,1,12,8,17,2,,24000,2,0
874961,2,2,1,1,1,1,12,8,17,2,,22800,2,0
875011,1,1,1,1,1,1,12,2,38,2,,15000,2,0
875011,2,1,1,1,1,1,12,3,40,2,,16500,2,0
875011,3,1,1,1,2,1,12,1,38,2,,9500,2,0
875013,2,1,1,1,1,1,12,2,38,2,,15000,2,0
875020,2,1,1,1,1,1,12,3,40,2,,19000,2,0
875027,1,1,1,1,2,1,12,2,30,2,,12500,2,0
875044,1,1,1,1,1,1,12,1,60,2,,9600,2,0
875046,2,1,1,1,1,1,12,5,48,2,,58500,2,0
875072,1,1,1,2,1,3,,1,1,2,,2500,2,0
875088,3,1,1,1,1,1,12,5,40,2,,13100,2,0
875088,4,1,1,2,2,1,12,1,16,2,,9100,2,0
875095,1,1,1,1,1,1,12,6,40,1,4,17200,2,0
875095,2,1,1,1,1,1,12,5,24,2,,18000,2,0
875096,1,1,1,1,1,1,12,4,48,1,6,17500,2,0
875096,2,1,1,1,2,1,12,2,40,2,,22300,2,0
875100,1,1,1,1,1,1,12,8,40,1,5,20600,2,0
875100,2,1,1,1,1,1,12,1,40,2,,13000,2,0
875126,1,1,1,1,1,1,12,8,36,1,1,16000,1,1000
875126,2,1,1,1,1,1,12,8,36,2,,16000,1,1000
875139,1,1,1,1,1,1,12,2,40,2,,17000,2,0
875139,2,1,1,2,1,1,12,6,29,1,2,19500,2,0
875141,1,1,1,1,1,1,12,8,36,2,,15600,2,0
875141,2,1,1,1,1,1,12,8,36,2,,14300,2,0
875144,2,1,1,1,1,1,12,1,40,2,,20000,2,0
875211,1,1,1,1,1,1,12,2,40,2,,15500,2,0
875214,1,1,1,1,1,1,12,8,36,2,,17000,2,0
875214,2,1,1,1,1,1,12,4,40,2,,18000,2,0
875214,3,1,1,1,2,2,10,2,30,2,,9000,2,0
875217,3,1,1,1,1,1,12,1,30,2,,8500,2,0
875221,1,1,1,1,3,2,4,2,40,2,,3600,2,0
875221,2,2,1,1,3,3,,2,36,1,10,5500,2,0
875224,3,1,1,1,1,1,12,3,40,1,8,16000,2,0
875280,1,1,1,1,1,1,12,7,50,2,,24000,2,0
875280,2,2,1,2,1,1,12,8,28,2,,14000,1,1100
875281,1,1,1,2,1,1,12,2,30,1,5,11400,2,0
875293,1,1,1,1,1,1,12,8,30,1,1,23000,2,0
875293,2,2,1,1,1,1,12,8,25,2,,24000,2,0
875306,2,1,1,1,1,1,12,2,40,2,,18000,2,0
875306,3,1,1,1,1,1,12,4,40,1,3,15000,2,0
875312,1,1,1,1,2,1,12,2,40,2,,13000,2,0
875321,1,1,1,1,1,1,12,7,40,1,0,25000,2,0
875382,3,1,1,1,1,1,12,2,40,2,,19000,2,0
875382,4,1,1,1,1,1,12,2,40,2,,14000,2,0
875415,2,1,1,1,2,2,6,3,24,2,,1250,2,0
875426,3,1,1,2,1,1,12,4,24,2,,8000,2,0
875431,1,1,1,1,1,1,12,1,24,2,,9800,2,0
875431,2,1,1,2,2,1,12,1,24,2,,9800,2,0
875439,2,1,1,1,1,1,12,1,40,2,,13000,2,0
875458,1,1,1,1,1,1,12,8,35,2,,16000,2,0
875478,1,1,1,1,1,1,12,1,40,2,,20000,2,0
875495,2,1,1,1,1,1,12,2,40,2,,18000,2,0
875495,3,1,1,1,1,1,12,2,40,2,,18000,2,0
875514,1,1,1,1,1,2,10,6,40,2,,16000,1,
875542,1,1,1,2,1,1,12,2,28,2,,13000,2,0
875557,1,1,1,2,1,1,12,2,21,2,,10800,2,0
875585,2,2,1,1,1,1,12,5,18,2,,21000,2,0
875602,1,1,1,1,1,1,12,6,40,2,,18000,2,0
875623,2,1,1,1,1,1,12,2,40,2,,15000,2,0
875635,1,1,1,1,1,1,12,8,42,2,,25000,2,0
875635,2,2,1,1,1,1,12,1,40,2,,25000,1,80
875649,3,1,1,2,1,2,9,2,25,2,,7000,2,0
875654,3,1,1,1,1,1,12,2,40,2,,18500,2,0
875658,1,1,1,1,1,1,12,4,40,1,0,18000,2,0
875679,1,1,1,1,1,1,12,7,36,1,0,30800,2,0
875679,2,1,1,1,1,1,12,8,36,2,,20000,1,1680
875711,1,1,1,1,1,1,12,7,30,2,,19000,2,0
875726,1,1,1,1,1,1,12,4,40,2,,16000,2,0
875750,1,1,1,1,1,1,12,2,40,2,,18000,2,0
875817,1,1,1,1,1,1,12,7,37,2,,35000,1,1100
875817,2,1,1,1,1,1,12,7,40,2,,17000,1,1000
875855,2,1,1,2,1,1,12,8,24,2,,17000,2,0
875855,3,1,1,1,2,2,6,8,50,2,,6000,2,0
875909,3,1,1,1,1,1,12,2,45,1,0,19000,2,0
875927,1,1,1,2,2,1,12,1,25,2,,9600,2,0
875930,1,1,1,2,2,1,12,1,27,2,,9750,2,0
875950,1,1,1,1,1,1,12,6,45,1,5,19500,2,0
875950,4,1,1,1,1,1,12,6,40,2,,19500,2,0
875977,2,1,1,1,1,1,12,1,40,2,,13000,2,0
875980,1,1,1,1,1,1,12,1,40,1,1,15000,2,0
875983,1,1,1,2,1,1,12,2,40,2,,15000,2,0
875983,3,4,1,1,1,1,12,1,40,2,,9600,2,0
875983,4,4,1,2,2,1,12,1,25,2,,6000,2,0
875990,1,1,1,2,2,1,12,2,30,2,,8400,2,0
876007,1,1,1,1,1,1,12,2,40,1,1,22000,2,0
876017,2,1,1,1,1,1,12,1,40,2,,9000,2,0
876042,1,1,1,1,1,1,12,3,40,2,,12000,2,0
876069,1,1,1,1,1,1,12,4,38,2,,18000,2,0
876077,1,1,1,1,1,1,12,4,40,1,5,32000,2,0
