nquest,nord,INTPER,attivp,partime,contratt,tuttanno,mesilav,dimaz,oretot,pstra,orestra,ylm,integ,ylnm
882355,1,1,1,2,1,1,12,1,20,2,,8600,2,0
882367,1,1,1,1,1,1,12,6,40,2,,28000,2,0
882367,2,1,1,2,1,1,12,8,20,2,,17000,2,0
882393,1,1,1,1,1,1,12,4,40,2,,17000,2,0
882478,3,1,1,1,2,1,12,5,36,2,,16000,2,0
882497,1,1,1,1,1,1,12,7,40,2,,26000,1,250
882515,1,1,1,2,1,1,12,7,3,2,,1500,2,0
882515,3,1,1,1,1,1,12,7,44,2,,12000,2,0
882561,3,1,1,1,1,1,12,8,36,1,2,21000,2,0
882578,1,1,1,1,1,1,12,8,36,1,4,23800,2,0
882578,2,1,1,1,1,1,12,8,36,1,5,42000,2,0
882585,1,1,1,1,1,1,12,1,36,2,,13000,2,0
882585,2,1,1,1,1,1,12,8,20,1,1,14000,2,0
882618,1,1,1,1,1,1,12,2,36,2,,13000,2,0
882618,2,1,1,1,1,1,12,2,40,2,,14000,2,0
882635,1,1,1,1,2,1,12,1,30,2,,11000,2,0
882675,2,1,1,1,1,1,12,2,40,2,,25000,2,0
882723,1,1,1,1,1,1,12,2,36,2,,17000,2,0
882825,1,1,1,1,1,1,12,8,40,2,,25000,2,0
882825,3,1,1,2,2,3,,1,15,2,,6000,2,0
882832,2,1,1,2,2,1,12,1,12,2,,9000,2,0
882862,1,1,1,1,1,1,12,1,60,2,,10400,2,0
882925,1,1,1,1,1,1,12,4,36,2,,17550,1,1200
882926,3,1,1,2,2,3,,2,25,2,,2000,2,0
882926,4,1,1,2,2,3,,2,15,2,,1500,2,0
882927,1,1,1,1,1,1,12,7,50,2,,35100,1,1000
882930,1,1,1,1,1,1,12,1,48,2,,,2,0
882939,1,1,1,1,1,1,12,7,40,2,,22000,2,0
882978,1,1,1,1,1,1,12,2,42,1,3,23000,2,0
882985,3,1,1,1,1,1,12,8,26,2,,21500,2,0
883014,2,2,1,2,1,1,12,7,18,2,,7500,2,0
883050,3,1,1,1,1,1,12,7,40,2,,20000,1,1269
883052,1,1,1,1,1,1,12,7,36,2,,32000,1,840
883110,1,1,1,1,1,1,12,1,50,2,,16000,2,0
883188,2,1,1,1,1,1,12,8,36,2,,18000,1,200
883198,1,1,1,1,1,1,12,8,36,2,,22000,2,0
883198,2,1,1,1,1,1,12,8,25,2,,21000,2,0
883225,1,1,1,1,1,1,12,8,35,1,1,24000,1,
883228,2,1,1,1,1,1,12,8,30,2,,20880,2,0
883244,1,1,1,1,1,1,12,6,60,2,,30000,2,0
883246,2,1,1,1,1,1,12,7,50,2,,20400,1,3600
883252,1,1,1,1,1,1,12,8,36,1,4,36000,2,0
883256,1,1,1,1,1,1,12,1,60,2,,11800,2,0
883322,2,1,1,1,1,1,12,8,36,2,,21000,2,0
883330,1,1,1,1,2,1,12,8,36,2,,17550,2,0
883330,2,1,1,2,2,1,12,7,24,1,4,10920,2,0
883356,2,1,1,1,1,1,12,5,40,1,15,25958,2,0
883356,3,3,1,1,1,1,12,5,40,1,15,19787,2,0
883356,5,1,1,2,2,2,6,1,20,2,,2000,2,0
883392,1,1,1,1,1,1,12,2,40,2,,19700,2,0
883392,3,3,1,1,1,1,12,2,40,2,,16200,2,0
883392,4,1,1,1,1,1,12,1,40,2,,15000,2,0
883403,1,1,1,1,2,2,8,4,22,2,,14000,2,0
883404,1,1,1,1,1,1,12,1,40,2,,18400,2,0
883404,3,2,1,1,1,1,12,5,40,2,,15900,2,0
883417,2,2,1,1,1,1,12,1,50,2,,14000,2,0
883420,1,1,1,1,1,1,12,4,40,2,,19600,2,0
883420,2,2,1,1,1,1,12,4,20,2,,21000,2,0
883473,2,1,1,1,1,1,12,1,40,2,,15000,2,0
883500,1,1,1,1,1,1,12,2,40,2,,18000,2,0
883500,2,1,1,2,3,1,12,6,30,2,,5500,2,0
883500,3,1,1,2,3,2,5,6,30,2,,2000,2,0
883500,4,1,1,2,3,2,5,6,30,2,,2000,2,0
883555,1,1,1,1,1,1,12,8,40,2,,16200,1,
883588,1,1,1,1,2,2,8,1,40,2,,11000,2,0
883642,1,1,1,1,1,1,12,8,25,2,,19000,2,0
883664,1,1,1,1,1,1,12,7,40,1,1,25000,2,0
883664,2,1,1,1,1,1,12,8,48,2,,45000,1,500
883712,1,1,1,1,1,1,12,6,42,1,1,25000,2,0
883762,1,1,1,1,1,1,12,2,50,2,,14000,2,0
883763,1,1,1,1,1,1,12,7,56,2,,12000,2,0
883799,1,1,1,1,2,1,12,7,40,2,,13500,2,0
883800,1,1,1,2,2,1,12,5,25,2,,7410,2,0
883800,2,1,1,2,2,2,10,2,30,2,,6800,2,0
883833,4,1,1,1,2,3,,8,24,2,,2400,2,0
883892,1,1,1,1,1,1,12,8,36,2,,22100,2,0
883892,2,1,1,1,1,1,12,8,36,2,,22000,2,0
883894,1,1,1,2,2,2,8,1,10,2,,1600,2,0
883894,2,1,1,1,1,1,12,8,38,2,,17500,1,320
883912,1,1,1,1,1,1,12,7,40,2,,20000,2,0
883969,1,1,1,2,1,1,12,2,20,2,,7000,2,0
883981,1,1,1,1,1,1,12,4,45,2,,49000,2,0
883981,2,1,1,1,1,1,12,4,40,2,,25000,2,0
883988,1,1,2,2,2,3,,5,4,2,,3000,2,0
883993,1,1,1,1,1,1,12,7,38,2,,27000,1,2000
883993,2,1,1,2,1,1,12,7,25,2,,15000,2,0
884007,1,1,1,1,1,1,12,2,40,1,4,18000,2,0
884032,1,1,1,1,2,1,12,8,36,2,,15000,2,0
884033,1,1,1,1,1,1,12,8,36,1,3,19000,2,0
884034,1,1,1,1,1,1,12,6,40,2,,25000,2,0
884053,2,2,1,1,1,1,12,4,40,2,,14000,2,0
884054,1,1,1,1,1,1,12,8,36,2,,24000,2,0
884054,2,2,1,1,1,1,12,8,24,2,,19500,2,0
884097,1,1,1,1,1,1,12,8,36,1,7,27000,2,0
884101,2,2,1,1,1,1,12,8,36,2,,15000,2,0
884117,1,1,1,1,2,2,8,3,40,2,,7000,2,0
884161,1,1,1,1,1,1,12,7,60,1,20,48000,1,2000
884168,1,1,1,1,1,1,12,6,40,2,,23500,1,120
884168,2,1,1,1,1,1,12,6,40,2,,15600,2,0
884205,1,1,1,1,1,1,12,8,36,2,,20000,1,500
884205,2,1,1,2,1,1,12,8,20,2,,15700,2,0
884232,2,1,1,1,1,1,12,4,50,2,,39000,2,0
884235,1,1,1,1,1,1,12,6,40,2,,20000,2,0
884247,1,1,1,1,1,1,12,7,40,2,,24000,2,0
884247,2,2,1,2,1,1,12,7,26,2,,20000,2,0
884251,3,1,1,1,1,1,12,2,30,2,,20000,2,0
884251,4,1,1,1,1,1,12,2,36,2,,24000,2,0
884260,1,1,1,1,1,1,12,1,30,2,,14000,2,0
884269,1,1,1,1,2,1,12,3,30,2,,16000,2,0
884297,1,1,1,2,2,3,,2,15,2,,3600,2,0
884297,2,1,1,2,2,3,,2,20,2,,3850,2,0
884357,1,1,1,1,1,1,12,7,36,2,,17000,2,0
884383,1,1,1,2,1,1,12,4,20,2,,9000,2,0
884440,2,1,1,1,1,1,12,3,40,2,,30000,2,0
884503,1,1,1,1,1,1,12,5,40,1,4,14400,2,0
884503,2,1,1,1,1,2,11,5,40,2,,14000,2,0
884537,1,1,1,1,2,1,12,2,35,2,,15000,2,0
884570,1,1,1,1,1,1,12,2,40,2,,6000,2,0
884640,3,1,1,1,1,1,12,5,40,2,,17000,2,0
884678,1,1,1,1,1,1,12,2,40,1,2,18000,2,0
884685,1,1,1,1,1,1,12,3,40,1,2,19000,2,0
884685,2,2,1,1,1,1,12,2,40,1,3,19000,2,0
884703,1,1,1,1,1,1,12,8,36,2,,26000,2,0
884703,2,1,1,1,1,1,12,8,36,2,,14000,2,0
884717,1,1,1,1,1,1,12,2,48,2,,13000,2,0
884780,1,1,1,2,2,2,10,8,24,2,,11000,2,0
884878,1,1,1,1,1,1,12,1,60,2,,12350,2,0
884879,1,1,1,1,1,1,12,5,40,2,,23000,2,0
884902,2,1,1,2,1,1,12,4,35,1,0,10500,2,0
884907,2,1,1,1,1,1,12,6,40,2,,20000,2,0
884907,5,1,1,1,1,1,12,4,40,2,,18000,2,0
884909,2,2,1,2,1,1,12,5,12,2,,9000,2,0
884932,1,1,1,1,1,1,12,5,40,2,,21000,2,0
884932,2,1,1,1,1,1,12,5,40,2,,22000,2,0
884945,1,1,1,2,1,1,12,1,25,2,,9700,2,0
884972,1,1,1,1,1,1,12,8,36,1,10,22000,1,1300
884983,2,1,1,1,1,1,12,8,36,2,,18000,1,60
885037,1,1,1,1,2,2,3,8,25,2,,3900,2,0
885037,2,1,1,1,1,1,12,8,30,2,,20000,2,0
885040,2,1,1,2,2,2,6,2,20,2,,2000,2,0
885045,1,1,1,1,1,1,12,8,36,2,,16650,2,0
885045,2,1,1,1,1,1,12,8,40,2,,19500,2,0
885047,1,1,1,1,1,1,12,2,38,2,,28000,2,0
885064,1,1,1,1,1,1,12,2,35,2,,26500,2,0
885219,1,1,1,1,1,1,12,4,40,2,,18000,2,0
885318,1,1,1,1,1,1,12,8,40,2,,30000,2,0
885346,4,1,1,1,1,1,12,4,40,2,,12000,2,0
885353,1,1,1,1,1,1,12,8,25,2,,21500,2,0
885353,2,1,1,1,2,1,12,7,40,2,,15500,2,0
885364,1,1,1,1,1,1,12,7,40,2,,20000,2,0
885364,2,2,1,1,1,1,12,5,50,2,,30000,2,0
885422,1,1,1,1,1,1,12,8,40,1,8,32000,2,0
885422,2,2,1,2,1,2,9,8,18,2,,5000,2,0
885504,2,1,1,1,1,1,12,8,70,2,,42000,1,600
885516,1,1,1,1,1,1,12,2,50,1,4,32000,1,3000
885596,2,1,1,1,1,1,12,2,50,1,10,20000,2,0
885609,2,1,1,2,3,1,12,3,36,2,,7000,2,0
885625,1,1,1,2,1,1,12,7,20,2,,14040,2,0
885625,2,1,1,2,1,1,12,7,16,2,,9750,2,0
885633,1,1,1,1,1,1,12,7,38,2,,14300,2,0
885633,2,1,1,2,1,1,12,7,25,2,,11500,2,0
885634,1,1,1,1,1,1,12,7,35,2,,30000,2,0
885634,2,2,1,2,1,2,10,7,17,2,,6000,2,0
885639,1,1,1,2,1,1,12,2,30,2,,19200,2,0
885639,2,1,1,1,1,1,12,4,46,1,6,20500,2,0
885646,2,1,1,1,1,1,12,7,40,2,,22100,2,0
885646,4,1,1,1,2,2,8,5,36,2,,8800,2,0
885652,1,1,1,1,1,1,12,3,36,2,,14300,2,0
885661,1,1,1,1,1,1,12,8,12,2,,20000,2,0
885672,1,1,1,1,1,1,12,8,60,1,15,38000,2,0
885672,2,1,1,1,1,1,12,8,50,2,,60000,2,0
885688,1,1,1,1,1,1,12,2,36,2,,7000,2,0
885693,1,1,1,1,1,1,12,6,40,2,,21000,2,0
885697,2,1,1,2,1,1,12,2,24,2,,11000,2,0
885709,1,1,1,1,1,1,12,8,40,2,,33000,2,0
885709,2,1,1,1,1,1,12,8,40,2,,32000,2,0
885709,3,1,1,1,1,1,12,8,40,2,,25000,2,0
885732,2,1,1,1,1,1,12,8,40,2,,16000,2,0
885732,3,1,1,1,1,1,12,8,36,2,,19000,2,0
885736,3,1,1,2,2,3,,8,30,2,,7500,2,0
885745,1,1,1,1,1,1,12,8,40,2,,25000,2,0
885745,2,1,1,1,2,1,12,8,30,2,,9000,2,0
885746,1,1,1,1,1,1,12,8,40,1,2,18000,1,
885779,3,1,1,1,1,1,12,7,40,1,5,28000,2,0
885795,1,1,1,1,1,1,12,1,41,1,2,14000,2,0
885795,2,1,1,1,1,1,12,5,40,2,,18500,2,0
885802,2,2,1,2,1,1,12,2,10,2,,4000,2,0
885803,2,1,1,1,1,1,12,2,60,2,,14000,2,0
885835,1,1,1,1,1,1,12,7,40,1,1,22000,1,1200
885868,2,1,1,2,1,1,12,8,27,2,,10800,2,0
885878,3,3,1,1,1,1,12,4,40,2,,13000,2,0
885887,1,1,1,1,1,1,12,7,38,2,,44000,1,1500
885887,2,1,1,1,1,1,12,1,40,2,,20000,2,0
885935,1,1,1,2,1,1,12,4,24,2,,11000,2,0
885956,1,1,1,2,1,1,12,6,18,1,2,8100,2,0
885956,2,1,1,1,1,1,12,5,40,1,5,25000,2,0
886098,2,1,1,1,1,1,12,5,40,2,,16000,2,0
886113,1,1,1,1,1,1,12,5,40,2,,13120,1,3000
886121,1,1,1,1,1,1,12,1,40,2,,12350,2,0
886172,1,1,1,1,1,1,12,7,40,1,1,20000,2,0
886226,1,1,1,1,1,1,12,6,38,2,,16500,2,0
886229,1,1,1,1,1,1,12,4,40,2,,26000,1,2000
886233,1,1,1,2,1,1,12,2,30,2,,7000,2,0
886234,1,1,1,1,2,2,3,2,40,2,,8500,2,0
886273,1,1,1,1,1,1,12,8,46,1,2,21000,2,0
886282,2,1,1,1,1,1,12,2,48,2,,21500,2,0
886342,1,1,1,1,1,1,12,1,40,2,,14000,2,0
886365,2,1,1,2,1,1,12,2,30,2,,10800,2,0
886365,3,1,1,1,1,1,12,1,40,2,,12000,2,0
886419,2,1,1,1,1,1,12,8,40,1,2,18720,1,730
886419,3,3,1,1,2,2,9,1,45,2,,6500,2,0
886427,2,2,1,1,1,1,12,1,40,1,0,18000,2,0
886443,3,1,1,1,1,2,6,3,40,2,,13000,2,0
886457,1,1,1,1,1,1,12,2,38,2,,19000,2,0
886457,2,1,1,1,1,1,12,7,38,1,4,20000,1,250
886567,1,1,1,1,2,1,12,4,40,2,,14000,2,0
886604,2,2,1,1,1,1,12,7,40,1,0,17000,1,
886606,2,2,1,1,1,1,12,2,42,1,2,17000,2,0
886606,3,1,1,1,1,1,12,6,40,2,,16000,2,0
886654,1,1,1,1,1,1,12,3,40,2,,18000,2,0
886656,1,1,1,1,1,1,12,2,40,2,,16000,2,0
886682,1,1,1,1,1,1,12,2,30,2,,13000,2,0
886721,1,1,1,1,1,1,12,6,36,1,2,24000,1,200
886740,2,2,1,2,2,1,12,7,22,2,,11500,2,0
886741,2,1,1,1,1,1,12,6,40,2,,12000,2,0
886744,1,1,1,1,1,1,12,8,24,1,12,32000,2,0
886744,2,2,1,1,1,1,12,8,18,2,,23000,2,0
886748,1,1,1,2,1,1,12,6,30,1,4,16200,2,0
886748,3,1,1,1,2,2,10,5,36,2,,15000,2,0
886789,1,1,1,1,1,1,12,8,36,1,3,22000,2,0
886797,1,1,1,1,1,1,12,8,36,2,,16000,2,0
886797,2,1,1,1,1,1,12,8,40,2,,20000,2,0
886822,3,1,1,1,1,1,12,6,40,2,,18000,2,0
886851,3,2,1,1,1,1,12,7,60,2,,20000,2,0
886884,1,1,1,1,1,1,12,8,36,2,,19500,2,0
886918,1,1,1,1,1,1,12,5,38,2,,19000,2,0
886923,1,1,1,1,1,1,12,6,50,2,,42000,2,0
886932,2,1,1,1,1,1,12,2,38,2,,13300,2,0
886938,1,1,1,1,1,1,12,7,35,2,,24000,2,0
886938,2,1,1,2,1,1,12,2,28,2,,13000,2,0
886976,2,1,1,1,1,1,12,2,45,2,,25000,2,0
886993,1,1,1,1,1,1,12,7,40,2,,27000,1,1200
887021,2,1,1,2,1,1,12,2,30,2,,10000,2,0
887063,1,1,1,1,2,2,6,5,36,1,2,8000,2,0
887068,1,1,1,2,3,3,,3,10,2,,1500,2,0
887175,1,1,1,2,1,2,6,1,25,2,,6000,2,0
887235,1,1,1,1,1,1,12,8,30,2,,26000,2,0
887235,2,1,1,1,1,1,12,8,30,2,,26000,2,0
887287,1,1,1,1,1,1,12,3,40,2,,22000,2,0
887287,2,2,1,1,1,1,12,3,40,2,,21000,2,0
887294,1,1,1,1,1,1,12,1,40,2,,18000,2,0
887302,1,1,1,1,1,1,12,1,40,2,,18000,2,0
887307,1,1,1,1,1,1,12,1,40,2,,18000,2,0
887355,1,1,1,1,2,3,,3,40,2,,8000,2,0
887357,1,1,1,1,1,1,12,1,36,1,2,14300,2,0
887377,2,1,1,1,1,1,12,2,36,2,,18200,2,0
887397,1,1,1,2,2,2,8,7,18,2,,6400,2,0
887444,1,1,1,1,2,1,12,2,40,2,,10000,2,0
887460,2,1,1,1,1,1,12,7,34,2,,27000,1,1200
887478,1,1,1,1,1,1,12,7,45,1,6,22600,1,726
887486,1,1,1,1,1,1,12,4,36,1,2,13600,2,0
887489,2,1,1,1,2,1,12,1,30,2,,5200,2,0
887489,3,1,1,1,1,1,12,2,36,2,,11000,2,0
887489,4,1,1,1,2,2,9,2,36,2,,7200,2,0
887498,1,1,1,1,1,1,12,8,27,1,0,25000,2,0
887498,2,1,1,1,1,1,12,8,33,2,,25000,2,0
887557,1,1,1,1,1,1,12,6,40,2,,20000,2,0
887564,1,1,1,2,1,1,12,3,24,2,,9600,2,0
887611,1,1,1,1,2,2,6,6,40,2,,6900,2,0
887611,2,2,1,2,1,1,12,4,32,2,,11000,2,0
887632,1,1,1,1,1,1,12,8,36,1,0,25000,2,0
887655,1,1,1,2,2,1,12,6,24,1,0,12000,2,0
887684,1,1,1,1,1,1,12,8,37,1,1,16800,2,0
887700,1,1,1,1,3,1,12,6,40,1,5,16800,2,0
887700,2,1,1,2,1,1,12,4,28,2,,9600,2,0
887700,3,1,1,1,1,1,12,6,40,2,,15000,2,0
887701,1,1,1,1,1,1,12,2,40,2,,14600,2,0
887711,1,1,1,1,1,2,3,1,40,2,,3000,2,0
887711,2,2,1,2,2,2,2,4,40,2,,1120,2,0
887712,1,1,1,1,1,1,12,6,40,1,8,25000,2,0
887734,1,1,1,2,2,2,7,4,20,2,,10000,2,0
887734,2,1,1,1,1,1,12,6,40,2,,25000,2,0
887736,1,1,1,2,1,1,12,8,10,2,,14000,2,0
887738,2,1,2,2,1,3,,4,15,2,,3600,2,0
887755,1,1,1,1,1,1,12,1,40,2,,14000,2,0
887762,1,1,1,1,1,1,12,3,35,2,,14000,2,0
887773,2,2,1,1,2,1,12,6,40,2,,16500,2,0
887785,1,1,1,2,1,1,12,1,24,2,,8000,2,0
887785,2,1,1,1,2,1,12,2,40,2,,9000,2,0
887787,2,2,1,1,1,1,12,8,28,2,,22000,2,0
887801,1,1,1,1,1,1,12,7,40,2,,24500,2,0
887801,3,1,1,1,1,1,12,7,40,1,10,18000,2,0
887818,1,1,1,1,1,1,12,8,40,2,,40000,2,0
887821,1,1,1,1,1,1,12,7,50,2,,55000,2,0
887821,2,1,1,1,1,1,12,7,50,2,,40000,2,0
887863,2,1,1,1,1,1,12,7,40,2,,30000,2,0
887915,1,1,1,1,1,1,12,7,40,2,,16000,2,0
888046,1,1,1,1,1,1,12,5,40,2,,22000,2,0
888046,2,1,1,1,1,1,12,8,40,2,,18000,2,0
888073,2,2,1,1,1,1,12,2,40,2,,14300,2,0
888110,1,1,1,1,2,1,12,1,60,2,,10000,2,0
888112,1,1,1,1,2,1,12,3,40,1,6,20000,2,0
888178,2,1,1,1,1,1,12,1,30,2,,18000,2,0
888185,1,1,1,1,1,1,12,2,18,2,,18000,2,0
888185,2,1,1,1,1,1,12,8,30,1,10,30000,2,0
888269,1,1,1,2,1,1,12,3,25,2,,13000,2,0
888272,2,1,1,2,2,2,6,2,20,2,,3000,2,0
888284,1,1,1,1,2,1,12,1,40,2,,13000,2,0
888304,2,1,1,1,1,1,12,2,40,2,,13500,2,0
888377,1,1,1,1,1,1,12,8,48,1,15,30000,2,0
888390,2,1,1,1,1,2,8,6,40,2,,8800,2,0
888400,4,3,1,1,2,1,12,6,40,2,,15000,2,0
888413,3,2,1,1,1,1,12,5,40,2,,13000,1,
888416,1,1,1,1,3,3,,4,40,2,,8000,2,0
888416,2,2,1,2,1,1,12,7,20,2,,7000,2,0
888416,4,4,1,1,1,1,12,7,40,2,,20500,1,430
888425,1,1,1,1,1,1,12,6,39,2,,22000,2,0
888425,2,1,1,1,1,1,12,5,38,2,,18000,2,0
888430,1,1,1,1,1,1,12,8,40,2,,30000,1,
888430,2,1,1,2,1,1,12,5,20,2,,15000,2,0
888448,1,1,1,1,1,1,12,5,40,2,,27000,1,
888448,2,2,1,2,1,1,12,1,15,2,,6500,2,0
888451,1,1,1,1,2,1,12,7,40,2,,17000,1,
888451,2,2,1,2,1,1,12,6,37,2,,17000,1,
888452,1,1,1,1,1,1,12,5,40,2,,20000,2,0
888452,2,1,1,2,1,1,12,4,20,2,,15000,2,0
888455,1,1,1,1,1,1,12,4,40,2,,45000,1,
888455,2,1,1,1,1,1,12,1,40,2,,20000,2,0
888465,1,1,1,2,1,1,12,7,15,2,,8000,2,0
888465,2,2,1,1,1,1,12,2,50,2,,20000,2,0
888515,1,1,1,1,1,1,12,6,39,1,1,16500,1,430
888517,1,1,1,1,1,2,6,2,38,1,0,12400,2,0
888517,2,2,1,1,1,1,12,6,40,1,6,24000,2,0
888606,1,1,1,1,1,1,12,8,27,2,,18000,2,0
888606,2,1,1,1,1,1,12,7,42,1,6,20800,2,0
888695,2,2,1,1,1,1,12,7,36,2,,20000,2,0
888699,1,1,1,1,1,1,12,4,44,2,,15500,2,0
888729,1,1,1,1,2,2,3,1,40,2,,3800,2,0
888748,1,1,1,1,1,1,12,6,40,2,,23170,2,0
888748,2,1,1,1,1,1,12,6,40,2,,17580,2,0
888772,1,1,1,1,1,1,12,4,50,1,10,38200,2,0
888772,2,1,1,1,1,1,12,5,46,1,6,22700,2,0
888773,3,1,1,1,1,1,12,6,40,2,,16600,2,0
888778,1,1,1,1,1,1,12,6,40,2,,16630,2,0
888778,2,1,1,2,1,1,12,6,26,2,,7610,2,0
888806,2,1,1,2,1,1,12,5,25,2,,18200,2,0
888823,2,1,1,1,1,1,12,2,40,2,,21000,2,0
888843,1,1,1,1,1,1,12,8,36,1,1,19000,2,0
888989,1,1,1,1,2,1,12,1,45,2,,12000,2,0
888997,1,1,1,1,1,1,12,1,40,2,,11700,2,0
888997,2,1,1,2,2,1,12,1,12,2,,2880,2,0
889010,1,1,1,1,1,1,12,5,40,2,,18000,2,0
889047,1,1,1,1,1,1,12,1,40,2,,16500,2,0
889047,2,1,1,1,2,2,9,8,35,2,,10000,2,0
889095,2,1,1,2,1,1,12,2,20,2,,6000,1,
889172,1,1,1,2,2,1,12,1,8,2,,3500,2,0
889192,1,1,1,1,1,1,12,2,40,2,,14000,2,0
889199,1,1,1,1,1,1,12,2,40,2,,13000,2,0
889202,2,1,1,1,1,1,12,8,30,2,,18000,2,0
889217,1,1,1,1,1,1,12,8,36,1,5,30000,2,0
889284,1,1,1,1,2,1,12,1,35,2,,18000,2,0
889377,3,2,1,1,1,1,12,4,40,2,,15000,2,0
889378,1,1,1,2,1,1,12,2,30,2,,13000,2,0
889378,2,2,1,1,2,2,7,1,40,2,,7000,2,0
889392,1,1,1,1,1,1,12,8,36,2,,22000,1,
889402,1,1,1,2,1,1,12,8,24,2,,15000,2,0
889402,2,1,1,1,1,1,12,2,40,2,,24000,2,0
889407,2,1,1,2,2,2,6,6,40,2,,7200,2,0
889497,1,1,1,1,1,1,12,7,40,2,,26000,2,0
889537,1,1,1,2,2,1,12,1,5,2,,2000,2,0
889537,3,1,1,1,2,1,12,2,36,2,,17000,2,0
889583,2,1,1,1,1,1,12,6,40,2,,17000,2,0
889583,3,1,1,1,1,1,12,3,40,2,,17500,2,0
889616,4,1,1,1,1,1,12,7,40,2,,20000,2,0
889618,1,1,1,2,1,1,12,5,20,2,,11000,2,0
889618,2,1,1,2,2,2,6,2,25,2,,3600,2,0
889623,1,1,1,1,1,1,12,8,36,1,1,36000,2,0
889702,1,1,1,1,2,2,8,1,40,1,7,5600,2,0
889704,1,1,1,1,1,1,12,1,40,2,,17000,2,0
889706,1,1,1,1,1,1,12,4,40,2,,16000,2,0
889706,2,2,1,1,1,1,12,4,40,2,,14000,2,0
889707,2,1,1,1,1,1,12,8,40,1,10,19500,1,500
889709,2,2,1,2,1,2,7,2,21,2,,6700,2,0
889709,3,2,1,1,2,2,6,2,40,2,,7200,2,0
889710,1,1,1,1,2,2,8,2,40,2,,7000,2,0
889710,2,1,1,1,1,1,12,2,40,1,0,16000,2,0
889711,2,1,1,2,2,1,12,1,15,2,,4000,2,0
889713,1,1,1,1,1,1,12,2,36,2,,12000,2,0
889714,1,1,1,1,1,1,12,2,40,1,10,25000,2,0
889714,2,1,1,2,1,1,12,1,20,2,,8000,2,0
889715,1,1,1,1,1,1,12,7,50,1,5,25000,2,0
889716,2,1,1,1,1,1,12,4,40,2,,20000,2,0
889717,1,1,1,1,1,1,12,4,50,2,,22000,2,0
889717,2,1,1,1,2,1,12,6,40,2,,17000,2,0
889719,1,1,1,2,1,1,12,2,22,2,,7800,1,
889719,2,1,1,1,1,1,12,2,48,2,,15600,2,0
889720,1,1,1,2,1,1,12,2,30,1,0,12000,2,0
889720,2,1,1,2,1,1,12,1,45,2,,10800,2,0
889721,2,1,1,1,1,1,12,7,50,2,,36000,1,2500
889722,1,1,1,1,2,1,12,6,36,2,,25000,2,0
889722,2,1,1,1,1,1,12,5,40,2,,5950,2,0
889727,2,1,1,1,1,1,12,4,40,2,,23500,2,0
889733,2,1,1,1,1,1,12,6,40,1,0,17400,2,0
889734,1,1,1,1,1,1,12,2,36,2,,14500,1,500
889735,2,1,1,1,1,1,12,5,36,2,,17000,2,0
889738,1,1,1,2,2,1,12,2,20,2,,6600,2,0
889739,1,1,1,1,1,1,12,4,50,2,,24000,1,1200
889739,2,1,1,1,1,1,12,7,50,2,,30000,1,1600
889740,1,1,1,1,2,1,12,7,40,2,,10400,2,0
889741,1,1,1,1,2,1,12,3,36,2,,14000,2,0
889743,1,1,1,2,2,2,6,7,30,2,,16000,2,0
889745,1,1,1,2,2,3,,1,16,2,,5000,2,0
889746,1,1,1,2,2,3,,2,16,2,,1500,2,0
890016,2,1,1,1,1,1,12,8,36,2,,22000,1,1000
890016,3,1,1,1,1,1,12,2,40,2,,20000,2,0
890016,4,1,1,1,2,1,12,2,40,2,,13000,2,0
890021,1,1,1,1,1,1,12,5,42,1,2,18000,2,0
890022,1,1,1,1,1,1,12,4,36,2,,23000,2,0
890022,2,1,1,2,3,3,,1,30,2,,5000,2,0
890030,1,1,1,1,2,3,,1,12,2,,3000,2,0
890030,2,1,1,2,2,2,6,2,20,2,,5000,2,0
890030,3,1,1,1,1,1,12,2,40,1,2,13000,2,0
890041,1,1,1,1,2,3,,2,70,2,,7000,2,0
890042,1,1,1,1,1,1,12,8,36,1,1,24000,2,0
890042,2,1,1,1,1,1,12,8,36,2,,20000,2,0
890046,2,1,1,1,1,1,12,1,45,2,,11000,2,0
890055,2,1,1,1,1,1,12,2,48,2,,18000,2,0
890067,3,3,1,1,3,3,,1,60,2,,8000,2,0
890068,1,1,1,1,1,1,12,7,48,2,,18000,2,0
890074,3,1,1,1,3,1,12,1,60,2,,17000,2,0
890101,1,1,1,1,1,1,12,8,36,2,,18000,2,0
890108,1,1,1,2,1,1,12,7,20,2,,9000,2,0
890108,2,2,1,2,1,1,12,1,25,2,,8000,2,0
890112,1,1,1,2,1,2,7,6,5,2,,700,2,0
890112,2,1,1,1,1,1,12,5,40,2,,20000,2,0
890112,3,1,1,1,3,1,12,1,40,2,,8400,2,0
890117,2,1,1,1,1,1,12,6,40,2,,11000,2,0
890117,3,3,1,1,2,3,,4,42,2,,2000,2,0
890117,4,1,1,1,2,2,10,3,30,2,,4000,2,0
890131,2,1,1,2,1,1,12,1,20,2,,7200,2,0
890144,1,1,1,2,1,1,12,4,30,1,5,14000,2,0
890144,2,2,1,2,1,1,12,3,36,2,,8400,1,450
890160,2,1,1,2,2,1,12,1,18,2,,7200,2,0
890162,2,1,1,1,2,1,12,2,40,2,,16000,2,0
890166,2,1,1,1,1,1,12,2,48,2,,20000,1,400
890219,4,1,1,1,1,1,12,2,40,2,,12000,2,0
890225,3,1,1,2,1,1,12,2,30,2,,5000,2,0
