nquest,pubblico,conspub,mesiconspub,conspcome,vuoimpre,NOIMPRE1,NOIMPRE2,NOIMPRE3,NOIMPRE4,NOIMPRE5,NOIMPRE6,NOIMPRE7,NOIMPRE8,SIMPRE1,SIMPRE2,SIMPRE3,SIMPRE4,SIMPRE5,pubpriv,scelpub,motpa1,motpa2,motpa3,motpa4,motpa5,motpa6,motpa7,motpa8,lavpa,scelpriv,motpriv1,motpriv2,motpriv3,motpriv4,motpriv5,motpriv6,motpriv7,motpriv8,varred,varredb,motdim,varredf,varredfb,aspred,varreda,motaum,varredfa
878400,2,2,,,2,2,5,2,2,5,5,2,5,,,,,,,,,,,,,,,,1,1,,,,,,,,,3,5000,1,1,,3,,,50
878452,1,1,4,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,3,3000,1,3,10,1,,,
878475,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
878502,2,1,1,1,2,1,5,3,3,5,5,5,3,,,,,,,,,,,,,,,,2,2,5,1,1,1,1,1,1,1,2,,,2,,1,,,
878503,,2,,,1,,,,,,,,,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
878506,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,1,1,5,1,2,,,2,,1,,,
878510,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
878513,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
878517,2,2,,,2,3,4,4,4,5,5,5,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,1,,,3,20,1,7200,1,
878518,1,1,2,2,2,5,5,1,1,2,2,4,2,,,,,,1,2,5,4,2,5,4,5,5,4,,,,,,,,,,,2,,,2,,1,,,
878526,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
878552,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
878555,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,2,5,2,1,4,5,5,3,500,8,3,5,1,,,
878572,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,500,7,2,,1,,,
878573,2,2,,,2,4,4,4,2,4,4,4,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
878582,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1300,1,2,,3,,,
878598,2,2,,,2,4,4,3,3,4,4,3,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
878599,2,2,,,2,4,2,4,2,4,4,4,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
878617,,2,,,,,,,,,,,,5,5,5,5,1,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
878648,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
878684,1,1,5,2,2,5,5,5,1,5,5,3,2,,,,,,2,2,2,2,2,2,2,5,4,4,,,,,,,,,,,2,,,3,5,1,,,
878727,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,4,3,3,3,3,4,2,,,2,,2,,,
878738,2,2,,,2,4,5,1,1,4,3,1,1,,,,,,,,,,,,,,,,2,2,3,4,4,3,3,3,3,4,2,,,2,,2,,,
878739,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
878750,1,1,24,1,,,,,,,,,,,,,,,2,2,5,4,4,3,3,5,3,3,,,,,,,,,,,3,5000,1,2,,2,,,
878751,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,4,4,4,3,3,5,2,,,2,,2,,,
878768,,2,,,,,,,,,,,,3,3,2,2,3,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
878777,2,2,,,2,3,3,2,2,3,3,3,2,,,,,,,,,,,,,,,,2,2,3,3,3,2,2,3,3,3,2,,,2,,2,,,
878783,1,2,,,2,3,3,3,2,2,3,3,3,,,,,,2,2,3,3,3,4,3,3,3,3,,,,,,,,,,,2,,,2,,2,,,
878790,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1000,8,2,,2,,,
878799,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
878811,,2,,,2,4,3,3,3,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,3,8000,1,5
878831,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,3,4,4,3,2,2,3,2,,,2,,1,,,
878833,2,2,,,2,4,4,2,2,3,3,3,3,,,,,,,,,,,,,,,,2,2,4,3,3,4,4,2,2,3,3,5000,1,3,10,1,,,
878834,2,2,,,2,4,5,5,5,5,5,2,4,,,,,,,,,,,,,,,,2,2,4,4,2,3,5,3,2,2,2,,,2,,1,,,
878838,2,2,,,2,3,4,3,3,2,2,2,1,,,,,,,,,,,,,,,,2,2,4,4,4,4,2,3,3,3,2,,,2,,1,,,
878848,,2,,,2,5,5,2,5,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,10,1,,,
878869,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
878873,,2,,,2,5,5,2,4,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,30,1,,,
878874,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
878883,,2,,,,,,,,,,,,5,2,2,1,4,,,,,,,,,,,,,,,,,,,,,3,2000,2,1,,1,,,20
878956,2,2,,,2,4,3,4,4,4,3,3,4,,,,,,,,,,,,,,,,2,2,4,5,5,4,4,4,4,5,2,,,2,,2,,,
878959,1,1,4,2,,,,,,,,,,,,,,,2,2,4,4,3,3,4,4,4,4,,,,,,,,,,,2,,,2,,2,,,
878966,2,2,,,2,2,4,3,2,5,3,3,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,4000,1,1,,1,,,30
878970,2,2,,,2,4,4,3,4,4,3,4,4,,,,,,,,,,,,,,,,2,2,4,4,3,4,4,4,4,4,3,1000,7,3,10,4,,,
878981,,2,,,,,,,,,,,,4,4,3,4,2,,,,,,,,,,,,,,,,,,,,,2,,,1,,2,,,20
879018,2,1,6,2,2,2,5,2,1,4,4,3,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,4,,4,,,
879023,,2,,,1,,,,,,,,,3,4,3,4,4,,,,,,,,,,,,,,,,,,,,,4,,,2,,1,,,
879047,1,1,6,1,,,,,,,,,,,,,,,2,2,4,4,3,4,3,4,5,4,,,,,,,,,,,2,,,2,,1,,,
879052,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
879066,2,1,3,3,1,,,,,,,,,1,5,3,4,2,,,,,,,,,,,2,2,1,4,4,1,1,1,3,1,3,15000,1,1,,3,,,80
879069,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
879110,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
879152,,1,1,1,1,,,,,,,,,1,5,2,1,1,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
879168,1,2,,,,,,,,,,,,,,,,,2,2,3,3,3,4,4,4,4,4,,,,,,,,,,,2,,,2,,2,,,
879185,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,10,1,,,
879192,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
879217,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,1,,,10
879229,1,1,6,2,2,3,4,4,4,3,3,4,2,,,,,,1,2,3,4,2,4,5,5,5,2,,,,,,,,,,,2,,,1,,3,,,30
879235,1,1,6,2,,,,,,,,,,,,,,,1,2,5,4,5,2,2,5,5,3,,,,,,,,,,,2,,,2,,1,,,
879257,2,1,3,3,1,,,,,,,,,1,5,5,5,2,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
879258,1,1,3,2,2,2,5,1,1,1,1,1,1,,,,,,1,2,5,4,2,5,2,4,4,5,,,,,,,,,,,2,,,2,,1,,,
879275,2,2,,,2,4,5,1,5,2,2,4,3,,,,,,,,,,,,,,,,2,2,4,4,1,5,5,2,4,3,2,,,2,,3,,,
879302,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,4,4,4,4,4,4,2,,,2,,1,,,
879310,1,1,1,1,2,5,1,5,2,5,5,5,1,,,,,,2,2,1,1,1,1,1,4,1,1,,,,,,,,,,,2,,,2,,2,,,
879319,1,1,12,2,2,4,5,1,3,5,5,1,1,,,,,,2,2,5,5,5,3,1,5,4,1,,,,,,,,,,,3,1200,8,2,,1,,,
879391,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
879407,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4,,4,,,
879422,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1000,2,4,,1,,,
879430,2,2,,,2,4,3,4,4,4,4,2,4,,,,,,,,,,,,,,,,2,2,3,3,3,5,5,3,3,3,2,,,2,,1,,,
879441,2,2,,,2,2,3,3,3,3,3,3,4,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,1,,,3,50,1,5000,7,
879449,1,1,3,2,2,4,4,3,3,3,3,2,3,,,,,,1,1,,,,,,,,,,,,,,,,,,,3,4000,7,2,,1,,,
879452,2,2,,,1,,,,,,,,,1,4,4,4,2,,,,,,,,,,,2,1,,,,,,,,,2,,,3,10,1,,,
879453,1,1,6,2,,,,,,,,,,,,,,,2,2,4,3,3,3,2,5,5,3,,,,,,,,,,,3,5000,1,4,,1,,,
879454,2,2,,,2,4,4,4,4,4,4,3,4,,,,,,,,,,,,,,,,2,2,3,3,3,2,3,3,2,3,2,,,2,,1,,,
879458,2,2,,,2,4,3,4,5,5,5,3,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
879470,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,20,1,,,
879484,,2,,,1,,,,,,,,,1,5,4,3,1,,,,,,,,,,,,,,,,,,,,,3,30000,2,2,,2,,,
879487,2,2,,,1,,,,,,,,,1,5,5,5,1,,,,,,,,,,,2,2,1,3,1,1,4,3,3,5,3,5000,1,1,,2,,,10
879494,1,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
879503,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
879507,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6000,1,3,30,1,,,
879509,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
879523,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
879529,2,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,5,3,3,5,2,5,5,2,,,3,2,1,,,
879534,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
879543,1,2,,,,,,,,,,,,,,,,,2,2,4,3,2,4,4,4,2,4,,,,,,,,,,,2,,,2,,2,,,
879552,1,2,,,,,,,,,,,,,,,,,2,2,5,4,4,5,5,5,4,4,,,,,,,,,,,2,,,2,,2,,,
879563,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
879565,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
879568,2,2,,,2,2,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,4000,1,2,,1,,,
879591,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7000,1,2,,1,,,
879620,1,1,3,2,2,4,3,2,3,5,5,4,4,,,,,,1,2,5,5,5,5,5,5,5,5,,,,,,,,,,,3,3500,7,3,4,1,,,
879636,,2,,,,,,,,,,,,1,4,4,4,3,,,,,,,,,,,,,,,,,,,,,3,10000,1,3,10,1,,,
879638,,2,,,,,,,,,,,,5,5,5,2,2,,,,,,,,,,,,,,,,,,,,,3,15000,7,3,15,1,,,
879667,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,1,,1,,,10
879676,2,2,,,2,2,4,4,4,4,4,2,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
879678,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11000,6,2,,2,,,
879681,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
879705,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,4,5,2,1,2,4,1,2,,,2,,1,,,
879710,2,2,,,1,,,,,,,,,1,4,4,5,4,,,,,,,,,,,2,1,,,,,,,,,2,,,3,30,2,,,
879725,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10000,1,3,10,1,,,
879743,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,3,3,4,3,3,3,2,,,2,,2,,,
879747,1,2,,,,,,,,,,,,,,,,,2,2,5,5,4,3,2,2,5,4,,,,,,,,,,,3,30000,6,2,,1,,,
879817,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
879832,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
879837,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
879840,1,1,1,1,2,3,5,4,5,5,5,2,3,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
879844,1,1,2,2,2,4,4,5,5,5,4,3,4,,,,,,2,2,5,5,4,4,4,4,4,4,,,,,,,,,,,2,,,2,,2,,,
879861,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
879883,1,2,,,,,,,,,,,,,,,,,2,2,4,4,4,4,4,4,4,4,,,,,,,,,,,2,,,2,,1,,,
879931,2,2,,,1,,,,,,,,,1,5,4,4,5,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,3,,,
879943,2,2,,,1,,,,,,,,,1,5,4,5,1,,,,,,,,,,,2,2,3,4,4,2,1,3,1,3,2,,,2,,1,,,
879946,2,2,,,2,4,5,3,2,5,5,4,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
879951,,2,,,1,,,,,,,,,2,5,4,4,4,,,,,,,,,,,,,,,,,,,,,2,,,3,10,1,,,
879958,,2,,,,,,,,,,,,1,5,4,3,2,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
880003,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,4,2,2,2,2,2,2,2,,,2,,1,,,
880012,1,1,6,2,,,,,,,,,,,,,,,1,2,5,3,3,4,5,3,2,2,,,,,,,,,,,2,,,2,,2,,,
880033,2,2,,,2,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,2,2,4,4,4,4,4,4,4,4,2,,,2,,2,,,
880040,2,2,,,2,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,2,2,4,4,4,4,4,4,4,4,2,,,2,,2,,,
880042,1,1,2,1,2,5,5,5,5,5,5,5,5,,,,,,2,2,4,4,4,4,4,4,4,4,,,,,,,,,,,2,,,2,,2,,,
880066,2,2,,,2,5,5,2,2,2,2,2,2,,,,,,,,,,,,,,,,2,2,3,4,4,4,4,4,4,4,2,,,2,,1,,,
880072,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
880090,,2,,,,,,,,,,,,5,5,3,2,3,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
880091,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
880103,,2,,,2,4,5,2,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
880122,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
880123,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
880167,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,3,,,
880173,,2,,,,,,,,,,,,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,2,,,3,10,1,,,
880181,1,2,,,2,5,4,4,4,2,2,4,2,,,,,,1,2,4,4,4,4,3,4,4,4,,,,,,,,,,,2,,,2,,2,,,
880182,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
880186,1,2,,,,,,,,,,,,,,,,,2,2,5,5,2,5,5,5,2,2,,,,,,,,,,,2,,,2,,3,,,
880207,1,1,3,1,2,4,5,3,3,4,4,3,4,,,,,,2,2,5,4,3,3,4,4,5,4,,,,,,,,,,,2,,,2,,1,,,
880223,2,2,,,1,,,,,,,,,2,5,4,1,5,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
880243,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
880244,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
880245,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
880252,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
880264,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
880267,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,8000,6,2,,1,,,
880268,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
880271,,2,,,,,,,,,,,,4,4,4,4,5,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
880279,2,2,,,2,4,5,4,5,5,4,4,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
880291,,1,3,2,,,,,,,,,,5,4,5,1,1,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
880302,2,1,12,3,2,4,5,5,3,5,5,3,5,,,,,,,,,,,,,,,,2,2,5,3,3,5,2,5,5,3,2,,,2,,1,,,
880303,1,1,4,1,2,5,5,1,5,1,1,2,1,,,,,,1,2,5,5,3,5,5,5,5,5,,,,,,,,,,,2,,,3,2,1,,,
880304,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
880357,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
880375,2,2,,,2,2,5,2,4,4,4,4,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,3,,,
880383,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6000,7,4,,5,,,
880398,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,6000,7,2,,1,,,
880407,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14000,8,1,,3,,,80
880408,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,2,,,
880425,,2,,,,,,,,,,,,1,4,4,4,1,,,,,,,,,,,,,,,,,,,,,4,,,3,30,1,,,
880427,1,1,3,1,,,,,,,,,,,,,,,2,2,5,5,3,3,3,3,3,3,,,,,,,,,,,2,,,2,,3,,,
880431,1,1,9,2,2,5,1,3,1,3,1,1,1,,,,,,2,2,4,4,5,5,1,5,3,4,,,,,,,,,,,2,,,2,,3,,,
880445,2,2,,,2,2,3,3,4,3,4,2,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,1,,3,,,10
880457,1,1,3,1,,,,,,,,,,,,,,,1,2,5,4,5,4,1,5,1,4,,,,,,,,,,,2,,,2,,2,,,
880458,2,2,,,2,1,5,2,2,3,3,3,3,,,,,,,,,,,,,,,,2,1,,,,,,,,,4,,,4,,2,,,
880459,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
880564,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
880581,2,2,,,2,1,5,2,2,5,5,3,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,13000,1,1,,1,,,100
880594,2,2,,,1,,,,,,,,,2,4,4,3,5,,,,,,,,,,,2,1,,,,,,,,,3,1500,1,2,,1,,,
880652,1,1,3,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
880693,2,2,,,2,1,5,5,3,5,5,4,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,260,5,2,,4,,,
880710,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,1,1,1,1,1,1,2,,,2,,2,,,
880728,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,1,,1,,,30
880735,1,1,6,2,,,,,,,,,,,,,,,2,2,5,5,5,5,5,5,5,5,,,,,,,,,,,2,,,2,,2,,,
880738,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,10,2,,,
880758,,2,,,,,,,,,,,,5,5,5,4,5,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
880813,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10000,1,2,,2,,,
880827,2,2,,,2,3,5,4,4,5,5,5,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,1,,,2,,2,2000,1,
880849,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,2,2,3,3,4,3,2,,,2,,2,,,
880861,2,2,,,1,,,,,,,,,1,5,2,5,1,,,,,,,,,,,1,2,4,3,5,2,2,3,2,5,3,14000,8,2,,1,,,
880865,1,2,,,2,5,4,4,4,4,4,4,4,,,,,,2,2,4,4,2,5,2,5,5,3,,,,,,,,,,,2,,,2,,2,,,
880884,1,1,3,2,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
880893,2,2,,,1,,,,,,,,,4,4,4,4,3,,,,,,,,,,,2,2,4,4,4,4,5,4,4,4,3,12000,1,1,,2,,,50
880898,2,2,,,1,,,,,,,,,4,2,2,5,2,,,,,,,,,,,2,2,5,4,3,2,3,2,3,3,1,,,1,,2,2000,1,5
880904,2,2,,,1,,,,,,,,,4,4,4,4,3,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
880911,2,2,,,2,4,4,3,4,4,4,3,3,,,,,,,,,,,,,,,,2,2,5,4,4,4,4,4,4,5,2,,,2,,2,,,
880912,2,2,,,1,,,,,,,,,1,2,2,5,3,,,,,,,,,,,2,2,2,4,4,2,2,4,4,2,2,,,1,,1,,,5
880921,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,5,3,4,4,3,4,4,2,,,2,,1,,,
880943,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
880948,1,2,,,2,4,5,1,4,3,3,4,2,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,3,20,1,,,
880949,2,2,,,2,5,5,5,5,5,5,2,2,,,,,,,,,,,,,,,,2,2,5,5,4,3,3,3,5,4,2,,,2,,1,,,
880978,2,1,12,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,5,1,1,3,5,2,2,,,2,,1,,,
880983,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,1,1,1,5,3,2,,,2,,1,,,
881000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
881015,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,5,4,2,3,3,5,4,2,,,2,,1,,,
881019,2,2,,,1,,,,,,,,,1,3,2,5,1,,,,,,,,,,,2,2,4,4,4,3,2,2,4,5,2,,,2,,2,,,
881022,2,2,,,2,4,5,5,4,4,4,4,4,,,,,,,,,,,,,,,,2,2,5,4,2,2,3,2,4,3,2,,,2,,2,,,
881023,1,2,,,2,4,5,5,2,5,5,5,4,,,,,,2,2,4,2,1,3,1,5,5,2,,,,,,,,,,,2,,,3,10,1,,,
881024,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,3,4,1,1,4,4,3,2,,,1,,2,,,50
881028,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,3,,,
881029,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,4,2,1,2,2,2,4,3,800,7,3,30,1,,,
881054,2,2,,,2,3,4,2,2,3,4,2,2,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,7000,1,3,30,1,,,
881059,2,2,,,2,2,4,3,3,3,3,3,3,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,3,100,2,,,
881072,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,3,2,3,4,3,2,3,50,7,1,,1,,,10
881081,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,500,7,3,10,1,,,
881095,2,2,,,2,2,4,5,5,5,5,5,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,3,10,2,,,
881184,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
881188,1,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
881195,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,4,,,
881199,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,4,,,
881209,2,2,,,1,,,,,,,,,4,4,4,4,4,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
881215,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,4,4,4,4,3,2,3,2,,,2,,1,,,
881243,2,2,,,1,,,,,,,,,2,4,4,4,4,,,,,,,,,,,2,2,4,4,3,3,2,3,3,3,3,2000,1,4,,1,,,
881248,2,2,,,2,2,4,5,5,5,5,4,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,4,,4,,,
881263,1,2,,,2,4,5,2,2,4,4,3,3,,,,,,1,2,4,5,2,2,2,4,4,2,,,,,,,,,,,2,,,2,,2,,,
881281,1,2,,,2,5,5,4,4,4,4,4,2,,,,,,1,2,5,5,4,2,2,1,1,2,,,,,,,,,,,2,,,2,,2,,,
881284,2,2,,,1,,,,,,,,,2,4,2,5,2,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
881293,2,2,,,2,3,3,2,2,4,4,2,3,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,2000,1,2,,2,,,
