nquest,pubblico,conspub,mesiconspub,conspcome,vuoimpre,NOIMPRE1,NOIMPRE2,NOIMPRE3,NOIMPRE4,NOIMPRE5,NOIMPRE6,NOIMPRE7,NOIMPRE8,SIMPRE1,SIMPRE2,SIMPRE3,SIMPRE4,SIMPRE5,pubpriv,scelpub,motpa1,motpa2,motpa3,motpa4,motpa5,motpa6,motpa7,motpa8,lavpa,scelpriv,motpriv1,motpriv2,motpriv3,motpriv4,motpriv5,motpriv6,motpriv7,motpriv8,varred,varredb,motdim,varredf,varredfb,aspred,varreda,motaum,varredfa
881302,1,1,1,2,2,5,5,4,5,5,5,2,2,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
881304,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3000,7,2,,2,,,
881322,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
881326,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
881330,1,1,6,2,2,4,1,1,1,1,1,5,1,,,,,,2,2,4,4,3,1,1,1,5,4,,,,,,,,,,,2,,,2,,1,,,
881335,,1,2,2,,,,,,,,,,1,5,3,5,1,,,,,,,,,,,,,,,,,,,,,3,10000,2,2,,1,,,
881368,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
881375,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
881382,,2,,,2,4,3,3,2,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
881391,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
881396,1,2,,,2,4,4,4,4,3,3,4,3,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
881408,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
881414,1,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
881421,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
881425,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
881426,2,2,,,2,3,5,5,5,5,5,2,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
881442,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
881445,,2,,,,,,,,,,,,2,4,4,4,4,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
881448,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,10,1,,,
881456,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
881469,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,3,2,2,3,2,2,2,2,,,2,,1,,,
881475,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,5,2,2,5,2,1,1,2,,,2,,1,,,
881480,2,2,,,2,1,5,1,5,2,2,1,2,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
881509,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
881527,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
881537,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
881544,1,2,,,2,5,5,5,1,5,5,1,1,,,,,,1,2,5,5,2,5,5,5,3,3,,,,,,,,,,,3,5000,2,1,,3,,,30
881550,2,2,,,1,,,,,,,,,1,4,4,4,4,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
881552,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,3,,,
881554,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5000,2,2,,2,,,
881561,2,2,,,2,2,4,2,3,4,4,4,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
881566,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
881587,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
881601,,1,6,2,,,,,,,,,,1,3,3,3,5,,,,,,,,,,,,,,,,,,,,,3,4000,1,4,,1,,,
881611,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
881642,2,2,,,1,,,,,,,,,4,4,5,5,4,,,,,,,,,,,2,1,,,,,,,,,3,10000,1,3,30,1,,,
881658,2,1,2,2,2,5,5,2,3,3,3,3,3,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,2500,1,3,5,2,,,
881670,2,2,,,1,,,,,,,,,3,4,4,3,4,,,,,,,,,,,2,1,,,,,,,,,3,5000,1,3,50,1,,,
881671,,2,,,2,5,5,1,1,3,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,50000,1,1,,2,,,20
881676,2,2,,,2,4,5,5,5,5,5,1,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
881677,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
881680,,2,,,,,,,,,,,,1,5,5,5,3,,,,,,,,,,,,,,,,,,,,,2,,,1,,3,,,10
881683,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
881686,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6000,1,4,,1,,,
881700,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
881713,,2,,,2,4,4,3,3,4,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
881758,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
881760,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
881765,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
881772,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,3,3,3,3,3,3,2,,,2,,2,,,
881785,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
881809,2,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
881817,2,2,,,2,4,5,3,5,4,4,4,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,4,,1,,,
881821,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
881832,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,4,4,3,3,3,4,4,2,,,2,,1,,,
881840,2,2,,,2,2,5,1,1,5,5,1,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,3500,1,4,,1,,,
881842,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
881847,2,2,,,2,2,5,3,3,5,4,3,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
881857,1,1,3,1,,,,,,,,,,,,,,,2,2,5,3,4,4,4,3,4,4,,,,,,,,,,,2,,,2,,2,,,
881871,1,1,3,1,2,4,5,4,5,4,3,3,2,,,,,,1,2,4,5,4,3,4,3,4,3,,,,,,,,,,,2,,,2,,1,,,
881884,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
881913,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,4,,,
881918,1,1,24,2,2,5,5,5,5,3,3,1,1,,,,,,2,2,5,4,4,3,3,5,5,4,,,,,,,,,,,2,,,2,,1,,,
881934,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
881937,2,2,,,2,2,4,2,2,4,4,4,3,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
881941,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
881949,2,1,3,2,2,4,2,1,2,2,2,2,2,,,,,,,,,,,,,,,,1,2,4,3,4,4,3,3,2,2,2,,,2,,1,,,
881957,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
881982,1,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
881983,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,4,4,3,3,3,3,2,,,2,,4,,,
882007,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
882016,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,50,1,,,
882019,2,2,,,2,4,5,2,2,4,4,4,2,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
882032,1,1,48,1,,,,,,,,,,,,,,,1,2,5,4,3,3,3,5,4,5,,,,,,,,,,,2,,,2,,4,,,
882047,1,2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
882048,2,2,,,2,3,3,3,2,5,5,4,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,5,,,2,,4,,,
882052,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
882053,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
882057,1,1,5,2,,,,,,,,,,,,,,,1,2,1,4,4,3,4,4,4,2,,,,,,,,,,,2,,,4,,1,,,
882059,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
882062,2,2,,,1,,,,,,,,,2,4,4,4,5,,,,,,,,,,,2,1,,,,,,,,,4,,,4,,1,,,
882066,2,2,,,2,4,5,3,5,5,5,2,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
882067,2,2,,,1,,,,,,,,,2,4,4,4,5,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
882078,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
882091,2,2,,,2,4,5,1,1,5,5,2,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
882096,,2,,,,,,,,,,,,2,4,4,4,5,,,,,,,,,,,,,,,,,,,,,4,,,4,,1,,,
882104,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
882106,1,1,6,1,,,,,,,,,,,,,,,1,2,5,5,5,5,4,5,5,4,,,,,,,,,,,2,,,2,,2,,,
882109,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4,,4,,,
882114,2,1,3,1,2,1,5,1,1,5,5,1,1,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,8000,1,1,,2,,,25
882117,1,1,1,1,,,,,,,,,,,,,,,2,2,4,4,4,4,4,4,4,4,,,,,,,,,,,2,,,2,,2,,,
882127,,2,,,1,,,,,,,,,3,5,5,5,5,,,,,,,,,,,,,,,,,,,,,3,60,1,1,,1,,,40
882129,2,2,,,2,1,5,2,2,5,3,1,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,5000,4,2,,1,,,
882139,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
882140,1,1,2,1,,,,,,,,,,,,,,,2,2,5,5,5,5,5,5,5,5,,,,,,,,,,,2,,,3,20,1,,,
882143,2,2,,,2,1,5,3,4,5,5,1,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,4,,,4,,1,,,
882159,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
882162,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,4,,,
882171,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
882179,2,1,3,2,1,,,,,,,,,2,5,4,4,3,,,,,,,,,,,1,2,2,2,1,2,1,3,1,1,1,,,2,,1,3000,6,
882198,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4,,4,,,
882200,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,4,3,4,3,3,3,2,,,2,,2,,,
882203,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
882211,2,2,,,2,4,4,4,3,4,3,4,4,,,,,,,,,,,,,,,,2,2,4,4,4,3,3,3,4,4,2,,,2,,1,,,
882216,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
882228,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
882249,2,2,,,2,3,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
882269,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
882284,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
882286,2,2,,,2,3,4,2,4,5,5,2,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
882304,2,2,,,1,,,,,,,,,2,4,4,2,5,,,,,,,,,,,2,1,,,,,,,,,4,,,4,,1,,,
882307,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
882314,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
882327,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
882340,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
882344,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
882355,2,2,,,2,4,3,4,3,5,5,2,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
882366,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
882367,2,2,,,2,4,1,2,2,3,3,3,3,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
882372,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
882392,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
882393,2,2,,,2,3,4,3,3,4,4,3,3,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
882420,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,4,,1,,,
882449,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
882470,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
882476,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
882478,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
882497,2,1,1,2,2,5,5,5,5,5,5,1,5,,,,,,,,,,,,,,,,2,2,5,4,1,4,3,3,2,3,2,,,1,,3,,,2
882515,2,2,,,2,2,5,5,5,5,5,3,3,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,5000,1,2,,1,,,
882524,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
882529,1,2,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,2,,4,,,
882530,,2,,,,,,,,,,,,2,3,2,1,5,,,,,,,,,,,,,,,,,,,,,3,5000,2,2,,2,,,
882537,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
882556,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
882557,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
882561,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
882573,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
882578,1,1,5,1,2,5,4,2,2,4,4,2,4,,,,,,2,2,4,4,4,4,4,4,4,4,,,,,,,,,,,2,,,2,,2,,,
882582,1,1,3,1,,,,,,,,,,,,,,,2,2,4,4,4,4,1,1,5,3,,,,,,,,,,,2,,,2,,2,,,
882585,2,2,,,2,4,5,1,3,5,4,2,2,,,,,,,,,,,,,,,,2,2,3,3,4,4,4,1,5,1,2,,,2,,3,,,
882593,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
882618,2,2,,,2,4,4,2,3,4,4,3,2,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
882622,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,2500,7,3,20,2,,,
882635,2,2,,,2,3,4,1,3,4,4,2,3,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,3,40,1,,,
882652,2,2,,,1,,,,,,,,,1,5,5,5,5,,,,,,,,,,,2,1,,,,,,,,,3,8000,1,3,80,1,,,
882653,,2,,,,,,,,,,,,1,4,4,4,4,,,,,,,,,,,,,,,,,,,,,2,,,3,40,3,,,
882654,,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3000,1,2,,1,,,
882667,1,2,,,,,,,,,,,,,,,,,2,2,4,4,4,4,4,4,4,4,,,,,,,,,,,2,,,2,,2,,,
882671,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,4,4,4,3,2,3,2,,,2,,2,,,
882675,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
882697,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
882723,2,2,,,2,4,4,2,2,3,2,3,3,,,,,,,,,,,,,,,,2,2,4,4,4,4,4,4,4,4,2,,,2,,2,,,
882739,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
882745,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,4,4,4,4,4,4,2,,,2,,2,,,
882748,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
882797,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,2,,,10
882807,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
882810,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
882811,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
882821,,2,,,2,5,4,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,10000,8,1,,2,,,10
882825,1,1,2,1,2,4,5,2,4,4,4,4,4,,,,,,2,2,5,4,4,4,3,3,4,4,,,,,,,,,,,3,6000,1,2,,2,,,
882832,,2,,,,,,,,,,,,4,4,4,3,4,,,,,,,,,,,,,,,,,,,,,2,,,3,30,1,,,
882862,2,2,,,2,1,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,10000,1,2,,1,,,
882925,2,1,1,3,1,,,,,,,,,1,3,2,1,5,,,,,,,,,,,2,1,,,,,,,,,2,,,3,10,1,,,
882926,1,2,,,,,,,,,,,,,,,,,2,2,1,2,5,2,1,4,3,5,,,,,,,,,,,2,,,2,,1,,,
882927,2,2,,,2,2,5,3,5,4,1,4,1,,,,,,,,,,,,,,,,2,2,5,5,5,4,1,4,1,1,2,,,2,,3,,,
882930,2,2,,,2,5,5,1,1,4,4,1,1,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
882939,2,1,6,2,2,5,5,3,1,4,4,2,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,2,,,2,,1,,,
882962,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,4,,,4,,1,,,
882973,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5000,6,2,,1,,,
882978,2,2,,,2,3,5,4,4,5,5,4,5,,,,,,,,,,,,,,,,2,2,3,4,3,3,4,3,3,4,2,,,2,,1,,,
882984,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,4,,,4,,4,,,
882985,,2,,,1,,,,,,,,,2,5,5,5,5,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
883014,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3000,1,4,,1,,,
883018,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,4,,,
883050,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,4,5,1,1,2,2,3,3000,8,2,,1,,,
883052,2,1,3,1,1,,,,,,,,,4,2,4,4,1,,,,,,,,,,,2,2,5,4,2,4,1,3,1,1,2,,,2,,2,,,
883110,2,2,,,2,4,5,3,5,5,5,1,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
883134,1,2,,,,,,,,,,,,,,,,,2,2,4,4,1,4,4,4,4,4,,,,,,,,,,,2,,,2,,3,,,
883157,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,3,20,2,,,
883182,,1,3,2,,,,,,,,,,1,5,3,3,2,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
883188,,1,4,1,,,,,,,,,,1,4,3,3,3,,,,,,,,,,,,,,,,,,,,,3,40000,2,2,,1,,,
883198,1,1,0,1,2,3,5,1,4,4,4,5,3,,,,,,2,2,5,4,3,3,1,4,5,4,,,,,,,,,,,2,,,2,,2,,,
883225,1,1,1,2,2,5,2,2,2,2,2,2,2,,,,,,1,1,,,,,,,,,,,,,,,,,,,3,3600,1,1,,2,,,20
883228,1,1,4,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,1,,2,,,5
883244,2,2,,,2,4,5,2,2,5,4,2,3,,,,,,,,,,,,,,,,2,2,2,4,4,3,1,4,4,4,2,,,2,,1,,,
883246,,2,,,1,,,,,,,,,1,5,3,5,1,,,,,,,,,,,,,,,,,,,,,3,24000,2,2,,1,,,
883252,1,1,6,1,2,4,5,2,2,4,4,4,2,,,,,,2,2,2,3,5,2,1,5,5,4,,,,,,,,,,,2,,,3,8,1,,,
883256,2,2,,,2,4,4,4,3,3,4,4,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,3,2000,1,3,30,2,,,
883280,,2,,,2,4,3,3,4,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
883292,1,1,1,2,,,,,,,,,,,,,,,1,2,5,4,1,4,5,1,5,1,,,,,,,,,,,2,,,2,,1,,,
883322,,2,,,2,5,3,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
883329,,2,,,2,1,5,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
883330,1,1,1,2,2,5,5,1,1,1,1,1,1,,,,,,1,2,5,2,2,2,1,5,1,2,,,,,,,,,,,2,,,2,,1,,,
883332,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
883343,1,1,3,2,,,,,,,,,,,,,,,2,2,5,4,3,4,4,4,4,4,,,,,,,,,,,2,,,2,,2,,,
883347,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
883352,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
883356,2,2,,,2,5,4,3,2,5,5,3,5,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
883382,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
883392,2,1,4,2,2,4,5,4,4,4,5,4,4,,,,,,,,,,,,,,,,1,2,4,5,4,5,4,4,4,4,2,,,2,,1,,,
883403,1,2,,,2,4,4,4,4,5,4,4,4,,,,,,1,2,4,5,4,5,5,5,5,5,,,,,,,,,,,2,,,4,,2,,,
883404,2,2,,,2,4,5,4,5,4,4,4,4,,,,,,,,,,,,,,,,2,2,5,5,3,4,4,5,4,4,2,,,2,,2,,,
883417,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
883420,1,1,3,2,2,4,5,4,4,5,4,4,4,,,,,,2,2,5,5,4,5,4,5,5,5,,,,,,,,,,,2,,,2,,2,,,
883436,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
883469,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
883473,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
883474,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,2,,,
883500,2,1,0,2,2,3,5,1,1,5,5,1,1,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
883518,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,20,1,,,
883530,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,4,4,1,1,1,5,4,2,,,2,,1,,,
883555,1,1,1,2,2,4,4,5,5,5,5,5,3,,,,,,2,2,4,3,3,4,3,4,3,3,,,,,,,,,,,2,,,2,,1,,,
883588,2,2,,,2,4,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,2,2,3,2,3,3,3,3,4,3,2,,,2,,1,,,
883599,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,5,3,4,4,4,4,2,3,600,7,2,,1,,,
883629,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,
883642,1,1,2,2,2,4,4,4,4,4,4,4,4,,,,,,2,2,4,4,4,4,4,4,4,4,,,,,,,,,,,2,,,2,,2,,,
883664,2,2,,,2,4,5,1,3,2,2,3,2,,,,,,,,,,,,,,,,2,2,5,3,3,3,2,2,4,4,2,,,2,,1,,,
883712,2,2,,,2,4,5,1,1,4,4,4,4,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,2,,,
883728,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
883742,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,2,,,2,,1,,,
