nquest,anabit,godabit,unipro,anposs,poss,impacq,tfitto,tipoaff,dfittom,propriet,tfitimp,ritaff,supab,ancostr,bagni,valabit,antic,anticipi,fittonop,tfittonop,tfittom,pro1,pro2,pro3,pro4,pro5,pro6,pro7,pro8,pro9,altrab,naltrab,altrfab,naltrfab,teragr,nteragr,ternagr,nternagr,manstra,tmanstra,manstr2,tmanstr2,debita1,ndebita1,debita2,ndebita2,debitc,ndebitc,debitd,ndebitd,debite,ndebite,debitf,chifinmut,chifincons,ritardo,mutuor,fmutrif,mutuoe,mutuor3,mutuoric,mutuoric3,varric,varricb,motvarricb,varricf,varricfb,eredona,erequant,eredonc,intpersezd,docsezd,mutuorif,reapmut,varrica,motvarrica,varricfa,ndebitf,debitg,ndebitg,credit,tcredit,debit,tdebit,mutuoe3,tipota1,tipota2,tipota3,tipota4,tipota5,tipota6,tipota7,tipota8,era1,era2,era3,era4,era5,era6,era7,era8,dagena1,dagena2,dagena3,dagena4,dagena5,dagena6,dagena7,dagena8,annota1,annota2,annota3,annota4,annota5,annota6,annota7,annota8,valta1,valta2,valta3,valta4,valta5,valta6,valta7,valta8,VARVALABIT,QUOPRO
886517,1963,1,1,1963,1,20000,,,,,400,,70,1962,1,220000,2,,,,,1,1,,,,,,,,2,0,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,1,,,,,,,2,,1,6000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
886529,1983,1,1,1980,6,,,,,,500,,140,1980,2,340000,2,,,,,0,0,1,,,,,,,2,,2,,1,1,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,1,1,2,,,2,2,1,3,20,1,2,,2,,1,2,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
886533,1970,2,,,,,400,1,2,4,,2,140,1967,2,250000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
886567,2006,2,,,,,150,2,2,4,,2,70,1960,1,60000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,1,2,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
886570,1971,1,1,1971,3,55000,,,,,150,,100,1970,2,140000,2,,,,,1,1,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,3,30,1,3,30,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
886581,1984,1,1,1984,1,50000,,,,,700,,100,1920,2,200000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,1,2000,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,3,2,5,2,,1,1,2,1,2,,,,,,,2,,2,,2,,,2,,,,,,,,1,,,,,,,,2,,,,,,,,2008,,,,,,,,50000,,,,,,,,4,100
886603,2001,1,1,1991,1,85000,,,,,800,,110,1972,1,300000,2,,,,,1,1,,,,,,,,1,1,1,1,2,,2,,1,6000,2,,2,,2,,2,,2,,1,1,2,,4,2,2,,,2,2,2,3,3,5,3,3,1,1,2,1,2,,,,,,,2,,2,,2,,,2,,,,,,,,1,,,,,,,,1,,,,,,,,2010,,,,,,,,40000,,,,,,,,4,100
886604,2000,1,1,2013,6,,,,,,1000,,90,1800,2,300000,2,,,,,0,1,0,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,1,,2,,,2,,1,1,1,2,2,,,,,,,2,,2,,2,,,2,,,,,,,,2,,,,,,,,1,,,,,,,,2013,,,,,,,,350000,,,,,,,,2,100
886606,2008,1,1,2008,1,350000,,,,,800,,110,1945,1,400000,2,,,,,1,0,0,,,,,,,2,,2,,2,,2,,1,17000,,,1,1,,,1,1,2,,2,,2,4,4,2,2,,,2,2,2,3,5,5,4,,1,1,2,1,2,,,,,,,2,,2,,2,,,2,,,,,,,,1,,,,,,,,2,,,,,,,,2005,,,,,,,,200000,,,,,,,,1,100
886608,1982,1,1,1982,2,34000,,,,,950,,90,1980,1,200000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,3,2,5,2,,1,1,2,1,2,,,,,,,2,,2,,2,,,2,,,,,,,,1,,,,,,,,1,,,,,,,,1995,,,,,,,,125000,,,,,,,,2,100
886629,1971,2,,,,,60,5,1,8,,2,30,1960,1,45000,2,,,,100,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
886636,1964,1,1,1964,7,10000,,,,,700,,220,1964,2,500000,2,,,,,1,,,,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
886654,2007,2,,,,,415,1,2,4,,1,70,1960,1,80000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
886656,2010,2,,,,,405,5,2,4,,2,70,1980,1,90000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
886662,1955,1,1,1970,1,10000,,,,,300,,110,1930,1,150000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
886668,1970,1,1,1970,2,30000,,,,,400,,100,1970,1,200000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
886682,2001,5,,,,,,,,1,300,,70,1995,1,100000,2,,,,,,,,,,,,,,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
886698,1970,1,1,1985,1,15000,,,,,200,,60,1935,1,60000,2,,,,,1,1,,,,,,,,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,2,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
886721,1998,1,1,1996,2,90000,,,,,500,,90,1996,1,120000,2,,,,,1,1,0,0,,,,,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,1,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
886740,2007,1,1,2006,4,,,,,,600,,105,1970,2,150000,2,,,,,1,0,0,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
886741,1976,1,1,1976,2,8000,,,,,400,,65,1974,1,130000,2,,,,,1,1,,,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
886744,1995,1,1,1994,1,65000,,,,,800,,120,1980,2,300000,2,,,,,1,1,0,,,,,,,2,,2,,1,1,2,,1,20000,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,3,30,1,1,,2,,2,1,2,,,,,20,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
886748,1988,1,1,1985,7,55000,,,,,600,,135,1985,2,350000,2,,,,,1,1,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
886780,1992,2,,,,,258,1,1,4,,2,84,1978,1,200000,2,,,,400,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
886782,1954,1,1,1974,3,5000,,,,,350,,110,1950,1,120000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
886789,1990,1,1,1980,4,,,,,,700,,250,1911,2,650000,2,,,,,1,0,0,0,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,2,1,2,,,,,,,2,,2,,2,,,2,,,,,,,,1,,,,,,,,1,,,,,,,,2010,,,,,,,,180000,,,,,,,,2,100
886797,2007,1,1,2007,2,235000,,,,,700,,90,2007,2,350000,2,,,,,1,1,0,,,,,,,2,,2,,2,,2,,2,,,,1,1,,,2,,2,,2,,2,1,,2,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
886817,2003,2,,,,,600,2,2,4,,2,45,1950,1,90000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
886822,2013,1,1,2013,1,190000,,,,,600,,70,1995,2,190000,2,,,,,1,1,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,3,10,5,3,10,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
886851,2000,1,1,2000,2,135000,,,,,600,,87,1999,2,230000,2,,,,,1,1,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,1,1,1,,,,3,15,5,3,25,2,,1,2,1,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
886862,2005,2,,,,,350,2,1,4,,2,72,1969,1,180000,2,,,,700,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,3,20,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
886884,2011,1,1,2011,2,245000,,,,,800,,100,1970,2,220000,2,,,,,1,1,0,,,,,,,2,,2,,2,,2,,1,1200,,,1,1,,,1,1,2,,2,,2,1,2,2,2,,,2,2,1,3,20,4,2,,2,,2,2,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
886887,1960,1,1,1975,1,15000,,,,,450,,70,1952,1,155000,2,,,,,1,1,,,,,,,,1,1,1,3,2,,2,,1,12000,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
886914,1975,1,1,2000,1,80000,,,,,450,,68,1955,1,130000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,1,1,,,2,,2,,2,,2,1,,2,2,,,2,2,2,2,,,1,,2,,2,1,2,,,,,10,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
886915,1970,4,,,,,,,,3,500,,90,1970,1,140000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
886918,2000,1,2,2000,1,200000,,,,,700,,110,1960,1,250000,2,,2,,,1,,,,,,,,,2,,2,,2,,2,,1,35000,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,50
886923,2000,1,1,2000,1,175000,,,,,600,,145,1978,2,320000,2,,,,,1,0,0,0,,,,,,2,,2,,2,,2,,1,5000,,,2,,,,1,1,2,,2,,2,,1,2,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
886932,2004,2,,,,,420,9,2,9,,2,45,2000,1,150000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
886938,1989,1,1,1989,2,150000,,,,,600,,110,1989,2,280000,2,,,,,1,1,0,0,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
886976,2009,1,1,2008,1,150000,,,,,200,,60,2002,1,120000,2,,,,,0,1,0,0,,,,,,2,,2,,2,,2,,2,,,,1,1,,,2,,2,,2,,2,1,,2,2,,,2,2,2,3,10,1,3,10,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
886986,1986,1,1,1986,1,60000,,,,,1000,,90,1920,2,400000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,1,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
886993,2009,1,1,2008,6,,,,,,1000,,120,1880,2,450000,2,,,,,0,1,0,0,,,,,,1,1,2,,2,,2,,1,10000,2,,2,,1,1,2,,2,,2,,2,4,,2,2,,,2,2,2,2,,,2,,2,,1,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
887021,1986,1,1,1981,1,12000,,,,,500,,90,1940,1,200000,2,,,,,1,0,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,3,10,1,3,5,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
887063,1960,1,1,1960,7,20000,,,,,250,,140,1960,2,120000,2,,,,,0,1,1,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
887068,2005,1,1,2005,7,60000,,,,,400,,180,2000,2,180000,2,,,,,1,1,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,1,1,2,,2,,2,,1,2,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
887092,1982,1,1,1982,2,30000,,,,,400,,90,1980,2,120000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
887122,2010,1,2,2014,4,,,,,,150,,70,1930,1,50000,2,,2,,,0,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,2,1,2,,,,,,,2,,2,,2,,,2,,,,,,,,1,,,,,,,,1,,,,,,,,2014,,,,,,,,8000,,,,,,,,2,15
887130,1970,5,,,,,,,,3,400,,90,1970,1,100000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,3,10,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
887158,1967,1,1,1975,3,25000,,,,,500,,80,1962,1,100000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
887175,2011,2,,,,,30,6,1,7,,1,62,1950,1,50000,2,,,,300,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,1,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
887235,1996,1,1,1996,1,150000,,,,,1000,,130,1995,2,250000,2,,,,,1,1,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,1,,,1,,2,,1,1,2,,,10,1,10,,2,,1,70000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
887236,2012,1,2,2012,1,50000,,,,,350,,110,1995,2,150000,2,,2,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,1,2,2,3,70,6,2,,2,,2,1,2,,,,,,,2,,1,15000,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,50
887238,1972,1,1,1972,8,7000,,,,,300,,125,1968,2,500000,2,,,,,1,1,,,,,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,2,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,100
887244,1996,1,1,1996,2,80000,,,,,400,,90,1993,2,160000,2,,,,,1,0,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100
887245,1979,1,1,1979,2,11000,,,,,500,,140,1975,2,70000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,100
887251,1964,1,1,1976,1,10000,,,,,400,,95,1920,1,150000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
887267,2008,2,,,,,320,1,2,4,,2,60,1970,1,130000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
887282,1991,2,,,,,350,1,2,4,,2,75,1940,1,140000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
887287,1987,4,,,,,,,,1,500,,80,1970,1,150000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
887294,2009,4,,,,,,,,3,450,,80,1985,1,140000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,1,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
887298,1990,1,1,1990,4,,,,,,800,,200,1960,2,350000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
887302,2006,2,,,,,350,1,2,4,,2,70,1986,1,120000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
887307,2009,2,,,,,350,1,2,4,,2,70,1985,1,110000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
887332,1995,1,1,1990,4,,,,,,200,,100,1970,1,80000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
887347,1932,1,1,1950,4,,,,,,200,,80,1930,1,50000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
887355,2012,5,,,,,,,,1,350,,100,1980,1,90000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
887357,2003,2,,,,,350,1,2,4,,2,90,1970,1,90000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,3,15,2,,1,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
887372,2000,1,1,2000,1,80000,,,,,300,,120,1990,2,200000,2,,,,,0,1,,,,,,,,2,,2,,2,,2,,1,400,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
887377,1993,1,1,1993,1,50000,,,,,300,,120,1990,2,170000,2,,,,,0,1,,,,,,,,2,,2,,2,,2,,1,350,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
887388,1993,1,1,1992,6,,,,,,200,,95,1970,1,160000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,1,350,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,2,1,2,,,,,,,2,,2,,2,,,2,,,,,,,,2,,,,,,,,1,,,,,,,,1992,,,,,,,,60000,,,,,,,,2,100
887397,2009,2,,,,,130,1,2,4,,2,70,1980,1,60000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,1,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
887438,1975,2,,,,,250,1,1,4,,2,65,1960,1,50000,2,,,,300,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,3,10,1,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
887444,2010,2,,,,,150,1,2,4,,2,60,1960,1,45000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
887460,1975,1,1,1975,1,20000,,,,,600,,220,1975,2,280000,2,,,,,1,0,,,,,,,,1,2,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,1,,,1,,1,3,1,1,2,,,5,1,5,,2,,2,,2,,,2,2,4,,,,,,1,1,2,,,,,,1,1,2,,,,,,1988,2007,1972,,,,,,30000,180000,30000,,,,,,2,100
887462,1987,1,1,1987,2,55000,,,,,500,,120,1983,2,250000,2,,,,,1,1,,,,,,,,1,1,2,,2,,2,,2,,1,1000,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,1,,,1,,1,2,2,1,2,,,20,1,15,,2,,2,,2,,,2,2,,,,,,,1,1,,,,,,,1,1,,,,,,,1985,1990,,,,,,,60000,70000,,,,,,,2,100
887467,1973,1,1,1973,2,10500,,,,,400,,110,1973,2,280000,2,,,,,1,1,,,,,,,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,2,1,2,,,,,,,2,,2,,2,,,2,,,,,,,,1,,,,,,,,1,,,,,,,,2006,,,,,,,,30000,,,,,,,,2,100
