nquest,anabit,godabit,unipro,anposs,poss,impacq,tfitto,tipoaff,dfittom,propriet,tfitimp,ritaff,supab,ancostr,bagni,valabit,antic,anticipi,fittonop,tfittonop,tfittom,pro1,pro2,pro3,pro4,pro5,pro6,pro7,pro8,pro9,altrab,naltrab,altrfab,naltrfab,teragr,nteragr,ternagr,nternagr,manstra,tmanstra,manstr2,tmanstr2,debita1,ndebita1,debita2,ndebita2,debitc,ndebitc,debitd,ndebitd,debite,ndebite,debitf,chifinmut,chifincons,ritardo,mutuor,fmutrif,mutuoe,mutuor3,mutuoric,mutuoric3,varric,varricb,motvarricb,varricf,varricfb,eredona,erequant,eredonc,intpersezd,docsezd,mutuorif,reapmut,varrica,motvarrica,varricfa,ndebitf,debitg,ndebitg,credit,tcredit,debit,tdebit,mutuoe3,tipota1,tipota2,tipota3,tipota4,tipota5,tipota6,tipota7,tipota8,era1,era2,era3,era4,era5,era6,era7,era8,dagena1,dagena2,dagena3,dagena4,dagena5,dagena6,dagena7,dagena8,annota1,annota2,annota3,annota4,annota5,annota6,annota7,annota8,valta1,valta2,valta3,valta4,valta5,valta6,valta7,valta8,VARVALABIT,QUOPRO
887470,1986,1,1,1986,7,60000,,,,,500,,200,1986,2,250000,2,,,,,1,1,,,,,,,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,2,1,2,,,,,,,2,,2,,2,,,2,,,,,,,,1,,,,,,,,1,,,,,,,,2007,,,,,,,,30000,,,,,,,,2,100
887478,2002,5,,,,,,,,1,300,,70,1925,1,100000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,1,1,2,,2,,2,,1,2,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
887486,2010,2,,,,,176,6,2,7,,2,70,1979,1,40000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
887489,1972,1,1,1972,1,15000,,,,,350,,150,1952,1,100000,2,,,,,1,0,0,0,,,,,,2,,1,1,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,1,,3,10,2,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
887498,2002,1,1,2003,2,300000,,,,,800,,270,2002,2,370000,2,,,,,1,1,0,0,,,,,,1,1,1,1,1,3,2,,2,,2,,2,,2,,2,,1,1,2,,2,,4,2,2,,,2,2,2,2,,,3,4,1,3,1,1,2,,,,,,,2,,2,,2,,,4,4,4,,,,,,1,1,1,,,,,,1,1,1,,,,,,1995,2010,2010,,,,,,20000,10000,10000,,,,,,3,100
887519,2009,1,1,2008,2,300000,,,,,500,,70,2008,1,450000,2,,,,,0,1,0,0,,,,,,1,1,2,0,1,3,2,0,2,,2,,1,1,2,,2,,2,,2,,2,4,,2,2,,,2,2,2,3,10,1,4,,1,3,2,1,2,,,,,,,2,,2,,2,,,4,4,4,,,,,,2,2,2,,,,,,1,1,1,,,,,,1993,1993,1992,,,,,,15000,2500,10000,,,,,,2,100
887557,1994,1,1,1994,2,55000,,,,,400,,95,1993,2,180000,2,,,,,1,1,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
887562,1991,1,1,1992,7,350000,,,,,600,,300,1991,2,600000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
887564,1997,1,1,1997,4,,,,,,550,,120,1996,2,250000,2,,,,,1,0,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,2,1,2,,,,,,,2,,2,,2,,,2,,,,,,,,1,,,,,,,,1,,,,,,,,1997,,,,,,,,200000,,,,,,,,2,100
887573,2005,1,1,2005,1,185000,,,,,500,,100,2001,2,200000,2,,,,,1,0,,,,,,,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,1,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
887611,2006,1,1,2014,6,,,,,,800,,160,1955,2,300000,2,,,,,1,0,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,3,20,1,1,2,1,2,,,,,,,2,,2,,2,,,2,,,,,,,,2,,,,,,,,1,,,,,,,,2014,,,,,,,,300000,,,,,,,,2,100
887614,1998,1,2,1998,7,100000,,,,,500,,100,1998,2,300000,2,,2,,,1,0,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50
887632,1966,1,1,1990,4,,,,,,450,,80,1960,1,140000,2,,,,,1,,,,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,3,30,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
887639,1962,1,1,1962,7,10000,,,,,300,,80,1962,1,150000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,3,25,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
887650,1955,1,1,1932,4,,,,,,150,,60,1850,1,70000,2,,,,,0,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,4,,,4,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,100
887655,1989,2,,,,,350,1,2,4,,2,100,1984,1,200000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
887667,1940,5,,,,,,,,2,350,,60,1940,1,150000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,4,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
887671,2013,1,1,1980,2,17000,,,,,400,,60,1980,1,80000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,2,1,2,,,,,,,2,,2,,2,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,2012,,,,,,,,30000,,,,,,,,1,100
887679,1995,1,1,1983,4,,,,,,400,,118,1967,2,200000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
887684,2010,1,1,2010,2,110000,,,,,450,,40,2010,1,100000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,1,1,,,2,,2,,2,,2,3,,2,2,,,2,2,2,2,,,3,20,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
887700,2008,2,,,,,598,1,2,4,,2,110,2000,2,150000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,3,15,1,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
887701,2004,1,1,2004,1,118000,,,,,500,,100,1970,2,118000,2,,,,,1,0,0,0,0,,,,,2,,2,,2,,2,,2,,,,1,1,,,2,,2,,2,,2,3,,1,2,,,2,2,2,3,10,5,3,10,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
887711,2006,1,1,2006,1,85000,,,,,300,,45,1940,1,85000,2,,,,,1,1,0,0,,,,,,2,,2,,2,,2,,2,,,,1,1,,,2,,2,,2,,2,4,,1,2,,,2,2,2,3,50,4,3,50,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
887712,2010,2,,,,,500,2,2,4,,2,85,2000,2,120000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
887722,2008,1,1,2006,2,180000,,,,,500,,200,2004,2,700000,2,,,,,1,0,0,0,0,,,,,2,,2,,2,,2,,2,,,,1,1,,,2,,2,,2,,2,4,,2,2,,,2,2,2,2,,,2,,1,1,2,1,2,,,,,,,2,,2,,2,,,1,,,,,,,,2,,,,,,,,1,,,,,,,,2006,,,,,,,,50000,,,,,,,,2,100
887734,2000,5,,,,,,,,1,600,,100,1970,1,150000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,1,1,2,,2,,2,,1,2,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
887736,1948,1,1,1948,1,10000,,,,,600,,80,1900,1,100000,2,,,,,0,1,1,,,,,,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
887738,1990,4,,,,,,,,2,400,,100,1990,2,180000,2,,,,,,,,,,,,,,2,,2,,2,,2,,1,5000,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,2,1,2,,,,,,,2,,2,,2,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1980,,,,,,,,10000,,,,,,,,3,
887755,2013,1,1,2011,1,80000,,,,,400,,75,1950,1,130000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,1,6000,,,1,1,,,2,,2,,2,,2,2,,2,2,,,2,2,2,2,,,2,,2,,1,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
887762,2003,1,1,2003,1,125000,,,,,400,,76,1963,1,250000,2,,,,,0,1,0,0,,,,,,2,,2,,2,,2,,1,5000,,,2,,,,1,1,2,,2,,2,,1,2,2,,,2,2,2,3,10,1,3,30,2,,1,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
887770,1956,1,1,1992,1,100000,,,,,600,,130,1624,1,300000,2,,,,,1,,,,,,,,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,1,2,2,3,10,5,2,,2,,2,1,2,,,,,,,2,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100
887773,1978,1,1,1978,1,1000,,,,,600,,58,1600,1,180000,2,,,,,0,1,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,1,2,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
887782,1978,1,1,1978,1,10000,,,,,500,,60,1930,1,200000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
887785,2011,2,,,,,600,1,2,4,,2,50,1960,1,190000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,1,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
887787,1992,1,1,1992,1,60000,,,,,600,,90,1967,2,240000,2,,,,,1,0,0,0,,,,,,1,1,2,,2,,2,,1,7000,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,1,1,2,,,,,,,2,,2,,2,,,2,,,,,,,,1,,,,,,,,1,,,,,,,,1990,,,,,,,,20000,,,,,,,,2,100
887801,1987,1,1,1986,1,20000,,,,,600,,87,1950,1,200000,2,,,,,1,0,0,0,,,,,,2,,2,,2,,2,,2,,,,1,1,,,2,,2,,2,,2,1,,2,2,,,2,2,2,3,20,1,2,,1,1,1,2,2,,,,,,,2,,2,,2,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,2003,,,,,,,,15000,,,,,,,,2,100
887818,1995,1,1,1995,5,100000,,,,,600,,100,1970,2,250000,2,,,,,1,0,0,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
887821,1991,1,1,1989,1,150000,,,,,1000,,140,1890,2,400000,2,,,,,0,1,0,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,1,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
887835,2008,2,,,,,450,1,2,4,,1,60,1950,1,100000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,2,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
887859,1991,1,1,1991,1,100000,,,,,800,,60,1911,1,234000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,1,300,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,1,,,2,,1,1,2,1,2,,,5,7,,,2,,2,,2,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,2011,,,,,,,,11000,,,,,,,,2,100
887863,2010,1,1,2010,1,220000,,,,,1000,,80,1950,1,260000,2,,,,,1,0,0,,,,,,,2,,2,,2,,2,,2,,,,1,1,,,2,,2,,2,,2,1,,2,2,,,2,2,2,2,,,3,20,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
887877,1990,5,,,,,,,,4,500,,85,1900,1,150000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,4,,,4,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
887885,1973,2,,,,,950,2,2,4,,2,120,1935,2,250000,2,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,3,20,1,1,2,1,2,,,,,,,2,,2,,2,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,2002,,,,,,,,150000,,,,,,,,2,
887915,2013,1,1,2013,1,80000,,,,,400,,50,1975,1,90000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
887964,1972,1,1,1972,4,,,,,,700,,100,1950,2,350000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,2,1,2,,,,,,,2,,2,,2,,,4,,,,,,,,1,,,,,,,,1,,,,,,,,2005,,,,,,,,300000,,,,,,,,2,100
888046,1997,1,1,1995,1,130000,,,,,600,,100,1960,2,220000,2,,,,,1,0,0,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
888065,2005,2,,,,,500,1,2,4,,2,65,1800,1,150000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,4,,,4,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
888068,1964,1,1,1964,1,11000,,,,,750,,98,1900,2,245000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,4,,,4,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,100
888073,1963,1,1,1970,1,50000,,,,,700,,100,1954,1,200000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
888110,2004,2,,,,,80,6,2,7,,2,70,1960,1,80000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
888112,1992,1,1,1990,4,,,,,,300,,80,1930,1,180000,1,5000,,,,1,1,0,0,,,,,,2,,2,,2,,2,,2,,,,1,1,,,2,,2,,2,,2,1,,2,1,1,1,,,,2,,,2,,1,1,1,2,2,,,,,,,2,,2,,2,,,2,,,,,,,,2,,,,,,,,1,,,,,,,,1990,,,,,,,,100000,,,,,,,,2,100
888113,1970,5,,,,,,,,2,300,,100,1960,2,150000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,4,,,4,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
888122,1962,3,1,2000,1,30000,,,,,180,,90,1910,1,120000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,1,2,2,4,,,4,,2,,2,1,2,,,,,,,2,,2,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,100
888142,1990,2,,,,,45,5,1,7,,1,60,1960,1,30000,2,,,,80,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,4,,,4,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
888166,1980,1,1,1980,1,100000,,,,,400,,120,1980,2,280000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
888178,1990,2,,,,,300,1,2,4,,2,80,1800,1,250000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
888185,1988,1,1,1988,1,200000,,,,,1000,,200,1980,2,500000,2,,,,,1,0,0,0,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
888259,2009,2,,,,,280,1,2,4,,2,60,1980,1,60000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,1,2,2,3,30,1,2,,2,,2,1,2,,,,,,,2,,2,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
888269,2001,1,1,2001,6,,,,,,350,,70,1980,1,60000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
888272,1995,1,1,1995,4,,,,,,450,,90,1950,1,130000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
888284,2011,2,,,,,350,1,2,4,,2,70,1975,1,100000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,1,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
888292,1953,1,1,1995,4,,,,,,300,,80,1930,1,120000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,2,1,2,,,,,,,2,,2,,2,,,2,,,,,,,,1,,,,,,,,1,,,,,,,,1995,,,,,,,,40000,,,,,,,,2,100
888297,1967,1,1,1967,7,40000,,,,,500,,80,1965,1,180000,2,,,,,1,,,,,,,,,2,,2,,2,,2,,1,2500,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,3,5,1,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
888304,2009,2,,,,,370,1,2,4,,2,80,1980,1,150000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,3,10,1,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
888314,1980,5,,,,,,,,3,350,,100,1970,2,150000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,3,10,1,3,5,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
888359,1982,1,1,1978,7,10000,,,,,300,,120,1978,1,150000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
888363,1978,1,1,1996,4,,,,,,400,,100,1968,1,150000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
888377,1997,5,,,,,,,,8,600,,90,1975,2,150000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,1,,1,2,2,,,1,2,1,2,,,3,20,2,,2,1,2,,,,,,1,2,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
888390,1984,2,,,,,240,6,1,7,,2,90,1980,2,70000,2,,,,400,,,,,,,,,,2,,2,,2,,2,,1,1000,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,3,40,1,3,40,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
888400,1975,1,1,1975,7,6000,,,,,500,,200,1973,2,200000,2,,,,,1,0,0,0,0,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,3,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
888403,2012,1,1,2012,7,200000,,,,,500,,90,2011,2,150000,2,,,,,1,1,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,3,10,5,2,,2,,2,2,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,100
888404,1994,1,1,1999,4,,,,,,450,,90,1960,1,150000,2,,,,,1,0,,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,3,10,2,,2,2,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
888413,1937,1,1,1991,4,,,,,,600,,200,1937,2,200000,2,,,,,1,0,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,3,20,1,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
888416,1986,1,1,1986,4,,,,,,700,,100,1982,1,150000,2,,,,,1,0,0,0,0,0,,,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,2,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100
888425,1998,2,,,,,569,2,2,4,,2,90,1950,1,200000,2,,,,,,,,,,,,,,2,,2,,2,,2,,2,,,,,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,1,1,2,1,2,,,,,,,2,,2,,2,,,8,,,,,,,,2,,,,,,,,1,,,,,,,,2010,,,,,,,,5000,,,,,,,,2,
888430,1980,1,1,1980,1,80000,,,,,800,,140,1957,1,700000,2,,,,,0,1,0,,,,,,,2,,2,,2,,2,,2,,,,2,,,,2,,2,,2,,2,,,,2,,,2,2,2,2,,,2,,2,,2,1,2,,,,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,100
