nquest,nord,INTPER,entepen,tipopen,decor,tpens,mesipen,arret,quotape,tarret
887438,1,1,1,5,1990,800,13,2,,0
887460,1,1,1,1,2001,520,13,2,50,0
887460,1,1,1,5,2006,1030,13,2,,0
887460,2,1,1,3,2006,500,12,2,,0
887462,1,1,1,1,1997,3300,13,2,100,0
887467,1,1,1,1,2013,1400,13,2,90,0
887467,2,1,1,1,2013,1600,13,2,90,0
887470,1,1,1,1,1995,1220,13,2,90,0
887489,1,1,1,1,2002,990,13,2,60,0
887562,1,1,2,1,2007,1600,13,2,70,0
887562,2,2,1,1,2008,1200,13,2,80,0
887639,1,1,1,1,1997,600,13,2,90,0
887639,2,2,1,1,1996,500,13,2,90,0
887650,2,1,1,1,2000,700,13,2,70,0
887667,1,1,1,1,1970,950,13,2,99,0
887671,1,1,1,1,2010,1656,13,2,70,0
887679,1,1,1,1,1993,1400,13,2,70,0
887679,1,1,1,5,1993,170,13,2,,0
887700,2,1,1,1,1995,850,13,2,60,0
887736,2,1,1,1,1983,1000,13,2,90,0
887736,3,1,1,1,1990,500,13,2,50,0
887738,2,1,2,1,1994,850,13,2,60,0
887773,1,1,1,1,2014,1000,13,2,70,0
887773,3,3,1,4,1998,290,13,2,,0
887782,1,1,1,5,2013,110,13,2,,0
887801,1,1,1,4,2014,500,9,1,,2000
887859,1,1,1,3,2013,298,12,2,,0
887859,1,1,2,1,2006,850,12,2,40,0
887877,3,1,1,1,1985,650,12,2,70,0
887885,1,1,2,1,2001,3800,13,2,85,0
887885,2,1,1,1,1981,1100,13,2,70,0
887964,1,1,1,1,2006,900,13,2,40,0
887964,2,1,1,1,2008,2000,13,2,50,0
888068,1,1,1,1,1992,2500,12,2,70,0
888068,2,1,1,1,1967,503,12,2,50,0
888073,1,1,1,1,2000,1000,13,2,80,0
888113,1,1,1,1,2005,600,13,2,60,0
888122,1,1,1,1,1993,708,13,2,80,0
888122,1,1,1,5,2010,650,13,2,,0
888142,1,1,1,2,1987,550,13,2,,0
888142,1,1,1,3,2013,260,12,2,,0
888166,1,1,1,5,1999,900,13,2,,0
888269,2,1,1,2,2002,280,9,2,,0
888272,1,1,1,4,1985,358,13,2,,0
888272,1,1,1,5,2009,600,13,2,,0
888297,1,1,1,5,2009,600,12,2,,0
888314,1,1,1,2,1966,550,13,2,,0
888359,2,1,1,1,2012,700,13,2,60,0
888363,1,1,3,1,2014,1100,13,2,60,0
888390,1,1,1,5,1999,680,13,2,,0
888400,1,1,1,1,2003,1100,13,2,80,0
888403,1,1,1,1,2003,600,13,2,50,0
888403,1,1,1,5,2003,380,13,2,,0
888403,2,2,1,1,1986,600,13,2,50,0
888403,2,2,1,5,1986,380,13,2,,0
888404,2,2,1,1,1998,950,13,2,70,0
888413,1,1,1,1,1995,700,13,2,50,0
888413,2,2,1,1,2000,800,13,2,80,0
888436,1,1,1,2,1990,300,13,2,,0
888436,1,1,1,5,2001,500,13,2,,0
888450,1,1,1,1,2007,1200,13,2,80,0
888450,2,2,1,1,2011,1400,13,2,80,0
888640,1,1,1,5,1959,600,13,2,,0
888678,1,1,1,1,1988,2000,13,2,72,0
888678,2,1,1,1,1980,790,13,2,50,0
888692,1,1,1,1,1990,515,12,2,60,0
888692,1,1,6,5,1993,120,12,2,,0
888695,1,1,1,1,2012,1000,13,2,50,0
888695,3,2,1,3,2000,250,13,2,,0
888723,1,1,1,1,1997,830,13,2,70,0
888723,1,1,1,5,2011,340,13,2,,0
888773,1,1,1,1,2013,997,13,2,75,0
888773,2,1,1,1,2011,1070,13,2,80,0
888779,1,1,1,1,2006,1875,13,2,85,0
888786,1,1,1,1,1992,870,13,2,80,0
888787,1,1,1,1,2013,1270,13,2,60,0
888823,3,1,6,1,1990,,12,2,,0
888823,4,4,6,1,1995,63,12,2,,0
888861,1,1,1,5,2010,600,13,2,,0
888864,1,1,1,1,1984,118,13,2,50,0
888864,1,1,1,5,2000,600,13,2,,0
888865,1,1,1,1,1995,1100,13,2,80,0
888873,1,1,1,1,1997,540,13,2,60,0
888873,1,1,1,5,1985,300,13,2,,0
889014,1,1,1,1,1998,1000,13,2,70,0
889014,2,1,1,1,1996,1200,13,2,80,0
889075,1,1,1,1,2000,870,13,2,70,0
889079,1,1,1,1,2011,870,13,2,70,0
889103,1,1,1,5,1995,220,13,2,,0
889103,1,1,2,1,1988,930,13,2,80,0
889109,1,1,1,1,1980,1200,13,2,90,0
889121,1,1,1,3,1990,440,13,2,,0
889123,1,1,2,1,2010,1550,13,2,90,0
889169,1,1,1,1,2010,3000,13,2,90,0
889173,1,1,1,1,2011,1750,13,2,90,0
889173,1,1,1,5,1977,175,13,2,,0
889202,1,1,1,5,2001,680,13,2,,0
889204,1,1,1,1,1998,1200,13,2,90,0
889251,1,1,2,1,1988,1500,13,2,65,0
889253,1,1,1,1,1984,1100,13,2,70,0
889253,2,1,1,1,2008,1000,13,2,20,0
889292,1,1,1,5,2002,800,13,2,,0
889293,1,1,1,1,1987,1100,13,2,70,0
889294,1,1,1,1,1982,1200,13,2,70,0
889294,1,1,1,5,2001,160,13,2,,0
889377,1,1,1,1,1987,1500,13,2,100,0
889377,2,2,1,2,1991,490,13,2,,0
889392,2,1,1,5,2004,690,13,2,,0
889403,1,1,1,5,1994,260,13,2,,0
889403,1,1,1,7,1990,480,13,2,,0
889478,1,1,1,1,2010,800,13,2,90,0
889478,2,1,1,1,2014,1700,13,2,90,0
889512,1,1,1,1,2000,480,12,2,70,0
889512,2,2,1,1,1992,845,12,2,60,0
889576,1,1,1,1,1990,500,13,2,60,0
889576,1,1,1,5,2005,450,13,2,,0
889577,1,1,1,1,2002,502,13,2,60,0
889577,3,1,1,1,1995,600,13,2,50,0
889583,1,1,1,1,2005,1100,13,2,60,0
889587,1,1,1,1,2000,650,13,2,60,0
889587,2,1,1,1,2010,850,13,2,60,0
889614,1,1,2,1,1993,1500,13,2,80,0
889616,1,1,1,1,2007,2700,13,2,60,0
889616,1,1,5,1,2007,300,13,2,10,0
889662,1,1,1,5,2007,630,13,2,,0
889709,1,1,1,1,1986,610,13,2,40,0
889709,1,1,1,2,2010,480,12,2,,0
889724,1,1,1,1,2011,1550,13,2,90,0
889724,2,1,1,1,2011,1450,13,2,15,0
889725,1,1,1,1,1998,416,13,2,60,0
889725,1,1,1,5,1984,720,13,2,,0
889726,1,1,1,1,1984,,13,2,50,0
889726,1,1,1,5,1983,925,13,2,,0
889729,1,1,1,1,2001,1420,13,2,85,0
889732,1,1,1,1,2014,3000,13,2,60,0
889733,1,1,1,4,2013,279,10,2,,0
889753,1,1,1,1,2004,800,13,2,80,0
889753,2,1,1,1,2001,1000,13,2,80,0
890016,1,1,1,3,2006,280,13,1,,19000
890021,1,1,1,5,2014,92,13,2,,0
890034,1,1,1,1,2010,1500,13,2,80,0
890034,2,1,1,3,2013,270,13,2,,0
890052,1,1,1,1,1998,738,13,2,100,0
890055,1,1,1,5,1984,860,13,2,,0
890059,1,1,1,5,1995,530,13,2,,0
890063,1,1,1,1,2007,780,13,2,90,0
890067,1,1,1,1,1995,633,13,2,100,0
890071,1,1,1,1,2001,950,13,2,100,0
890071,2,2,1,1,1999,950,13,2,100,0
890113,1,1,1,4,2009,750,13,2,,0
890113,2,1,1,1,1997,400,13,2,60,0
890113,2,1,1,5,2003,200,13,2,,0
890116,1,1,1,4,1960,900,12,2,,0
890120,2,1,1,3,2004,480,13,2,,0
890120,2,1,1,4,2004,480,13,2,,0
890122,1,1,1,5,2014,600,13,2,,0
890123,1,1,1,1,1987,700,13,2,80,0
890132,1,1,1,1,2008,1700,13,2,80,0
890154,1,1,1,5,1992,750,13,2,,0
890159,1,1,1,2,2000,350,13,2,,0
890160,1,1,1,3,2013,278,13,2,,0
890165,1,1,1,2,2006,400,13,2,,0
890173,1,1,1,1,1990,900,13,2,90,0
890173,2,2,1,1,2000,400,13,2,100,0
890212,2,1,1,1,1999,400,13,2,50,0
890212,2,1,4,4,2004,400,12,2,,0
890214,1,1,1,5,1975,400,13,2,,0
890219,1,1,1,1,2010,1400,13,2,100,0
890233,1,1,1,4,2000,290,13,2,,0
890239,2,2,1,3,2012,280,13,2,,0
890252,1,1,1,3,2003,640,13,2,,0
890254,1,1,1,5,1999,840,13,2,,0
890256,2,1,1,1,2011,650,13,2,60,0
890257,1,1,1,1,2007,500,13,2,50,0
890260,1,1,1,1,1997,730,13,2,50,0
890261,1,1,1,1,2008,670,13,2,50,0
890308,1,1,1,1,2003,920,13,2,70,0
890308,2,2,1,2,2012,500,13,2,,0
890312,1,1,1,1,2000,2250,13,2,80,0
890312,1,1,5,1,2000,300,13,2,,0
890324,1,1,1,1,2009,1300,13,2,85,0
890324,2,1,1,1,2012,1500,13,2,85,0
890333,1,1,1,1,2004,850,13,2,50,0
890351,2,1,1,1,2000,600,13,2,40,0
890352,1,1,1,1,1997,1800,13,2,85,0
890354,1,1,1,1,2011,1750,13,2,80,0
890354,2,1,1,3,2005,287,13,2,,0
890356,1,1,1,1,2007,1900,13,2,50,0
890358,1,1,2,1,1986,900,13,2,,0
890358,1,1,2,1,1997,300,12,2,50,0
890358,2,1,1,1,1991,490,13,2,50,0
890364,1,1,2,1,2014,1700,6,2,100,0
890372,2,1,1,1,1997,2200,13,2,90,0
890374,1,1,1,1,2014,700,13,2,60,0
890411,1,1,1,1,2005,980,13,2,40,0
890411,2,1,1,1,2003,1126,13,2,30,0
890415,1,1,1,1,2001,1191,13,2,85,0
890419,1,1,1,1,2000,3000,13,2,95,0
890419,2,2,1,1,1989,1500,13,2,70,0
890424,2,1,1,3,2012,450,13,2,,0
890457,1,1,1,5,1998,900,13,2,,0
890458,1,1,1,5,1992,850,13,2,,0
890512,1,1,1,1,1989,1000,12,2,70,0
890518,1,1,1,5,1961,460,13,2,,0
890518,2,1,1,1,1994,520,13,2,50,0
890526,1,1,1,1,2010,900,12,2,80,0
890532,1,1,2,1,2010,2500,12,2,80,0
890533,1,1,1,1,1991,650,12,2,70,0
890543,1,1,2,1,1998,1900,12,2,80,0
890560,2,2,1,1,2007,1320,13,2,70,0
890564,1,1,1,5,2004,780,13,2,,0
890569,1,1,1,1,1984,580,13,2,70,0
890569,1,1,1,5,2010,670,13,2,,0
890571,1,1,1,1,1993,478,13,2,50,0
890571,2,1,1,5,1986,467,13,2,,0
890572,2,2,1,5,2002,480,13,2,,0
890573,2,1,1,1,2005,1458,13,2,60,0
890579,1,1,1,2,2008,287,12,2,,0
890579,2,1,1,4,2000,389,13,2,,0
890614,1,1,1,1,1997,600,13,2,40,0
890614,2,1,1,1,1990,420,13,2,60,0
890614,2,1,1,3,2008,370,12,2,,0
890616,1,1,1,1,1992,450,13,2,50,0
890616,1,1,1,5,2005,200,13,2,,0
890617,1,1,1,1,1993,1300,13,2,90,0
890623,1,1,1,5,2006,700,13,2,,0
890625,1,1,1,5,2012,350,13,2,,0
890662,1,1,1,5,2010,500,13,2,,0
890666,1,1,1,1,2004,900,13,2,80,0
890670,2,1,1,1,2000,750,13,2,80,0
890671,1,1,1,1,1991,1100,13,2,80,0
890680,1,1,1,2,1996,500,12,2,,0
890680,2,1,1,1,1996,550,12,2,80,0
890718,1,1,1,1,2003,1200,12,2,80,0
890729,1,1,1,1,1999,900,12,2,90,0
890729,2,2,1,1,2010,450,12,2,50,0
890731,2,1,1,1,1986,1800,12,2,80,0
890761,1,1,1,1,2009,900,13,2,80,0
890764,1,1,1,1,1989,470,13,2,70,0
890764,1,1,1,5,2002,270,13,2,,0
890771,1,1,1,3,2005,530,13,2,,0
890771,2,2,1,3,2001,510,13,2,,0
890777,1,1,1,1,1997,970,13,2,80,0
890777,2,1,1,1,2003,470,13,2,70,0
890811,1,1,1,1,1988,500,13,2,50,0
890811,2,1,1,1,1985,1100,13,2,90,0
890812,1,1,1,1,1999,850,13,2,50,0
890812,2,2,1,1,1989,1100,13,2,70,0
890815,2,1,1,1,2007,1200,13,2,70,0
890819,1,1,1,1,1995,3000,13,2,70,0
890823,1,1,1,5,1986,839,13,2,,0
890824,2,1,1,1,2003,1020,13,2,90,0
890824,3,1,1,4,2002,1050,13,2,,0
890863,1,1,1,1,1995,700,13,2,70,0
890863,2,1,1,1,1998,600,13,2,60,0
890864,1,1,1,1,2010,1000,13,2,80,0
890867,2,1,3,2,2000,400,13,2,,0
890868,1,1,1,1,2000,600,13,2,60,0
890868,2,1,1,1,2003,550,13,2,70,0
890871,2,1,1,1,2006,750,13,2,60,0
890874,1,1,1,5,2005,800,13,2,,0
890875,1,1,1,1,1985,1000,13,2,70,0
890878,2,1,1,1,2005,700,13,2,50,0
890910,1,1,1,1,1992,1600,13,2,90,0
890910,2,2,1,1,2002,700,13,2,60,0
890911,1,1,1,1,1989,1100,13,2,80,0
890913,1,1,1,1,1992,650,13,2,80,0
890913,2,2,1,2,2005,,13,2,,0
890914,1,1,1,2,2000,260,13,2,,0
890914,2,2,1,1,2007,800,13,2,80,0
890915,1,1,1,5,2008,700,13,2,,0
890916,1,1,1,1,1991,1200,13,2,60,0
890920,1,1,1,1,2012,900,13,2,60,0
890930,1,1,1,1,1965,1400,13,2,80,0
890960,1,1,1,1,2005,920,13,2,60,0
890961,1,1,1,2,2013,500,13,2,,0
890963,1,1,1,1,2004,2300,13,2,85,0
890963,2,1,2,1,2003,1100,13,2,70,0
890967,1,1,1,1,1996,430,13,2,60,0
890967,1,1,1,5,2005,431,13,2,,0
890970,1,1,2,1,2004,2200,12,2,80,0
890970,2,1,2,1,1997,850,12,2,70,0
890971,1,1,1,1,2013,1290,12,2,70,0
890973,1,1,1,1,1999,1500,13,2,70,0
890975,1,1,1,1,2001,510,13,2,50,0
890980,1,1,1,1,1990,920,13,2,65,0
890982,1,1,1,1,2000,1600,13,2,50,0
890983,1,1,2,1,1999,1340,13,2,80,0
890983,2,1,2,1,2005,1230,13,2,70,0
891010,1,1,1,1,2013,900,13,2,80,0
891012,1,1,1,1,1998,1100,13,2,80,0
891013,1,1,1,5,2004,820,13,2,,0
891018,1,1,1,3,2006,500,13,2,,0
891020,1,1,1,5,2008,700,13,2,,0
891022,1,1,1,1,2008,1200,13,2,90,0
891023,2,1,1,1,1993,1100,13,2,80,0
891028,1,1,1,1,1998,700,13,2,50,0
891028,2,1,1,2,2000,460,13,2,,0
891062,1,1,1,1,1990,800,13,2,100,0
891062,2,2,1,1,1985,550,13,2,90,0
891065,1,1,1,4,1985,560,13,2,,0
891066,1,1,1,2,2008,450,13,2,,0
891067,1,1,1,1,2004,2300,13,2,80,0
891072,1,1,1,1,2000,560,13,2,60,0
891073,2,1,1,1,2014,500,13,1,90,4000
891079,1,1,1,1,1989,650,13,2,90,0
891083,1,1,1,4,2010,560,13,2,,0
891110,1,1,1,1,1984,1800,13,2,100,0
891117,1,1,1,1,1992,1500,13,2,100,0
891117,2,1,1,1,1990,1500,13,2,100,0
891117,2,1,1,4,2004,500,12,2,,0
891119,1,1,1,1,2004,890,13,2,100,0
891119,2,1,1,1,2003,1000,13,2,80,0
891125,1,1,1,1,1991,1800,13,2,80,0
891125,2,2,1,1,2011,1800,13,2,80,0
891138,5,1,6,2,1999,,12,2,,0
891138,6,1,6,2,1999,,12,2,,0
891160,6,1,1,1,1997,1200,13,2,90,0
891161,1,1,1,5,2012,622,13,2,,0
891164,1,1,1,1,1982,1100,13,2,80,0
891164,1,1,1,3,2008,600,12,2,,0
891165,1,1,1,5,2005,900,13,2,,0
891167,1,1,1,1,2002,850,13,2,80,0
891171,1,1,1,1,2005,300,13,2,50,0
891171,1,1,1,5,2010,700,13,2,,0
891173,1,1,1,1,2000,1050,13,2,70,0
891215,2,1,1,1,1997,1200,13,2,80,0
891227,1,1,1,1,1990,750,13,2,90,0
891261,1,1,1,1,1994,980,13,2,80,0
891268,1,1,1,1,2003,290,13,2,60,0
891268,1,1,1,5,2009,400,13,2,,0
891269,2,1,1,1,2004,400,13,2,70,0
891269,2,1,1,5,2004,300,13,2,,0
891270,1,1,1,1,2009,2200,13,2,90,0
891277,1,1,1,1,2003,1270,13,2,70,0
891315,1,1,1,1,1995,898,13,2,80,0
891315,1,1,1,5,2013,570,13,2,,0
891316,1,1,1,1,2002,1075,13,2,40,0
891317,1,1,2,1,1997,1860,13,2,90,0
891317,2,1,1,1,2009,145,13,2,5,0
891317,2,1,5,1,2002,1455,13,2,60,0
891320,1,1,1,1,2009,250,13,2,40,0
891320,2,1,1,1,2004,1100,13,2,80,0
891323,1,1,1,1,2005,1680,13,2,80,0
891324,1,1,1,5,2001,600,13,2,,0
891334,1,1,1,1,2012,956,13,2,80,0
891334,2,1,1,1,2007,935,13,2,90,0
891336,1,1,1,1,2011,935,13,2,80,0
891337,3,1,1,1,1989,812,13,2,80,0
891337,3,1,1,4,2008,420,13,2,,0
891362,1,1,1,1,2001,1200,13,2,70,0
891362,1,1,1,5,2004,300,13,2,,0
891364,1,1,1,1,1995,500,13,2,70,0
891378,1,1,1,1,2011,1135,13,2,75,0
891390,1,1,1,4,2010,289,13,2,,0
891415,1,1,1,5,2013,550,13,2,,0
891416,1,1,1,4,1984,270,13,2,,0
891416,2,1,1,5,2007,750,13,2,,0
891418,1,1,1,1,2011,530,13,2,80,0
891421,2,1,1,1,1995,1580,13,2,90,0
891422,1,1,1,1,2005,500,13,2,40,0
891423,6,2,2,5,2006,600,13,2,,0
891424,1,1,1,1,2004,900,13,2,75,0
891425,2,1,1,1,2004,1400,13,2,90,0
891425,3,3,1,1,2006,1700,13,2,95,0
891429,1,1,1,1,2008,1700,12,2,80,0
891429,2,1,1,1,2005,2500,12,2,90,0
891430,1,1,2,1,1980,1500,13,2,90,0
891430,2,2,2,2,1990,500,13,2,,0
891433,2,1,1,3,2010,200,13,2,,0
891435,1,1,1,5,1992,1200,13,2,,0
891461,1,1,1,1,2003,800,13,2,70,0
891463,2,1,1,1,2014,1150,13,2,80,0
891464,2,1,1,5,1995,800,13,2,,0
891465,1,1,1,1,2002,1150,13,2,80,0
891468,1,1,1,5,2012,600,13,2,,0
891510,1,1,1,5,2008,1500,13,2,,0
891513,1,1,1,5,2010,800,13,2,,0
891515,1,1,1,5,2011,1200,13,2,,0
891520,1,1,1,1,1999,1350,13,2,90,0
891522,1,1,1,5,2009,1300,13,2,,0
891529,1,1,1,1,1999,1200,13,2,80,0
891566,1,1,1,1,2010,890,13,2,70,0
891568,1,1,2,5,2002,1200,13,2,,0
891580,1,1,1,1,2001,890,13,2,60,0
891613,1,1,1,1,1998,940,13,2,70,0
891671,1,1,1,3,1995,702,13,2,,0
891671,2,1,1,2,1998,550,13,2,,0
891671,2,1,1,4,2000,404,12,2,,0
891673,2,1,1,1,1987,605,13,2,70,0
891673,2,1,1,5,2000,325,13,2,,0
891676,1,1,1,4,2008,310,12,2,,0
891676,2,1,1,1,2005,725,13,2,70,0
891677,1,1,1,1,1997,880,13,2,50,0
891677,2,1,1,1,1998,2300,13,2,80,0
891680,1,1,1,4,2014,400,12,2,,0
891680,1,1,1,5,2005,600,13,2,,0
891681,1,1,1,3,2008,755,13,2,,0
891684,2,1,1,1,2000,1500,13,2,80,0
891688,1,1,1,3,2012,620,13,2,,0
891699,3,1,1,4,2008,407,13,2,,0
891724,2,1,1,1,2009,1200,13,2,70,0
891724,3,1,1,2,2008,600,13,2,,0
891727,1,1,1,5,2003,540,13,2,,0
891729,1,1,1,1,1997,1300,13,2,74,0
891729,2,1,1,1,2010,1700,13,2,80,0
891733,1,1,1,1,2004,1700,13,2,70,0
891734,1,1,1,1,2014,2200,13,2,70,0
891734,2,1,1,1,2005,1350,13,2,70,0
891739,1,1,1,1,2007,1500,13,2,70,0
891745,1,1,1,5,1988,830,13,2,,0
891749,2,2,1,5,2009,500,13,2,,0
891794,1,1,1,1,1995,900,13,2,70,0
891808,1,1,1,1,2003,1150,13,2,80,0
891820,2,1,1,1,2008,900,13,2,80,0
891824,2,1,1,5,2005,600,13,2,,0
891825,1,1,1,5,1996,553,13,2,,0
891827,1,1,1,5,2005,600,13,2,,0
891835,1,1,1,1,2011,1000,13,2,70,0
891846,2,1,1,1,2000,900,13,2,50,0
891871,1,1,1,1,2004,1300,13,2,85,0
891871,1,1,2,1,1980,1000,13,2,50,0
891876,1,1,1,1,2014,500,13,2,70,0
891876,2,2,1,1,2009,500,13,2,70,0
891885,1,1,1,1,1995,500,13,2,70,0
891885,1,1,1,5,2003,520,12,2,,0
891906,1,1,1,1,2005,700,13,2,70,0
891923,2,1,1,1,2006,800,13,2,50,0
891924,1,1,1,1,1994,500,12,2,80,0
891924,2,1,1,1,1997,630,12,2,70,0
891927,2,1,1,1,1995,900,13,2,50,0
891928,1,1,1,1,2006,900,13,2,40,0
891928,2,2,1,1,2006,500,13,2,60,0
891930,1,1,1,1,2010,1100,12,2,70,0
891930,2,2,1,1,2013,900,12,2,80,0
891947,1,1,5,3,2000,1200,12,2,,0
891970,1,1,1,1,1998,1300,13,2,70,0
891974,1,1,1,1,2001,1300,13,2,70,0
891974,2,1,1,1,2003,1100,13,2,70,0
891976,1,1,1,1,1992,1300,13,2,70,0
891977,1,1,1,1,2003,1230,13,2,70,0
891978,1,1,2,1,2014,1630,12,2,80,0
891980,1,1,1,1,1998,1400,13,2,70,0
891980,2,1,1,1,2010,500,13,2,70,0
891984,1,1,1,1,2000,1200,13,2,70,0
891984,1,1,1,5,2008,660,13,2,,0
891985,1,1,1,1,2000,1400,13,2,70,0
891985,2,1,1,1,1979,800,13,2,70,0
891986,2,2,1,1,2002,1400,13,2,70,0
891990,1,1,2,1,1998,1600,13,2,70,0
891990,2,1,2,1,1997,1100,13,2,70,0
892023,1,1,1,1,2005,1000,13,2,70,0
892023,1,1,1,3,2008,500,12,2,,0
892023,2,2,1,1,1994,950,13,2,70,0
892070,1,1,1,1,2007,600,13,2,100,0
892070,1,1,1,4,2005,400,13,2,,0
892071,1,1,1,1,1990,630,13,2,50,0
892072,1,1,1,5,2014,600,13,1,,1200
892074,1,1,1,5,1990,500,13,2,,0
892075,1,1,1,5,1987,700,13,2,,0
892076,1,1,1,1,2001,2700,13,2,80,0
892076,2,1,2,1,2013,2400,13,2,80,0
892085,1,1,1,1,2004,730,13,2,100,0
892085,3,1,1,4,2001,700,13,2,,0
892090,1,1,1,5,2011,730,13,2,,0
892110,1,1,1,5,2000,870,13,2,,0
892126,2,3,1,5,2000,430,13,2,,0
892127,1,1,1,5,1997,620,13,2,,0
892129,1,1,1,2,2010,440,13,2,,0
892132,1,1,1,1,1998,520,13,2,40,0
892133,1,1,1,1,2002,700,13,2,70,0
892133,2,2,1,1,2005,530,13,2,60,0
892136,1,1,1,2,2005,480,13,2,,0
892140,2,1,1,4,2009,430,13,2,,0
892173,1,1,1,5,1979,600,13,2,,0
892177,1,1,2,1,1972,1250,13,2,90,0
892177,1,1,2,5,1987,750,13,2,,0
892181,1,1,1,1,1993,1000,13,2,75,0
892181,2,2,1,2,2006,460,13,2,,0
892181,3,2,1,5,2006,470,13,2,,0
892191,1,1,1,1,2009,1150,13,2,50,0
892191,2,1,1,1,2013,500,13,2,50,0
892220,1,1,1,4,1983,989,13,2,,0
892221,1,1,1,2,2008,310,13,2,,0
892221,2,1,1,1,2003,790,13,2,50,0
892225,1,1,1,5,2009,1670,13,2,,0
892226,1,1,1,1,2005,1580,13,2,80,0
892227,1,1,1,1,2000,1250,13,2,80,0
892228,1,1,1,1,2005,1310,13,2,75,0
892230,1,1,1,1,2009,1375,13,2,75,0
892230,2,2,1,1,2008,1340,13,2,80,0
892231,1,1,1,2,1994,390,13,2,,0
892231,2,2,1,1,1989,840,13,2,75,0
892232,2,3,1,1,2007,540,13,2,60,0
892233,1,1,1,1,2008,1360,13,2,80,0
892244,1,1,1,1,2004,1036,13,2,75,0
892244,2,2,1,1,2010,785,13,2,65,0
892247,1,1,1,1,1994,1360,13,2,80,0
892273,2,1,2,1,1995,1200,13,2,90,0
892274,1,1,1,5,2014,550,13,2,,0
892276,2,1,1,1,1999,1100,13,2,90,0
892321,1,1,1,5,2005,900,13,2,,0
892326,1,1,1,1,2008,480,13,2,70,0
892326,1,1,1,5,2012,430,13,2,,0
892331,1,1,1,1,1992,1600,13,2,85,0
892331,2,1,1,1,1996,1100,13,2,85,0
892336,1,1,1,1,2008,1450,13,2,75,0
892338,2,1,1,1,1990,630,13,2,70,0
892341,1,1,1,1,1992,1200,13,2,90,0
892341,2,1,1,1,1992,700,13,2,70,0
892343,1,1,1,1,1990,710,13,2,80,0
892343,1,1,1,5,2005,300,13,2,,0
892371,1,1,1,5,2000,910,13,2,,0
892374,1,1,1,5,2001,1250,13,2,,0
892378,1,1,1,5,2013,870,13,2,,0
892379,1,1,1,1,1985,1260,13,2,80,0
892383,1,1,1,5,2005,900,13,2,,0
892387,1,1,3,5,1998,1560,13,2,,0
892388,1,1,1,5,2000,1300,13,2,,0
892390,1,1,1,5,1989,1280,13,2,,0
892396,1,1,1,5,2005,1275,13,2,,0
892399,1,1,1,1,2005,900,13,2,80,0
892399,2,1,4,3,2011,300,13,2,,0
892399,7,1,1,5,2000,1000,13,2,,0
892405,1,1,1,1,2010,1180,13,2,80,0
892405,3,3,1,1,2007,1100,13,2,80,0
892407,1,1,1,1,1980,950,13,2,80,0
892413,1,1,3,1,2003,2200,13,2,80,0
892415,1,1,2,5,2000,1400,13,2,,0
892418,1,1,1,1,1987,1350,13,2,80,0
892423,1,1,1,5,2000,1200,12,2,,0
892427,1,1,3,1,1999,1650,13,2,80,0
892428,1,1,1,1,1995,840,13,2,80,0
892428,2,2,1,1,1997,920,13,2,80,0
892437,1,1,2,1,1996,1320,13,2,80,0
892437,2,1,1,1,1994,1000,13,2,70,0
892439,1,1,1,1,2005,1100,13,2,75,0
892440,1,1,1,1,2004,1400,13,2,60,0
892440,2,1,1,1,2004,1300,13,2,60,0
892442,1,1,1,5,2000,810,13,2,,0
892442,2,2,1,3,1987,247,13,2,,0
892447,1,1,1,5,1998,830,13,2,,0
892449,1,1,1,1,2007,1700,13,2,80,0
892461,1,1,1,1,2000,1380,13,2,80,0
892670,1,1,1,1,1994,1100,13,2,70,0
892673,1,1,1,1,1991,1600,13,2,80,0
892673,2,2,1,1,1999,1200,13,2,80,0
892676,3,1,1,1,1992,450,13,2,50,0
892676,3,1,1,5,1975,230,13,2,,0
892696,1,1,1,4,2002,233,13,2,,0
892699,1,1,1,1,1992,1300,13,2,100,0
892699,2,1,1,1,2006,5000,13,2,100,0
892703,1,1,1,1,1975,1328,13,2,70,0
892703,1,1,1,5,1983,345,13,2,,0
892727,1,1,1,1,2000,1200,13,2,70,0
892736,1,1,1,2,2005,450,13,2,,0
892737,1,1,1,5,2011,750,13,2,,0
892741,2,1,1,4,2004,350,13,2,,0
892753,6,1,1,2,1995,395,13,2,,0
892769,1,1,1,1,2010,680,13,2,80,0
892773,1,1,1,1,1996,1150,13,2,70,0
892773,2,2,1,1,2004,680,13,2,70,0
892784,1,1,1,1,1985,2400,13,2,70,0
892784,2,2,1,1,1990,1200,13,2,65,0
892832,2,1,1,1,2002,850,12,2,70,0
892833,1,1,1,1,2000,1200,12,2,70,0
892837,1,1,1,1,2013,1200,12,2,90,0
892838,1,1,1,1,2009,1550,13,2,100,0
892841,1,1,1,1,2005,1400,13,2,100,0
892877,1,1,1,5,2013,650,13,2,,0
892884,1,1,1,1,2006,890,13,2,40,0
892884,1,1,6,7,2008,1140,12,2,,0
892884,2,1,1,2,1988,600,13,2,,0
892886,1,1,1,1,2009,555,13,2,50,0
892886,1,1,5,1,2009,2100,13,2,80,0
892889,2,1,1,1,1998,2900,13,2,80,0
892895,1,1,2,1,2012,3900,13,2,98,0
892924,1,1,1,1,1992,1200,12,2,70,0
892924,2,1,1,1,2010,500,12,2,70,0
892925,1,1,2,1,2011,1700,12,2,80,0
