nquest,nord,INTPER,entepen,tipopen,decor,tpens,mesipen,arret,quotape,tarret
507147,1,1,1,1,2004,1600,13,2,80,0
507147,4,4,1,5,1981,700,13,2,,0
507157,1,1,1,5,1993,500,13,2,,0
507182,1,1,1,1,2005,1580,13,2,90,0
507182,2,1,1,1,2001,120,14,2,50,0
507185,1,1,1,4,2012,500,12,2,,0
507185,1,1,1,5,1986,500,13,2,,0
507190,1,1,1,1,2010,1300,13,2,70,0
507303,1,1,1,1,1999,919,13,2,80,0
507303,2,2,1,1,2004,967,13,2,70,0
507316,1,1,1,1,1994,1293,13,2,80,0
507316,2,1,1,1,2000,620,13,2,50,0
507319,1,1,1,1,1996,870,13,2,60,0
507336,1,1,1,1,2003,1048,13,2,80,0
507336,2,2,1,1,2012,2000,13,2,80,0
507359,1,1,1,1,1997,2500,13,2,100,0
507359,1,1,5,1,1997,2500,13,2,100,0
507359,2,1,1,1,1994,1200,13,2,80,0
507360,2,1,1,1,2014,1000,13,2,70,0
507419,1,1,1,1,2004,1498,13,2,86,0
507426,1,1,1,1,1981,980,13,2,50,0
507426,2,2,1,1,1990,450,13,2,60,0
507509,1,1,1,1,1986,697,13,2,40,0
507542,2,1,1,1,2005,800,13,2,70,0
507544,4,1,1,4,2009,700,12,2,,0
507547,1,1,1,1,1969,800,13,2,50,0
507552,1,1,1,1,2010,500,13,2,45,0
507557,1,1,1,2,1999,700,13,2,,0
507557,1,1,2,3,1999,500,13,2,,0
507573,1,1,1,1,2002,1700,13,2,70,0
507573,2,1,1,1,2003,3600,13,2,80,0
507638,1,1,1,1,2001,1300,13,2,80,0
507640,1,1,1,1,2004,470,13,2,40,0
507640,1,1,6,1,2009,208,12,2,70,0
507640,2,1,1,1,1990,1200,13,2,50,0
507644,2,1,1,1,2013,1100,13,2,80,0
507644,3,3,1,5,1986,300,13,2,,0
507644,3,3,6,1,1986,680,12,2,70,0
507644,3,3,6,5,1986,110,12,2,,0
507656,1,1,1,1,1999,913,13,2,80,0
507728,2,1,1,1,2006,1650,13,2,80,0
507823,1,1,1,1,2009,1670,13,2,70,0
507823,1,1,1,5,1986,570,13,2,,0
507863,1,1,1,1,2006,328,13,2,70,0
507863,1,1,1,7,2006,1200,13,2,,0
507905,2,1,1,1,1997,1700,13,2,80,0
507908,2,1,1,1,2014,2000,13,2,100,0
507913,1,1,1,5,1993,476,13,2,,0
507924,2,2,1,1,2009,900,13,2,,0
508305,1,1,1,1,1983,500,12,2,70,0
508305,1,1,1,5,1995,250,12,2,,0
508861,1,1,1,1,2006,1195,13,2,90,0
508861,2,2,1,1,2006,1165,13,2,90,0
509054,1,1,1,1,1995,530,13,2,70,0
509054,2,2,1,1,1995,470,13,2,80,0
509057,1,1,1,1,2014,800,2,2,70,0
509064,1,1,1,5,2010,980,13,2,,0
509068,1,1,1,1,1995,500,13,2,70,0
509068,1,1,1,5,1993,290,13,2,,0
509071,1,1,1,1,1997,1500,13,2,90,0
509123,1,1,1,1,1987,650,13,2,50,0
509366,2,2,1,1,2008,950,13,2,90,0
509512,1,1,1,1,2002,1433,13,2,70,0
509550,3,1,1,2,1984,370,12,2,,0
509717,1,1,1,1,2012,280,12,2,30,0
509717,1,1,1,5,2009,400,12,2,,0
509869,1,1,1,1,2007,878,12,2,50,0
510071,1,1,2,1,2007,1820,13,2,80,0
510071,2,2,2,1,1999,1300,13,2,40,0
510109,1,1,1,5,2014,600,13,2,,0
510181,1,1,1,1,1994,550,13,2,60,0
510220,1,1,2,1,1999,800,13,2,80,0
510244,1,1,1,1,2000,1400,13,2,71,0
510244,2,2,1,1,2007,1200,13,2,90,0
510245,1,1,2,1,2001,1900,13,2,100,0
510245,2,2,2,1,2004,1300,13,2,100,0
510374,1,1,1,4,2014,280,13,1,,7000
510432,2,1,1,1,1988,1000,13,2,80,0
510433,2,1,1,1,2010,1150,13,2,80,0
510439,2,1,1,3,2005,400,13,2,,0
510515,1,1,1,1,2001,700,13,2,90,0
510634,1,1,1,1,2005,1400,13,2,90,0
510634,2,1,1,1,1984,600,13,2,70,0
511059,1,1,1,1,1982,500,13,2,50,0
511059,1,1,2,5,1997,340,13,2,,0
511074,1,1,1,1,1983,1300,13,2,70,0
511098,1,1,1,4,1975,1000,13,2,,0
511098,1,1,1,4,2007,450,13,2,,0
511103,1,1,1,5,1971,510,13,2,,0
511116,1,1,1,3,1995,490,13,2,,0
511130,1,1,1,1,1990,630,13,2,60,0
511130,2,2,1,1,1997,400,13,2,70,0
511160,1,1,1,1,2003,1350,13,2,70,0
511160,2,1,1,1,2012,570,13,2,70,0
511260,1,1,1,1,2010,1700,13,2,85,0
511307,1,1,1,1,1997,2400,13,2,90,0
511354,1,1,1,5,2009,650,13,2,,0
511367,1,1,1,1,2012,1300,13,2,80,0
511416,1,1,1,2,1995,600,13,2,,0
511419,1,1,1,1,1987,1200,13,2,80,0
511424,2,1,1,1,2001,1250,13,2,100,0
511431,1,1,1,1,1993,1300,13,2,80,0
511435,1,1,1,1,1992,600,13,2,50,0
511435,2,1,1,2,1996,400,13,2,,0
511438,1,1,1,2,1989,490,13,2,,0
511443,1,1,2,5,2012,1500,13,2,,0
511451,2,1,1,1,2000,1050,13,2,60,0
511491,1,1,1,5,2012,600,13,2,,0
511491,2,1,1,4,2011,350,13,2,,0
511494,1,1,1,1,2000,650,13,2,60,0
511495,1,1,1,1,2004,1000,13,2,60,0
511500,1,1,2,1,1990,1300,13,2,60,0
511501,1,1,2,1,1994,1100,13,2,60,0
511519,1,1,1,3,2009,270,13,2,,0
511525,3,1,1,4,1991,780,13,2,,0
511616,1,1,2,5,2009,1300,13,2,,0
511629,2,1,1,1,2003,1500,13,2,80,0
512211,1,1,1,5,1977,460,13,2,,0
512368,1,1,1,1,2004,800,13,2,70,0
512368,3,3,1,3,2004,400,13,2,,0
512372,2,2,1,1,2000,630,13,2,70,0
512417,1,1,1,1,1990,1200,13,2,60,0
512457,1,1,1,1,2006,700,13,2,60,0
512457,2,2,1,3,2012,170,13,2,,0
512457,3,1,1,3,1970,800,13,2,,0
512457,3,1,1,5,1980,600,13,2,,0
512457,5,1,1,4,1991,700,13,2,,0
512574,1,1,1,1,1989,730,13,2,100,0
512574,2,2,1,1,1992,620,13,2,100,0
512704,1,1,1,1,1995,1542,13,2,80,0
512768,1,1,1,5,2009,600,13,2,,0
512807,1,1,1,5,1970,530,13,2,,0
512845,1,1,1,1,1987,1900,13,2,70,0
512845,2,1,1,1,2000,587,13,2,70,0
512845,3,1,1,5,1981,816,13,2,,0
512846,1,1,1,1,1998,614,13,2,80,0
512846,2,2,1,1,1998,647,13,2,70,0
512849,2,1,1,1,2001,1500,13,2,60,0
512858,2,1,1,1,2008,800,13,2,80,0
512892,1,1,1,5,2001,600,13,2,,0
512897,1,1,1,5,1980,750,13,2,,0
512921,2,2,1,1,2013,1560,13,2,80,0
512963,1,1,1,1,1991,936,13,2,75,0
512963,2,1,1,1,2004,885,13,2,85,0
513045,1,1,1,1,2011,1275,13,2,75,0
513045,2,1,1,1,2013,982,13,2,65,0
513131,1,1,1,2,1995,500,14,2,,0
513131,2,1,1,1,1985,1100,13,2,85,0
513140,1,1,1,1,2005,680,13,2,60,0
513330,1,1,1,1,2004,900,12,2,50,0
513335,1,1,1,1,2002,1350,12,2,95,0
513335,1,1,6,1,2012,250,12,2,20,0
513335,2,2,1,4,2013,260,12,2,,0
513369,1,1,1,1,1990,497,13,2,50,0
513369,2,1,1,1,1988,1100,13,2,75,0
513377,2,2,1,5,1997,910,13,2,,0
513384,1,1,1,1,1991,1070,13,2,60,0
513384,2,1,1,1,2004,580,13,2,50,0
513386,1,1,1,1,1988,1050,13,2,50,0
610980,1,1,1,1,1990,1200,13,2,70,0
610980,2,1,1,1,1979,1200,13,2,70,0
611453,1,1,1,1,1995,320,13,2,75,0
611453,1,1,1,5,2004,,13,2,,0
611512,2,1,1,1,1996,1100,13,2,55,0
611614,2,2,4,3,2000,250,12,2,,0
611774,1,1,1,1,2010,1500,13,2,90,0
612011,1,1,3,1,1993,970,13,2,60,0
613605,1,1,1,5,1981,235,13,2,,0
613605,1,1,2,1,1990,1700,13,2,92,0
613825,1,1,1,1,2002,190,13,2,30,0
613825,1,1,1,5,2005,900,13,2,,0
614068,1,1,1,5,2009,500,12,2,,0
614094,1,1,1,1,1998,760,12,2,70,0
614094,2,1,1,1,2008,615,12,2,75,0
614660,1,1,1,5,2007,513,13,2,,0
614683,1,1,3,1,2008,1900,13,2,80,0
614783,1,1,1,1,1998,1300,13,2,80,0
615751,1,1,1,1,2005,1300,13,2,50,0
616016,1,1,1,1,1992,480,12,2,70,0
616016,2,1,1,1,1983,730,12,2,70,0
616078,1,1,1,1,1983,480,12,2,70,0
616078,1,1,1,5,2008,400,12,2,,0
616078,2,1,2,1,2014,2500,12,2,80,0
617231,1,1,1,1,2005,500,13,2,60,0
617231,2,1,1,1,1982,500,13,2,70,0
617231,2,1,1,4,1982,200,13,2,,0
617398,1,1,2,1,2011,4500,12,2,85,0
617902,2,1,1,1,2010,3000,13,2,65,0
618755,1,1,1,1,2000,1130,13,2,30,0
618755,1,1,5,7,1999,430,12,2,,0
618755,2,1,1,1,2000,113,13,2,20,0
619457,1,1,2,5,2012,1180,13,2,,0
620503,1,1,1,1,2002,1600,13,2,98,0
620503,2,1,1,1,2003,1600,13,2,98,0
620649,1,1,1,1,1992,876,13,2,80,0
620649,2,1,1,1,2007,1517,13,2,80,0
620805,1,1,1,1,2012,1760,13,1,80,10000
620805,2,1,1,1,1994,1000,13,2,40,0
620858,1,1,1,1,2011,2000,13,2,85,0
621762,1,1,1,1,1984,800,13,2,80,0
621766,1,1,2,1,2011,1290,13,2,90,0
621999,1,1,1,4,1977,650,13,2,,0
622031,1,1,1,1,1995,900,13,2,60,0
622063,1,1,1,2,2003,550,13,2,,0
622228,1,1,1,1,2002,1270,13,2,75,0
622228,2,1,1,1,2014,1200,13,2,60,0
622306,1,1,1,5,2008,702,13,2,,0
622707,1,1,1,5,2013,800,13,2,,0
622717,1,1,1,1,1987,500,13,2,60,0
622717,1,1,1,5,2001,700,13,2,,0
622915,1,1,1,1,2005,450,13,2,50,0
622915,2,2,1,2,2010,300,13,2,,0
623281,1,1,1,1,2004,1200,13,2,70,0
623619,2,2,1,5,1995,580,13,2,,0
625193,1,1,1,1,1998,1400,13,2,80,0
625193,2,1,1,1,1985,1200,13,2,80,0
625513,1,1,1,1,1980,900,13,2,85,0
625513,2,2,1,1,2009,1300,13,2,75,0
625641,1,1,1,1,1997,1000,13,2,40,0
625641,1,1,5,1,2011,600,13,2,25,0
625641,2,1,2,1,2014,1700,4,2,90,0
625694,1,1,1,1,2004,1200,13,2,85,0
626030,1,1,1,5,1993,700,13,2,,0
626189,1,1,1,5,2001,640,13,2,,0
626240,1,1,1,1,1996,1100,13,2,80,0
626310,4,1,1,5,1995,560,13,2,,0
626312,1,1,1,1,1994,620,13,2,40,0
626312,1,1,1,5,2003,500,13,2,,0
626361,1,1,5,1,2004,800,13,2,20,0
626641,1,1,1,1,1989,680,13,2,70,0
626641,1,1,1,5,1995,370,12,2,,0
626680,1,1,1,1,2004,700,13,2,60,0
626868,1,1,1,1,2007,495,13,2,50,0
626892,1,1,1,5,2014,1200,5,2,,0
627067,1,1,1,1,1994,1300,13,2,80,0
627067,2,1,1,1,1998,360,13,2,50,0
627842,2,1,1,1,2013,500,13,2,50,0
628418,1,1,1,1,2010,1200,13,2,50,0
629478,1,1,1,1,1982,1200,13,2,80,0
629478,2,1,1,1,2000,1400,13,2,80,0
629488,1,1,1,1,2000,1900,13,2,90,0
629828,1,1,1,1,2000,1250,13,2,100,0
629984,1,1,1,1,1977,780,13,2,70,0
629984,1,1,1,5,1995,700,13,2,,0
630650,1,1,1,1,2004,500,13,2,60,0
630650,1,1,1,5,2005,800,13,2,,0
630858,1,1,1,1,2008,500,13,2,60,0
630858,2,1,1,1,2002,1400,13,2,100,0
631016,1,1,1,1,1992,2000,13,2,80,0
631016,2,1,2,1,1998,1041,13,2,70,0
631237,2,2,1,1,2008,298,13,2,10,0
631306,1,1,1,1,2005,1200,13,2,100,0
631431,1,1,1,1,2010,1200,13,2,70,0
631431,2,2,1,1,1995,1400,13,2,70,0
631712,2,1,1,1,1994,1200,13,2,80,0
631712,2,1,4,4,1980,100,13,2,,0
631954,1,1,1,1,2006,900,13,2,60,0
632099,1,1,1,1,2000,1100,13,2,60,0
632118,1,1,1,1,1997,2200,13,2,86,0
632118,1,1,1,3,2010,400,12,2,,0
632293,1,1,1,1,2001,750,13,2,40,0
633458,1,1,1,1,2010,2200,13,2,60,0
633654,1,1,2,1,2010,2000,13,2,100,0
633941,1,1,1,1,1998,400,13,2,60,0
633941,1,1,1,5,2000,420,13,2,,0
634442,1,1,1,1,1992,140,13,2,20,0
634442,2,1,1,1,1997,1180,13,2,70,0
634732,1,1,1,1,2012,940,13,2,80,0
635007,1,1,1,1,1994,499,13,2,60,0
635007,2,2,1,1,1986,800,13,2,60,0
635047,1,1,1,1,1997,1000,13,2,90,0
635047,2,2,1,1,1994,700,13,2,90,0
636206,1,1,1,1,1993,1300,13,2,10,0
636206,2,2,1,3,2002,300,13,2,,0
636289,1,1,1,1,2003,1600,13,2,70,0
636289,2,2,2,1,1992,800,13,2,70,0
636309,1,1,1,1,1998,1012,13,2,80,0
636309,2,2,1,1,1994,1470,13,2,75,0
636401,1,1,1,1,1999,700,12,2,70,0
636401,2,1,1,1,1996,500,12,2,70,0
636407,1,1,1,1,2005,760,12,2,90,0
636407,2,2,1,4,2009,500,12,2,,0
636418,1,1,1,1,1991,500,12,2,75,0
636418,1,1,6,1,1991,600,12,2,50,0
636418,2,2,1,1,1992,460,12,2,90,0
637242,1,1,1,5,2003,457,13,2,,0
637619,1,1,1,1,1986,1700,13,2,100,0
637619,2,2,1,1,1994,400,13,2,70,0
637701,1,1,1,1,1997,950,13,2,90,0
637701,2,1,1,1,2008,800,13,2,90,0
637711,1,1,1,5,1995,1800,13,2,,0
637869,1,1,1,1,2004,1300,13,2,90,0
638250,1,1,1,1,2008,1200,13,2,70,0
638360,1,1,1,1,2010,2680,13,2,90,0
639013,1,1,1,5,2012,812,13,2,,0
639067,1,1,1,1,2009,1080,13,2,60,0
639502,2,1,1,1,2006,2500,13,2,80,0
639575,1,1,1,1,2004,550,13,2,60,0
640164,1,1,1,1,2006,2000,13,2,75,0
640164,2,2,1,1,2009,1500,13,2,80,0
640250,1,1,1,1,2008,3000,13,2,60,0
640250,2,1,1,1,2002,1300,13,2,70,0
640790,1,1,1,1,1984,400,13,2,50,0
640790,1,1,1,5,2008,900,13,2,,0
640837,1,1,1,1,1994,1200,13,2,90,0
640837,1,1,3,6,1948,320,12,2,,0
640837,2,2,1,1,1989,1050,13,2,70,0
640954,1,1,1,1,1994,1385,13,2,85,0
640954,2,1,1,1,1995,780,13,2,40,0
641030,1,1,1,1,2009,800,13,2,70,0
641084,1,1,1,1,2011,800,13,2,70,0
641084,2,2,1,3,2009,256,13,2,,0
641305,1,1,4,3,1983,155,12,2,,0
641624,1,1,1,1,1996,1700,13,2,80,0
641628,1,1,1,1,1994,1300,13,2,80,0
648534,3,1,1,4,1993,280,12,2,,0
648572,1,1,1,2,2006,455,13,2,,0
648572,2,1,1,1,2000,609,13,2,90,0
648636,2,1,1,5,1981,650,13,2,,0
648863,1,1,1,1,1986,870,13,2,60,0
648863,1,1,1,5,2004,520,13,2,,0
649032,1,1,1,1,2010,900,12,2,70,0
649071,2,1,1,1,2005,1200,12,2,90,0
649223,1,1,1,5,1985,502,13,2,,0
649391,1,1,1,1,1991,700,13,2,60,0
650048,1,1,1,5,2010,671,13,2,,0
650079,1,1,1,2,1990,,13,2,,0
650079,1,1,1,5,1990,420,13,2,,0
650091,1,1,1,1,2005,800,13,2,70,0
650091,2,1,1,1,2004,600,13,2,60,0
650101,1,1,1,5,1996,1000,13,2,,0
670338,1,1,1,1,1996,600,13,2,70,0
670338,1,1,1,5,2013,300,13,2,,0
670362,1,1,1,1,2007,700,12,2,60,0
670362,2,1,1,1,2001,750,13,2,70,0
670652,1,1,1,1,2000,1000,13,2,80,0
670668,1,1,1,1,2010,1400,13,2,80,0
670670,1,1,6,1,2010,900,13,2,70,0
670670,2,2,6,1,2011,450,13,2,70,0
670697,1,1,3,4,1976,800,13,2,,0
670698,1,1,1,1,1990,1200,13,2,80,0
670698,2,1,2,1,1980,1200,13,2,80,0
670711,2,2,1,1,2006,850,13,1,80,2000
670762,1,1,1,1,2007,550,12,2,70,0
670762,1,1,1,5,1989,400,12,2,,0
670799,1,1,1,1,1987,1100,13,2,75,0
670853,1,1,1,5,2000,480,12,2,,0
670853,3,1,1,1,1998,700,12,2,60,0
670858,1,1,1,5,2003,470,13,2,,0
671105,1,1,1,4,2008,650,13,2,,0
671105,2,1,1,1,1995,500,13,2,50,0
671105,2,1,1,3,2008,480,13,2,,0
671105,2,1,1,5,2000,480,13,2,,0
671135,1,1,1,1,1979,600,13,2,80,0
671149,1,1,1,1,1970,600,13,2,70,0
671149,1,1,5,1,1970,600,13,2,60,0
671153,2,2,1,1,2012,1300,13,2,70,0
671173,1,1,1,1,1996,1000,13,2,60,0
671200,1,1,1,1,1988,490,13,2,80,0
671200,2,2,1,1,1988,600,13,2,80,0
671200,2,2,1,4,2012,500,13,2,,0
671296,1,1,1,1,1985,500,13,2,50,0
671520,2,1,3,3,1985,800,13,2,,0
671582,1,1,1,1,2001,1059,13,2,60,0
671582,2,1,1,1,1995,1100,13,2,60,0
671698,3,1,1,1,1998,1998,13,2,70,0
671739,1,1,2,1,2008,3400,13,2,70,0
671838,1,1,1,5,2010,850,13,2,,0
671904,1,1,1,1,2006,975,13,2,50,0
671904,2,1,1,1,2006,900,13,2,50,0
672063,2,1,1,1,2013,1600,13,2,80,0
672065,1,1,1,1,2003,1200,13,2,90,0
672065,2,2,1,1,1994,1100,13,2,90,0
672351,1,1,1,1,1990,800,13,2,70,0
672351,1,1,6,1,1990,400,13,2,50,0
672430,2,1,1,1,1998,1200,13,2,60,0
672486,1,1,1,1,1997,1000,13,2,100,0
672486,2,2,1,3,2005,500,13,2,,0
672541,1,1,1,1,2000,1600,13,2,85,0
672541,2,2,1,1,1996,1800,13,2,90,0
672599,1,1,2,1,2011,2500,13,2,70,0
672599,2,1,2,1,2014,1100,13,2,60,0
672620,1,1,1,1,2005,900,13,2,70,0
672679,1,1,1,1,2000,1700,13,2,65,0
672687,1,1,1,1,2010,1120,13,2,70,0
672813,1,1,1,5,1994,800,13,2,,0
672813,2,1,1,4,1987,250,13,2,,0
672814,1,1,1,1,1984,800,13,2,60,0
672854,1,1,1,1,2002,600,13,2,60,0
672985,1,1,1,1,1991,3000,13,2,80,0
673050,1,1,1,1,2008,520,13,2,75,0
673050,2,1,1,1,2002,1400,13,2,80,0
673051,1,1,1,1,1978,880,13,2,100,0
673269,1,1,1,5,1976,850,13,2,,0
673269,2,1,1,1,1995,900,13,2,80,0
673269,3,1,1,4,1975,700,13,2,,0
673378,1,1,2,1,2014,1360,6,2,85,0
673378,2,1,2,1,2011,1500,13,2,90,0
673419,1,1,1,1,1979,1000,13,2,70,0
673421,1,1,1,1,1996,1100,13,2,65,0
673423,1,1,1,1,2009,1175,13,2,80,0
673424,1,1,1,1,2002,1100,13,2,80,0
673540,1,1,1,1,1992,750,13,2,70,0
673559,1,1,1,1,1986,850,13,2,60,0
673568,1,,1,7,1992,750,13,2,,0
673570,2,1,1,1,2007,1000,13,2,65,0
673661,1,1,1,1,2005,1900,13,2,80,0
673695,1,1,1,1,2008,1200,13,2,70,0
673816,1,1,1,1,2004,373,13,2,40,0
673816,2,1,1,1,2009,1455,13,2,85,0
673828,1,1,1,1,1990,1233,13,2,65,0
673828,2,2,1,3,1994,266,13,2,,0
673847,2,1,1,1,2010,700,13,2,80,0
673847,2,1,4,3,2010,300,13,2,,0
673859,1,1,1,5,1993,1180,13,2,,0
673963,1,1,1,1,1990,1500,13,2,65,0
673963,1,1,3,6,2003,600,13,2,,0
673970,2,1,1,1,2007,1400,13,2,70,0
674024,1,1,1,1,2006,1300,13,2,60,0
674063,1,1,1,1,1982,1000,13,2,60,0
674063,1,1,1,5,1982,500,13,2,,0
674196,1,1,1,1,2000,1180,13,2,80,0
674196,2,1,1,1,2003,800,13,2,80,0
674229,1,1,1,1,1980,800,13,2,60,0
674237,1,1,1,1,1984,750,13,2,90,0
674237,2,2,1,5,2011,700,13,2,,0
674283,1,1,1,1,2001,680,13,2,60,0
674285,1,1,1,1,1995,723,13,2,70,0
674285,2,1,1,1,2014,680,13,2,60,0
674287,1,1,2,1,2008,1850,13,2,70,0
674361,2,2,1,1,2002,1500,13,2,100,0
674373,1,1,1,5,1998,850,13,2,,0
674380,1,1,1,5,2013,800,13,2,,0
674440,1,1,1,1,1992,760,13,2,60,0
674440,2,2,1,1,1992,680,13,2,50,0
674489,1,1,1,1,1996,700,13,2,70,0
674489,1,1,1,5,2003,270,13,2,,0
674542,1,1,1,4,2013,900,13,2,,0
674572,1,1,1,5,2006,630,13,2,,0
674686,2,1,1,1,2007,680,13,2,50,0
674686,4,1,1,1,1980,620,13,2,60,0
674686,4,1,1,5,2009,220,13,2,,0
674686,5,1,1,1,1981,720,13,2,50,0
674686,5,1,1,5,2001,150,13,2,,0
674768,1,1,1,1,2008,220,13,2,10,0
674768,2,1,1,1,2001,1500,13,2,98,0
674779,1,1,1,1,1994,900,12,2,70,0
674781,1,1,1,1,1991,1150,12,2,70,0
674781,2,1,1,1,1991,700,12,2,70,0
674800,2,1,1,1,2003,1500,13,2,80,0
674815,2,1,1,1,2005,1100,13,2,70,0
674817,2,1,1,1,2013,2400,13,2,90,0
674818,1,1,1,1,1987,1417,13,2,100,0
674818,2,1,1,1,1988,500,13,2,90,0
674909,1,1,1,5,2005,700,13,2,,0
674968,1,1,1,4,2010,265,13,2,,0
674968,2,2,1,1,1987,1550,13,2,70,0
675086,1,1,1,1,2007,1400,13,2,90,0
675086,1,1,1,5,2005,300,13,2,,0
675132,2,1,1,1,2011,1200,13,2,90,0
675265,1,1,1,1,2007,860,13,2,70,0
675265,2,2,1,1,2014,620,10,2,60,0
675265,3,1,1,3,2001,280,13,2,,0
675265,4,1,1,1,1978,520,13,2,70,0
675265,4,1,1,5,1987,430,13,2,,0
675482,1,1,1,1,1993,1100,12,2,75,0
675482,2,2,1,1,2001,500,12,2,60,0
675524,1,1,4,4,1956,620,13,2,,0
675542,1,1,1,1,1996,1100,13,2,70,0
675645,1,1,1,1,1999,900,13,2,100,0
675656,2,1,1,1,1984,975,13,2,80,0
675656,3,1,1,1,2003,460,13,2,80,0
675667,1,1,1,5,2009,1100,13,2,,0
675685,2,1,1,3,2004,240,13,2,,0
675739,1,1,1,1,2009,600,13,2,60,0
675739,1,1,1,5,1993,500,13,2,,0
675906,1,1,1,1,1992,740,13,2,80,0
675906,1,1,1,3,1986,200,12,2,,0
675906,1,1,1,3,2005,450,12,2,,0
675906,2,2,1,1,1992,490,13,2,80,0
675953,1,1,1,1,2008,1580,13,2,80,0
675953,2,2,1,1,2009,2360,13,2,75,0
675983,2,2,2,1,1998,1150,13,2,80,0
676030,1,1,1,1,1994,1740,13,2,80,0
676060,1,1,5,1,1995,1500,13,2,100,0
676060,2,2,1,1,2000,430,13,2,60,0
676173,1,1,1,5,2008,916,13,2,,0
676259,1,1,1,5,1999,500,13,2,,0
676304,1,1,1,5,1993,550,13,2,,0
676374,1,1,1,1,2009,1200,13,2,80,0
676374,2,1,1,1,2005,1200,13,2,90,0
676391,1,1,1,1,1997,900,13,2,70,0
676426,2,1,1,1,2000,900,13,2,80,0
676446,1,1,1,1,2002,950,13,2,50,0
676521,1,1,1,1,1992,1400,13,2,90,0
676557,2,1,1,5,2014,1300,5,2,,0
676580,1,1,1,1,1988,430,13,2,70,0
676580,1,1,1,5,2008,420,13,2,,0
676670,1,1,1,1,1989,1100,13,2,80,0
676670,1,1,1,5,2012,805,13,2,,0
676772,1,1,1,1,1984,400,13,2,80,0
676772,1,1,1,5,2001,820,12,2,,0
676807,2,1,1,3,2014,778,13,2,,0
676844,2,1,1,1,2013,867,13,2,60,0
676941,1,1,1,1,2014,465,7,2,60,0
677079,2,1,1,1,2012,1200,13,2,80,0
677079,3,1,1,1,1988,500,13,2,80,0
677079,3,1,1,5,2004,480,13,2,,0
677114,1,1,1,1,1997,1000,13,2,50,0
677124,1,1,1,3,2000,200,12,2,,0
677124,2,1,1,1,1965,900,13,2,80,0
677130,1,1,1,1,2005,750,13,2,50,0
677130,2,2,1,1,2001,209,13,2,50,0
677167,1,1,1,1,2001,1800,13,2,90,0
677167,2,1,1,1,2005,1700,13,2,90,0
677195,1,1,1,1,2011,1800,13,2,80,0
677195,2,1,1,1,2006,2800,13,2,70,0
677220,1,1,1,1,2004,1050,13,2,80,0
677277,1,1,2,1,2008,2000,13,1,100,1000
677339,1,1,1,1,2009,500,13,2,50,0
677339,1,1,6,1,2005,200,12,2,10,0
677422,1,1,1,1,1988,1300,13,2,85,0
677422,2,1,2,1,1995,1200,13,2,85,0
677464,1,1,1,1,1987,600,13,2,70,0
677464,2,1,1,1,1993,900,13,2,80,0
677474,1,1,2,1,1981,1130,13,2,70,0
677474,2,1,1,1,2002,1280,13,2,50,0
677475,1,1,2,1,2010,1256,13,2,80,0
677476,1,1,1,5,2002,502,13,2,,0
677489,1,1,1,5,2008,1240,13,2,,0
677571,1,1,1,1,1991,1179,13,2,90,0
677571,2,1,1,1,1995,925,13,2,85,0
677577,1,1,1,1,2004,740,13,2,80,0
677577,1,1,1,5,1999,520,13,2,,0
677577,2,1,1,1,1978,600,13,2,80,0
677577,2,1,1,4,2009,450,12,2,,0
677577,2,1,1,5,1995,250,13,2,,0
677627,1,1,1,1,2002,1100,13,2,50,0
677825,1,1,1,5,2004,625,13,2,,0
677897,2,2,1,1,2006,1200,13,2,70,0
677946,1,1,1,1,2001,3000,13,2,70,0
677946,2,1,1,1,1997,1900,13,2,70,0
677964,1,1,1,1,2012,1150,13,2,90,0
678052,1,1,1,5,2000,540,13,2,,0
678104,1,1,1,4,2000,280,12,2,,0
678104,1,1,1,5,1996,470,13,2,,0
678138,1,1,1,1,2001,840,13,2,50,0
678138,3,3,1,4,1995,279,13,2,,0
678214,2,1,1,1,1990,1600,13,2,70,0
678284,1,1,1,1,1982,500,13,2,50,0
678299,1,1,1,1,1991,1080,13,2,80,0
678299,1,1,1,5,2006,150,13,2,,0
680060,1,1,1,1,2011,700,13,2,70,0
680060,4,1,1,5,1971,700,13,2,,0
680143,1,1,1,1,2007,860,13,2,70,0
680143,2,1,1,1,1996,600,13,2,60,0
680143,2,1,1,5,1984,500,13,2,,0
680144,1,1,1,1,2012,1200,13,2,60,0
680146,1,1,1,1,1981,500,13,2,60,0
680146,1,1,1,5,1985,600,13,2,,0
680239,1,1,1,1,1990,1050,13,2,70,0
680239,2,2,1,7,1996,480,13,2,,0
680243,1,1,2,1,2006,1380,13,2,60,0
680243,2,2,1,1,2002,1080,13,2,70,0
680263,1,1,1,3,2000,270,13,2,,0
680272,1,1,1,1,2011,1600,13,2,90,0
680272,3,3,1,1,1977,1200,13,2,80,0
680285,1,,1,1,2004,445,13,2,75,0
680285,1,,1,5,2008,310,13,2,,0
680311,1,1,1,1,2002,900,13,2,80,0
680391,1,1,1,1,1998,1470,13,2,80,0
680391,2,1,1,1,1996,1645,13,2,80,0
680407,1,1,1,1,2001,2500,13,2,80,0
680407,1,1,1,5,2010,230,13,2,,0
680437,1,1,1,1,1988,1196,13,2,80,0
680437,2,2,1,1,1993,550,13,2,60,0
680498,3,2,1,3,1993,1100,12,2,,0
680498,3,2,1,4,1997,800,12,2,,0
