nquest,nord,sex,parent,anasc,cit,aningr,staciv,studio,tipolau,VOTOEDU,SUEDU,annoedu,tipodip,univer,selode,motiv,apqual,asnonoc,nace,nordp,motent,annoenus,NASCREG,NASCAREA,ireg,NCOMP,ETA,CLETA5,QUAL,Q,SETT,PERC,NPERC,CFRED,AREA3,AREA5,ACOM4C,PESOFIT,ISCO
893671,2,1,6,1966,1,,1,7,3,110,110,1990,3,,1,,4,,17,,,,5,1,15,4,48,3,3,1,3,1,2,1,3,4,2,0.5086183723,2.4
893671,3,1,9,2005,1,,2,1,,,,,,,,,17,,,,,,15,3,15,4,9,1,7,3,5,0,2,0,3,4,2,0.5086183723,
893671,4,2,9,2008,1,,2,1,,,,,,,,,17,,,,,,15,3,15,4,6,1,7,3,5,0,2,0,3,4,2,0.5086183723,
893672,1,1,1,1936,1,,1,2,,,,,,,,,15,1,3,,,,15,3,15,2,78,5,6,3,5,1,2,1,3,4,2,0.3117811917,
893672,2,2,2,1936,1,,1,2,,,,,,,,,15,1,3,,,,15,3,15,2,78,5,6,3,5,1,2,0,3,4,2,0.3117811917,
893673,1,2,1,1959,1,,2,7,1,110,110,1985,5,,0,,3,,16,,,,15,3,15,2,55,4,2,1,3,1,2,0,3,4,2,0.3150656916,2.6
893673,2,2,4,1923,1,,4,5,,8,10,1941,5,2,0,,15,3,16,,,,15,3,15,2,91,5,6,3,5,1,2,1,3,4,2,0.3150656916,
893674,1,2,1,1943,1,,1,2,,,,,,,,,13,,,,,,12,2,15,2,71,5,7,3,5,0,1,0,3,4,2,0.3117811917,
893674,2,1,2,1943,1,,1,3,,,,,,,,,15,1,6,,,,15,3,15,2,71,5,6,3,5,1,1,1,3,4,2,0.3117811917,
893678,1,1,1,1940,1,,4,4,,,,,,,,,15,1,3,,,,15,3,15,4,74,5,6,3,5,1,2,1,3,4,2,0.6111417306,
893678,2,1,8,1977,1,,1,3,,,,,,,,,1,,7,,,,15,3,15,4,37,2,1,1,4,1,2,0,3,4,2,0.6111417306,6.1
893678,3,2,6,1979,1,,1,2,,,,,,,,,13,,,,,,15,3,15,4,35,2,7,3,5,0,2,0,3,4,2,0.6111417306,
893678,4,1,9,2013,1,,2,1,,,,,,,,,18,,,,,,15,3,15,4,1,1,7,3,5,0,2,0,3,4,2,0.6111417306,
893720,1,1,1,1923,1,,1,2,,,,,,,,,15,1,3,,,,5,1,3,2,91,5,6,3,5,1,1,1,1,1,1,0.5716557841,
893720,2,2,2,1927,1,,1,1,,,,,,,,,13,,,,,,5,1,3,2,87,5,7,3,5,0,1,0,1,1,1,0.5716557841,
893721,1,1,1,1947,1,,1,3,,,,,,,,,9,,7,,,,17,3,3,3,67,5,5,2,4,1,3,1,1,1,1,0.6688553651,1.3
893721,2,2,2,1950,1,,1,3,,,,,,,,,15,1,3,,,,17,3,3,3,64,4,6,3,5,1,3,0,1,1,1,0.6688553651,
893721,3,1,6,1972,1,,2,7,4,92,100,2002,3,,0,,2,,6,,,,3,1,3,3,42,2,2,1,4,1,3,0,1,1,1,0.6688553651,3.1
893728,1,1,1,1948,1,,1,2,,,,,,,,,15,8,3,,,,5,1,3,2,66,5,6,3,5,1,1,1,1,1,1,0.5533935618,
893728,2,2,2,1949,1,,1,2,,,,,,,,,13,,,,,,5,1,3,2,65,5,7,3,5,0,1,0,1,1,1,0.5533935618,
893729,1,2,1,1964,1,,1,5,,50,60,1982,2,2,0,,2,,13,,,,3,1,3,4,50,3,2,1,4,1,2,0,1,1,1,0.7500723102,4.3
893729,2,1,2,1963,1,,1,5,,56,60,1981,2,2,0,,2,,3,,,,3,1,3,4,51,3,2,1,2,1,2,1,1,1,1,0.7500723102,4.3
893729,3,1,6,1992,1,,2,5,,80,100,2011,2,1,0,,17,,,,,,3,1,3,4,22,1,7,3,5,0,2,0,1,1,1,0.7500723102,
893729,4,1,6,1996,1,,2,3,,,,,,,,,17,,,,,,3,1,3,4,18,1,7,3,5,0,2,0,1,1,1,0.7500723102,
893738,1,2,1,1937,1,,1,2,,,,,,,,,15,1,3,,,,5,1,3,2,77,5,6,3,5,1,2,0,1,1,1,0.5716557841,
893738,2,1,2,1940,1,,1,3,,,,,,,,,15,1,19,,,,5,1,3,2,74,5,6,3,5,1,2,1,1,1,1,0.5716557841,
893739,1,2,1,1944,1,,4,2,,,,,,,,,15,9,7,,,,5,1,3,2,70,5,6,3,5,1,2,0,1,1,1,0.7604451712,
893739,2,1,7,1967,1,,2,3,,,,,,,,,1,,8,,,,3,1,3,2,47,3,1,1,4,1,2,1,1,1,1,0.7604451712,7.4
893748,1,2,1,1935,1,,4,2,,,,,,,,,15,1,16,,,,5,1,3,1,79,5,6,3,5,1,1,1,1,1,1,0.5964194392,
893750,1,2,1,1971,1,,1,3,,,,,,,,,12,1,19,,,,3,1,3,5,43,2,7,3,5,1,2,1,1,1,1,0.8082742705,
893750,2,1,2,1969,1,,1,3,,,,,,,,,12,1,8,,,,3,1,3,5,45,3,7,3,5,1,2,0,1,1,1,0.8082742705,
893750,3,2,6,1996,1,,2,4,,,,,,,,,17,,,,,,3,1,3,5,18,1,7,3,5,0,2,0,1,1,1,0.8082742705,
893750,4,1,6,1998,1,,2,3,,,,,,,,,17,,,,,,3,1,3,5,16,1,7,3,5,0,2,0,1,1,1,0.8082742705,
893750,5,1,6,2007,1,,2,1,,,,,,,,,17,,,,,,3,1,3,5,7,1,7,3,5,0,2,0,1,1,1,0.8082742705,
893751,1,1,1,1958,2,1995,1,3,,,,,,,,3,1,,3,,,,,,3,5,56,4,1,1,2,1,1,1,1,1,1,0.8281473818,8.1
893751,2,2,2,1966,2,2002,1,3,,,,,,,,2,13,,,,,,,,3,5,48,3,7,3,5,0,1,0,1,1,1,0.8281473818,
893751,3,1,6,1998,2,2002,2,3,,,,,,,,2,17,,,,,,,,3,5,16,1,7,3,5,0,1,0,1,1,1,0.8281473818,
893751,4,1,6,2004,2,,2,1,,,,,,,,,17,,,,,,3,1,3,5,10,1,7,3,5,0,1,0,1,1,1,0.8281473818,
893751,5,2,6,2007,2,,2,1,,,,,,,,,17,,,,,,3,1,3,5,7,1,7,3,5,0,1,0,1,1,1,0.8281473818,
893753,1,1,1,1981,1,,1,3,,,,,,,,,1,,3,,,,3,1,3,4,33,1,1,1,2,1,2,1,1,1,1,1.1208805685,
893753,2,2,3,1980,1,,1,3,,,,,,,,,12,1,9,,,,3,1,3,4,34,1,7,3,5,1,2,0,1,1,1,1.1208805685,
893753,3,1,6,2008,1,,2,1,,,,,,,,,17,,,,,,3,1,3,4,6,1,7,3,5,0,2,0,1,1,1,1.1208805685,
893753,4,2,5,1956,1,,3,5,,70,100,1975,2,2,0,,13,,,,,,3,1,3,4,58,4,7,3,5,0,2,0,1,1,1,1.1208805685,
893770,1,2,1,1927,1,,4,2,,,,,,,,,16,,,,,,5,1,5,1,87,5,6,3,5,1,1,1,1,2,1,0.3304388753,
893773,1,2,1,1935,1,,1,2,,,,,,,,,15,8,9,,,,5,1,5,1,79,5,6,3,5,1,1,1,1,2,1,0.3304388753,
893774,1,1,1,1952,1,,1,5,,38,60,1971,2,2,0,,15,4,10,,,,5,1,5,4,62,4,6,3,5,1,2,1,1,2,1,0.4693563603,
893774,2,2,2,1956,1,,1,3,,,,,,,,,13,,,,,,5,1,5,4,58,4,7,3,5,0,2,0,1,2,1,0.4693563603,
893774,3,1,6,1978,1,,2,3,,,,,,,,,1,,19,,,,5,1,5,4,36,2,1,1,4,1,2,0,1,2,1,0.4693563603,8.1
893774,4,1,6,1991,1,,2,5,,87,100,2009,2,1,0,,17,,,,,,5,1,5,4,23,1,7,3,5,0,2,0,1,2,1,0.4693563603,
893775,1,2,1,1944,1,,2,3,,,,,,,,,15,1,7,,,,5,1,5,1,70,5,6,3,5,1,1,1,1,2,1,0.3304388753,
893779,1,1,1,1937,1,,4,2,,,,,,,,,15,1,6,,,,5,1,5,1,77,5,6,3,5,1,1,1,1,2,1,0.3034831372,
893780,1,2,1,1926,1,,4,2,,,,,,,,,16,,,,,,5,1,5,1,88,5,6,3,5,1,1,1,1,2,1,0.3304388753,
893781,1,1,1,1956,1,,3,5,,49,60,1975,2,2,0,,4,,11,,,,5,1,5,1,58,4,3,1,4,1,1,1,1,2,1,0.2841628741,3.3
893820,1,2,1,1968,1,,1,3,,,,,,,,,13,,,,,,15,3,15,2,46,3,7,3,5,0,1,0,3,4,2,0.6362775582,
893820,2,2,4,1929,1,,4,2,,,,,,,,,16,,,,,,15,3,15,2,85,5,6,3,5,1,1,1,3,4,2,0.6362775582,
893824,1,1,1,1931,1,,1,3,,,,,,,,,15,1,3,,,,15,3,15,2,83,5,6,3,5,1,1,1,3,4,2,0.4584260373,
893824,2,2,2,1933,1,,1,2,,,,,,,,,13,,,,,,15,3,15,2,81,5,7,3,5,0,1,0,3,4,2,0.4584260373,
893826,1,1,1,1943,1,,2,7,9,110,110,1978,3,,1,,15,3,15,,,,15,3,15,1,71,5,6,3,5,1,1,1,3,4,2,0.4392683309,
893879,1,1,1,1939,1,,3,2,,,,,,,,,15,1,3,,,,8,1,8,1,75,5,6,3,5,1,1,1,1,2,0,0.9468968457,
893885,1,2,1,1973,1,,1,5,,62,100,1992,1,2,0,,9,,7,,,,8,1,8,3,41,2,5,2,4,1,2,0,1,2,0,1.7391611974,1.3
893885,2,1,2,1969,1,,1,4,,,,,,,,,9,,7,,,,8,1,8,3,45,3,5,2,4,1,2,1,1,2,0,1.7391611974,1.3
893885,3,1,6,2005,1,,2,1,,,,,,,,,17,,,,,,8,1,8,3,9,1,7,3,5,0,2,0,1,2,0,1.7391611974,
893891,1,1,1,1941,1,,1,2,,,,,,,,,15,1,8,,,,19,3,8,2,73,5,6,3,5,1,2,1,1,2,0,0.9881936351,
893891,2,2,2,1948,1,,1,2,,,,,,,,,13,,,,,,19,3,8,2,66,5,7,3,5,1,2,0,1,2,0,0.9881936351,
893895,1,2,1,1954,1,,1,3,,,,,,,,,1,,3,,,,16,3,8,2,60,4,1,1,2,1,2,1,1,2,0,0.9252835135,
893895,2,1,2,1949,1,,1,2,,,,,,,,,15,1,15,,,,8,1,8,2,65,5,6,3,5,1,2,0,1,2,0,0.9252835135,
893897,1,1,1,1974,1,,1,3,,,,,,,,,10,,6,,,,16,3,8,5,40,2,4,2,4,1,2,1,1,2,0,1.9846018072,1.3
893897,2,2,2,1970,1,,1,5,,48,60,1989,1,2,0,,13,,,,,,12,2,8,5,44,2,7,3,5,0,2,0,1,2,0,1.9846018072,
893897,3,1,6,2004,1,,2,2,,,,,,,,,17,,,,,,8,1,8,5,10,1,7,3,5,0,2,0,1,2,0,1.9846018072,
893897,4,1,6,2007,1,,2,1,,,,,,,,,17,,,,,,8,1,8,5,7,1,7,3,5,1,2,0,1,2,0,1.9846018072,
893897,5,2,6,2010,1,,2,1,,,,,,,,,18,,,,,,8,1,8,5,4,1,7,3,5,0,2,0,1,2,0,1.9846018072,
893905,1,1,1,1977,2,2006,3,4,,,,,,,,3,1,,3,,,,,,8,4,37,2,1,1,2,1,2,1,1,2,0,1.4970886341,6.2
893905,2,2,3,1986,2,2009,2,3,,,,,,,,3,1,,3,,,,,,8,4,28,1,1,1,2,1,2,0,1,2,0,1.4970886341,
893905,3,1,4,1951,2,1998,1,2,,,,,,,,3,12,1,6,,,,,,8,4,63,4,7,3,5,0,2,0,1,2,0,1.4970886341,
893905,4,2,4,1954,2,2000,1,3,,,,,,,,2,13,,,,,,,,8,4,60,4,7,3,5,0,2,0,1,2,0,1.4970886341,
893921,1,2,1,1947,1,,4,5,,60,60,1966,5,2,0,,15,2,16,,,,19,3,19,1,67,5,6,3,5,1,1,1,3,5,2,1.6382401144,
893922,1,2,1,1938,1,,4,2,,,,,,,,,16,,,,,,19,3,19,1,76,5,6,3,5,1,1,1,3,5,2,1.6382401144,
893924,1,1,1,1977,1,,3,3,,,,,,,,,1,,8,,,,19,3,19,5,37,2,1,1,4,1,1,1,3,5,2,2.5248592836,7.4
893924,2,2,3,1984,1,,2,3,,,,,,,,,13,,,,,,19,3,19,5,30,1,7,3,5,0,1,0,3,5,2,2.5248592836,
893924,3,1,7,1998,1,,2,3,,,,,,,,,11,,,,,,19,3,19,5,16,1,7,3,5,0,1,0,3,5,2,2.5248592836,
893924,4,2,7,2000,1,,2,3,,,,,,,,,17,,,,,,19,3,19,5,14,1,7,3,5,0,1,0,3,5,2,2.5248592836,
893924,5,1,6,2012,1,,2,1,,,,,,,,,18,,,,,,19,3,19,5,2,1,7,3,5,0,1,0,3,5,2,2.5248592836,
893926,1,2,1,1960,1,,3,2,,,,,,,,,20,,19,,,,19,3,19,1,54,3,5,2,4,1,1,1,3,5,2,1.5339469059,8.2
893934,1,2,1,1942,1,,4,2,,,,,,,,,16,,,,,,19,3,19,2,72,5,6,3,5,1,2,0,3,5,2,2.1794037681,
893934,2,2,6,1969,1,,2,5,,42,60,1988,2,2,0,,2,,12,,,,19,3,19,2,45,3,2,1,4,1,2,1,3,5,2,2.1794037681,
893938,1,1,1,1938,1,,1,2,,,,,,,,,15,1,9,,,,19,3,19,2,76,5,6,3,5,1,1,1,3,5,2,1.5702195059,
893938,2,2,2,1948,1,,1,2,,,,,,,,,13,,,,,,19,3,19,2,66,5,7,3,5,0,1,0,3,5,2,1.5702195059,
893971,1,1,1,1967,1,,1,3,,,,,,,,,1,,6,,,,18,3,18,5,47,3,1,1,4,1,1,1,3,4,2,0.6445568084,6.1
893971,2,2,2,1965,1,,1,3,,,,,,,,,13,,,,,,18,3,18,5,49,3,7,3,5,0,1,0,3,4,2,0.6445568084,
893971,3,1,6,1994,1,,2,4,,,,,,,,,11,,,,,,18,3,18,5,20,1,7,3,5,0,1,0,3,4,2,0.6445568084,
893971,4,1,6,1998,1,,2,3,,,,,,,,,17,,,,,,18,3,18,5,16,1,7,3,5,0,1,0,3,4,2,0.6445568084,
893971,5,1,6,2010,1,,2,1,,,,,,,,,18,,,,,,18,3,18,5,4,1,7,3,5,0,1,0,3,4,2,0.6445568084,
893973,1,1,1,1927,1,,1,2,,,,,,,,,15,8,8,,,,18,3,18,3,87,5,6,3,5,1,2,1,3,4,2,0.4475704452,
893973,2,2,2,1930,1,,1,2,,,,,,,,,16,,,,,,18,3,18,3,84,5,6,3,5,1,2,0,3,4,2,0.4475704452,
893973,3,1,6,1956,1,,3,4,,,,,,,,,12,8,7,,,,18,3,18,3,58,4,7,3,5,0,2,0,3,4,2,0.4475704452,
893974,1,2,1,1933,1,,2,2,,,,,,,,,15,1,17,,,,18,3,18,1,81,5,6,3,5,1,1,1,3,4,2,0.4836050209,
893975,1,2,1,1932,1,,4,2,,,,,,,,,15,9,3,,,,18,3,18,1,82,5,6,3,5,1,1,1,3,4,2,0.4836050209,
893977,1,1,1,1941,1,,4,3,,,,,,,,,15,8,7,,,,18,3,18,1,73,5,6,3,5,1,1,1,3,4,2,0.4441546679,
893980,1,1,1,1979,1,,2,7,4,95,100,2006,2,,0,,2,,19,,,,18,3,18,1,35,2,2,1,4,1,1,1,3,4,2,1.1911726233,3.1
893982,1,1,1,1946,1,,1,7,9,105,110,1976,5,,0,,15,3,16,,,,18,3,18,3,68,5,6,3,5,1,3,1,3,4,2,0.687834621,
893982,2,2,2,1945,1,,1,7,9,105,110,1971,3,,0,,15,3,16,,,,18,3,18,3,69,5,6,3,5,1,3,0,3,4,2,0.687834621,
893982,3,2,6,1978,1,,2,7,3,110,110,2003,3,,1,,20,,17,,,,18,3,18,3,36,2,5,2,3,1,3,0,3,4,2,0.687834621,2.4
893987,1,2,1,1930,1,,4,3,,,,,,,,,16,,,,,,18,3,18,1,84,5,6,3,5,1,1,1,3,4,2,0.4836050209,
893990,1,1,1,1954,1,,1,2,,,,,,,,,12,1,6,,,,18,3,18,5,60,4,7,3,5,1,3,0,3,4,2,0.7890137772,
893990,2,2,2,1960,1,,1,2,,,,,,,,,13,,,,,,18,3,18,5,54,3,7,3,5,0,3,0,3,4,2,0.7890137772,
893990,3,1,6,1981,1,,2,3,,,,,,,,,1,,19,,,,18,3,18,5,33,1,1,1,4,1,3,1,3,4,2,0.7890137772,8.1
893990,4,1,6,1983,1,,2,3,,,,,,,,,1,,7,,,,18,3,18,5,31,1,1,1,4,1,3,0,3,4,2,0.7890137772,
893990,5,2,6,1991,1,,2,5,,70,100,2011,2,2,0,,11,,,,,,18,3,18,5,23,1,7,3,5,0,3,0,3,4,2,0.7890137772,
894072,1,2,1,1921,1,,4,2,,,,,,,,,16,,,,,,5,1,5,1,93,5,6,3,5,1,1,1,1,2,0,1.4566854581,
894073,1,1,1,1951,1,,1,3,,,,,,,,,1,,6,,,,5,1,5,2,63,4,1,1,4,1,2,1,1,2,0,1.3073183845,6.1
894073,2,2,2,1952,1,,1,3,,,,,,,,,16,,,,,,5,1,5,2,62,4,6,3,5,1,2,0,1,2,0,1.3073183845,
894074,1,1,1,1923,1,,4,2,,,,,,,,,15,9,1,,,,5,1,5,5,91,5,6,3,5,1,5,0,1,2,0,1.647426592,
894074,2,1,6,1974,1,,2,3,,,,,,,,,9,,1,,,,5,1,5,5,40,2,5,2,1,1,5,1,1,2,0,1.647426592,1.3
894074,3,1,11,1929,1,,2,2,,,,,,,,,15,9,1,,,,5,1,5,5,85,5,6,3,5,1,5,0,1,2,0,1.647426592,
894074,4,1,6,1954,1,,2,3,,,,,,,,,15,1,3,,,,5,1,5,5,60,4,6,3,5,1,5,0,1,2,0,1.647426592,
894074,5,1,6,1951,1,,2,4,,,,,,,,,15,8,13,,,,5,1,5,5,63,4,6,3,5,1,5,0,1,2,0,1.647426592,
894082,1,1,1,1954,1,,1,2,,,,,,,,,10,,3,,,,5,1,5,4,60,4,4,2,2,1,3,1,1,2,0,2.2708658816,6.5
894082,2,2,2,1959,1,,1,3,,,,,,,,,13,,,,,,5,1,5,4,55,4,7,3,5,0,3,0,1,2,0,2.2708658816,
894082,3,1,6,1981,1,,2,4,,,,,,,,,10,,3,,,,5,1,5,4,33,1,4,2,2,1,3,0,1,2,0,2.2708658816,6.5
894082,4,1,6,1983,1,,2,5,,36,60,2002,1,2,0,,16,,,,,,5,1,5,4,31,1,6,3,5,1,3,0,1,2,0,2.2708658816,
894087,1,1,1,1958,1,,1,3,,,,,,,,,1,,19,,,,5,1,5,3,56,4,1,1,4,1,3,1,1,2,0,1.913825464,8.1
894087,2,2,2,1954,1,,1,3,,,,,,,,,1,,19,,,,1,1,5,3,60,4,1,1,4,1,3,0,1,2,0,1.913825464,8.2
894087,3,1,6,1983,1,,2,4,,,,,,,,,8,,6,,,,5,1,5,3,31,1,5,2,4,1,3,0,1,2,0,1.913825464,1.3
894090,1,2,1,1952,1,1979,4,2,,,,,,,,4,16,,,,,,,,5,1,62,4,6,3,5,1,1,1,1,2,0,1.3639503341,
894091,1,1,1,1954,1,,1,3,,,,,,,,,8,,13,,,,5,1,5,3,60,4,5,2,4,1,2,0,1,2,0,1.6640522216,1.3
894091,2,2,2,1953,1,,1,3,,,,,,,,,13,,,,,,5,1,5,3,61,4,7,3,5,0,2,0,1,2,0,1.6640522216,
894091,3,1,6,1985,1,,2,3,,,,,,,,,1,,3,,,,5,1,5,3,29,1,1,1,2,1,2,1,1,2,0,1.6640522216,6.2
894093,1,2,1,1931,1,,4,2,,,,,,,,,16,,,,,,5,1,5,1,83,5,6,3,5,1,1,1,1,2,0,1.4566854581,
894094,1,2,1,1957,1,,1,7,7,98,100,1992,3,,0,,3,,16,,,,5,1,5,4,57,4,2,1,3,1,3,0,1,2,0,1.9099192729,2.6
894094,2,1,2,1955,1,,1,7,5,108,110,1980,3,,0,,2,,15,,,,5,1,5,4,59,4,2,1,3,1,3,1,1,2,0,1.9099192729,3.1
894094,3,1,6,1987,1,,2,6,10,96,110,2012,3,,0,,12,2,19,,,,5,1,5,4,27,1,7,3,5,1,3,0,1,2,0,1.9099192729,
894094,4,2,6,1991,1,,2,6,10,90,100,2014,3,,0,,11,,,,,,5,1,5,4,23,1,7,3,5,0,3,0,1,2,0,1.9099192729,
894103,1,2,1,1979,2,2001,2,3,,,,,,,,3,12,1,3,,,,,,5,4,35,2,7,3,5,1,1,1,1,2,0,2.338839269,
894103,2,2,4,1960,2,1999,1,3,,,,,,,,2,13,,,,,,,,5,4,54,3,7,3,5,0,1,0,1,2,0,2.338839269,
894103,3,1,11,1981,2,1997,1,5,,36,60,2001,2,2,0,3,12,1,3,,,,,,5,4,33,1,7,3,5,0,1,0,1,2,0,2.338839269,
894103,4,1,11,1997,2,1998,2,4,,,,,,,,2,17,,,,,,,,5,4,17,1,7,3,5,0,1,0,1,2,0,2.338839269,
894105,1,1,1,1967,1,,1,5,,46,60,1995,1,2,0,,6,,7,,,,5,1,5,4,47,3,4,2,4,1,2,1,1,2,0,2.6024886523,3.3
894105,2,2,2,1973,1,,1,5,,56,60,1991,1,2,0,,1,,15,,,,5,1,5,4,41,2,1,1,3,1,2,0,1,2,0,2.6024886523,8.1
894105,3,2,6,2002,1,,2,2,,,,,,,,,17,,,,,,5,1,5,4,12,1,7,3,5,0,2,0,1,2,0,2.6024886523,
894105,4,2,6,2009,1,,2,1,,,,,,,,,18,,,,,,5,1,5,4,5,1,7,3,5,0,2,0,1,2,0,2.6024886523,
894106,1,1,1,1969,1,,1,3,,,,,,,,,8,,6,,,,5,1,5,4,45,3,5,2,4,1,2,1,1,2,0,2.4945081401,1.3
894106,2,2,2,1971,1,,1,5,,45,60,1991,2,2,0,,2,,17,,,,5,1,5,4,43,2,2,1,3,1,2,0,1,2,0,2.4945081401,3.2
894106,3,1,6,2001,1,,2,2,,,,,,,,,17,,,,,,5,1,5,4,13,1,7,3,5,0,2,0,1,2,0,2.4945081401,
894106,4,1,6,2006,1,,2,1,,,,,,,,,17,,,,,,5,1,5,4,8,1,7,3,5,0,2,0,1,2,0,2.4945081401,
894122,1,1,1,1924,1,,4,2,,,,,,,,,15,2,8,,,,6,1,6,1,90,5,6,3,5,1,1,1,1,2,0,1.3832065529,
894126,1,1,1,1953,1,,1,2,,,,,,,,,15,2,15,,,,6,1,6,2,61,4,6,3,5,1,1,1,1,2,0,1.3516342619,
894126,2,2,2,1958,1,,1,3,,,,,,,,,13,,,,,,6,1,6,2,56,4,7,3,5,0,1,0,1,2,0,1.3516342619,
894133,1,1,1,1944,1,,1,3,,,,,,,,,15,2,15,,,,5,1,6,2,70,5,6,3,5,1,2,1,1,2,0,1.3974166718,
894133,2,2,2,1950,1,,1,5,,7,10,1968,5,2,0,,15,2,14,,,,6,1,6,2,64,4,6,3,5,1,2,0,1,2,0,1.3974166718,
894134,1,1,1,1958,1,,3,5,,36,60,1978,2,1,0,,1,,1,,,,11,2,6,1,56,4,1,1,1,1,1,1,1,2,0,1.2951492235,8.3
894139,1,1,1,1959,1,,2,7,4,99,110,1992,2,,0,,6,,6,,,,6,1,6,3,55,4,4,2,4,1,3,0,1,2,0,1.3639396838,2.2
894139,2,1,11,1959,1,,2,7,4,103,110,1989,2,,0,,5,,15,,,,6,1,6,3,55,4,3,1,3,1,3,1,1,2,0,1.3639396838,1.1
894139,3,2,4,1921,1,,4,2,,,,,,,,,16,,,,,,6,1,6,3,93,5,6,3,5,1,3,0,1,2,0,1.3639396838,
