nquest,nord,sex,parent,anasc,cit,aningr,staciv,studio,tipolau,VOTOEDU,SUEDU,annoedu,tipodip,univer,selode,motiv,apqual,asnonoc,nace,nordp,motent,annoenus,NASCREG,NASCAREA,ireg,NCOMP,ETA,CLETA5,QUAL,Q,SETT,PERC,NPERC,CFRED,AREA3,AREA5,ACOM4C,PESOFIT,ISCO
507426,2,2,2,1935,1,,1,1,,,,,,,,,15,1,19,2,,,10,2,10,2,79,5,6,3,5,1,2,0,2,3,2,0.2903947801,
507444,1,2,1,1964,1,,4,4,,,,,,,,,1,,9,1,,,10,2,10,1,50,3,1,1,4,1,1,1,2,3,1,0.2920587546,5.2
507509,1,1,1,1926,1,,4,3,,,,,,,,,15,1,4,1,,,10,2,10,1,88,5,6,3,5,1,1,1,2,3,0,0.2779927874,
507541,1,1,1,1961,1,,1,3,,,,,,,,,1,,3,1,,,10,2,10,4,53,3,1,1,2,1,2,1,2,3,0,0.3112024832,6.5
507541,2,2,2,1967,1,,1,3,,,,,,,,,1,,1,2,,,10,2,10,4,47,3,1,1,1,1,2,0,2,3,0,0.3112024832,6.4
507541,3,1,6,1997,1,,2,3,,,,,,,,,17,,,3,,,10,2,10,4,17,1,7,3,5,0,2,0,2,3,0,0.3112024832,
507541,4,2,6,2000,1,,2,3,,,,,,,,,17,,,4,,,10,2,10,4,14,1,7,3,5,0,2,0,2,3,0,0.3112024832,
507542,1,2,1,1962,1,,1,5,,36,60,1981,3,1,0,,2,,19,1,,,10,2,10,3,52,3,2,1,4,1,2,0,2,3,0,0.3666951831,
507542,2,1,2,1963,1,,1,5,,36,60,1982,1,2,0,,15,1,3,2,,,10,2,10,3,51,3,6,3,5,1,2,1,2,3,0,0.3666951831,
507542,3,2,6,1997,1,,2,3,,,,,,,,,17,,,4,,,10,2,10,3,17,1,7,3,5,0,2,0,2,3,0,0.3666951831,
507544,1,1,1,1953,1,,1,5,,48,60,1971,2,2,0,,2,,15,1,,,10,2,10,4,61,4,2,1,3,1,3,1,2,3,0,0.3172096189,
507544,2,2,2,1955,1,,1,7,2,56,60,1980,3,,0,,3,,16,2,,,10,2,10,4,59,4,2,1,3,1,3,0,2,3,0,0.3172096189,2.6
507544,3,1,6,1987,1,,2,3,,,,,,,,,17,,,3,,,10,2,10,4,27,1,7,3,5,0,3,0,2,3,0,0.3172096189,
507544,4,2,6,1994,1,,2,3,,,,,,,,,17,,,4,,,10,2,10,4,20,1,7,3,5,1,3,0,2,3,0,0.3172096189,
507547,1,1,1,1935,1,,1,2,,,,,,,,,15,1,8,1,,,10,2,10,3,79,5,6,3,5,1,1,1,2,3,0,0.2518336511,
507547,2,2,2,1940,1,,1,2,,,,,,,,,13,,,2,,,10,2,10,3,74,5,7,3,5,0,1,0,2,3,0,0.2518336511,
507547,3,2,6,1971,1,,2,3,,,,,,,,,12,8,7,3,,,3,1,10,3,43,2,7,3,5,0,1,0,2,3,0,0.2518336511,
507552,1,1,1,1969,1,,1,4,,,,,,,,,12,8,3,1,,,10,2,10,4,45,3,7,3,5,1,2,1,2,3,0,0.4193140245,
507552,2,2,2,1973,1,,1,5,,46,60,1992,2,2,0,,1,,7,2,,,10,2,10,4,41,2,1,1,4,1,2,0,2,3,0,0.4193140245,5.1
507552,3,1,6,1999,1,,2,3,,,,,,,,,17,,,3,,,10,2,10,4,15,1,7,3,5,0,2,0,2,3,0,0.4193140245,
507552,4,1,6,2004,1,,2,1,,,,,,,,,17,,,4,,,10,2,10,4,10,1,7,3,5,0,2,0,2,3,0,0.4193140245,
507557,1,2,1,1932,1,,3,2,,,,,,,,,16,,,1,,,10,2,10,1,82,5,6,3,5,1,1,1,2,3,2,0.8934263873,
507573,1,2,1,1943,1,,1,5,,60,60,1962,3,2,0,,15,2,11,1,,,10,2,10,2,71,5,6,3,5,1,2,0,2,3,2,0.726274585,
507573,2,1,2,1943,1,,1,7,6,90,100,1975,3,,0,,15,5,3,2,,,10,2,10,2,71,5,6,3,5,1,2,1,2,3,2,0.726274585,
507638,1,1,1,1949,1,,2,4,,,,,,,,,15,1,3,1,,,10,2,10,1,65,5,6,3,5,1,1,1,2,3,1,0.1723482132,
507640,1,2,1,1944,1,,1,3,,,,,,,,,15,8,3,1,,,10,2,10,2,70,5,6,3,5,1,2,0,2,3,1,0.1920938213,
507640,2,1,2,1938,1,,1,2,,,,,,,,,15,1,3,2,,,10,2,10,2,76,5,6,3,5,1,2,1,2,3,1,0.1920938213,
507644,1,2,1,1951,1,,1,2,,,,,,,,,13,,,1,,,10,2,10,3,63,4,7,3,5,0,2,0,2,3,1,0.1866791131,
507644,2,1,2,1951,1,,1,2,,,,,,,,,15,4,14,2,,,10,2,10,3,63,4,6,3,5,1,2,1,2,3,1,0.1866791131,
507644,3,2,5,1925,1,1926,4,1,,,,,,,,1,15,1,3,3,,,,,10,3,89,5,6,3,5,1,2,0,2,3,1,0.1866791131,
507656,1,2,1,1939,1,,4,2,,,,,,,,,15,8,7,1,,,10,2,10,2,75,5,6,3,5,1,1,1,2,3,1,0.3117553125,
507656,2,1,9,1988,1,,2,5,,100,100,2007,3,1,0,,17,,,2,,,10,2,10,2,26,1,7,3,5,0,1,0,2,3,1,0.3117553125,
507728,1,2,1,1951,1,,1,5,,42,60,1969,5,2,0,,13,,,1,,,10,2,10,2,63,4,7,3,5,0,1,0,2,3,2,0.512425546,
507728,2,1,2,1950,1,,1,5,,45,60,1970,2,2,0,,15,1,3,2,,,10,2,10,2,64,4,6,3,5,1,1,1,2,3,2,0.512425546,
507823,1,2,1,1947,1,,4,7,9,110,110,1971,5,,1,,15,3,16,1,,,12,2,12,1,67,5,6,3,5,1,1,1,2,3,2,0.2082886259,
507863,1,1,1,1941,1,,2,7,10,110,110,1967,3,,0,,15,2,19,1,,,12,2,12,1,73,5,6,3,5,1,1,1,2,3,2,0.2581530097,
507905,1,2,1,1955,1,,1,2,,,,,,,,,13,,,1,,,12,2,12,5,59,4,7,3,5,0,1,0,2,3,0,3.533641672,
507905,2,1,2,1951,1,,1,2,,,,,,,,,15,4,19,2,,,12,2,12,5,63,4,6,3,5,1,1,1,2,3,0,3.533641672,
507905,3,1,6,1983,1,,2,5,,98,100,2001,3,1,0,,11,,,3,,,12,2,12,5,31,1,7,3,5,0,1,0,2,3,0,3.533641672,
507905,4,2,6,1986,1,,1,5,,75,100,2004,3,1,0,,17,,,4,,,12,2,12,5,28,1,7,3,5,0,1,0,2,3,0,3.533641672,
507905,5,1,8,1984,1,,1,5,,80,100,2005,2,2,0,,12,2,7,97,2,2013,12,2,12,5,30,1,7,3,5,0,1,0,2,3,0,3.533641672,
507908,1,2,1,1960,1,,1,5,,42,60,1979,5,2,0,,13,,,1,,,12,2,12,2,54,3,7,3,5,0,1,0,2,3,0,1.7763669226,
507908,2,1,2,1959,1,,1,3,,,,,,,,,15,2,15,2,,,12,2,12,2,55,4,6,3,5,1,1,1,2,3,0,1.7763669226,
507913,1,2,1,1954,1,,4,5,,54,60,1974,5,2,0,,16,,,1,,,12,2,12,3,60,4,6,3,5,1,3,1,2,3,0,4.0927020809,
507913,2,2,6,1981,1,,2,3,,,,,,,,,1,,19,2,,,12,2,12,3,33,1,1,1,4,1,3,0,2,3,0,4.0927020809,5.2
507913,3,2,6,1988,1,,2,3,,,,,,,,,8,,7,3,,,12,2,12,3,26,1,5,2,4,1,3,0,2,3,0,4.0927020809,1.3
507924,1,2,1,1946,1,,1,2,,,,,,,,,13,,,1,,,12,2,12,3,68,5,7,3,5,0,1,0,2,3,0,2.6808768328,
507924,2,1,2,1943,1,,1,2,,,,,,,,,15,1,6,2,,,12,2,12,3,71,5,6,3,5,1,1,1,2,3,0,2.6808768328,
507924,3,1,6,1972,1,,2,3,,,,,,,,,12,1,5,3,,,12,2,12,3,42,2,7,3,5,0,1,0,2,3,0,2.6808768328,
508305,1,1,1,1935,1,,4,2,,,,,,,,,15,8,7,1,,,12,2,12,1,79,5,6,3,5,1,1,1,2,3,3,3.1501601333,
508861,1,1,1,1950,1,,1,3,,,,,,,,,15,1,3,1,,,12,2,12,3,64,4,6,3,5,1,3,0,2,3,2,0.4793474558,
508861,2,2,2,1952,1,,1,3,,,,,,,,,15,1,3,2,,,12,2,12,3,62,4,6,3,5,1,3,0,2,3,2,0.4793474558,
508861,3,1,6,1977,1,,2,5,,38,60,1996,3,1,0,,2,,10,3,,,12,2,12,3,37,2,2,1,4,1,3,1,2,3,2,0.4793474558,4.3
509054,1,1,1,1937,1,,1,2,,,,,,,,,15,1,6,1,,,15,3,15,2,77,5,6,3,5,1,2,1,3,4,0,1.6767023903,
509054,2,2,2,1935,1,,1,1,,,,,,,,,15,8,1,2,,,15,3,15,2,79,5,6,3,5,1,2,0,3,4,0,1.6767023903,
509057,1,1,1,1951,1,,1,4,,,,,,,,,1,,3,1,,,15,3,15,4,63,4,1,1,2,1,2,1,3,4,0,3.4608735508,
509057,2,2,2,1959,1,,1,2,,,,,,,,,13,,,2,,,15,3,15,4,55,4,7,3,5,0,2,0,3,4,0,3.4608735508,
509057,3,1,6,1980,1,,2,5,,70,100,1999,2,2,0,,1,,3,3,,,15,3,15,4,34,1,1,1,2,1,2,0,3,4,0,3.4608735508,6.2
509057,4,2,6,1991,1,,2,5,,100,100,2009,4,2,0,,11,,,4,,,15,3,15,4,23,1,7,3,5,0,2,0,3,4,0,3.4608735508,
509064,1,2,1,1934,1,,4,2,,,,,,,,,16,,,1,,,15,3,15,1,80,5,6,3,5,1,1,1,3,4,0,1.749335749,
509068,1,1,1,1930,1,,4,3,,,,,,,,,15,8,9,1,,,15,3,15,1,84,5,6,3,5,1,1,1,3,4,0,1.6066326964,
509071,1,1,1,1943,1,,1,3,,,,,,,,,15,2,15,1,,,20,3,15,2,71,5,6,3,5,1,1,1,3,4,2,0.2665591409,
509071,2,2,2,1946,1,,1,2,,,,,,,,,13,,,2,,,15,3,15,2,68,5,7,3,5,0,1,0,3,4,2,0.2665591409,
509074,1,1,1,1957,1,,1,6,10,9,10,1986,3,,0,,3,,16,1,,,15,3,15,3,57,4,2,1,3,1,3,1,3,4,2,0.4575429191,2.6
509074,2,2,2,1965,1,,1,5,,47,60,1983,5,2,0,,1,,7,2,,,15,3,15,3,49,3,1,1,4,1,3,0,3,4,2,0.4575429191,5.1
509074,3,2,6,1986,1,,2,7,6,108,110,2014,3,,0,,17,,,3,,,15,3,15,3,28,1,7,3,5,1,3,0,3,4,2,0.4575429191,
509076,1,1,1,1957,1,,1,3,,,,,,,,,1,,18,1,,,15,3,15,5,57,4,1,1,4,1,1,1,3,4,2,0.3442384581,8.2
509076,2,2,2,1961,1,,1,5,,48,60,1980,2,2,0,,13,,,2,,,15,3,15,5,53,3,7,3,5,0,1,0,3,4,2,0.3442384581,
509076,3,2,6,1991,1,,2,5,,85,100,2010,5,1,0,,17,,,4,,,15,3,15,5,23,1,7,3,5,0,1,0,3,4,2,0.3442384581,
509076,4,2,6,1995,1,,2,5,,89,100,2014,2,2,0,,17,,,5,,,15,3,15,5,19,1,7,3,5,0,1,0,3,4,2,0.3442384581,
509076,5,1,6,2000,1,,2,2,,,,,,,,,17,,,6,,,15,3,15,5,14,1,7,3,5,0,1,0,3,4,2,0.3442384581,
509123,1,2,1,1932,1,,4,1,,,,,,,,,15,1,1,1,,,15,3,15,1,82,5,6,3,5,1,1,1,3,4,2,0.1802640619,
509366,1,2,1,1956,1,,1,4,,,,,,,,,2,,17,1,,,15,3,15,2,58,4,2,1,3,1,2,1,3,4,2,0.263150318,3.2
509366,2,1,2,1950,1,,1,3,,,,,,,,,15,1,3,2,,,15,3,15,2,64,4,6,3,5,1,2,0,3,4,2,0.263150318,
509512,1,1,1,1946,1,,1,3,,,,,,,,,15,4,19,1,,,15,3,15,2,68,5,6,3,5,1,1,1,3,4,0,1.4228558276,
509512,2,2,2,1951,1,,1,3,,,,,,,,,13,,,2,,,15,3,15,2,63,4,7,3,5,0,1,0,3,4,0,1.4228558276,
509550,1,2,1,1949,1,,3,7,9,100,110,1975,3,,0,,3,,16,1,,,15,3,15,3,65,5,2,1,3,1,2,1,3,4,2,0.41624473,2.6
509550,2,1,6,1982,1,,2,7,1,105,110,2011,3,,0,,11,,,2,,,15,3,15,3,32,1,7,3,5,0,2,0,3,4,2,0.41624473,
509550,3,2,4,1924,1,,4,2,,,,,,,,,16,,,3,,,15,3,15,3,90,5,6,3,5,1,2,0,3,4,2,0.41624473,
509601,1,1,1,1964,1,,1,3,,,,,,,,,1,,3,1,,,15,3,15,3,50,3,1,1,2,1,1,1,3,4,2,0.3330330422,
509601,2,2,2,1966,1,,1,3,,,,,,,,,13,,,2,,,15,3,15,3,48,3,7,3,5,0,1,0,3,4,2,0.3330330422,
509601,3,1,6,1992,1,,2,5,,72,100,2012,2,2,0,,11,,,4,,,15,3,15,3,22,1,7,3,5,0,1,0,3,4,2,0.3330330422,
509689,1,1,1,1956,1,,1,3,,,,,,,,,1,,15,1,,,15,3,15,3,58,4,1,1,3,1,1,1,3,4,2,0.2578378497,8.1
509689,2,2,2,1963,1,,1,2,,,,,,,,,13,,,2,,,15,3,15,3,51,3,7,3,5,0,1,0,3,4,2,0.2578378497,
509689,3,1,6,1990,1,,2,3,,,,,,,,,11,,,3,,,15,3,15,3,24,1,7,3,5,0,1,0,3,4,2,0.2578378497,
509717,1,2,1,1950,1,,4,2,,,,,,,,,15,7,19,1,,,15,3,15,2,64,4,6,3,5,1,2,1,3,4,2,0.4006634105,
509717,2,1,6,1974,1,,2,5,,40,60,1994,2,1,0,,2,,19,98,,,15,3,15,2,40,2,2,1,4,1,2,0,3,4,2,0.4006634105,5.1
509806,1,2,1,1960,1,,1,5,,44,60,1979,5,2,0,,11,,,1,,,15,3,15,3,54,3,7,3,5,0,1,0,3,4,2,0.1974153514,
509806,2,1,2,1959,1,,1,3,,,,,,,,,20,,6,2,,,15,3,15,3,55,4,5,2,4,1,1,1,3,4,2,0.1974153514,6.1
509806,3,1,6,1992,1,,2,5,,40,100,2013,2,2,0,,11,,,4,,,15,3,15,3,22,1,7,3,5,0,1,0,3,4,2,0.1974153514,
509869,1,1,1,1942,1,,1,3,,,,,,,,,15,1,7,1,,,15,3,15,2,72,5,6,3,5,1,1,1,3,4,1,0.9115136304,
509869,2,2,2,1948,1,,1,2,,,,,,,,,13,,,2,,,15,3,15,2,66,5,7,3,5,0,1,0,3,4,1,0.9115136304,
509889,1,1,1,1963,1,,1,3,,,,,,,,,1,,3,1,,,15,3,15,3,51,3,1,1,2,1,1,1,3,4,1,1.7589165125,6.2
509889,2,2,2,1964,1,,1,3,,,,,,,,,13,,,2,,,15,3,15,3,50,3,7,3,5,0,1,0,3,4,1,1.7589165125,
509889,3,1,6,1990,1,,2,5,,66,100,2009,1,2,0,,11,,,3,,,15,3,15,3,24,1,7,3,5,0,1,0,3,4,1,1.7589165125,
510071,1,1,1,1942,1,,1,6,10,110,110,1969,2,,1,,15,3,16,1,,,13,3,13,2,72,5,6,3,5,1,2,1,3,4,2,0.6710616921,
510071,2,2,2,1947,1,,1,6,10,110,110,1969,2,,1,,15,3,18,2,,,6,1,13,2,67,5,6,3,5,1,2,0,3,4,2,0.6710616921,
510109,1,2,1,1942,1,,4,2,,,,,,,,,16,,,2,,,13,3,13,1,72,5,6,3,5,1,1,1,3,4,0,1.644923717,
510181,1,1,1,1928,1,,4,2,,,,,,,,,15,8,1,1,,,14,3,14,1,86,5,6,3,5,1,1,1,3,4,0,1.9384209119,
510220,1,2,1,1942,1,,2,5,,10,10,1962,5,2,0,,15,3,16,1,,,14,3,14,1,72,5,6,3,5,1,1,1,3,4,0,1.7036709926,
510239,1,1,1,1967,1,,1,5,,55,60,1987,2,2,0,,2,,4,1,,,3,1,14,4,47,3,2,1,2,1,2,1,3,4,1,0.5879799775,
510239,2,2,2,1965,1,,1,3,,,,,,,,,1,,3,2,,,14,3,14,4,49,3,1,1,2,1,2,0,3,4,1,0.5879799775,5.2
510239,3,2,6,1997,1,,2,3,,,,,,,,,17,,,3,,,13,3,14,4,17,1,7,3,5,0,2,0,3,4,1,0.5879799775,
510239,4,1,6,1999,1,,2,3,,,,,,,,,17,,,4,,,13,3,14,4,15,1,7,3,5,0,2,0,3,4,1,0.5879799775,
510244,1,1,1,1943,1,,1,5,,7,10,1962,2,2,0,,15,2,3,1,,,16,3,14,2,71,5,6,3,5,1,2,1,3,4,1,0.3220838111,
510244,2,2,2,1950,1,,1,5,,10,10,1970,5,2,0,,15,2,3,2,,,13,3,14,2,64,4,6,3,5,1,2,0,3,4,1,0.3220838111,
510245,1,1,1,1941,1,,1,7,9,98,110,1969,3,,0,,15,3,16,1,,,16,3,14,2,73,5,6,3,5,1,2,1,3,4,1,0.3327127135,
510245,2,2,2,1944,1,,1,7,9,96,110,1976,5,,0,,15,5,15,2,,,14,3,14,2,70,5,6,3,5,1,2,0,3,4,1,0.3327127135,
510329,1,2,1,1969,1,,3,2,,,,,,,,,1,,7,1,,,16,3,16,4,45,3,1,1,4,1,1,1,3,4,2,1.3403706666,6.5
510329,2,2,7,1991,1,,2,3,,,,,,,,,13,,,2,,,16,3,16,4,23,1,7,3,5,0,1,0,3,4,2,1.3403706666,
510329,3,1,7,1998,1,,2,3,,,,,,,,,17,,,3,,,16,3,16,4,16,1,7,3,5,0,1,0,3,4,2,1.3403706666,
510329,4,2,7,2007,1,,2,1,,,,,,,,,17,,,4,,,16,3,16,4,7,1,7,3,5,0,1,0,3,4,2,1.3403706666,
510345,1,2,1,1974,1,,1,3,,,,,,,,,13,,,1,,,16,3,16,5,40,2,7,3,5,0,2,0,3,4,2,0.3776419491,
510345,2,1,2,1970,1,,1,3,,,,,,,,,8,,8,2,,,16,3,16,5,44,2,5,2,4,1,2,1,3,4,2,0.3776419491,7.4
510345,3,2,6,1990,1,,2,5,,80,100,2009,5,2,0,,11,,,3,,,16,3,16,5,24,1,7,3,5,0,2,0,3,4,2,0.3776419491,
510345,4,1,6,1995,1,,2,5,,70,100,2014,2,2,0,,20,,18,4,,,16,3,16,5,19,1,5,2,4,1,2,0,3,4,2,0.3776419491,3.4
510345,5,1,6,2000,1,,2,2,,,,,,,,,17,,,5,,,16,3,16,5,14,1,7,3,5,0,2,0,3,4,2,0.3776419491,
510374,1,2,1,1965,1,,1,3,,,,,,,,,13,,,1,,,16,3,16,3,49,3,7,3,5,1,2,0,3,4,1,1.1381166837,
510374,2,1,2,1964,1,,1,3,,,,,,,,,1,,4,2,,,16,3,16,3,50,3,1,1,2,1,2,1,3,4,1,1.1381166837,
510374,3,1,6,2006,1,,2,1,,,,,,,,,17,,,3,,,16,3,16,3,8,1,7,3,5,0,2,0,3,4,1,1.1381166837,
510432,1,1,1,1959,1,,2,3,,,,,,,,,1,,8,1,,,16,3,16,3,55,4,1,1,4,1,2,0,3,4,0,2.4097952474,7.4
510432,2,1,4,1928,1,,1,2,,,,,,,,,15,1,1,2,,,16,3,16,3,86,5,6,3,5,1,2,1,3,4,0,2.4097952474,
510432,3,2,4,1933,1,,1,2,,,,,,,,,13,,,3,,,16,3,16,3,81,5,7,3,5,0,2,0,3,4,0,2.4097952474,
510433,1,1,1,1957,1,,1,3,,,,,,,,,12,1,6,1,,,16,3,16,4,57,4,7,3,5,1,4,0,3,4,0,2.4876810006,
510433,2,2,2,1956,1,,1,2,,,,,,,,,15,1,3,2,,,16,3,16,4,58,4,6,3,5,1,4,0,3,4,0,2.4876810006,
510433,3,1,6,1984,1,,2,4,,,,,,,,,2,,17,3,,,16,3,16,4,30,1,2,1,3,1,4,1,3,4,0,2.4876810006,
510433,4,2,6,1987,1,,2,7,7,100,110,2014,3,,0,,2,,19,4,,,16,3,16,4,27,1,2,1,4,1,4,0,3,4,0,2.4876810006,3.4
510439,1,1,1,1980,1,,2,5,,75,100,1999,1,2,0,,8,,1,1,,,16,3,16,3,34,1,5,2,1,1,3,0,3,4,0,2.3476123472,1.3
510439,2,1,4,1949,1,,1,3,,,,,,,,,16,,,2,,,16,3,16,3,65,5,6,3,5,1,3,0,3,4,0,2.3476123472,
510439,3,2,4,1953,1,,1,3,,,,,,,,,7,,1,3,,,16,3,16,3,61,4,4,2,1,1,3,1,3,4,0,2.3476123472,1.3
510515,1,1,1,1937,1,,1,2,,,,,,,,,15,1,6,1,,,16,3,16,2,77,5,6,3,5,1,1,1,3,4,2,0.2369164441,
510515,2,2,2,1946,1,,1,2,,,,,,,,,13,,,2,,,16,3,16,2,68,5,7,3,5,0,1,0,3,4,2,0.2369164441,
510634,1,2,1,1942,1,,1,5,,70,100,1962,5,2,0,,15,4,17,1,,,16,3,16,2,72,5,6,3,5,1,2,1,3,4,1,1.1231799538,
510634,2,1,2,1924,1,,1,3,,,,,,,,,15,1,1,2,,,16,3,16,2,90,5,6,3,5,1,2,0,3,4,1,1.1231799538,
510984,1,2,1,1956,1,,1,5,,38,60,1974,5,2,0,,2,,16,2,,,18,3,16,3,58,4,2,1,3,1,1,1,3,4,2,0.319008117,2.6
510984,2,1,2,1953,1,,1,5,,40,60,1970,1,2,0,,12,2,3,1,,,16,3,16,3,61,4,7,3,5,0,1,0,3,4,2,0.319008117,
510984,3,2,6,1990,1,,2,5,,90,100,2009,4,2,0,,11,,,4,,,16,3,16,3,24,1,7,3,5,0,1,0,3,4,2,0.319008117,
511059,1,2,1,1928,1,,4,1,,,,,,,,,15,1,1,1,,,16,3,16,1,86,5,6,3,5,1,1,1,3,4,0,1.6729112821,
511074,1,1,1,1937,1,,1,2,,,,,,,,,15,2,15,1,,,16,3,16,2,77,5,6,3,5,1,1,1,3,4,0,1.6488745959,
511074,2,2,2,1942,1,,1,2,,,,,,,,,13,,,2,,,16,3,16,2,72,5,7,3,5,0,1,0,3,4,0,1.6488745959,
511098,1,1,1,1924,1,,4,1,,,,,,,,,15,1,1,1,,,16,3,16,1,90,5,6,3,5,1,1,1,3,4,0,1.5799678306,
511103,1,2,1,1927,1,,4,2,,,,,,,,,16,,,1,,,16,3,16,1,87,5,6,3,5,1,1,1,3,4,0,2.0724871086,
511116,1,1,1,1951,1,,3,2,,,,,,,,,1,,1,1,,,17,3,17,3,63,4,1,1,1,1,3,1,3,4,0,3.4611474053,6.4
511116,2,2,6,1975,1,1977,1,3,,,,,,,,1,8,,7,97,2,2014,,,17,3,39,2,5,2,4,1,3,0,3,4,0,3.4611474053,1.3
511116,3,1,8,1969,1,,1,2,,,,,,,,,1,,1,97,2,2014,17,3,17,3,45,3,1,1,1,1,3,0,3,4,0,3.4611474053,6.4
511130,1,1,1,1929,1,,1,2,,,,,,,,,15,8,6,1,,,17,3,17,2,85,5,6,3,5,1,2,1,3,4,0,1.9763467147,
511130,2,2,2,1935,1,,1,2,,,,,,,,,15,1,1,2,,,17,3,17,2,79,5,6,3,5,1,2,0,3,4,0,1.9763467147,
511136,1,1,1,1956,1,,1,1,,,,,,,,,1,,15,1,,,17,3,17,3,58,4,1,1,3,1,1,1,3,4,0,3.0946700959,
511136,2,2,2,1960,1,,1,2,,,,,,,,,13,,,2,,,17,3,17,3,54,3,7,3,5,0,1,0,3,4,0,3.0946700959,
511136,3,2,6,1996,1,,2,3,,,,,,,,,17,,,3,,,17,3,17,3,18,1,7,3,5,0,1,0,3,4,0,3.0946700959,
511147,1,1,1,1956,1,,1,5,,54,60,1975,2,1,0,,2,,16,1,,,17,3,17,4,58,4,2,1,3,1,1,1,3,4,0,3.764995198,4.3
511147,2,2,2,1960,1,,1,5,,47,60,1978,2,2,0,,13,,,2,,,17,3,17,4,54,3,7,3,5,0,1,0,3,4,0,3.764995198,
511147,3,2,6,1986,1,,2,5,,100,100,2005,3,1,0,,17,,,3,,,17,3,17,4,28,1,7,3,5,0,1,0,3,4,0,3.764995198,
511147,4,2,6,1989,1,,2,5,,100,100,2008,2,1,0,,17,,,4,,,17,3,17,4,25,1,7,3,5,0,1,0,3,4,0,3.764995198,
511160,1,1,1,1944,1,,1,2,,,,,,,,,15,8,7,1,,,17,3,17,2,70,5,6,3,5,1,2,1,3,4,0,2.1206372569,
511160,2,2,2,1951,1,,1,2,,,,,,,,,15,8,7,2,,,17,3,17,2,63,4,6,3,5,1,2,0,3,4,0,2.1206372569,
511260,1,1,1,1948,1,,3,7,9,88,110,1972,3,,0,,15,3,16,1,,,18,3,18,1,66,5,6,3,5,1,1,1,3,4,2,0.2895662596,
511307,1,1,1,1932,1,,4,5,,9,10,1953,3,2,0,,15,5,17,1,,,18,3,18,2,82,5,6,3,5,1,2,1,3,4,2,0.2378708528,
511307,2,1,6,1961,1,,2,7,4,110,110,1988,3,,0,,6,,13,2,,,18,3,18,2,53,3,4,2,4,1,2,0,3,4,2,0.2378708528,
511315,1,1,1,1951,1,,1,5,,8,10,1972,2,2,0,,2,,15,1,,,18,3,18,2,63,4,2,1,3,1,1,1,3,4,2,0.3748974559,
511315,2,2,2,1956,1,,1,3,,,,,,,,,13,,,2,,,18,3,18,2,58,4,7,3,5,0,1,0,3,4,2,0.3748974559,
511342,1,1,1,1957,1,,3,3,,,,,,,,,2,,16,1,,,18,3,18,1,57,4,2,1,3,1,1,1,3,4,0,2.2391631868,8.1
511352,1,1,1,1959,1,,1,4,,,,,,,,,2,,16,1,,,18,3,18,5,55,4,2,1,3,1,2,1,3,4,0,2.6510345103,4.1
511352,2,2,2,1962,1,,1,5,,42,60,1981,5,2,0,,1,,7,2,,,18,3,18,5,52,3,1,1,4,1,2,0,3,4,0,2.6510345103,5.1
511352,3,1,6,1985,1,,2,7,6,102,110,2011,3,,0,,11,,,3,,,18,3,18,5,29,1,7,3,5,0,2,0,3,4,0,2.6510345103,
511352,4,2,6,1990,1,,2,3,,,,,,,,,11,,,4,,,18,3,18,5,24,1,7,3,5,0,2,0,3,4,0,2.6510345103,
511352,5,1,6,1993,1,,2,5,,75,100,2012,1,2,0,,11,,,5,,,18,3,18,5,21,1,7,3,5,0,2,0,3,4,0,2.6510345103,
511354,1,2,1,1947,1,,4,2,,,,,,,,,16,,,1,,,18,3,18,1,67,5,6,3,5,1,1,1,3,4,0,1.997123941,
511355,1,1,1,1950,1,,1,2,,,,,,,,,12,1,6,1,,,18,3,18,2,64,4,7,3,5,1,1,1,3,4,0,1.7923408445,
511355,2,2,2,1953,1,,1,2,,,,,,,,,13,,,2,,,18,3,18,2,61,4,7,3,5,0,1,0,3,4,0,1.7923408445,
511365,1,1,1,1976,1,,1,5,,36,60,1995,2,2,0,,1,,21,1,,,18,3,18,4,38,2,1,1,4,1,1,1,3,4,0,4.2373121255,6.4
511365,2,2,2,1977,1,,1,5,,42,60,1996,2,2,0,,13,,,2,,,18,3,18,4,37,2,7,3,5,0,1,0,3,4,0,4.2373121255,
511365,3,2,6,1995,1,,1,5,,100,100,2014,3,1,0,,17,,,3,,,18,3,18,4,19,1,7,3,5,0,1,0,3,4,0,4.2373121255,
511365,4,2,6,2001,1,,2,2,,,,,,,,,17,,,4,,,18,3,18,4,13,1,7,3,5,0,1,0,3,4,0,4.2373121255,
511367,1,1,1,1949,1,,1,3,,,,,,,,,15,2,17,1,,,18,3,18,2,65,5,6,3,5,1,1,1,3,4,0,1.4877624005,
511367,2,2,2,1956,1,,1,3,,,,,,,,,13,,,2,,,18,3,18,2,58,4,7,3,5,0,1,0,3,4,0,1.4877624005,
511416,1,2,1,1930,1,,4,1,,,,,,,,,16,,,1,,,18,3,18,3,84,5,6,3,5,1,1,1,3,4,2,1.8399557979,
511416,2,1,9,1988,1,,2,5,,95,100,2007,2,1,0,,17,,,2,,,18,3,18,3,26,1,7,3,5,0,1,0,3,4,2,1.8399557979,
511416,3,2,9,1992,1,,2,5,,85,100,2011,3,1,0,,17,,,3,,,18,3,18,3,22,1,7,3,5,0,1,0,3,4,2,1.8399557979,
