NUTS3,SEX,AGE,TIME,VALUE EMP
ITC20,1,Y35-44,2019,92.125382
ITC20,1,Y35-44,2020,89.562914
ITC20,2,Y35-44,2019,76.552246
ITC20,2,Y35-44,2020,77.697558
ITC3,1,Y35-44,2019,87.071534
ITC3,1,Y35-44,2020,87.827906
ITC3,2,Y35-44,2019,66.810306
ITC3,2,Y35-44,2020,70.300897
ITC31,1,Y35-44,2019,77.281966
ITC31,1,Y35-44,2020,73.233621
ITC31,2,Y35-44,2019,59.297892
ITC31,2,Y35-44,2020,71.980974
ITC32,1,Y35-44,2019,90.010592
ITC32,1,Y35-44,2020,87.593052
ITC32,2,Y35-44,2019,66.723887
ITC32,2,Y35-44,2020,68.172498
ITC33,1,Y35-44,2019,88.635962
ITC33,1,Y35-44,2020,90.866505
ITC33,2,Y35-44,2019,68.41277
ITC33,2,Y35-44,2020,72.312046
ITC34,1,Y35-44,2019,85.451114
ITC34,1,Y35-44,2020,89.390395
ITC34,2,Y35-44,2019,69.026236
ITC34,2,Y35-44,2020,64.437897
ITC4,1,Y35-44,2019,93.043987
ITC4,1,Y35-44,2020,92.182868
ITC4,2,Y35-44,2019,74.85259
ITC4,2,Y35-44,2020,74.364248
ITC41,1,Y35-44,2019,93.686315
ITC41,1,Y35-44,2020,95.97883
ITC41,2,Y35-44,2019,76.464355
ITC41,2,Y35-44,2020,70.471687
ITC42,1,Y35-44,2019,93.873878
ITC42,1,Y35-44,2020,92.064136
ITC42,2,Y35-44,2019,69.516186
ITC42,2,Y35-44,2020,75.269042
ITC43,1,Y35-44,2019,93.57522
ITC43,1,Y35-44,2020,92.125083
ITC43,2,Y35-44,2019,77.397362
ITC43,2,Y35-44,2020,73.601974
ITC44,1,Y35-44,2019,93.430513
ITC44,1,Y35-44,2020,92.84458
ITC44,2,Y35-44,2019,75.112294
ITC44,2,Y35-44,2020,69.356046
ITC45,1,Y35-44,2019,91.222734
ITC45,1,Y35-44,2020,89.117318
ITC45,2,Y35-44,2019,79.694322
ITC45,2,Y35-44,2020,77.769976
ITC46,1,Y35-44,2019,96.032983
ITC46,1,Y35-44,2020,95.272471
ITC46,2,Y35-44,2019,68.893776
ITC46,2,Y35-44,2020,73.069664
ITC47,1,Y35-44,2019,95.087043
ITC47,1,Y35-44,2020,94.752278
ITC47,2,Y35-44,2019,65.829661
ITC47,2,Y35-44,2020,66.320534
ITC48,1,Y35-44,2019,89.553837
ITC48,1,Y35-44,2020,89.650484
ITC48,2,Y35-44,2019,77.329339
ITC48,2,Y35-44,2020,71.650653
ITC49,1,Y35-44,2019,90.70122
ITC49,1,Y35-44,2020,91.52184
ITC49,2,Y35-44,2019,72.566152
ITC49,2,Y35-44,2020,70.580422
ITC4A,1,Y35-44,2019,96.308282
ITC4A,1,Y35-44,2020,89.737171
ITC4A,2,Y35-44,2019,75.081202
ITC4A,2,Y35-44,2020,80.354645
ITC4B,1,Y35-44,2019,91.601763
ITC4B,1,Y35-44,2020,94.808633
ITC4B,2,Y35-44,2019,73.584839
ITC4B,2,Y35-44,2020,71.949974
ITD1,1,Y35-44,2019,96.167555
ITD1,1,Y35-44,2020,95.201952
ITD1,2,Y35-44,2019,77.367946
ITD1,2,Y35-44,2020,74.397923
ITD2,1,Y35-44,2019,90.978318
ITD2,1,Y35-44,2020,91.184277
ITD2,2,Y35-44,2019,78.033243
ITD2,2,Y35-44,2020,78.011797
ITD3,1,Y35-44,2019,93.745617
ITD3,1,Y35-44,2020,94.885978
ITD3,2,Y35-44,2019,73.499119
ITD3,2,Y35-44,2020,73.689169
ITD31,1,Y35-44,2019,95.478849
ITD31,1,Y35-44,2020,93.917653
ITD31,2,Y35-44,2019,74.906444
ITD31,2,Y35-44,2020,74.740134
ITD32,1,Y35-44,2019,93.666154
ITD32,1,Y35-44,2020,91.672882
ITD32,2,Y35-44,2019,77.005029
ITD32,2,Y35-44,2020,77.178637
ITD33,1,Y35-44,2019,94.623116
ITD33,1,Y35-44,2020,92.006525
ITD33,2,Y35-44,2019,84.060782
ITD33,2,Y35-44,2020,81.519073
ITD34,1,Y35-44,2019,92.324779
ITD34,1,Y35-44,2020,95.632645
ITD34,2,Y35-44,2019,72.88837
ITD34,2,Y35-44,2020,80.937148
ITD35,1,Y35-44,2019,93.256216
ITD35,1,Y35-44,2020,98.566793
ITD35,2,Y35-44,2019,74.124113
ITD35,2,Y35-44,2020,70.766211
ITD36,1,Y35-44,2019,93.867729
ITD36,1,Y35-44,2020,96.301766
ITD36,2,Y35-44,2019,70.562996
ITD36,2,Y35-44,2020,66.332458
ITD37,1,Y35-44,2019,92.661202
ITD37,1,Y35-44,2020,90.818971
ITD37,2,Y35-44,2019,60.638506
ITD37,2,Y35-44,2020,65.960551
ITD4,1,Y35-44,2019,93.259048
ITD4,1,Y35-44,2020,93.567439
ITD4,2,Y35-44,2019,71.915046
ITD4,2,Y35-44,2020,71.06568
ITD41,1,Y35-44,2019,96.858822
ITD41,1,Y35-44,2020,96.649933
ITD41,2,Y35-44,2019,69.266187
ITD41,2,Y35-44,2020,71.381937
ITD42,1,Y35-44,2019,93.2373
ITD42,1,Y35-44,2020,92.244112
ITD42,2,Y35-44,2019,73.515968
ITD42,2,Y35-44,2020,69.935051
ITD43,1,Y35-44,2019,89.312543
ITD43,1,Y35-44,2020,87.712059
ITD43,2,Y35-44,2019,61.62963
ITD43,2,Y35-44,2020,56.781141
ITD44,1,Y35-44,2019,89.474536
ITD44,1,Y35-44,2020,96.383735
ITD44,2,Y35-44,2019,77.704063
ITD44,2,Y35-44,2020,80.719251
ITD5,1,Y35-44,2019,93.013477
ITD5,1,Y35-44,2020,92.480095
ITD5,2,Y35-44,2019,78.291749
ITD5,2,Y35-44,2020,76.256824
ITD51,1,Y35-44,2019,94.887936
ITD51,1,Y35-44,2020,96.728169
ITD51,2,Y35-44,2019,75.91237
ITD51,2,Y35-44,2020,76.550345
ITD52,1,Y35-44,2019,91.438811
ITD52,1,Y35-44,2020,89.830617
ITD52,2,Y35-44,2019,75.602003
ITD52,2,Y35-44,2020,75.502021
ITD53,1,Y35-44,2019,93.78958
ITD53,1,Y35-44,2020,91.637214
ITD53,2,Y35-44,2019,73.966985
ITD53,2,Y35-44,2020,77.621201
ITD54,1,Y35-44,2019,94.607965
ITD54,1,Y35-44,2020,91.694698
ITD54,2,Y35-44,2019,78.507544
ITD54,2,Y35-44,2020,74.825866
ITD55,1,Y35-44,2019,93.441901
ITD55,1,Y35-44,2020,94.89239
ITD55,2,Y35-44,2019,82.610515
ITD55,2,Y35-44,2020,80.050971
ITD56,1,Y35-44,2019,89.097834
ITD56,1,Y35-44,2020,92.069431
ITD56,2,Y35-44,2019,76.358176
ITD56,2,Y35-44,2020,72.789578
ITD57,1,Y35-44,2019,93.510822
ITD57,1,Y35-44,2020,90.967859
ITD57,2,Y35-44,2019,81.242825
ITD57,2,Y35-44,2020,76.00506
ITD58,1,Y35-44,2019,90.841026
ITD58,1,Y35-44,2020,91.378194
ITD58,2,Y35-44,2019,82.039516
ITD58,2,Y35-44,2020,72.810706
ITD59,1,Y35-44,2019,93.859911
ITD59,1,Y35-44,2020,91.225076
ITD59,2,Y35-44,2019,72.576667
ITD59,2,Y35-44,2020,73.876038
ITE1,1,Y35-44,2019,91.056515
ITE1,1,Y35-44,2020,89.565514
ITE1,2,Y35-44,2019,73.071853
ITE1,2,Y35-44,2020,71.114302
ITE11,1,Y35-44,2019,90.701564
ITE11,1,Y35-44,2020,91.679108
ITE11,2,Y35-44,2019,63.956253
ITE11,2,Y35-44,2020,64.27487
ITE12,1,Y35-44,2019,88.376933
ITE12,1,Y35-44,2020,86.130703
ITE12,2,Y35-44,2019,66.069538
ITE12,2,Y35-44,2020,61.849389
ITE13,1,Y35-44,2019,87.657891
ITE13,1,Y35-44,2020,83.216469
ITE13,2,Y35-44,2019,70.354329
ITE13,2,Y35-44,2020,66.24411
ITE14,1,Y35-44,2019,90.650132
ITE14,1,Y35-44,2020,90.983913
ITE14,2,Y35-44,2019,78.108916
ITE14,2,Y35-44,2020,75.45146
ITE15,1,Y35-44,2019,90.336364
ITE15,1,Y35-44,2020,88.474266
ITE15,2,Y35-44,2019,78.680179
ITE15,2,Y35-44,2020,80.954534
ITE16,1,Y35-44,2019,92.987933
ITE16,1,Y35-44,2020,83.782506
ITE16,2,Y35-44,2019,67.078569
ITE16,2,Y35-44,2020,68.510534
ITE17,1,Y35-44,2019,94.839352
ITE17,1,Y35-44,2020,93.533743
ITE17,2,Y35-44,2019,72.81786
ITE17,2,Y35-44,2020,73.050809
ITE18,1,Y35-44,2019,91.618954
ITE18,1,Y35-44,2020,91.330365
ITE18,2,Y35-44,2019,72.575377
ITE18,2,Y35-44,2020,74.639811
ITE19,1,Y35-44,2019,94.721181
ITE19,1,Y35-44,2020,93.99504
ITE19,2,Y35-44,2019,72.62979
ITE19,2,Y35-44,2020,64.904759
ITE1A,1,Y35-44,2019,88.397753
ITE1A,1,Y35-44,2020,89.732938
ITE1A,2,Y35-44,2019,74.655986
ITE1A,2,Y35-44,2020,67.406423
ITE2,1,Y35-44,2019,90.664674
ITE2,1,Y35-44,2020,88.790132
ITE2,2,Y35-44,2019,71.43198
ITE2,2,Y35-44,2020,74.004944
ITE21,1,Y35-44,2019,90.672277
ITE21,1,Y35-44,2020,90.323981
ITE21,2,Y35-44,2019,73.509708
ITE21,2,Y35-44,2020,74.947923
ITE22,1,Y35-44,2019,90.639952
ITE22,1,Y35-44,2020,84.133948
ITE22,2,Y35-44,2019,65.178206
ITE22,2,Y35-44,2020,70.817241
ITE3,1,Y35-44,2019,89.79345
ITE3,1,Y35-44,2020,89.35437
ITE3,2,Y35-44,2019,71.503356
ITE3,2,Y35-44,2020,71.615469
ITE31,1,Y35-44,2019,90.545262
ITE31,1,Y35-44,2020,87.827565
ITE31,2,Y35-44,2019,72.650244
ITE31,2,Y35-44,2020,74.159986
ITE32,1,Y35-44,2019,90.22756
ITE32,1,Y35-44,2020,88.060727
ITE32,2,Y35-44,2019,71.693819
ITE32,2,Y35-44,2020,70.744418
ITE33,1,Y35-44,2019,93.404427
ITE33,1,Y35-44,2020,94.763047
ITE33,2,Y35-44,2019,73.19525
ITE33,2,Y35-44,2020,76.605049
ITE34,1,Y35-44,2019,86.845145
ITE34,1,Y35-44,2020,84.46803
ITE34,2,Y35-44,2019,66.727017
ITE34,2,Y35-44,2020,66.775244
ITE4,1,Y35-44,2019,86.337491
ITE4,1,Y35-44,2020,85.819098
ITE4,2,Y35-44,2019,66.494204
ITE4,2,Y35-44,2020,63.432601
ITE41,1,Y35-44,2019,84.170704
ITE41,1,Y35-44,2020,82.234332
ITE41,2,Y35-44,2019,61.127787
ITE41,2,Y35-44,2020,55.703333
ITE42,1,Y35-44,2019,84.825023
ITE42,1,Y35-44,2020,86.86043
ITE42,2,Y35-44,2019,63.742227
ITE42,2,Y35-44,2020,60.324589
ITE43,1,Y35-44,2019,87.515646
ITE43,1,Y35-44,2020,87.553596
ITE43,2,Y35-44,2019,71.074276
ITE43,2,Y35-44,2020,66.331432
ITE44,1,Y35-44,2019,83.987275
ITE44,1,Y35-44,2020,80.499914
ITE44,2,Y35-44,2019,52.119933
ITE44,2,Y35-44,2020,58.139061
ITE45,1,Y35-44,2019,80.049098
ITE45,1,Y35-44,2020,79.245901
ITC1,1,Y45-54,2019,88.811281
ITC1,1,Y45-54,2020,87.968476
ITC1,2,Y45-54,2019,74.890608
ITC1,2,Y45-54,2020,74.451893
ITC11,1,Y45-54,2019,88.708423
ITC11,1,Y45-54,2020,87.615324
ITC11,2,Y45-54,2019,76.078645
ITC11,2,Y45-54,2020,75.237539
ITC12,1,Y45-54,2019,84.432027
ITC12,1,Y45-54,2020,78.712629
ITC12,2,Y45-54,2019,78.919139
ITC12,2,Y45-54,2020,73.602081
ITC13,1,Y45-54,2019,86.296592
ITC13,1,Y45-54,2020,86.701962
ITC13,2,Y45-54,2019,81.333051
ITC13,2,Y45-54,2020,82.00877
ITC14,1,Y45-54,2019,88.186916
ITC14,1,Y45-54,2020,89.736925
ITC14,2,Y45-54,2019,66.912772
ITC14,2,Y45-54,2020,71.30121
ITC15,1,Y45-54,2019,87.690934
ITC15,1,Y45-54,2020,87.8586
ITC15,2,Y45-54,2019,75.583472
ITC15,2,Y45-54,2020,70.374506
ITC16,1,Y45-54,2019,92.72102
ITC16,1,Y45-54,2020,92.219492
ITC16,2,Y45-54,2019,77.153598
ITC16,2,Y45-54,2020,76.538453
ITC17,1,Y45-54,2019,94.401743
ITC17,1,Y45-54,2020,89.605755
ITC17,2,Y45-54,2019,73.02489
ITC17,2,Y45-54,2020,78.864118
ITC18,1,Y45-54,2019,85.67404
ITC18,1,Y45-54,2020,86.986432
ITC18,2,Y45-54,2019,64.139551
ITC18,2,Y45-54,2020,67.290726
ITC2,1,Y45-54,2019,89.491395
ITC2,1,Y45-54,2020,89.716623
ITC2,2,Y45-54,2019,80.328638
ITC2,2,Y45-54,2020,80.607897
ITC20,1,Y45-54,2019,89.491395
ITC20,1,Y45-54,2020,89.716623
ITC20,2,Y45-54,2019,80.328638
ITC20,2,Y45-54,2020,80.607897
ITC3,1,Y45-54,2019,88.403237
ITC3,1,Y45-54,2020,89.191078
ITC3,2,Y45-54,2019,68.31316
ITC3,2,Y45-54,2020,67.972934
ITC31,1,Y45-54,2019,87.877229
ITC31,1,Y45-54,2020,88.052521
ITC31,2,Y45-54,2019,56.887829
ITC31,2,Y45-54,2020,63.772788
ITC32,1,Y45-54,2019,86.59679
ITC32,1,Y45-54,2020,88.200325
ITC32,2,Y45-54,2019,72.509335
ITC32,2,Y45-54,2020,71.101353
ITC33,1,Y45-54,2019,87.726708
ITC33,1,Y45-54,2020,88.764081
ITC33,2,Y45-54,2019,70.311752
ITC33,2,Y45-54,2020,68.365564
ITC34,1,Y45-54,2019,93.75034
ITC34,1,Y45-54,2020,93.190883
ITC34,2,Y45-54,2019,65.715288
ITC34,2,Y45-54,2020,66.883361
ITC4,1,Y45-54,2019,92.065717
ITC4,1,Y45-54,2020,91.327647
ITC4,2,Y45-54,2019,74.063656
ITC4,2,Y45-54,2020,72.968742
ITC41,1,Y45-54,2019,92.920137
ITC41,1,Y45-54,2020,91.144533
ITC41,2,Y45-54,2019,73.296129
ITC41,2,Y45-54,2020,73.806646
ITC42,1,Y45-54,2019,89.729986
ITC42,1,Y45-54,2020,91.753237
ITC42,2,Y45-54,2019,71.93529
ITC42,2,Y45-54,2020,65.897285
ITC43,1,Y45-54,2019,95.238986
ITC43,1,Y45-54,2020,96.003616
ITC43,2,Y45-54,2019,73.433858
ITC43,2,Y45-54,2020,75.861037
ITC44,1,Y45-54,2019,92.38642
ITC44,1,Y45-54,2020,88.200371
ITC44,2,Y45-54,2019,72.120925
ITC44,2,Y45-54,2020,73.168418
ITC45,1,Y45-54,2019,90.973104
ITC45,1,Y45-54,2020,89.744132
ITC45,2,Y45-54,2019,79.495708
ITC45,2,Y45-54,2020,76.752825
ITC46,1,Y45-54,2019,94.589696
ITC46,1,Y45-54,2020,92.205867
ITC46,2,Y45-54,2019,66.59819
ITC46,2,Y45-54,2020,65.564169
ITC47,1,Y45-54,2019,92.118648
ITC47,1,Y45-54,2020,92.533813
ITC47,2,Y45-54,2019,70.203604
ITC47,2,Y45-54,2020,70.411417
ITC48,1,Y45-54,2019,92.396586
ITC48,1,Y45-54,2020,89.48435
ITC48,2,Y45-54,2019,75.203163
ITC48,2,Y45-54,2020,74.844206
ITC49,1,Y45-54,2019,87.776197
ITC49,1,Y45-54,2020,90.244276
ITC49,2,Y45-54,2019,70.01064
ITC49,2,Y45-54,2020,70.171815
ITC4A,1,Y45-54,2019,95.427744
ITC4A,1,Y45-54,2020,93.706294
ITC4A,2,Y45-54,2019,66.6399
ITC4A,2,Y45-54,2020,70.85326
ITC4B,1,Y45-54,2019,90.901662
ITC4B,1,Y45-54,2020,91.854105
ITC4B,2,Y45-54,2019,69.974231
ITC4B,2,Y45-54,2020,67.514001
ITD1,1,Y45-54,2019,94.262257
ITD1,1,Y45-54,2020,93.674556
ITD1,2,Y45-54,2019,85.754657
ITD1,2,Y45-54,2020,84.400856
ITD2,1,Y45-54,2019,92.774783
ITD2,1,Y45-54,2020,91.437757
ITD2,2,Y45-54,2019,77.286479
ITD2,2,Y45-54,2020,77.630654
ITD3,1,Y45-54,2019,91.276596
ITD3,1,Y45-54,2020,90.967356
ITD3,2,Y45-54,2019,71.659602
ITD3,2,Y45-54,2020,70.106585
ITD31,1,Y45-54,2019,91.158418
ITD31,1,Y45-54,2020,92.843957
ITD31,2,Y45-54,2019,76.911151
ITD31,2,Y45-54,2020,72.624666
ITD32,1,Y45-54,2019,93.141937
ITD32,1,Y45-54,2020,93.103547
ITD32,2,Y45-54,2019,78.81343
ITD32,2,Y45-54,2020,72.233572
ITD33,1,Y45-54,2019,94.896051
ITD33,1,Y45-54,2020,93.630232
ITD33,2,Y45-54,2019,84.860494
ITD33,2,Y45-54,2020,78.468067
ITD34,1,Y45-54,2019,91.629956
ITD34,1,Y45-54,2020,91.655906
ITD34,2,Y45-54,2019,66.436153
ITD34,2,Y45-54,2020,68.411534
ITD35,1,Y45-54,2019,88.849725
ITD35,1,Y45-54,2020,91.374446
ITD35,2,Y45-54,2019,67.553521
ITD35,2,Y45-54,2020,68.917291
ITD36,1,Y45-54,2019,90.033453
ITD36,1,Y45-54,2020,85.920734
ITD36,2,Y45-54,2019,67.466533
ITD36,2,Y45-54,2020,69.833312
ITD37,1,Y45-54,2019,94.030089
ITD37,1,Y45-54,2020,87.56589
ITD37,2,Y45-54,2019,65.957327
ITD37,2,Y45-54,2020,54.769756
ITD4,1,Y45-54,2019,91.019264
ITD4,1,Y45-54,2020,91.833084
ITD4,2,Y45-54,2019,71.961529
ITD4,2,Y45-54,2020,74.743928
ITD41,1,Y45-54,2019,94.398165
ITD41,1,Y45-54,2020,92.935155
ITD41,2,Y45-54,2019,66.498344
ITD41,2,Y45-54,2020,67.491796
ITD42,1,Y45-54,2019,91.263254
ITD42,1,Y45-54,2020,91.383056
ITD42,2,Y45-54,2019,69.849382
ITD42,2,Y45-54,2020,75.525835
ITD43,1,Y45-54,2019,89.451244
ITD43,1,Y45-54,2020,94.282287
ITD43,2,Y45-54,2019,73.506393
ITD43,2,Y45-54,2020,69.328901
ITD44,1,Y45-54,2019,87.276752
ITD44,1,Y45-54,2020,89.52335
ITD44,2,Y45-54,2019,83.28911
ITD44,2,Y45-54,2020,85.878769
ITD5,1,Y45-54,2019,92.618925
ITD5,1,Y45-54,2020,91.308203
ITD5,2,Y45-54,2019,79.304783
ITD5,2,Y45-54,2020,77.971518
ITD51,1,Y45-54,2019,90.554424
ITD51,1,Y45-54,2020,92.589845
ITD51,2,Y45-54,2019,78.079978
ITD51,2,Y45-54,2020,75.381459
ITD52,1,Y45-54,2019,95.295527
ITD52,1,Y45-54,2020,94.353995
ITD52,2,Y45-54,2019,77.759513
ITD52,2,Y45-54,2020,74.683984
ITD53,1,Y45-54,2019,93.367902
ITD53,1,Y45-54,2020,90.571198
ITD53,2,Y45-54,2019,79.713338
ITD53,2,Y45-54,2020,77.769075
ITD54,1,Y45-54,2019,89.735137
ITD54,1,Y45-54,2020,88.784666
ITD54,2,Y45-54,2019,76.637367
ITD54,2,Y45-54,2020,76.099955
ITD55,1,Y45-54,2019,94.086041
ITD55,1,Y45-54,2020,93.608451
ITD55,2,Y45-54,2019,86.844124
ITD55,2,Y45-54,2020,87.89553
ITD56,1,Y45-54,2019,91.46029
ITD56,1,Y45-54,2020,90.432772
ITD56,2,Y45-54,2019,76.735198
ITD56,2,Y45-54,2020,81.096993
ITD57,1,Y45-54,2019,94.829087
ITD57,1,Y45-54,2020,90.72947
ITD57,2,Y45-54,2019,77.525381
ITD57,2,Y45-54,2020,72.314097
ITD58,1,Y45-54,2019,93.079857
ITD58,1,Y45-54,2020,93.244213
ITD58,2,Y45-54,2019,77.481376
ITD58,2,Y45-54,2020,78.403594
ITD59,1,Y45-54,2019,89.545868
ITD59,1,Y45-54,2020,87.282794
ITD59,2,Y45-54,2019,69.02476
ITD59,2,Y45-54,2020,61.651483
ITE1,1,Y45-54,2019,90.406168
ITE1,1,Y45-54,2020,89.355035
ITE1,2,Y45-54,2019,74.854788
ITE1,2,Y45-54,2020,75.206665
ITE11,1,Y45-54,2019,91.246803
ITE11,1,Y45-54,2020,88.841982
ITE11,2,Y45-54,2019,68.271481
ITE11,2,Y45-54,2020,66.779014
ITE12,1,Y45-54,2019,84.789807
ITE12,1,Y45-54,2020,85.416798
ITE12,2,Y45-54,2019,68.143557
ITE12,2,Y45-54,2020,71.23929
ITE13,1,Y45-54,2019,92.125685
ITE13,1,Y45-54,2020,89.640144
ITE13,2,Y45-54,2019,65.437415
ITE13,2,Y45-54,2020,69.545405
ITE14,1,Y45-54,2019,93.161365
ITE14,1,Y45-54,2020,91.186236
ITE14,2,Y45-54,2019,79.491488
ITE14,2,Y45-54,2020,78.032936
ITE15,1,Y45-54,2019,85.147096
ITE15,1,Y45-54,2020,85.037297
ITE15,2,Y45-54,2019,79.442344
ITE15,2,Y45-54,2020,76.958346
ITE16,1,Y45-54,2019,88.802993
ITE16,1,Y45-54,2020,85.494563
ITE16,2,Y45-54,2019,66.944021
ITE16,2,Y45-54,2020,71.970132
ITE17,1,Y45-54,2019,92.274948
ITE17,1,Y45-54,2020,92.187304
ITE17,2,Y45-54,2019,75.77442
ITE17,2,Y45-54,2020,71.897259
ITE18,1,Y45-54,2019,87.766876
ITE18,1,Y45-54,2020,86.377199
ITE18,2,Y45-54,2019,84.236158
ITE18,2,Y45-54,2020,85.860223
ITE19,1,Y45-54,2019,92.541781
ITE19,1,Y45-54,2020,96.174783
ITE19,2,Y45-54,2019,78.450261
ITE19,2,Y45-54,2020,80.271253
ITE1A,1,Y45-54,2019,92.343741
ITE1A,1,Y45-54,2020,90.702207
ITE1A,2,Y45-54,2019,69.804187
ITE1A,2,Y45-54,2020,73.971999
ITE2,1,Y45-54,2019,88.830757
ITE2,1,Y45-54,2020,87.246921
ITE2,2,Y45-54,2019,68.790526
ITE2,2,Y45-54,2020,69.004723
ITE21,1,Y45-54,2019,87.657087
ITE21,1,Y45-54,2020,87.292104
ITE21,2,Y45-54,2019,70.640063
ITE21,2,Y45-54,2020,71.853114
ITE22,1,Y45-54,2019,92.068307
ITE22,1,Y45-54,2020,87.104537
ITE22,2,Y45-54,2019,62.723389
ITE22,2,Y45-54,2020,60.590472
ITE3,1,Y45-54,2019,88.056333
ITE3,1,Y45-54,2020,89.685344
ITE3,2,Y45-54,2019,72.04332
ITE3,2,Y45-54,2020,72.971049
ITE31,1,Y45-54,2019,88.222747
ITE31,1,Y45-54,2020,88.768022
ITE31,2,Y45-54,2019,70.808637
ITE31,2,Y45-54,2020,79.173415
ITE32,1,Y45-54,2019,86.451035
ITE32,1,Y45-54,2020,94.39517
ITE32,2,Y45-54,2019,76.033444
ITE32,2,Y45-54,2020,73.816022
ITE33,1,Y45-54,2019,91.248628
ITE33,1,Y45-54,2020,90.585539
ITE33,2,Y45-54,2019,72.25884
ITE33,2,Y45-54,2020,73.374205
ITE34,1,Y45-54,2019,86.114978
ITE34,1,Y45-54,2020,81.805818
ITE34,2,Y45-54,2019,63.938444
ITE34,2,Y45-54,2020,58.567587
ITE4,1,Y45-54,2019,86.503456
ITE4,1,Y45-54,2020,85.616188
ITE4,2,Y45-54,2019,62.762337
ITE4,2,Y45-54,2020,63.102826
ITE41,1,Y45-54,2019,81.939227
ITE41,1,Y45-54,2020,90.987754
ITE41,2,Y45-54,2019,48.216839
ITE41,2,Y45-54,2020,58.310135
ITE42,1,Y45-54,2019,85.117278
ITE42,1,Y45-54,2020,84.980274
ITE42,2,Y45-54,2019,64.654775
ITE42,2,Y45-54,2020,56.984654
ITE43,1,Y45-54,2019,88.257615
ITE43,1,Y45-54,2020,85.893734
ITE43,2,Y45-54,2019,67.667692
ITE43,2,Y45-54,2020,66.697349
ITE44,1,Y45-54,2019,83.133394
ITE44,1,Y45-54,2020,82.525691
ITE44,2,Y45-54,2019,44.953443
ITE44,2,Y45-54,2020,51.712012
ITC1,1,Y55-64,2019,64.632246
ITC1,1,Y55-64,2020,63.877923
ITC1,2,Y55-64,2019,47.542323
ITC1,2,Y55-64,2020,47.682355
ITC11,1,Y55-64,2019,63.325244
ITC11,1,Y55-64,2020,62.098126
ITC11,2,Y55-64,2019,47.922805
ITC11,2,Y55-64,2020,47.278245
ITC12,1,Y55-64,2019,68.405846
ITC12,1,Y55-64,2020,66.090436
ITC12,2,Y55-64,2019,48.153748
ITC12,2,Y55-64,2020,54.254017
ITC13,1,Y55-64,2019,60.406419
ITC13,1,Y55-64,2020,65.333333
ITC13,2,Y55-64,2019,43.366022
ITC13,2,Y55-64,2020,48.47973
ITC14,1,Y55-64,2019,54.796658
ITC14,1,Y55-64,2020,60.322314
ITC14,2,Y55-64,2019,45.458225
ITC14,2,Y55-64,2020,44.901145
ITC15,1,Y55-64,2019,64.464012
ITC15,1,Y55-64,2020,57.636356
ITC15,2,Y55-64,2019,50.203436
ITC15,2,Y55-64,2020,51.357669
ITC16,1,Y55-64,2019,68.632355
ITC16,1,Y55-64,2020,70.632911
ITC16,2,Y55-64,2019,43.686144
ITC16,2,Y55-64,2020,45.108589
ITC17,1,Y55-64,2019,70.326611
ITC17,1,Y55-64,2020,72.799133
ITC17,2,Y55-64,2019,53.094652
ITC17,2,Y55-64,2020,53.658537
ITC18,1,Y55-64,2019,66.974127
ITC18,1,Y55-64,2020,63.65795
ITC18,2,Y55-64,2019,47.904768
ITC18,2,Y55-64,2020,45.276222
ITC2,1,Y55-64,2019,60.749914
ITC2,1,Y55-64,2020,62.403443
ITC2,2,Y55-64,2019,58.513349
ITC2,2,Y55-64,2020,58.862121
ITC20,1,Y55-64,2019,60.749914
ITC20,1,Y55-64,2020,62.403443
ITC20,2,Y55-64,2019,58.513349
ITC20,2,Y55-64,2020,58.862121
ITC3,1,Y55-64,2019,65.247362
ITC3,1,Y55-64,2020,65.491136
ITC3,2,Y55-64,2019,54.973606
ITC3,2,Y55-64,2020,54.334462
ITC31,1,Y55-64,2019,61.56429
ITC31,1,Y55-64,2020,64.659282
ITC31,2,Y55-64,2019,50.820985
ITC31,2,Y55-64,2020,48.613102
ITC32,1,Y55-64,2019,63.048915
ITC32,1,Y55-64,2020,61.431432
ITC32,2,Y55-64,2019,50.263569
ITC32,2,Y55-64,2020,51.075119
ITC33,1,Y55-64,2019,67.43295
ITC33,1,Y55-64,2020,66.344081
ITC33,2,Y55-64,2019,57.668163
ITC33,2,Y55-64,2020,57.491137
ITC34,1,Y55-64,2019,62.951901
ITC34,1,Y55-64,2020,67.993864
ITC34,2,Y55-64,2019,54.218398
ITC34,2,Y55-64,2020,51.323725
ITC4,1,Y55-64,2019,66.710389
ITC4,1,Y55-64,2020,65.551308
ITC4,2,Y55-64,2019,48.647726
ITC4,2,Y55-64,2020,49.350552
ITC41,1,Y55-64,2019,58.062237
ITC41,1,Y55-64,2020,60.788578
ITC41,2,Y55-64,2019,48.44701
ITC41,2,Y55-64,2020,43.536044
ITC42,1,Y55-64,2019,66.698046
ITC42,1,Y55-64,2020,67.432396
ITC42,2,Y55-64,2019,47.428314
ITC42,2,Y55-64,2020,47.44851
ITC43,1,Y55-64,2019,64.435385
ITC43,1,Y55-64,2020,63.957147
ITC43,2,Y55-64,2019,43.012206
ITC43,2,Y55-64,2020,47.959052
ITC44,1,Y55-64,2019,48.241246
ITC44,1,Y55-64,2020,52.096389
ITC44,2,Y55-64,2019,42.996138
ITC44,2,Y55-64,2020,46.897024
ITC45,1,Y55-64,2019,68.209681
ITC45,1,Y55-64,2020,69.304458
