NUTS3,SEX,AGE,TIME,VALUE EMP
ITF1,2,Y35-44,2019,57.38898
ITF1,2,Y35-44,2020,59.210997
ITF35,2,Y_GE15,2019,25.299173
ITF35,2,Y_GE15,2020,26.498862
ITF5,2,Y18-29,2019,21.025612
ITF5,2,Y18-29,2020,18.165281
IT110,1,Y55-64,2019,72.023687
IT110,1,Y55-64,2020,69.79873
ITF62,1,Y35-44,2019,61.376439
ITF62,1,Y35-44,2020,70.337702
ITG11,1,Y35-44,2019,71.030594
ITG11,1,Y35-44,2020,73.419797
ITF14,2,Y15-29,2019,18.017486
ITF14,2,Y15-29,2020,15.091223
ITF34,1,Y25-34,2019,59.822828
ITF34,1,Y25-34,2020,62.774499
ITF4,2,Y35-44,2019,43.358414
ITF4,2,Y35-44,2020,45.081253
ITF33,2,Y15-24,2019,8.798195
ITF33,2,Y15-24,2020,6.962619
ITF52,1,Y55-64,2019,64.964151
ITF52,1,Y55-64,2020,63.939786
ITG26,2,Y18-29,2019,21.524019
ITG26,2,Y18-29,2020,18.856578
ITC16,1,Y18-29,2019,60.693438
ITC16,1,Y18-29,2020,63.621748
IT111,2,Y20-64,2019,44.673664
IT111,2,Y20-64,2020,43.665082
ITF65,1,Y15-64,2019,50.940306
ITF65,1,Y15-64,2020,50.991407
ITE41,2,Y_GE15,2019,32.974065
ITE41,2,Y_GE15,2020,31.80553
IT110,1,Y15-29,2019,21.983347
IT110,1,Y15-29,2020,25.696367
ITC43,2,Y15-29,2019,38.886108
ITC43,2,Y15-29,2020,38.149904
ITG19,1,Y35-44,2019,72.942108
ITG19,1,Y35-44,2020,73.934854
IT109,1,Y15-29,2019,49.105566
IT109,1,Y15-29,2020,35.133472
ITF42,1,Y_GE15,2019,52.337068
ITF42,1,Y_GE15,2020,52.271385
ITF32,1,Y_GE15,2019,43.019835
ITF32,1,Y_GE15,2020,43.803122
ITC15,2,Y15-29,2019,28.970113
ITC15,2,Y15-29,2020,30.829068
ITF65,2,Y35-44,2019,30.435147
ITF65,2,Y35-44,2020,37.437627
ITF3,2,Y35-44,2019,37.319148
ITF3,2,Y35-44,2020,35.876938
ITG15,2,Y20-64,2019,25.403221
ITG15,2,Y20-64,2020,22.40667
ITC31,1,Y18-29,2019,51.173626
ITC31,1,Y18-29,2020,42.366139
ITG16,1,Y55-64,2019,49.965937
ITG16,1,Y55-64,2020,62.356105
ITF63,2,Y15-29,2019,18.519681
ITF63,2,Y15-29,2020,15.140227
ITE16,2,Y_GE15,2019,37.842577
ITE16,2,Y_GE15,2020,39.672296
ITG1,2,Y25-34,2019,29.518352
ITG1,2,Y25-34,2020,27.91322
ITG12,2,Y15-29,2019,13.873739
ITG12,2,Y15-29,2020,12.910164
ITG1,1,Y_GE15,2019,42.005167
ITG1,1,Y_GE15,2020,42.025368
ITF61,1,Y_GE15,2019,44.591951
ITF61,1,Y_GE15,2020,44.496237
ITG27,2,Y18-29,2019,34.104497
ITG27,2,Y18-29,2020,22.389527
ITF14,2,Y55-64,2019,40.740607
ITF14,2,Y55-64,2020,40.042735
ITG27,1,Y55-64,2019,60.820896
ITG27,1,Y55-64,2020,62.671047
ITC47,2,Y_GE15,2019,41.716104
ITC47,2,Y_GE15,2020,40.207036
ITG17,2,Y15-64,2019,30.630198
ITG17,2,Y15-64,2020,28.779456
ITG15,1,Y20-64,2019,58.023244
ITG15,1,Y20-64,2020,60.986393
ITC45,2,Y18-29,2019,43.928125
ITC45,2,Y18-29,2020,44.099889
ITG2,2,Y15-29,2019,21.575812
ITG2,2,Y15-29,2020,16.954026
ITF3,1,Y20-64,2019,58.718715
ITF3,1,Y20-64,2020,58.134909
ITC42,1,Y_GE15,2019,60.781466
ITC42,1,Y_GE15,2020,58.743094
ITF62,2,Y15-24,2019,3.982819
ITF62,2,Y15-24,2020,5.700241
ITD57,1,Y_GE15,2019,59.474387
ITD57,1,Y_GE15,2020,57.297743
ITC3,1,Y18-29,2019,43.449695
ITC3,1,Y18-29,2020,39.260565
ITF6,1,Y15-24,2019,18.933595
ITF6,1,Y15-24,2020,16.384154
ITG28,2,Y25-34,2019,54.685548
ITG28,2,Y25-34,2020,45.310376
ITE34,2,Y15-29,2019,26.812251
ITE34,2,Y15-29,2020,21.746212
IT111,1,Y55-64,2019,54.16825
IT111,1,Y55-64,2020,50.809974
ITF63,2,Y55-64,2019,35.394091
ITF63,2,Y55-64,2020,35.446956
ITD4,2,Y_GE15,2019,40.59758
ITD4,2,Y_GE15,2020,41.02245
ITF62,2,Y25-34,2019,32.932989
ITF62,2,Y25-34,2020,23.190985
ITF52,1,Y15-29,2019,36.046169
ITF52,1,Y15-29,2020,27.478805
ITD52,2,Y18-29,2019,41.880442
ITD52,2,Y18-29,2020,36.925823
ITF43,2,Y15-64,2019,28.646946
ITF43,2,Y15-64,2020,29.439252
ITF4,1,Y45-54,2019,77.849002
ITF4,1,Y45-54,2020,76.121836
ITF4,1,Y15-64,2019,59.950931
ITF4,1,Y15-64,2020,59.694748
ITE14,1,Y18-29,2019,48.634179
ITE14,1,Y18-29,2020,43.270558
ITG18,2,Y45-54,2019,49.79884
ITG18,2,Y45-54,2020,48.214137
ITC46,2,Y_GE15,2019,40.003672
ITC46,2,Y_GE15,2020,41.053173
ITF12,1,Y15-29,2019,36.349213
ITF12,1,Y15-29,2020,39.03914
ITF41,1,Y15-24,2019,11.918457
ITF41,1,Y15-24,2020,21.621188
ITF22,1,Y55-64,2019,70.572596
ITF22,1,Y55-64,2020,70.373312
ITE44,1,Y18-29,2019,43.496741
ITE44,1,Y18-29,2020,41.287779
ITD1,2,Y18-29,2019,57.021915
ITD1,2,Y18-29,2020,50.838242
ITG17,2,Y45-54,2019,40.405628
ITG17,2,Y45-54,2020,36.672821
ITF51,1,Y15-29,2019,30.793203
ITF51,1,Y15-29,2020,27.59063
ITF35,1,Y15-64,2019,56.861201
ITF35,1,Y15-64,2020,58.721921
ITD58,2,Y15-29,2019,34.448713
ITD58,2,Y15-29,2020,31.362419
ITE19,1,Y18-29,2019,45.778661
ITE19,1,Y18-29,2020,48.356295
ITF32,2,Y15-24,2019,9.236699
ITF32,2,Y15-24,2020,5.143594
ITG28,1,Y35-44,2019,75.167845
ITG28,1,Y35-44,2020,69.681572
ITC44,2,Y15-29,2019,45.507468
ITC44,2,Y15-29,2020,40.395069
ITF62,1,Y_GE15,2019,39.983254
ITF62,1,Y_GE15,2020,35.422233
ITE42,2,Y_GE15,2019,35.95396
ITE42,2,Y_GE15,2020,35.002383
ITD53,2,Y18-29,2019,46.370085
ITD53,2,Y18-29,2020,43.578102
ITF61,1,Y15-24,2019,17.986812
ITF61,1,Y15-24,2020,22.177612
ITG1,1,Y15-24,2019,12.558519
ITG1,1,Y15-24,2020,12.3513
ITD32,2,Y18-29,2019,50.911676
ITD32,2,Y18-29,2020,41.449912
ITF42,1,Y15-24,2019,16.308527
ITF42,1,Y15-24,2020,16.783259
ITF33,1,Y_GE15,2019,43.172345
ITF33,1,Y_GE15,2020,42.399253
ITF45,1,Y25-34,2019,54.92383
ITF45,1,Y25-34,2020,46.748263
ITD33,1,Y15-29,2019,45.654701
ITD33,1,Y15-29,2020,44.585506
ITC33,2,Y15-29,2019,25.076057
ITC33,2,Y15-29,2020,26.07458
ITF3,1,Y45-54,2019,69.533538
ITF3,1,Y45-54,2020,71.035459
ITF1,1,Y45-54,2019,86.868015
ITF1,1,Y45-54,2020,84.427926
ITE17,2,Y_GE15,2019,44.605397
ITE17,2,Y_GE15,2020,42.458752
ITG11,1,Y_GE15,2019,40.300782
ITG11,1,Y_GE15,2020,41.836462
ITD56,1,Y18-29,2019,64.940239
ITD56,1,Y18-29,2020,60.161346
ITG19,1,Y_GE15,2019,44.355133
ITG19,1,Y_GE15,2020,42.454081
ITF32,1,Y15-24,2019,15.180361
ITF32,1,Y15-24,2020,11.095101
ITE13,1,Y18-29,2019,46.503584
ITE13,1,Y18-29,2020,45.174183
ITE3,2,Y18-29,2019,34.711377
ITE3,2,Y18-29,2020,33.546622
ITD54,1,Y15-29,2019,47.395536
ITD54,1,Y15-29,2020,47.154426
ITF44,1,Y18-29,2019,36.956916
ITF44,1,Y18-29,2020,38.537983
ITC1,2,Y15-29,2019,33.910515
ITC1,2,Y15-29,2020,30.043545
ITD59,2,Y15-29,2019,38.250658
ITD59,2,Y15-29,2020,26.660647
ITD5,1,Y18-29,2019,56.663581
ITD5,1,Y18-29,2020,54.56208
ITD43,1,Y15-29,2019,38.584711
ITD43,1,Y15-29,2020,39.661191
ITF35,2,Y35-44,2019,41.308978
ITF35,2,Y35-44,2020,46.618177
ITG11,2,Y25-34,2019,29.710279
ITG11,2,Y25-34,2020,29.595117
ITG18,2,Y15-64,2019,37.01999
ITG18,2,Y15-64,2020,38.836716
ITF11,2,Y18-29,2019,24.464972
ITF11,2,Y18-29,2020,26.180539
ITD41,2,Y_GE15,2019,40.030257
ITD41,2,Y_GE15,2020,40.696628
ITG28,2,Y15-24,2019,5.161787
ITG28,2,Y15-24,2020,14.609204
ITG12,2,Y55-64,2019,31.041686
ITG12,2,Y55-64,2020,27.982599
ITG1,2,Y15-24,2019,8.0435
ITG1,2,Y15-24,2020,6.840412
ITE32,1,Y_GE15,2019,52.832414
ITE32,1,Y_GE15,2020,53.572869
ITE21,2,Y15-29,2019,30.337615
ITE21,2,Y15-29,2020,26.088145
ITF33,2,Y25-34,2019,26.21237
ITF33,2,Y25-34,2020,27.073185
ITF32,2,Y25-34,2019,41.686413
ITF32,2,Y25-34,2020,34.330802
ITF35,1,Y20-64,2019,61.941991
ITF35,1,Y20-64,2020,63.408054
ITF42,2,Y15-24,2019,14.321115
ITF42,2,Y15-24,2020,10.994243
ITF61,2,Y15-24,2019,7.021507
ITF61,2,Y15-24,2020,5.594345
ITF22,2,Y18-29,2019,22.249185
ITF22,2,Y18-29,2020,24.456353
ITG19,2,Y55-64,2019,29.411561
ITG19,2,Y55-64,2020,25.521728
IT109,1,Y55-64,2019,68.987602
IT109,1,Y55-64,2020,69.225205
ITG11,2,Y55-64,2019,28.748572
ITG11,2,Y55-64,2020,25.14661
ITG28,1,Y15-24,2019,19.290621
ITG28,1,Y15-24,2020,18.034975
ITF44,2,Y15-64,2019,38.256399
ITF44,2,Y15-64,2020,34.668878
ITG13,1,Y25-34,2019,51.222858
ITG13,1,Y25-34,2020,49.259653
ITG15,2,Y35-44,2019,33.685782
ITG15,2,Y35-44,2020,27.491523
ITF51,2,Y18-29,2019,18.417202
ITF51,2,Y18-29,2020,16.767544
ITF61,2,Y25-34,2019,34.796571
ITF61,2,Y25-34,2020,32.80231
ITF1,1,Y20-64,2019,74.844921
ITF1,1,Y20-64,2020,73.695855
ITC41,1,Y15-29,2019,42.646513
ITC41,1,Y15-29,2020,40.129345
ITF35,2,Y20-64,2019,35.636961
ITF35,2,Y20-64,2020,37.545025
ITG15,1,Y15-64,2019,53.000539
ITG15,1,Y15-64,2020,55.589204
ITC2,2,Y_GE15,2019,46.361403
ITC2,2,Y_GE15,2020,45.448357
ITG11,2,Y15-24,2019,6.717636
ITG11,2,Y15-24,2020,9.766845
ITG19,2,Y15-24,2019,14.347409
ITG19,2,Y15-24,2020,12.16937
ITF12,1,Y55-64,2019,70.997826
ITF12,1,Y55-64,2020,69.230769
ITF42,2,Y25-34,2019,46.842779
ITF42,2,Y25-34,2020,49.174196
ITG16,1,Y15-29,2019,27.646419
ITG16,1,Y15-29,2020,22.059029
ITF31,1,Y15-24,2019,13.819135
ITF31,1,Y15-24,2020,10.069705
ITD36,1,Y_GE15,2019,61.045207
ITD36,1,Y_GE15,2020,58.943123
ITF3,1,Y15-64,2019,53.768092
ITF3,1,Y15-64,2020,53.263298
ITD31,2,Y18-29,2019,42.673484
ITD31,2,Y18-29,2020,42.317933
ITG18,1,Y18-29,2019,40.285689
ITG18,1,Y18-29,2020,42.690334
IT108,2,Y18-29,2019,33.04241
IT108,2,Y18-29,2020,40.185982
ITG2,2,Y55-64,2019,42.587809
ITG2,2,Y55-64,2020,42.073028
ITF51,1,Y55-64,2019,67.656177
ITF51,1,Y55-64,2020,68.466652
ITE12,1,Y_GE15,2019,52.982333
ITE12,1,Y_GE15,2020,53.055185
ITG27,1,Y15-29,2019,26.175665
ITG27,1,Y15-29,2020,28.942383
ITG14,1,Y25-34,2019,45.914474
ITG14,1,Y25-34,2020,48.387886
ITC14,1,Y_GE15,2019,54.342599
ITC14,1,Y_GE15,2020,53.272523
ITF11,1,Y55-64,2019,59.064327
ITF11,1,Y55-64,2020,66.940748
ITC4,2,Y18-29,2019,44.423687
ITC4,2,Y18-29,2020,42.780997
ITE1A,1,Y18-29,2019,46.402387
ITE1A,1,Y18-29,2020,52.536202
ITE17,1,Y15-29,2019,34.154045
ITE17,1,Y15-29,2020,32.629155
ITD37,2,Y15-29,2019,48.101002
ITD37,2,Y15-29,2020,25.252738
ITG19,2,Y25-34,2019,31.875797
ITG19,2,Y25-34,2020,22.660773
ITD3,2,Y15-29,2019,37.678603
ITD3,2,Y15-29,2020,34.349959
ITF1,1,Y15-64,2019,69.522227
ITF1,1,Y15-64,2020,68.657129
IT109,2,Y18-29,2019,37.309521
IT109,2,Y18-29,2020,34.177881
ITE22,2,Y18-29,2019,32.94022
ITE22,2,Y18-29,2020,33.999337
ITD51,1,Y18-29,2019,53.900461
ITD51,1,Y18-29,2020,55.846892
ITC18,2,Y_GE15,2019,37.393056
ITC18,2,Y_GE15,2020,36.56961
ITF65,1,Y45-54,2019,57.721579
ITF65,1,Y45-54,2020,59.873872
ITE11,1,Y_GE15,2019,54.340531
ITE11,1,Y_GE15,2020,55.811829
ITG1,1,Y35-44,2019,68.13957
ITG1,1,Y35-44,2020,67.984251
ITG27,2,Y25-34,2019,58.636752
ITG27,2,Y25-34,2020,55.261268
ITC32,2,Y_GE15,2019,37.833044
ITC32,2,Y_GE15,2020,37.599167
ITD42,1,Y_GE15,2019,55.736268
ITD42,1,Y_GE15,2020,55.086194
ITD34,1,Y_GE15,2019,58.846794
ITD34,1,Y_GE15,2020,59.710492
ITG12,1,Y20-64,2019,54.826124
ITG12,1,Y20-64,2020,54.864677
IT109,2,Y25-34,2019,76.118052
IT109,2,Y25-34,2020,60.265781
ITC4B,2,Y_GE15,2019,42.246025
ITC4B,2,Y_GE15,2020,39.979341
IT111,1,Y15-29,2019,27.371449
IT111,1,Y15-29,2020,26.378577
ITE1,1,Y_GE15,2019,56.63386
ITE1,1,Y_GE15,2020,56.321223
ITC17,2,Y_GE15,2019,40.488316
ITC17,2,Y_GE15,2020,41.096844
ITG28,1,Y15-29,2019,28.212586
ITG28,1,Y15-29,2020,28.146997
ITG14,2,Y18-29,2019,12.20111
ITG14,2,Y18-29,2020,8.647982
ITG13,1,Y15-64,2019,50.123264
ITG13,1,Y15-64,2020,52.063536
ITG2,1,Y20-64,2019,64.217826
ITG2,1,Y20-64,2020,62.961053
ITF41,2,Y15-24,2019,10.465601
ITF41,2,Y15-24,2020,12.753376
ITG14,2,Y35-44,2019,36.057988
ITG14,2,Y35-44,2020,33.483565
ITF35,2,Y15-29,2019,18.0877
ITF35,2,Y15-29,2020,15.008787
ITC12,1,Y_GE15,2019,55.795637
ITC12,1,Y_GE15,2020,53.306471
ITE45,1,Y15-64,2019,60.836514
ITE45,1,Y15-64,2020,64.406202
ITE45,2,Y35-44,2019,46.589769
ITE45,2,Y35-44,2020,49.240643
ITG14,2,Y20-64,2019,29.86355
ITG14,2,Y20-64,2020,29.208583
ITC13,1,Y18-29,2019,48.49101
ITC13,1,Y18-29,2020,44.296687
ITF63,1,Y20-64,2019,62.847179
ITF63,1,Y20-64,2020,62.53703
ITF11,1,Y25-34,2019,71.549964
ITF11,1,Y25-34,2020,64.846478
ITF14,2,Y45-54,2019,51.677152
ITF14,2,Y45-54,2020,50.874126
ITF6,2,Y15-24,2019,8.58328
ITF6,2,Y15-24,2020,5.554343
ITG15,1,Y55-64,2019,53.431009
ITG15,1,Y55-64,2020,57.997149
ITF22,2,Y25-34,2019,41.745924
ITF22,2,Y25-34,2020,45.705419
ITF45,1,Y15-64,2019,56.951477
ITF45,1,Y15-64,2020,56.322825
ITF14,1,Y20-64,2019,76.408697
ITF14,1,Y20-64,2020,73.518182
ITF22,1,Y25-34,2019,62.077863
ITF22,1,Y25-34,2020,56.696262
IT110,2,Y15-64,2019,28.185702
IT110,2,Y15-64,2020,27.625471
ITE4,2,Y18-29,2019,34.089598
ITE4,2,Y18-29,2020,29.861031
ITF35,1,Y55-64,2019,61.135148
ITF35,1,Y55-64,2020,61.547173
ITC48,1,Y_GE15,2019,57.83595
ITC48,1,Y_GE15,2020,56.033709
ITG15,2,Y15-29,2019,14.285092
ITG15,2,Y15-29,2020,9.190605
ITF34,2,Y18-29,2019,30.492852
ITF34,2,Y18-29,2020,24.615211
ITF51,2,Y25-34,2019,34.152563
ITF51,2,Y25-34,2020,32.704799
ITF21,1,Y25-34,2019,67.312793
ITF21,1,Y25-34,2020,82.180396
ITD36,1,Y15-29,2019,48.364799
ITD36,1,Y15-29,2020,45.58095
ITE43,1,Y18-29,2019,39.874125
ITE43,1,Y18-29,2020,38.029967
ITF6,1,Y35-44,2019,69.612849
ITF6,1,Y35-44,2020,70.981803
ITF41,1,Y35-44,2019,69.243317
ITF41,1,Y35-44,2020,59.464229
ITF45,2,Y18-29,2019,19.419176
ITF45,2,Y18-29,2020,20.127965
ITF52,1,Y45-54,2019,81.723766
ITF52,1,Y45-54,2020,81.479162
ITF41,1,Y_GE15,2019,43.512711
ITF41,1,Y_GE15,2020,41.318184
ITC42,1,Y15-29,2019,45.478735
ITC42,1,Y15-29,2020,40.186422
ITF63,2,Y45-54,2019,43.104478
ITF63,2,Y45-54,2020,41.96743
ITE4,2,Y_GE15,2019,39.927671
ITE4,2,Y_GE15,2020,38.711764
ITE2,2,Y_GE15,2019,40.748495
ITE2,2,Y_GE15,2020,40.132044
ITF41,1,Y18-29,2019,30.841301
ITF41,1,Y18-29,2020,37.419784
ITF13,1,Y45-54,2019,89.916345
ITF13,1,Y45-54,2020,88.093615
ITE2,2,Y18-29,2019,36.766264
ITE2,2,Y18-29,2020,33.165593
ITC49,1,Y18-29,2019,56.634473
ITC49,1,Y18-29,2020,49.838188
ITF6,1,Y18-29,2019,33.664583
ITF6,1,Y18-29,2020,31.504999
ITF6,1,Y_GE15,2019,43.161416
ITF6,1,Y_GE15,2020,42.161071
ITF31,2,Y15-24,2019,7.585601
ITF31,2,Y15-24,2020,7.897406
ITE12,1,Y15-29,2019,33.322242
ITE12,1,Y15-29,2020,34.814815
ITG14,2,Y15-29,2019,9.925314
ITG14,2,Y15-29,2020,6.857894
ITC2,2,Y15-29,2019,35.072362
ITC2,2,Y15-29,2020,31.856662
ITG14,2,Y_GE15,2019,20.233052
ITG14,2,Y_GE15,2020,19.605443
IT110,1,Y45-54,2019,75.916022
IT110,1,Y45-54,2020,69.828452
ITF44,2,Y55-64,2019,35.787913
ITF44,2,Y55-64,2020,28.637836
ITE31,1,Y18-29,2019,52.243514
ITE31,1,Y18-29,2020,48.114766
ITE43,1,Y_GE15,2019,56.873924
ITE43,1,Y_GE15,2020,55.94158
ITC32,2,Y18-29,2019,36.340852
ITC32,2,Y18-29,2020,32.207977
ITF42,1,Y35-44,2019,82.114261
ITF42,1,Y35-44,2020,82.723731
ITD52,2,Y_GE15,2019,45.202454
ITD52,2,Y_GE15,2020,44.110979
ITE1A,2,Y18-29,2019,46.741832
ITE1A,2,Y18-29,2020,37.846715
ITF64,2,Y45-54,2019,40.708272
ITF64,2,Y45-54,2020,33.450283
ITG16,2,Y25-34,2019,22.629677
ITG16,2,Y25-34,2020,28.330763
ITF4,1,Y15-24,2019,15.756488
ITF4,1,Y15-24,2020,18.515414
ITG16,2,Y15-64,2019,26.876795
ITG16,2,Y15-64,2020,27.064395
ITF45,2,Y35-44,2019,43.847702
ITF45,2,Y35-44,2020,44.992145
IT111,1,Y18-29,2019,31.596217
IT111,1,Y18-29,2020,32.374322
ITD51,2,Y_GE15,2019,44.172868
ITD51,2,Y_GE15,2020,42.320231
ITF32,1,Y15-29,2019,23.949013
ITF32,1,Y15-29,2020,19.472128
ITF4,1,Y_GE15,2019,47.322611
ITF4,1,Y_GE15,2020,46.883848
ITF61,1,Y35-44,2019,70.433901
ITF61,1,Y35-44,2020,69.707427
ITG1,1,Y15-29,2019,22.469711
ITG1,1,Y15-29,2020,22.419376
ITE1A,2,Y_GE15,2019,42.373529
ITE1A,2,Y_GE15,2020,41.142863
ITF34,2,Y35-44,2019,52.43253
ITF34,2,Y35-44,2020,54.293118
ITE16,2,Y15-29,2019,23.458043
ITE16,2,Y15-29,2020,28.290681
ITF2,1,Y20-64,2019,70.57592
ITF2,1,Y20-64,2020,68.586523
ITE14,2,Y_GE15,2019,46.409753
ITE14,2,Y_GE15,2020,44.140826
ITG13,2,Y20-64,2019,32.023885
ITG13,2,Y20-64,2020,33.928078
ITC12,1,Y18-29,2019,57.293264
ITC12,1,Y18-29,2020,56.885987
ITF35,1,Y15-24,2019,17.435056
ITF35,1,Y15-24,2020,15.556094
ITF43,2,Y55-64,2019,27.232154
ITF43,2,Y55-64,2020,31.842803
ITF42,1,Y18-29,2019,38.491788
ITF42,1,Y18-29,2020,35.594131
ITC48,1,Y18-29,2019,57.228462
ITC48,1,Y18-29,2020,44.823079
ITG19,1,Y15-29,2019,24.93229
ITG19,1,Y15-29,2020,18.757066
IT109,2,Y15-64,2019,60.771504
IT109,2,Y15-64,2020,56.169347
ITF64,1,Y20-64,2019,57.208121
ITF64,1,Y20-64,2020,50.980731
ITF33,1,Y15-29,2019,21.884537
ITF33,1,Y15-29,2020,20.112577
ITF12,2,Y25-34,2019,56.324942
ITF12,2,Y25-34,2020,52.804721
ITF34,1,Y15-64,2019,62.530071
ITF34,1,Y15-64,2020,59.029532
ITC49,1,Y_GE15,2019,59.521612
ITC49,1,Y_GE15,2020,59.105461
ITG17,2,Y55-64,2019,30.959065
ITG17,2,Y55-64,2020,31.329566
ITC17,2,Y18-29,2019,33.073363
ITC17,2,Y18-29,2020,34.802328
ITF34,1,Y55-64,2019,61.174066
ITF34,1,Y55-64,2020,56.143895
ITE45,2,Y20-64,2019,38.438203
ITE45,2,Y20-64,2020,39.079766
ITD34,1,Y18-29,2019,54.265318
ITD34,1,Y18-29,2020,59.348621
ITF52,2,Y25-34,2019,40.883931
ITF52,2,Y25-34,2020,41.970042
ITG11,1,Y15-29,2019,24.79129
ITG11,1,Y15-29,2020,28.209751
ITF62,1,Y15-29,2019,23.580433
ITF62,1,Y15-29,2020,16.308557
ITC46,2,Y15-29,2019,36.490561
ITC46,2,Y15-29,2020,37.165734
ITD42,1,Y18-29,2019,47.109514
ITD42,1,Y18-29,2020,50.091369
ITD35,1,Y15-29,2019,47.582496
ITD35,1,Y15-29,2020,41.813091
ITC4A,2,Y_GE15,2019,40.813389
ITC4A,2,Y_GE15,2020,38.482885
IT108,1,Y25-34,2019,85.310161
IT108,1,Y25-34,2020,82.568828
ITF45,2,Y_GE15,2019,22.088528
ITF45,2,Y_GE15,2020,22.367607
ITG13,2,Y_GE15,2019,21.567864
ITG13,2,Y_GE15,2020,23.095323
ITF13,2,Y55-64,2019,50.391107
ITF13,2,Y55-64,2020,45.318952
ITF32,1,Y18-29,2019,28.831399
ITF32,1,Y18-29,2020,25.269907
ITE11,1,Y15-29,2019,42.436269
ITE11,1,Y15-29,2020,42.942851
ITC16,2,Y_GE15,2019,44.27831
ITC16,2,Y_GE15,2020,43.390228
ITG13,2,Y18-29,2019,17.237061
ITG13,2,Y18-29,2020,18.271466
ITG14,1,Y55-64,2019,66.145445
ITG14,1,Y55-64,2020,65.316234
ITC31,2,Y_GE15,2019,34.767828
ITC31,2,Y_GE15,2020,35.138879
ITG1,1,Y18-29,2019,27.371113
ITG1,1,Y18-29,2020,27.491729
ITF61,1,Y18-29,2019,34.425995
ITF61,1,Y18-29,2020,38.739859
ITG26,1,Y25-34,2019,70.558034
ITG26,1,Y25-34,2020,55.230783
ITC13,1,Y_GE15,2019,53.321955
ITC13,1,Y_GE15,2020,52.492561
ITC18,2,Y15-29,2019,34.862845
ITC18,2,Y15-29,2020,30.405016
ITF12,1,Y45-54,2019,82.461379
ITF12,1,Y45-54,2020,77.059366
IT111,2,Y15-64,2019,41.860973
IT111,2,Y15-64,2020,40.872195
ITF34,2,Y_GE15,2019,31.068833
ITF34,2,Y_GE15,2020,32.436592
ITG2,2,Y45-54,2019,56.744695
ITG2,2,Y45-54,2020,56.226669
ITG12,2,Y45-54,2019,36.621565
ITG12,2,Y45-54,2020,38.423503
ITE31,1,Y15-29,2019,42.003255
ITE31,1,Y15-29,2020,38.709188
ITE15,2,Y18-29,2019,58.958246
ITE15,2,Y18-29,2020,41.28796
ITG13,2,Y35-44,2019,29.321736
ITG13,2,Y35-44,2020,33.104998
ITD35,1,Y18-29,2019,59.32779
ITD35,1,Y18-29,2020,50.63256
ITF31,1,Y35-44,2019,69.3453
ITF31,1,Y35-44,2020,69.922408
IT110,2,Y25-34,2019,37.780591
IT110,2,Y25-34,2020,34.927909
ITC47,2,Y15-29,2019,43.916788
ITC47,2,Y15-29,2020,34.947879
ITE1,1,Y18-29,2019,48.419921
ITE1,1,Y18-29,2020,47.559781
ITF2,2,Y45-54,2019,50.39467
ITF2,2,Y45-54,2020,54.194379
ITE45,2,Y18-29,2019,21.491006
ITE45,2,Y18-29,2020,21.54673
ITF5,1,Y25-34,2019,66.342826
ITF5,1,Y25-34,2020,61.079477
ITF31,1,Y18-29,2019,29.64324
ITF31,1,Y18-29,2020,28.046856
ITD4,2,Y15-29,2019,33.333333
ITD4,2,Y15-29,2020,33.089673
ITC14,1,Y15-29,2019,42.548984
ITC14,1,Y15-29,2020,38.747976
ITE15,2,Y_GE15,2019,45.951008
ITE15,2,Y_GE15,2020,45.010907
ITG16,1,Y45-54,2019,65.266482
ITG16,1,Y45-54,2020,67.47945
ITD57,1,Y15-29,2019,38.779843
ITD57,1,Y15-29,2020,38.791639
ITF1,1,Y15-24,2019,20.323282
ITF1,1,Y15-24,2020,20.784072
ITF43,1,Y45-54,2019,82.852382
ITF43,1,Y45-54,2020,83.668265
ITD35,1,Y_GE15,2019,58.800549
ITD35,1,Y_GE15,2020,58.650931
ITG25,2,Y45-54,2019,56.659531
ITG25,2,Y45-54,2020,53.796565
ITF65,1,Y_GE15,2019,40.730156
ITF65,1,Y_GE15,2020,40.519651
ITC4B,2,Y18-29,2019,44.873981
ITC4B,2,Y18-29,2020,37.433252
ITF34,2,Y20-64,2019,45.047415
ITF34,2,Y20-64,2020,46.639444
ITF13,2,Y15-64,2019,47.471655
ITF13,2,Y15-64,2020,46.084125
ITF31,1,Y_GE15,2019,44.480658
ITF31,1,Y_GE15,2020,43.086909
ITF42,1,Y15-29,2019,31.058397
ITF42,1,Y15-29,2020,28.727248
ITE45,2,Y_GE15,2019,25.706692
ITE45,2,Y_GE15,2020,26.681724
ITF32,1,Y35-44,2019,68.606047
ITF32,1,Y35-44,2020,70.667561
ITG15,1,Y15-24,2019,18.713922
ITG15,1,Y15-24,2020,14.01771
ITE32,1,Y15-29,2019,33.942764
ITE32,1,Y15-29,2020,35.660602
ITF3,1,Y15-24,2019,14.435486
ITF3,1,Y15-24,2020,13.008226
ITE41,2,Y15-29,2019,18.740856
ITE41,2,Y15-29,2020,17.939626
ITF12,2,Y15-64,2019,50.102303
ITF12,2,Y15-64,2020,49.927221
ITE11,1,Y18-29,2019,51.004495
ITE11,1,Y18-29,2020,54.10408
ITF34,2,Y15-29,2019,24.235266
ITF34,2,Y15-29,2020,20.09562
ITF61,1,Y15-29,2019,29.263502
ITF61,1,Y15-29,2020,32.626404
