ID,MESI,SESSO,TITOLO,ETA,NCOMP,NSESSOM,NSESSOF,NCOMP5,NCOMP613,NCOMP1417,NCOMP1844,NCOMP4554,NCOMP5564,NCOMP65,SITGEN,MLAV,PREZZIP,PREZZIF,NOCCOTT,NSMART,NOCCNOW,OCC,CONTR,SETT,PROBPERD,PROBLAV,PROBPERDF,MISURE_1,MISURE_2,MISURE_3,MISURE_4,MISURE_5,MISURE_6,MISURE_7,SMARTTEO,SMARTEFF,SMARTMOT,PROBIMPR,DIFFAFF,CONDGEN,VARRED,VARREDQ,VARREDM,VARREDMQ,DEBITI_1,DEBITI_2,DEBITI_3,DIFFDEB_1,DIFFDEB_2,DIFFDEB_3,DIFFDEB_4,DIFFDEB_5,DURMOR,FINEMOR,ATFIN,VARREDF,VARREDFA,VARREDFD,RISPAR,PRECAUZ,VARCONS,VARCONSQ,VARQUAL,VARQUAN,RICPRES,MOTPRES,NATALE,FREQATT_1,FREQATT_2,FREQATT_3,FREQATT_4,FREQATT_5,RIDMOT,ALTRIMOT_1,ALTRIMOT_2,ALTRIMOT_3,CONTAGI_1_1,CONTAGI_2_1,CONTAGI_3_1,CONTAGI_4_1,CONTAGI_5_1,CONTAGI_1_2,CONTAGI_2_2,CONTAGI_3_2,CONTAGI_4_2,CONTAGI_5_2,CONTAGI_1_3,CONTAGI_2_3,CONTAGI_3_3,CONTAGI_4_3,CONTAGI_5_3,CONTAGI_1_4,CONTAGI_2_4,CONTAGI_3_4,CONTAGI_4_4,CONTAGI_5_4,AREA5,ACOM,Y_MONTH,STACIV,DATAINT,PESO,PNASC
44345,4.0,2,3,49,3,1,2,0,0,0,2,1,0,0,5,5,3,3,2,1.0,1,1,4.0,1.0,0.0,,,2,1,2,2,2,2,2,0.0,0.0,,0,,3,3,2.0,1,,2,2,2,,,,,,,,2,2,,,2,1500,3,2.0,2.0,2.0,6,,1,2,2,3,1,1,1.0,,,,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,22NOV2020,5029.16343019291,1
44643,1.0,2,3,72,1,0,1,0,0,0,0,0,0,1,2,2,4,4,1,0.0,0,4,,,,,,1,2,2,2,2,2,1,,,,0,,2,3,2.0,2,,2,2,2,,,,,,,,2,1,2.0,,3,2500,3,4.0,2.0,1.0,1,4.0,2,2,4,4,1,1,1.0,,,,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,2,1,4,4,3,4,21NOV2020,27315.6994623876,1
44669,4.0,1,3,78,2,1,1,0,0,0,0,0,1,1,2,2,4,4,0,,1,4,,,,,0.0,2,2,2,2,2,2,2,,,,0,,5,2,,2,,2,2,2,,,,,,,,1,2,,,1,25000,2,,,,6,,2,1,1,3,1,1,2.0,20.0,50.0,30.0,3,3,3,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,4,98,3,24NOV2020,14340.7928151409,1
44732,2.0,1,3,57,5,1,4,0,1,0,2,1,1,0,4,4,3,3,2,1.0,3,1,1.0,2.0,0.0,,0.0,2,2,2,2,2,2,2,3.0,2.0,2.0,0,,3,2,,2,,2,2,2,,,,,,,,2,2,,,2,10000,2,,,,2,3.0,3,2,3,4,3,2,2.0,30.0,40.0,30.0,3,3,2,3,3,2,2,3,4,4,4,3,2,4,4,2,2,3,4,4,3,3,98,3,21NOV2020,6077.03815413748,1
44745,2.0,1,6,58,2,1,1,0,0,0,0,0,1,1,3,3,3,3,1,1.0,1,1,1.0,9.0,0.0,,,2,2,2,2,2,2,2,90.0,90.0,,0,,4,2,,2,,2,2,2,,,,,,,,1,2,,,1,1900,2,,,,6,,1,3,3,3,3,1,1.0,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,13,1,21NOV2020,7337.67730877245,1
44752,1.0,2,4,71,2,0,2,0,0,0,1,0,0,1,5,5,5,9,2,0.0,0,6,,,,,,2,2,2,2,2,2,2,,,,0,2.0,2,2,,2,,2,2,2,,,,,,,,2,2,,,2,0,3,1.0,3.0,2.0,6,,7,2,2,2,2,2,2.0,80.0,20.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,5,21NOV2020,4982.18133882123,1
44762,,1,3,74,3,1,2,0,0,0,1,0,1,1,4,4,3,2,3,1.0,1,4,,,,,,2,2,2,2,2,2,2,,,,0,,4,2,,2,,2,2,2,,,,,,,,1,2,,,1,10000,2,,,,6,,1,2,1,1,1,1,2.0,40.0,40.0,20.0,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,4,21,3,23NOV2020,6739.15993354122,1
44767,3.0,1,4,74,4,2,2,0,0,0,2,0,0,2,5,5,2,1,2,1.0,2,4,,,,,10.0,2,2,2,2,2,2,2,,,,100,2.0,4,2,,2,,2,2,2,,,,,,,,1,2,,,2,5000,3,2.0,3.0,2.0,6,,4,3,1,1,1,1,2.0,10.0,10.0,80.0,3,1,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,21,3,21NOV2020,5074.53674221789,1
44806,3.0,1,3,75,2,1,1,0,0,0,0,0,0,2,5,4,2,2,2,0.0,0,4,,,,,,2,2,2,2,2,2,2,,,,0,,3,2,,2,,2,2,2,,,,,,,,1,2,,,2,15000,2,,,,3,4.0,2,3,1,3,1,1,2.0,20.0,50.0,30.0,3,1,3,1,1,3,1,3,1,1,3,1,3,1,1,2,1,1,1,1,5,5,9,3,21NOV2020,12341.0398949192,1
44889,4.0,1,3,73,2,1,1,0,0,0,0,0,0,2,3,3,3,3,0,,0,4,,,,,,2,2,2,2,2,1,2,,,,0,,3,2,,2,,2,2,2,,,,,,,,2,2,,,2,1800,2,,,,6,,4,3,2,3,4,1,1.0,,,,2,2,3,2,1,1,1,2,1,4,2,2,1,1,1,1,1,1,1,1,1,4,98,3,21NOV2020,9633.032434268,1
44930,4.0,1,4,80,3,1,2,0,0,0,1,0,0,2,5,5,1,1,0,,0,4,,,,,,2,2,2,2,2,2,2,,,,0,,2,2,,2,,2,2,2,,,,,,,,1,3,,2.0,2,3500,2,,,,6,,2,1,1,2,1,1,1.0,,,,2,2,2,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,3,1,18,3,21NOV2020,6073.02825508742,1
44944,,1,2,54,4,2,2,0,0,0,2,2,0,0,4,4,3,9,4,0.0,4,2,,2.0,100.0,,50.0,2,1,2,1,2,2,2,0.0,0.0,,0,,1,3,1.0,3,2.0,2,2,2,,,,,,,,2,2,,,1,10000,2,,,,6,,1,1,1,1,2,2,1.0,,,,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,3,25NOV2020,19709.764626104,1
44952,4.0,1,6,53,4,1,3,0,0,0,2,2,0,0,5,5,1,1,1,0.0,2,1,1.0,9.0,0.0,,100.0,1,2,2,2,2,2,2,0.0,0.0,,0,,3,3,3.0,3,3.0,1,2,2,0.0,0.0,0.0,0.0,1.0,,,2,3,,3.0,3,50000,3,3.0,2.0,1.0,6,,2,3,3,3,3,3,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,19,6,21NOV2020,3195.23878448742,1
44956,3.0,1,2,83,6,4,2,0,0,0,3,0,0,3,2,2,3,4,2,1.0,2,4,,,,,0.0,2,2,2,2,2,2,2,,,,0,,3,2,,3,1.0,2,2,2,,,,,,,,2,2,,,2,0,2,,,,6,,4,3,3,3,2,1,2.0,25.0,35.0,40.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,11,3,22NOV2020,18030.2899125491,1
44984,4.0,1,2,81,2,1,1,0,0,0,0,0,0,2,5,5,3,9,0,,0,4,,,,,,2,2,2,2,2,2,2,,,,0,,3,2,,2,,2,2,2,,,,,,,,1,2,,,2,3000,3,2.0,3.0,1.0,6,,1,2,1,2,1,1,2.0,70.0,10.0,20.0,2,2,2,1,1,3,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,98,3,23NOV2020,31843.8410345129,1
44988,2.0,1,3,71,2,1,1,0,0,0,0,0,0,2,5,5,2,2,1,0.0,0,6,,,,,,2,2,2,2,2,2,1,,,,0,,3,3,2.0,2,,2,2,2,,,,,,,,2,3,,2.0,2,5000,3,1.0,3.0,1.0,6,,4,3,2,2,1,1,1.0,,,,3,2,2,1,1,3,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,5,7,3,23NOV2020,11685.3458464969,1
45039,4.0,1,4,52,2,1,1,0,0,0,0,2,0,0,4,4,3,2,2,0.0,2,1,1.0,4.0,10.0,,0.0,2,2,2,2,2,2,2,0.0,0.0,,0,,5,3,2.0,3,1.0,2,2,1,0.0,0.0,0.0,0.0,1.0,,,1,3,,2.0,2,2100,3,2.0,3.0,1.0,6,,2,2,2,2,1,1,2.0,30.0,60.0,10.0,3,3,3,1,1,2,2,2,1,1,2,1,2,1,1,2,1,2,1,1,2,2,15,3,20NOV2020,7419.08972197577,1
45064,1.0,2,2,81,2,0,2,0,0,0,0,1,0,1,9,4,9,9,1,0.0,1,4,,,,,0.0,2,2,2,2,2,2,2,,,,0,,5,2,,2,,2,2,2,,,,,,,,2,1,2.0,,1,2000,2,,,,6,,7,2,1,2,2,2,2.0,50.0,40.0,10.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,16,4,23NOV2020,29471.5389023686,1
45067,4.0,1,3,80,2,1,1,0,0,0,0,0,1,1,2,2,3,4,0,,0,4,,,,,,2,2,2,2,2,2,2,,,,0,2.0,4,2,,2,,2,2,2,,,,,,,,1,2,,,1,500,2,,,,6,,2,3,2,2,1,1,2.0,20.0,50.0,30.0,3,2,3,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,4,4,9,4,24NOV2020,10259.9072404726,1
45068,1.0,1,6,45,2,1,1,0,0,0,1,1,0,0,5,4,4,4,0,,1,1,1.0,9.0,0.0,,,2,2,2,2,2,2,2,0.0,0.0,,50,2.0,3,3,1.0,3,1.0,1,1,1,1.0,0.0,0.0,0.0,0.0,,,1,2,,,2,0,2,,,,6,,7,5,5,5,5,5,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,3,21NOV2020,6128.90490832233,1
45112,1.0,1,2,84,2,1,1,0,0,0,0,0,0,2,4,9,4,9,0,,0,4,,,,,,2,2,2,2,2,2,2,,,,0,,3,2,,2,,2,2,2,,,,,,,,1,2,,,1,0,3,2.0,3.0,2.0,6,,2,2,1,3,1,1,2.0,27.0,50.0,23.0,1,2,3,2,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,4,2,9,3,23NOV2020,24872.5726357331,1
45142,4.0,1,3,37,5,4,1,1,2,0,2,0,0,0,2,3,3,4,1,0.0,1,1,1.0,98.0,0.0,,,2,1,2,2,2,2,2,0.0,0.0,,0,,4,3,2.0,3,2.0,1,1,1,0.0,0.0,0.0,0.0,1.0,,,2,1,3.0,,1,500,1,,3.0,2.0,6,,1,3,2,2,2,2,1.0,,,,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,4,5,17,3,21NOV2020,21127.4330157118,1
45155,2.0,2,3,43,2,0,2,0,0,0,2,0,0,0,9,1,3,9,1,1.0,1,1,1.0,2.0,0.0,,,2,2,2,2,2,2,2,50.0,100.0,,0,,3,2,,2,,1,2,1,0.0,0.0,0.0,0.0,1.0,,,2,2,,,2,2000,2,,,,6,,1,3,3,3,3,1,2.0,30.0,70.0,0.0,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,11,5,22NOV2020,7617.79871027966,1
45160,1.0,2,4,62,3,1,2,0,0,0,2,0,1,0,4,5,1,1,3,1.0,2,4,,,,,0.0,2,2,2,2,2,2,2,,,,0,2.0,4,2,,2,,2,2,2,,,,,,,,1,2,,,2,6000,2,,,,6,,2,2,1,2,1,1,1.0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,98,4,25NOV2020,4326.84224434167,1
45174,,1,2,86,5,1,4,0,0,0,0,1,2,2,2,3,3,2,1,0.0,1,4,,,,,,2,2,2,2,2,2,2,,,,0,,4,3,2.0,2,,2,2,2,,,,,,,,1,3,,1.0,1,300,2,,,,6,,2,1,1,1,1,1,2.0,50.0,40.0,10.0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,12,4,22NOV2020,17569.8244964082,1
45179,4.0,1,3,76,3,1,2,0,0,0,1,0,0,2,4,4,5,4,0,,0,4,,,,,,2,2,2,2,2,2,2,,,,0,2.0,5,2,,2,,2,2,2,,,,,,,,2,2,,,1,1000,2,,,,4,4.0,7,4,3,2,2,3,1.0,,,,4,3,4,4,4,4,4,3,4,3,2,3,3,3,3,3,3,3,3,3,4,2,5,3,21NOV2020,6711.02698266782,1
45226,,2,7,50,1,0,1,0,0,0,0,1,0,0,5,5,3,1,1,1.0,1,1,1.0,9.0,0.0,,,2,2,2,2,2,2,2,70.0,10.0,1.0,0,,4,2,,2,,2,2,2,,,,,,,,1,2,,,2,2500,2,,,,6,,1,3,2,1,1,1,2.0,70.0,30.0,0.0,5,5,5,5,5,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,3,4,11,1,27NOV2020,18105.1269486377,1
45268,4.0,1,7,72,3,2,1,0,0,0,1,0,1,1,2,2,3,4,1,0.0,1,2,,4.0,1.0,,,2,2,2,2,2,2,2,10.0,0.0,4.0,0,,5,3,3.0,3,3.0,2,2,2,,,,,,,,1,1,2.0,,2,2000,3,2.0,3.0,1.0,6,,1,3,1,2,1,1,2.0,35.0,30.0,35.0,3,3,3,3,3,3,1,2,1,1,3,1,2,1,1,2,1,1,1,1,3,4,98,3,23NOV2020,6747.2712296344,2
45348,4.0,1,3,46,4,2,2,0,1,1,1,1,0,0,3,3,4,4,2,0.0,2,1,1.0,98.0,0.0,,0.0,1,2,2,2,2,2,2,0.0,0.0,,0,,3,2,,2,,1,2,1,0.0,0.0,0.0,0.0,1.0,,,1,2,,,1,3500,2,,,,6,,4,3,3,3,3,3,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,18,3,21NOV2020,11702.4894549776,1
45364,4.0,1,4,65,3,1,2,0,0,0,1,0,1,1,9,5,3,2,1,0.0,1,3,,,,0.0,,2,2,2,2,2,2,2,,,,0,,5,2,,2,,2,2,2,,,,,,,,1,3,,1.0,1,10000,2,,,,6,,1,5,2,3,3,1,2.0,70.0,0.0,30.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,11,3,21NOV2020,5827.71350800884,1
45384,1.0,2,3,72,3,1,2,0,0,0,1,1,0,1,5,5,1,1,1,0.0,0,4,,,,,,2,2,2,2,2,2,2,,,,0,1.0,3,3,3.0,3,4.0,2,2,2,,,,,,,,2,3,,3.0,2,25000,3,4.0,2.0,1.0,6,,2,2,1,1,1,1,1.0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,98,4,20NOV2020,6666.60467049336,1
45390,2.0,2,3,73,2,1,1,0,0,0,0,0,0,2,4,4,5,2,0,,0,4,,,,,,2,2,2,2,2,2,2,,,,0,,6,3,3.0,3,3.0,2,2,1,0.0,0.0,0.0,0.0,1.0,,,2,2,,,2,2000,2,,,,6,,1,1,1,1,1,1,2.0,30.0,60.0,10.0,3,3,3,3,2,3,3,3,4,1,4,4,3,4,4,4,4,4,3,4,3,4,98,1,23NOV2020,17394.3282978534,1
45401,4.0,2,6,57,1,0,1,0,0,0,0,0,1,0,5,5,2,1,0,,0,3,,,,0.0,,2,2,2,2,2,2,2,,,,0,,3,2,,2,,2,2,2,,,,,,,,1,2,,,2,2500,2,,,,6,,1,3,2,3,2,2,2.0,50.0,20.0,30.0,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,2,1,5,5,1,23NOV2020,12978.6992456472,1
45418,4.0,2,4,56,2,1,1,0,0,0,0,0,2,0,5,5,3,1,0,,0,3,,,,0.0,,2,2,2,2,2,2,2,,,,0,,3,2,,2,,2,2,2,,,,,,,,1,2,,,1,600,2,,,,6,,1,2,1,1,1,1,2.0,40.0,20.0,40.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,4,3,21NOV2020,6742.6617749988,1
45446,4.0,1,3,65,3,2,1,0,0,0,1,0,1,1,5,5,2,1,3,0.0,2,4,,,,,1.0,2,2,2,2,2,2,2,,,,0,,5,2,,2,,2,2,2,,,,,,,,1,2,,,2,15000,2,,,,1,4.0,1,3,2,3,1,1,2.0,0.0,0.0,100.0,3,3,3,2,2,3,2,2,1,2,3,3,3,1,1,2,2,1,1,1,1,1,19,3,23NOV2020,10076.2213145369,1
45472,4.0,1,2,64,2,1,1,0,0,0,0,0,2,0,3,4,3,1,1,0.0,1,3,,,,0.0,,2,2,2,2,2,2,2,,,,0,2.0,4,2,,2,,2,2,2,,,,,,,,2,2,,,1,2000,3,3.0,3.0,2.0,6,,2,1,1,1,1,1,1.0,,,,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,5,3,9,3,21NOV2020,27662.968031038,1
45479,4.0,1,3,60,3,2,1,0,0,0,1,1,1,0,2,3,4,4,1,0.0,1,1,1.0,2.0,0.0,,,2,2,2,2,2,2,2,0.0,0.0,,0,,4,2,,2,,2,1,2,0.0,0.0,0.0,0.0,1.0,,,1,2,,,1,10000,2,,,,6,,1,2,1,1,1,1,2.0,50.0,20.0,30.0,2,2,2,1,1,3,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,98,3,27NOV2020,9477.69045503263,1
45572,1.0,1,3,51,5,3,2,0,1,2,0,2,0,0,2,3,2,1,2,0.0,2,1,1.0,9.0,10.0,,10.0,2,2,2,2,2,2,2,0.0,0.0,,2,,3,2,,2,,2,2,1,0.0,0.0,0.0,0.0,1.0,,,2,1,1.0,,1,2500,2,,,,6,,1,3,2,3,2,1,1.0,,,,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,1,5,1,16,3,25NOV2020,11226.4159310564,1
45620,2.0,1,3,63,5,1,4,0,0,0,3,0,2,0,4,3,3,1,2,1.0,1,4,,,,,,2,2,2,2,2,2,2,,,,0,,3,3,1.0,3,1.0,2,2,2,,,,,,,,2,2,,,2,7000,2,,,,6,,2,2,2,3,1,2,2.0,30.0,40.0,30.0,3,4,3,3,4,3,3,3,1,2,3,2,2,1,2,3,2,2,1,2,5,2,8,3,25NOV2020,2721.0190906274,1
45621,3.0,1,3,41,3,2,1,0,1,0,2,0,0,0,3,3,3,4,1,0.0,1,3,,,,50.0,,2,2,2,2,2,2,2,,,,0,,3,2,,2,,2,2,2,,,,,,,,1,2,,,2,1400,2,,,,6,,1,2,2,2,1,1,1.0,,,,3,3,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,8,2,23NOV2020,11603.6253785381,1
45744,1.0,2,3,72,1,0,1,0,0,0,0,0,0,1,9,9,9,5,0,,0,4,,,,,,2,2,2,2,2,2,2,,,,0,,3,2,,2,,2,2,2,,,,,,,,2,2,,,2,0,2,,,,6,,4,2,1,1,1,1,1.0,,,,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,7,4,22NOV2020,24712.2061801302,1
45755,4.0,1,2,70,2,1,1,0,0,0,0,0,0,2,4,4,2,2,0,,0,4,,,,,,2,2,2,2,2,2,2,,,,0,1.0,3,3,4.0,3,4.0,2,2,2,,,,,,,,2,3,,4.0,2,2,3,4.0,2.0,1.0,6,,7,1,1,1,1,1,1.0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,3,21NOV2020,30276.1302469698,1
45837,4.0,1,4,73,3,2,1,0,0,0,1,1,0,1,9,9,9,9,1,1.0,1,4,,,,,,2,2,2,2,2,2,2,,,,0,,4,2,,2,,2,2,1,0.0,0.0,0.0,0.0,1.0,,,2,2,,,2,5000,2,,,,6,,1,2,2,2,1,1,2.0,50.0,25.0,25.0,3,2,2,1,2,3,2,2,1,1,3,1,1,1,1,3,1,1,1,1,1,3,98,3,24NOV2020,4714.98794378254,1
45848,4.0,2,3,67,1,0,1,0,0,0,0,0,0,1,5,4,2,2,1,0.0,0,4,,,,,,2,2,2,2,2,2,2,,,,0,2.0,3,3,2.0,2,,2,2,1,0.0,0.0,0.0,0.0,1.0,,,1,2,,,1,12000,3,3.0,2.0,1.0,1,4.0,2,2,2,3,1,1,2.0,20.0,60.0,20.0,3,3,3,1,1,3,3,3,1,1,3,2,2,1,1,3,2,2,1,1,1,4,9,3,21NOV2020,24370.8630515365,1
45881,2.0,2,3,69,2,1,1,0,0,0,0,0,0,2,3,2,2,3,1,0.0,1,1,2.0,8.0,0.0,,,2,2,2,2,2,2,2,0.0,0.0,,0,1.0,3,2,,2,,2,2,2,,,,,,,,1,2,,,1,50000,2,,,,6,,1,2,2,2,2,1,1.0,,,,1,2,2,2,1,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,8,2,21NOV2020,15900.211638691,1
45899,4.0,1,3,77,2,1,1,0,0,0,0,0,0,2,5,5,3,1,0,,0,4,,,,,,2,2,2,2,2,2,2,,,,0,,4,2,,2,,2,2,2,,,,,,,,1,2,,,2,2000,3,3.0,3.0,2.0,6,,1,3,3,3,3,1,2.0,30.0,60.0,10.0,3,3,3,3,3,2,2,3,2,1,2,2,3,2,2,2,2,3,2,1,1,4,98,3,21NOV2020,9633.032434268,1
45935,4.0,2,4,54,1,0,1,0,0,0,0,1,0,0,9,9,3,9,0,,0,3,,,,50.0,,2,2,2,2,2,2,2,,,,0,,4,3,2.0,3,2.0,2,2,2,,,,,,,,2,3,,2.0,1,0,3,3.0,2.0,1.0,6,,2,1,1,3,1,1,1.0,,,,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,98,1,23NOV2020,17008.8325158719,1
45940,2.0,2,2,83,1,0,1,0,0,0,0,0,0,1,3,3,4,2,0,,0,4,,,,,,2,2,2,2,2,2,2,,,,0,,3,2,,2,,2,2,2,,,,,,,,2,2,,,2,1000,2,,,,6,,2,2,2,3,1,1,1.0,,,,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,5,4,5,4,21NOV2020,70841.1973218999,1
45954,1.0,2,1,85,1,0,1,0,0,0,0,0,0,1,9,9,9,2,0,,0,4,,,,,,2,2,2,2,2,2,2,,,,0,,4,2,,2,,2,2,2,,,,,,,,2,2,,,1,0,2,,,,6,,1,2,2,2,1,1,2.0,50.0,30.0,20.0,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,5,2,6,4,22NOV2020,64089.2459581522,1
45960,2.0,1,2,49,4,2,2,0,0,1,2,1,0,0,1,1,1,1,1,0.0,1,1,1.0,3.0,0.0,,,2,2,2,2,2,2,2,0.0,2.0,,0,,3,2,,2,,2,2,2,,,,,,,,2,1,1.0,,2,500,2,,,,6,,2,2,2,1,1,1,1.0,,,,2,1,1,1,1,1,1,1,1,1,2,4,4,3,3,1,1,1,1,1,5,3,1,3,23NOV2020,18213.4801394161,1
45964,3.0,1,4,44,1,1,0,0,0,0,1,0,0,0,3,4,4,4,1,0.0,1,1,2.0,98.0,50.0,,,1,2,2,2,2,2,2,20.0,0.0,1.0,20,,3,3,1.0,2,,1,2,2,0.0,0.0,0.0,0.0,1.0,,,1,1,2.0,,1,1850,2,,,,6,,2,3,3,3,2,1,2.0,20.0,60.0,20.0,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,2,1,2,1,1,4,2,98,1,21NOV2020,20519.2879298759,1
45989,2.0,2,3,51,1,0,1,0,0,0,0,1,0,0,5,5,2,1,1,0.0,1,1,2.0,98.0,20.0,,,2,2,2,2,2,2,2,50.0,0.0,2.0,0,,2,2,,2,,2,2,2,,,,,,,,2,1,2.0,,1,2500,3,2.0,2.0,1.0,6,,2,1,1,1,1,1,2.0,20.0,50.0,30.0,4,2,2,2,2,2,2,3,2,1,4,2,2,2,3,2,2,1,2,2,4,2,9,2,25NOV2020,20496.9042819163,1
45993,1.0,1,3,53,4,2,2,0,0,0,2,2,0,0,4,5,2,2,1,0.0,1,1,1.0,9.0,30.0,,,2,2,2,2,2,2,2,0.0,0.0,,0,2.0,3,2,,2,,2,2,2,,,,,,,,2,2,,,2,2000,3,4.0,2.0,1.0,6,,2,2,1,3,4,4,1.0,,,,5,4,4,4,5,4,4,2,3,2,2,1,1,1,1,2,1,1,1,1,4,5,9,3,24NOV2020,6118.92046080763,1
46002,4.0,1,3,59,1,1,0,0,0,0,0,0,1,0,9,9,9,9,0,,0,3,,,,0.0,,2,2,1,2,2,2,2,,,,0,,2,2,,2,,2,2,2,,,,,,,,2,2,,,1,40000,3,4.0,2.0,1.0,6,,2,3,3,3,2,3,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,98,1,21NOV2020,28317.0562778676,1
46028,2.0,1,2,72,2,1,1,0,0,0,0,0,0,2,4,3,3,2,0,,0,4,,,,,,2,2,2,2,2,2,2,,,,0,,2,2,,2,,2,2,2,,,,,,,,2,2,,,2,2000,2,,,,6,,1,1,1,1,1,1,2.0,50.0,50.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,21NOV2020,30276.1302469698,1
46067,,1,4,72,2,1,1,0,0,0,0,0,1,1,4,4,4,4,1,0.0,1,4,,,,,,2,2,2,2,2,2,2,,,,0,,2,2,,2,,2,2,2,,,,,,,,2,3,,4.0,3,0,2,,,,3,4.0,7,5,5,3,4,3,,,,,3,3,4,3,1,2,2,3,2,3,3,2,2,2,3,2,3,3,3,3,3,3,11,6,22NOV2020,9425.79630563652,1
46093,3.0,1,4,86,1,1,0,0,0,0,0,0,0,1,5,4,4,3,1,0.0,0,4,,,,,,2,2,2,2,2,2,2,,,,0,,3,2,,2,,2,2,2,,,,,,,,1,2,,,2,15000,3,2.0,2.0,1.0,6,,4,3,1,2,1,1,1.0,,,,3,3,3,3,1,3,3,3,2,1,3,2,2,2,1,3,2,2,2,1,3,5,6,1,20NOV2020,22807.2720340907,1
46096,1.0,2,2,69,1,0,1,0,0,0,0,0,0,1,9,5,2,9,1,0.0,0,4,,,,,,2,2,2,2,2,1,2,,,,0,2.0,1,2,,2,,2,2,2,,,,,,,,2,2,,,2,1500,2,,,,6,,4,3,3,3,2,1,2.0,10.0,70.0,20.0,3,3,3,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,1,2,1,3,6,23NOV2020,76596.4159410361,1
46100,4.0,2,2,77,2,1,1,0,0,0,0,0,1,1,5,5,2,3,1,0.0,0,4,,,,,,2,2,2,2,2,2,2,,,,0,1.0,3,3,1.0,2,,2,2,2,,,,,,,,1,2,,,3,1700,3,4.0,3.0,1.0,6,,1,2,1,1,1,1,2.0,20.0,30.0,50.0,4,1,2,1,1,3,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,4,7,4,21NOV2020,28422.3618880927,1
46121,3.0,1,3,65,2,1,1,0,0,0,0,0,1,1,4,5,4,2,1,0.0,1,4,,,,,,2,2,2,2,2,2,2,,,,0,,5,2,,2,,2,2,2,,,,,,,,1,2,,,1,2500,2,,,,6,,3,2,1,2,1,1,2.0,10.0,50.0,40.0,3,1,1,1,1,3,1,3,1,3,3,1,1,1,3,3,1,3,1,1,1,3,14,3,23NOV2020,9336.60537852787,1
