nquest,nord,sex,anasc,staciv,ireg,NCOMP,PERC
890811,2,1,1926,1,11,2,1
890812,1,1,1936,1,11,2,1
890812,2,2,1939,1,11,2,1
890815,1,2,1952,1,11,3,0
890815,2,1,1944,1,11,3,1
890815,3,2,1978,2,11,3,0
890819,1,1,1925,1,11,2,1
890819,2,2,1930,1,11,2,0
890823,1,2,1946,4,11,2,1
890823,2,1,1967,2,11,2,0
890824,1,2,1948,1,11,3,0
890824,2,1,1945,1,11,3,1
890824,3,1,1946,2,11,3,1
890860,1,2,1962,1,16,4,0
890860,2,1,1962,1,16,4,1
890860,3,2,1989,2,16,4,1
890860,4,1,1993,2,16,4,1
890862,1,2,1977,3,16,6,1
890862,2,1,1951,1,16,6,1
890862,3,2,1989,2,16,6,0
890862,4,2,1955,1,16,6,1
890862,5,2,2013,2,16,6,0
890862,6,1,2013,2,16,6,0
890863,1,1,1934,1,16,2,1
890863,2,2,1938,1,16,2,1
890864,1,2,1947,2,16,1,1
890867,1,2,1942,1,16,2,0
890867,2,1,1949,1,16,2,1
890868,1,1,1937,1,16,2,1
890868,2,2,1943,1,16,2,1
890869,1,2,1966,1,16,3,0
890869,2,1,1963,1,16,3,1
890869,3,2,1991,2,16,3,0
890871,1,2,1952,1,16,4,0
890871,2,1,1947,1,16,4,1
890871,3,1,1980,2,16,4,0
890871,4,1,1986,2,16,4,1
890874,1,2,1936,4,16,1,1
890875,1,1,1930,1,16,2,1
890875,2,2,1936,1,16,2,0
890878,1,2,1957,1,16,2,0
890878,2,1,1948,1,16,2,1
890880,1,2,1988,2,16,3,1
890880,2,1,1952,1,16,3,0
890880,3,2,1953,1,16,3,0
890881,1,2,1958,1,16,2,1
890881,2,1,1957,1,16,2,0
890910,1,1,1936,1,12,2,1
890910,2,2,1939,1,12,2,1
890911,1,1,1933,1,12,4,1
890911,2,2,1932,1,12,4,0
890911,3,1,1971,2,12,4,0
890911,4,1,1974,2,12,4,0
890913,1,1,1932,1,12,2,1
890913,2,2,1940,1,12,2,1
890914,1,2,1947,1,12,2,1
890914,2,1,1943,1,12,2,1
890915,1,2,1920,4,12,1,1
890916,1,2,1921,4,12,1,1
890920,1,1,1945,1,12,4,1
890920,2,2,1974,3,12,4,0
890920,3,1,2009,2,12,4,0
890920,4,2,1949,1,12,4,0
890922,1,1,1968,3,12,1,1
890929,1,1,1958,3,12,1,1
890930,1,1,1924,4,12,1,1
890960,1,1,1945,1,2,2,1
890960,2,2,1962,1,2,2,1
890961,1,2,1949,4,2,2,1
890961,2,1,1976,2,2,2,1
890963,1,1,1941,1,2,2,1
890963,2,2,1944,1,2,2,1
890967,1,2,1939,4,2,1,1
890970,1,1,1940,1,2,2,1
890970,2,2,1940,1,2,2,1
890971,1,1,1953,2,2,1,1
890972,1,2,1953,3,2,2,1
890972,2,2,1988,2,2,2,1
890973,1,1,1935,4,2,1,1
890975,1,2,1941,3,2,1,1
890980,1,1,1930,4,2,1,1
890982,1,1,1933,1,2,2,1
890982,2,2,1934,1,2,2,0
890983,1,1,1946,1,2,2,1
890983,2,2,1948,1,2,2,1
890999,1,2,1986,2,2,2,1
890999,2,1,1984,2,2,2,1
891010,1,1,1949,2,12,1,1
891012,1,2,1934,4,12,1,1
891013,1,2,1934,4,12,1,1
891018,1,1,1968,2,12,1,1
891020,1,2,1936,4,12,1,1
891022,1,1,1949,1,12,2,1
891022,2,2,1949,1,12,2,0
891023,1,2,1936,1,12,2,0
891023,2,1,1933,1,12,2,1
891027,1,2,1968,3,12,2,1
891027,2,1,2001,2,12,2,1
891028,1,1,1933,1,12,3,1
891028,2,2,1937,1,12,3,1
891028,3,1,1969,2,12,3,0
891031,1,1,1986,2,12,1,1
891060,1,2,1964,3,12,4,1
891060,2,1,1997,2,12,4,0
891060,3,2,1993,2,12,4,0
891060,4,2,2012,2,12,4,0
891062,1,1,1930,1,12,2,1
891062,2,2,1930,1,12,2,1
891063,1,1,1965,1,12,4,1
891063,2,2,1968,1,12,4,1
891063,3,2,1993,2,12,4,0
891063,4,1,2001,2,12,4,0
891065,1,2,1938,4,12,1,1
891066,1,1,1943,2,12,1,1
891067,1,1,1939,1,12,2,1
891067,2,2,1942,1,12,2,0
891072,1,1,1940,1,12,2,1
891072,2,2,1947,1,12,2,0
891073,1,1,1950,1,12,3,1
891073,2,2,1951,1,12,3,1
891073,3,2,1976,2,12,3,1
891078,1,1,1965,1,12,2,1
891078,2,2,1967,1,12,2,0
891079,1,2,1934,4,12,1,1
891082,1,2,1973,2,12,1,1
891083,1,1,1939,4,12,1,1
891085,1,2,1962,3,12,1,1
891110,1,2,1928,2,9,1,1
891117,1,2,1940,1,9,2,1
891117,2,1,1937,1,9,2,1
891119,1,2,1950,1,9,2,1
891119,2,1,1947,1,9,2,1
891125,1,2,1949,1,9,2,1
891125,2,1,1948,1,9,2,1
891138,1,2,1975,1,9,6,1
891138,2,1,1967,1,9,6,1
891138,3,2,2002,2,9,6,0
891138,4,2,2006,2,9,6,0
891138,5,1,1946,1,9,6,1
891138,6,2,1946,1,9,6,1
891160,1,2,1976,1,10,7,0
891160,2,1,1972,1,10,7,1
891160,3,2,1996,2,10,7,0
891160,4,1,1999,2,10,7,0
891160,5,2,2005,2,10,7,0
891160,6,1,1937,1,10,7,1
891160,7,2,1941,1,10,7,0
891161,1,2,1933,4,10,1,1
891164,1,1,1926,4,10,1,1
891165,1,2,1947,4,10,2,1
891165,2,1,1979,2,10,2,1
891167,1,1,1937,2,10,1,1
891168,1,2,1955,1,10,2,1
891168,2,1,1949,1,10,2,1
891169,1,2,1959,1,10,3,1
891169,2,1,1960,1,10,3,1
891169,3,1,1991,2,10,3,0
891171,1,2,1946,4,10,1,1
891173,1,1,1935,4,10,1,1
891210,1,2,1974,2,12,1,1
891213,1,2,1971,2,12,3,1
891213,2,1,1966,2,12,3,1
891213,3,1,2006,2,12,3,0
891214,1,2,1969,1,12,4,0
891214,2,1,1969,1,12,4,1
891214,3,2,1999,2,12,4,0
891214,4,1,2004,2,12,4,0
891215,1,2,1950,1,12,2,0
891215,2,1,1947,1,12,2,1
891227,1,2,1935,4,12,1,1
891261,1,1,1929,4,11,1,1
891268,1,2,1941,4,11,2,1
891268,2,1,1975,2,11,2,0
891269,1,2,1965,1,11,5,1
891269,2,2,1930,4,11,5,1
891269,3,1,1964,1,11,5,1
891269,4,2,2000,2,11,5,0
891269,5,1,1993,2,11,5,0
891270,1,1,1949,4,11,1,1
891277,1,1,1947,1,11,4,1
891277,2,2,1952,1,11,4,1
891277,3,1,1989,2,11,4,0
891277,4,1,1978,2,11,4,1
891302,1,2,1962,3,11,2,1
891302,2,2,1995,2,11,2,1
891315,1,2,1938,4,10,1,1
891316,1,1,1946,1,10,2,1
891316,2,2,1952,1,10,2,0
891317,1,2,1936,1,10,3,1
891317,2,1,1937,1,10,3,1
891317,3,2,1971,2,10,3,1
891320,1,2,1939,1,10,3,1
891320,2,1,1938,1,10,3,1
891320,3,1,1968,2,10,3,0
891323,1,1,1940,1,10,2,1
891323,2,2,1970,1,10,2,1
891324,1,2,1935,4,10,1,1
891334,1,1,1950,1,10,2,1
891334,2,2,1949,1,10,2,1
891336,1,1,1950,1,10,3,1
891336,2,2,1957,1,10,3,1
891336,3,1,1986,2,10,3,0
891337,1,1,1960,1,10,3,0
891337,2,2,1973,1,10,3,0
891337,3,2,1925,4,10,3,1
891341,1,2,1969,1,10,4,1
891341,2,1,1964,1,10,4,1
891341,3,2,1992,2,10,4,0
891341,4,2,1997,2,10,4,0
891342,1,1,1959,1,10,3,1
891342,2,2,1963,1,10,3,1
891342,3,1,1987,2,10,3,1
891362,1,2,1941,4,1,1,1
891364,1,1,1939,2,1,1,1
891378,1,2,1952,2,1,1,1
891385,1,1,1963,2,1,1,1
891386,1,2,1967,3,1,3,1
891386,2,1,1993,2,1,3,1
891386,3,2,2000,2,1,3,1
891387,1,1,1963,1,1,3,1
891387,2,2,1962,1,1,3,1
891387,3,1,2002,2,1,3,0
891390,1,2,1969,3,1,4,1
891390,2,1,1966,3,1,4,1
891390,3,2,1996,2,1,4,0
891390,4,1,2002,2,1,4,0
891391,1,2,1973,1,1,4,1
891391,2,1,1967,1,1,4,1
891391,3,2,2000,2,1,4,0
891391,4,2,2004,2,1,4,0
891394,1,2,1976,3,1,2,1
891394,2,1,2002,2,1,2,0
891403,1,2,1970,1,1,6,1
891403,2,1,1967,1,1,6,0
891403,3,2,1995,1,1,6,1
891403,4,1,1990,1,1,6,0
891403,5,2,1990,2,1,6,0
891403,6,2,2014,2,1,6,0
891415,1,2,1931,4,15,1,1
891416,1,2,1964,2,15,2,1
891416,2,2,1938,4,15,2,1
891418,1,2,1946,2,15,1,1
891421,1,2,1946,1,15,2,0
891421,2,1,1938,1,15,2,1
891422,1,1,1945,1,15,2,1
891422,2,2,1945,1,15,2,0
891423,1,1,1954,1,15,6,1
891423,2,2,1954,1,15,6,0
891423,3,1,1979,2,15,6,0
891423,4,1,1983,2,15,6,0
891423,5,2,1988,2,15,6,0
891423,6,2,1922,4,15,6,1
891424,1,2,1946,3,15,2,1
891424,2,1,1969,2,15,2,0
891425,1,2,1977,2,15,3,0
891425,2,1,1944,1,15,3,1
891425,3,2,1945,1,15,3,1
891429,1,2,1946,1,15,3,1
891429,2,1,1945,1,15,3,1
891429,3,1,1979,2,15,3,1
891430,1,1,1928,1,15,2,1
891430,2,2,1933,1,15,2,1
891431,1,2,1956,1,15,4,0
891431,2,1,1954,1,15,4,1
891431,3,2,1988,2,15,4,0
891431,4,2,1994,2,15,4,0
891433,1,1,1958,1,15,4,1
891433,2,2,1960,1,15,4,1
891433,3,2,1987,2,15,4,1
891433,4,2,1997,2,15,4,0
891435,1,2,1950,4,15,2,1
891435,2,2,1977,2,15,2,1
891447,1,2,1966,1,15,3,1
891447,2,1,1966,1,15,3,1
891447,3,2,2000,2,15,3,0
891451,1,2,1953,3,15,1,1
891461,1,1,1933,4,15,1,1
891462,1,2,1958,1,15,5,1
891462,2,1,1956,1,15,5,1
891462,3,1,1983,2,15,5,0
891462,4,1,1987,2,15,5,0
891462,5,2,1993,2,15,5,1
891463,1,2,1950,1,15,2,0
891463,2,1,1949,1,15,2,1
891464,1,2,1951,2,15,2,0
891464,2,2,1920,4,15,2,1
891465,1,1,1937,4,15,1,1
891468,1,2,1961,4,15,1,1
891510,1,2,1951,4,13,1,1
891511,1,1,1961,2,13,1,1
891513,1,2,1933,4,13,1,1
891515,1,2,1940,4,13,1,1
891517,1,1,1967,2,13,1,1
891520,1,1,1942,4,13,2,1
891520,2,2,1985,2,13,2,0
891522,1,2,1932,4,13,1,1
891523,1,1,1961,1,13,4,1
891523,2,2,1967,1,13,4,1
891523,3,1,1997,2,13,4,0
891523,4,1,1999,2,13,4,0
891524,1,1,1962,2,13,1,1
891529,1,1,1942,4,13,1,1
891531,1,1,1960,2,13,1,1
891539,1,1,1957,2,13,1,1
891546,1,1,1979,2,13,1,1
891560,1,1,1953,1,19,2,1
891560,2,2,1955,1,19,2,0
891562,1,2,1953,1,19,2,1
891562,2,1,1980,2,19,2,1
891563,1,2,1957,3,19,1,1
891566,1,1,1947,1,19,2,1
891566,2,2,1945,1,19,2,0
891568,1,2,1928,4,19,1,1
891580,1,1,1939,4,19,1,1
891613,1,1,1948,1,19,2,1
891613,2,2,1953,1,19,2,0
891671,1,2,1945,2,19,2,1
891671,2,2,1938,2,19,2,1
891673,1,1,1954,2,19,2,1
891673,2,2,1922,4,19,2,1
891676,1,2,1942,1,19,3,1
891676,2,1,1940,1,19,3,1
891676,3,1,1973,3,19,3,1
891677,1,2,1941,1,19,2,1
891677,2,1,1931,1,19,2,1
891678,1,1,1973,1,19,5,1
891678,2,2,1972,1,19,5,0
891678,3,2,1951,4,19,5,1
891678,4,1,2006,2,19,5,0
891678,5,1,2003,2,19,5,0
891680,1,2,1933,4,19,2,1
891680,2,1,1983,2,19,2,0
891681,1,1,1949,1,19,2,1
891681,2,2,1954,1,19,2,1
891683,1,2,1953,1,19,2,1
891683,2,1,1953,1,19,2,1
891684,1,1,1968,2,19,2,1
891684,2,2,1940,4,19,2,1
891688,1,1,1959,1,19,4,1
891688,2,2,1962,1,19,4,0
891688,3,2,1982,2,19,4,0
891688,4,1,1989,2,19,4,0
891689,1,2,1960,4,19,2,1
891689,2,2,1991,2,19,2,0
891690,1,2,1965,1,19,4,0
891690,2,1,1956,1,19,4,1
891690,3,2,1986,2,19,4,0
891690,4,2,1991,2,19,4,0
891692,1,2,1968,1,19,4,1
891692,2,1,1960,1,19,4,1
891692,3,2,1996,2,19,4,0
891692,4,1,1999,2,19,4,0
891695,1,2,1965,1,19,3,0
891695,2,1,1961,1,19,3,1
891695,3,2,1991,2,19,3,0
891699,1,2,1967,1,19,3,0
891699,2,1,1970,1,19,3,1
891699,3,1,2007,2,19,3,1
891700,1,2,1960,1,19,3,1
891700,2,1,1959,1,19,3,1
891700,3,1,1999,2,19,3,0
891724,1,1,1964,1,9,4,1
891724,2,1,1943,1,9,4,1
891724,3,2,1942,1,9,4,1
891724,4,2,1972,1,9,4,0
891727,1,2,1925,4,9,1,1
891729,1,1,1946,1,9,2,1
891729,2,2,1952,1,9,2,1
891733,1,1,1945,4,9,2,1
891733,2,1,1979,2,9,2,0
891734,1,2,1953,1,9,3,1
891734,2,1,1950,1,9,3,1
891734,3,1,1992,2,9,3,0
891738,1,1,1953,1,9,2,1
891738,2,2,1957,1,9,2,1
891739,1,1,1950,2,9,1,1
891743,1,1,1957,1,9,3,1
891743,2,2,1961,1,9,3,0
891743,3,1,1980,1,9,3,1
891744,1,1,1959,1,9,2,1
891744,2,2,1961,1,9,2,1
891745,1,2,1942,4,9,1,1
891749,1,2,1966,2,9,2,1
891749,2,1,1995,2,9,2,1
891757,1,1,1962,1,9,6,1
891757,2,1,1978,1,9,6,0
891757,3,2,1988,1,9,6,0
891757,4,1,1999,2,9,6,0
891757,5,2,1967,1,9,6,0
891757,6,1,2001,2,9,6,0
891759,1,1,1967,1,9,4,1
891759,2,2,1978,1,9,4,0
891759,3,2,2003,2,9,4,0
891759,4,2,2005,2,9,4,0
891793,1,1,1962,1,16,4,1
891793,2,2,1964,1,16,4,0
891793,3,1,1988,2,16,4,1
891793,4,1,1993,2,16,4,0
891794,1,1,1935,1,16,5,1
891794,2,2,1937,1,16,5,0
891794,3,1,1962,3,16,5,0
891794,4,1,1971,2,16,5,0
891794,5,2,1985,2,16,5,0
891795,1,1,1962,1,16,4,1
891795,2,2,1962,1,16,4,1
891795,3,1,1991,2,16,4,0
891795,4,1,1993,2,16,4,0
891801,1,1,1965,1,16,4,1
891801,2,2,1966,1,16,4,1
891801,3,1,1997,2,16,4,0
891801,4,1,2001,2,16,4,0
891803,1,1,1970,2,16,1,1
891808,1,1,1948,1,16,3,1
891808,2,2,1959,1,16,3,1
891808,3,2,1991,2,16,3,1
891813,1,2,1966,1,16,4,0
891813,2,1,1952,1,16,4,1
891813,3,1,1991,2,16,4,0
891813,4,2,1995,2,16,4,0
891820,1,2,1952,1,16,2,0
891820,2,1,1948,1,16,2,1
891824,1,2,1967,2,16,2,0
891824,2,2,1926,4,16,2,1
891825,1,2,1937,4,16,1,1
891827,1,2,1934,4,16,1,1
891829,1,2,1953,1,16,3,0
891829,2,1,1948,1,16,3,1
891829,3,1,1985,2,16,3,1
891832,1,2,1954,1,16,2,1
891832,2,1,1951,1,16,2,0
891835,1,1,1948,1,16,3,1
891835,2,2,1949,1,16,3,0
891835,3,2,1973,2,16,3,0
891836,1,2,1987,2,16,3,1
891836,2,1,1951,1,16,3,1
891836,3,2,1956,1,16,3,0
891837,1,2,1955,1,16,2,1
891837,2,1,1950,1,16,2,0
891846,1,2,1943,1,16,2,0
891846,2,1,1940,1,16,2,1
891859,1,1,1995,2,16,4,0
891859,2,1,1960,1,16,4,1
891859,3,2,1965,1,16,4,0
891859,4,1,1989,2,16,4,0
891867,1,2,1978,1,16,2,0
891867,2,1,1979,1,16,2,1
891871,1,1,1939,4,5,1,1
891872,1,1,1963,2,5,1,1
891876,1,1,1950,1,5,4,1
891876,2,2,1948,1,5,4,1
891876,3,2,1979,2,5,4,1
891876,4,1,1999,2,5,4,0
891877,1,1,1956,1,5,2,1
891877,2,2,1957,1,5,2,0
891882,1,1,1961,1,5,3,1
891882,2,2,1963,1,5,3,1
891882,3,2,1993,2,5,3,1
891884,1,1,1970,1,5,4,1
891884,2,2,1976,1,5,4,1
891884,3,1,2001,2,5,4,0
891884,4,2,1994,2,5,4,0
891885,1,2,1939,4,5,1,1
891903,1,1,1970,1,5,2,1
891903,2,2,1975,1,5,2,1
891906,1,2,1949,4,5,1,1
891908,1,2,1966,2,5,2,1
891908,2,1,1966,2,5,2,1
891923,1,1,1975,2,15,2,0
891923,2,1,1947,4,15,2,1
891924,1,2,1936,1,15,2,1
891924,2,1,1937,1,15,2,1
891927,1,2,1933,1,15,3,0
891927,2,1,1929,1,15,3,1
891927,3,1,1956,2,15,3,1
891928,1,1,1942,1,15,2,1
891928,2,2,1944,1,15,2,1
891930,1,1,1953,1,15,3,1
891930,2,2,1950,1,15,3,1
891930,3,2,1983,2,15,3,1
891938,1,2,1954,1,15,4,1
891938,2,1,1952,1,15,4,1
891938,3,1,1983,2,15,4,1
891938,4,1,1986,2,15,4,0
891941,1,2,1970,2,15,1,1
891947,1,2,1937,4,15,1,1
891949,1,1,1971,1,15,4,1
891949,2,2,1970,1,15,4,0
891949,3,2,1998,2,15,4,0
891949,4,2,2001,2,15,4,0
891970,1,1,1935,1,1,4,1
891970,2,2,1944,1,1,4,0
891970,3,2,1968,3,1,4,1
891970,4,1,2013,2,1,4,0
891974,1,1,1943,1,1,4,1
891974,2,2,1950,1,1,4,1
891974,3,1,1971,2,1,4,0
891974,4,1,1978,2,1,4,0
891976,1,1,1935,3,1,1,1
891977,1,1,1940,1,1,2,1
891977,2,2,1942,1,1,2,0
891978,1,2,1950,2,1,1,1
891980,1,1,1947,1,1,2,1
891980,2,2,1947,1,1,2,1
891984,1,2,1942,4,1,1,1
891985,1,1,1932,1,1,2,1
891985,2,2,1936,1,1,2,1
891986,1,2,1936,1,1,2,0
891986,2,1,1935,1,1,2,1
891990,1,1,1937,1,1,2,1
891990,2,2,1943,1,1,2,1
891992,1,2,1956,3,1,1,1
891993,1,2,1957,3,1,3,1
891993,2,2,1981,2,1,3,0
891993,3,2,1977,2,1,3,0
892023,1,1,1950,1,5,3,1
892023,2,2,1954,1,5,3,1
892023,3,1,1990,2,5,3,1
892070,1,1,1943,2,19,1,1
892071,1,1,1924,2,19,1,1
892072,1,2,1932,4,19,1,1
892074,1,2,1949,4,19,1,1
892075,1,2,1954,4,19,1,1
892076,1,1,1945,1,19,2,1
892076,2,2,1949,1,19,2,1
892085,1,1,1939,1,19,3,1
892085,2,2,1947,1,19,3,0
892085,3,1,1971,2,19,3,1
892086,1,1,1970,1,19,3,1
892086,2,2,1975,1,19,3,1
892086,3,1,2010,2,19,3,0
892089,1,1,1968,3,19,1,1
892090,1,2,1959,4,19,1,1
892093,1,1,1961,3,19,1,1
892104,1,2,1961,3,19,1,1
892106,1,1,1964,1,19,5,1
892106,2,2,1969,1,19,5,0
892106,3,1,1989,2,19,5,0
892106,4,1,1993,2,19,5,0
892106,5,2,2003,2,19,5,0
892108,1,2,1979,3,19,2,1
892108,2,1,1997,2,19,2,0
892110,1,2,1929,4,19,1,1
892119,1,1,1978,1,19,2,0
892119,2,2,1979,1,19,2,1
892126,1,1,1971,1,15,6,1
892126,2,2,1934,4,15,6,1
892126,3,2,1975,1,15,6,0
892126,4,1,2000,2,15,6,0
892126,5,1,1997,2,15,6,0
892126,6,2,2005,2,15,6,0
892127,1,2,1942,4,15,1,1
892129,1,2,1945,4,15,2,1
892129,2,1,1950,2,15,2,0
892132,1,2,1935,4,15,1,1
892133,1,1,1936,1,15,2,1
892133,2,2,1938,1,15,2,1
892136,1,2,1944,3,15,2,1
892136,2,1,1975,2,15,2,0
892140,1,1,1960,1,15,4,1
892140,2,2,1965,1,15,4,1
892140,3,2,1989,2,15,4,0
892140,4,1,1990,2,15,4,1
892149,1,2,1952,3,15,1,1
892167,1,2,1983,1,15,2,0
892167,2,1,1980,1,15,2,1
892173,1,2,1936,4,3,2,1
892173,2,1,1962,2,3,2,1
892177,1,2,1926,4,3,1,1
892181,1,1,1939,1,3,3,1
892181,2,2,1945,1,3,3,1
892181,3,2,1925,4,3,3,1
892191,1,1,1950,1,3,2,1
892191,2,2,1951,1,3,2,1
892193,1,1,1958,1,3,3,1
892193,2,2,1963,1,3,3,1
892193,3,2,1997,2,3,3,0
892197,1,1,1966,1,3,3,1
892197,2,2,1963,1,3,3,1
892197,3,1,2001,2,3,3,0
892199,1,1,1956,2,3,1,1
892220,1,2,1928,4,1,1,1
892221,1,2,1943,1,1,2,1
892221,2,1,1938,1,1,2,1
892225,1,2,1932,4,1,1,1
892226,1,2,1947,4,1,1,1
892227,1,2,1939,2,1,1,1
892228,1,1,1944,4,1,3,1
892228,2,1,1972,1,1,3,1
892228,3,2,1976,1,1,3,0
892230,1,1,1948,1,1,2,1
892230,2,2,1949,1,1,2,1
892231,1,2,1933,1,1,2,1
892231,2,1,1926,1,1,2,1
892232,1,1,1995,2,1,4,0
892232,2,1,1942,1,1,4,1
892232,3,2,1974,1,1,4,1
892232,4,2,2013,2,1,4,0
892233,1,2,1948,2,1,1,1
892238,1,2,1964,3,1,2,1
892238,2,1,1992,2,1,2,0
892244,1,1,1945,1,1,3,1
892244,2,2,1952,1,1,3,1
892244,3,2,1989,2,1,3,0
892247,1,1,1932,4,1,1,1
892252,1,1,1967,1,1,2,1
892252,2,2,1968,1,1,2,1
892254,1,2,1972,1,1,4,1
892254,2,1,1964,1,1,4,1
892254,3,2,2003,2,1,4,0
892254,4,2,2001,2,1,4,0
892257,1,2,1977,1,1,2,1
892257,2,1,1977,1,1,2,1
892271,1,1,1976,1,16,5,1
892271,2,2,1976,1,16,5,0
892271,3,2,1996,2,16,5,0
892271,4,2,1999,2,16,5,0
892271,5,1,2010,2,16,5,0
892273,1,2,1946,1,16,2,0
892273,2,1,1937,1,16,2,1
892274,1,2,1934,4,16,1,1
892276,1,2,1948,1,16,2,0
892276,2,1,1941,1,16,2,1
892291,1,2,1979,1,16,4,0
892291,2,1,1974,1,16,4,1
892291,3,2,2011,2,16,4,0
892291,4,2,2014,2,16,4,0
892321,1,2,1933,4,3,1,1
892322,1,1,1969,2,3,1,1
892326,1,1,1941,4,3,4,1
892326,2,2,1970,1,3,4,1
892326,3,1,1964,2,3,4,1
892326,4,1,1963,1,3,4,1
892331,1,1,1933,1,3,2,1
892331,2,2,1944,1,3,2,1
892336,1,1,1950,2,3,1,1
892337,1,2,1959,1,3,3,1
892337,2,1,1956,1,3,3,1
892337,3,1,1991,2,3,3,0
892338,1,2,1939,1,3,2,0
892338,2,1,1937,1,3,2,1
892339,1,2,1959,1,3,3,1
892339,2,1,1961,1,3,3,1
892339,3,2,1999,2,3,3,0
892341,1,2,1930,1,3,2,1
892341,2,1,1930,1,3,2,1
892343,1,2,1935,4,3,1,1
892346,1,1,1964,1,3,4,1
892346,2,2,1964,1,3,4,1
892346,3,1,1994,2,3,4,0
892346,4,2,1999,2,3,4,0
892371,1,2,1937,4,8,1,1
892374,1,2,1925,4,8,1,1
892378,1,2,1952,4,8,2,1
892378,2,1,1973,2,8,2,1
892379,1,1,1934,1,8,2,1
892379,2,2,1934,1,8,2,0
892383,1,2,1935,4,8,1,1
892384,1,1,1969,1,8,2,1
892384,2,2,1974,1,8,2,1
892387,1,2,1939,4,8,3,1
892387,2,2,1974,3,8,3,1
892387,3,2,2001,2,8,3,0
892388,1,2,1922,4,8,1,1
892390,1,2,1924,4,8,1,1
892392,1,1,1959,2,8,1,1
892396,1,2,1939,4,8,2,1
892396,2,1,1982,2,8,2,1
892399,1,1,1945,1,8,7,1
892399,2,1,2004,2,8,7,1
892399,3,1,1971,1,8,7,0
892399,4,1,2010,2,8,7,0
892399,5,2,1969,1,8,7,0
892399,6,2,1948,1,8,7,0
892399,7,2,1931,4,8,7,1
892405,1,2,1950,1,8,3,1
892405,2,1,1970,2,8,3,1
892405,3,1,1947,1,8,3,1
892407,1,2,1929,3,8,1,1
892413,1,2,1938,2,8,1,1
892415,1,2,1922,4,8,1,1
892418,1,2,1932,4,8,1,1
892423,1,2,1921,4,8,1,1
892427,1,2,1939,4,8,1,1
892428,1,1,1935,1,8,2,1
892428,2,2,1937,1,8,2,1
892437,1,1,1940,1,8,2,1
892437,2,2,1940,1,8,2,1
892439,1,1,1940,1,8,2,1
892439,2,2,1942,1,8,2,0
892440,1,1,1939,1,8,2,1
892440,2,2,1942,1,8,2,1
892441,1,1,1962,3,8,1,1
892442,1,2,1937,4,8,2,1
892442,2,2,1967,2,8,2,1
892447,1,2,1919,4,8,1,1
892449,1,1,1946,1,8,2,1
892449,2,2,1948,1,8,2,0
892461,1,2,1942,4,8,1,1
892462,1,2,1969,2,8,1,1
892466,1,2,1958,3,8,2,1
892466,2,1,1990,2,8,2,1
892467,1,1,1955,1,8,2,1
892467,2,2,1961,1,8,2,1
892496,1,1,1961,3,8,1,1
892502,1,1,1959,1,8,3,1
892502,2,1,1980,2,8,3,1
892502,3,2,1961,1,8,3,0
892505,1,2,1963,3,8,1,1
892524,1,2,1978,3,8,1,1
892529,1,2,1975,1,8,3,0
892529,2,1,1976,1,8,3,1
892529,3,2,2012,2,8,3,0
892553,1,2,1968,4,8,1,1
892610,1,1,1972,1,8,2,1
892610,2,2,1972,1,8,2,1
892627,1,2,1957,3,8,2,1
892627,2,2,1988,2,8,2,1
892640,1,1,1970,2,8,3,1
892640,2,2,1972,3,8,3,1
892640,3,1,2007,2,8,3,0
892670,1,1,1942,2,4,1,1
892673,1,1,1932,1,4,2,1
892673,2,2,1947,1,4,2,1
892676,1,2,1965,1,4,5,1
892676,2,1,1961,1,4,5,1
892676,3,2,1926,4,4,5,1
892676,4,1,1994,2,4,5,1
892676,5,2,1998,2,4,5,0
892684,1,2,1975,1,4,4,0
892684,2,1,1975,1,4,4,1
892684,3,2,2008,2,4,4,0
892684,4,2,2006,2,4,4,0
892696,1,1,1962,4,4,8,1
892696,2,2,1988,2,4,8,0
892696,3,1,1990,2,4,8,1
892696,4,1,1993,2,4,8,0
892696,5,1,1987,1,4,8,1
892696,6,2,1983,1,4,8,0
892696,7,1,2009,2,4,8,0
892696,8,1,2012,2,4,8,0
892699,1,2,1943,1,4,2,1
892699,2,1,1940,1,4,2,1
892701,1,2,1975,1,4,5,1
892701,2,1,1969,1,4,5,1
892701,3,2,2005,2,4,5,0
892701,4,1,2008,2,4,5,0
892701,5,1,2010,2,4,5,0
892703,1,1,1933,4,4,1,1
892710,1,2,1976,1,4,3,1
892710,2,1,1976,1,4,3,1
892710,3,1,2013,2,4,3,0
892725,1,2,1967,2,15,1,1
892727,1,1,1932,1,15,2,1
892727,2,2,1936,1,15,2,0
892736,1,2,1940,4,15,3,1
892736,2,1,1972,2,15,3,0
892736,3,1,1980,2,15,3,0
892737,1,2,1945,4,15,1,1
892738,1,2,1961,2,15,1,1
892739,1,1,1980,1,15,4,1
892739,2,2,1977,1,15,4,0
892739,3,1,2006,2,15,4,0
892739,4,2,2014,2,15,4,0
892741,1,2,1939,1,15,2,0
892741,2,1,1935,1,15,2,1
892745,1,1,1957,1,15,2,1
892745,2,2,1965,1,15,2,0
892746,1,2,1986,2,15,6,0
892746,2,1,1963,1,15,6,0
892746,3,2,1964,1,15,6,0
892746,4,1,1989,2,15,6,1
892746,5,1,2001,2,15,6,0
892746,6,1,1995,2,15,6,0
892750,1,2,1971,1,15,4,1
892750,2,1,1968,1,15,4,1
892750,3,1,1998,2,15,4,0
